"Country.Name","ISO.Code","Quantile","Indicator","Subgroup","X1931.5","X1932.5","X1933.5","X1934.5","X1935.5","X1936.5","X1937.5","X1938.5","X1939.5","X1940.5","X1941.5","X1942.5","X1943.5","X1944.5","X1945.5","X1946.5","X1947.5","X1948.5","X1949.5","X1950.5","X1951.5","X1952.5","X1953.5","X1954.5","X1955.5","X1956.5","X1957.5","X1958.5","X1959.5","X1960.5","X1961.5","X1962.5","X1963.5","X1964.5","X1965.5","X1966.5","X1967.5","X1968.5","X1969.5","X1970.5","X1971.5","X1972.5","X1973.5","X1974.5","X1975.5","X1976.5","X1977.5","X1978.5","X1979.5","X1980.5","X1981.5","X1982.5","X1983.5","X1984.5","X1985.5","X1986.5","X1987.5","X1988.5","X1989.5","X1990.5","X1991.5","X1992.5","X1993.5","X1994.5","X1995.5","X1996.5","X1997.5","X1998.5","X1999.5","X2000.5","X2001.5","X2002.5","X2003.5","X2004.5","X2005.5","X2006.5","X2007.5","X2008.5","X2009.5","X2010.5","X2011.5","X2012.5","X2013.5","X2014.5","X2015.5","X2016.5","X2017.5","X2018.5","X2019.5","X2020.5","X2021.5"
"Singapore","SGP","Median","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.23282607885845,6.51019254855162,5.87160499424997,5.35823449721151,4.97749182714374,4.69688116893794,4.496145426034,4.34725191150607,4.23181496511079,4.14200161498539,4.07723401203682,4.04312183388569,4.02886261531412,4.01128081115627,3.95485311842229,3.84586941971249,3.68355852270725,3.4824257584578,3.28405677450987,3.11091849289981,2.96761318924772,2.84763500177431,2.74348711572235,2.65212385712849,2.56687594441999,2.48743439727537,2.41330975927066,2.34442546752006,2.28122427927094,2.22308409603507,2.16848167742281,2.1154214248366,2.06367420652107,2.01492820605684
"Singapore","SGP","Upper","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.35396045316348,7.07735710774069,6.19445121871872,5.63816857611314,5.244896800188,4.95634939509015,4.74150879055945,4.57815817415383,4.4588752096268,4.35571535432183,4.28194704256896,4.24542164792396,4.23356203014051,4.23140910873854,4.19012506746906,4.0769582902939,3.89265187125466,3.66303172980307,3.45350289284638,3.27375155187072,3.12024128809773,2.99394181344864,2.88639353697612,2.79252347156473,2.70575849154024,2.62503619313718,2.55324066696952,2.48168546488212,2.42523113453743,2.37265865756801,2.32566758396734,2.30263440475463,2.31375745005142,2.35394018774185
"Slovakia","SVK","Lower","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99010335237659,9.81100784420571,9.58907588882499,9.32186201376724,9.03388156942693,8.74095262537329,8.46187644578619,8.20070050984802,7.96529163382636,7.75858900308585,7.56809972169581,7.40502480791416,7.26365005612098,7.13206906039781,7.02461462276776,6.93041676820128,6.85172644608481,6.79344961570537,6.75203125756507,6.73070937993708,6.71296435279288,6.68318840720854,6.63682317833442,6.57072979935788,6.48225085932657,6.37304413269073,6.25307478657001,6.12507210956208,5.99028678830676,5.84869981630775,5.70213555508969,5.55661775177792,5.42108654946636,5.29220725563026,5.17389865775198,5.06797992285452,4.97207830222933,4.88556925767273,4.7988737204895,4.7131212953043,4.632224409295,4.55342895510034,4.47643858805651,4.40439149760369,4.3395165607878,4.28062782421231,4.2278135622322,4.17872012943923,4.13007947324996,4.08001788247726,4.02267084543057,3.95350680363129,3.87129020564062
"Slovakia","SVK","Median","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4933191849688,10.1732229448686,9.86079561128309,9.54990482948978,9.24106739202728,8.94350743210006,8.66130848651869,8.39907539617029,8.15990828634768,7.94919016545859,7.76018905308114,7.59533233919351,7.45089942809869,7.32203031267594,7.21039656097075,7.11518375141375,7.03748323131208,6.97433691306636,6.92778225294935,6.89538843095856,6.87118858505814,6.8426311933478,6.79799675780462,6.73443766064503,6.64578474944426,6.53596574785297,6.41151173510935,6.28139801868523,6.14356473166157,5.99938895509197,5.85338236961337,5.70974076994516,5.57336328922881,5.44425305117445,5.32451872621082,5.21710482003869,5.11837765418244,5.02808493095007,4.94329149704431,4.86106844096166,4.7801301976762,4.70112653132098,4.62509273157534,4.55521886954464,4.49053542156823,4.4317688091492,4.37879166517712,4.33112334042298,4.28681913638089,4.24439543438425,4.20471147789496,4.16525154285288,4.12555648420098
"Slovakia","SVK","Upper","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0309985717586,10.5543814549234,10.1413823520201,9.78408351315311,9.45486714099231,9.15026759286691,8.86314757780841,8.5969484313815,8.35510283134921,8.14148119207278,7.95208659944523,7.78119450764275,7.63549378548001,7.50573740299848,7.39133533709232,7.2943426858398,7.21573355946569,7.15080983477248,7.10258800574929,7.06825777466958,7.04267869187952,7.01924028345116,6.98127135475184,6.92163330108293,6.8272921958556,6.70854160034435,6.57966182715084,6.44185611797956,6.30023583206654,6.1521447364171,6.00426347680824,5.86088875736666,5.72204175119994,5.59255765546207,5.47431561252164,5.36495919332698,5.26625209209504,5.17599321116597,5.09451849293852,5.0119467073683,4.9313152403066,4.85115368346024,4.77459282954367,4.70457309092859,4.64142237992279,4.58315046056201,4.5319912286569,4.48569782914533,4.44667738776621,4.41708808527722,4.39652994745648,4.39490494749872,4.40571660462143
"Slovenia","SVN","Lower","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.87605177041825,8.84697692517513,8.77693065628753,8.65110120705471,8.50325234146951,8.37594988430502,8.28895235422628,8.24541519318965,8.21752435717699,8.20145105184503,8.17637833948458,8.1146432480962,8.01496874489617,7.87899489231928,7.70741506235297,7.50740941625168,7.27246226017747,7.03834862372467,6.82139851987882,6.61226904317626,6.40528354865133,6.18865281587005,5.9649748980102,5.72868565422574,5.48328075806467,5.22686288524005,4.96232230024027,4.6876622720047,4.41393361004096,4.15208987869394,3.92560435406942,3.73691743095425,3.58440603074591,3.44999123787669,3.31605890851472,3.17292985519989,3.02253748402276,2.86522624566571,2.70313599544442,2.53209086910429,2.3548347100889
"Slovenia","SVN","Median","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.66223460611228,9.45193039482104,9.23823350949599,9.05201866967996,8.90072984544596,8.7813997759393,8.68939111750471,8.61785354961258,8.56877020241688,8.53228563951107,8.49255813070341,8.43380712373578,8.33757578601928,8.19763335190805,8.01732229112968,7.80628611190829,7.58086909012503,7.35867038083863,7.1369591148463,6.91681869973525,6.69772961743856,6.47604617861454,6.24332173050113,6.00351924300738,5.75477012829468,5.49608778876508,5.2281378868813,4.95624912358956,4.69195280819133,4.44633160168097,4.22676492106183,4.02795912327381,3.85096090630173,3.69147090685495,3.53898373983575,3.39144404888908,3.24457311132552,3.09639770696172,2.94836017939907,2.80389552676054,2.67213943343628
"Slovenia","SVN","Upper","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7399521816756,10.1426601206827,9.71647576094474,9.44812867766291,9.27269005410541,9.13824245702992,9.04714756416366,8.97021910925111,8.90680578119919,8.86992011441296,8.84108127028023,8.80413808151089,8.71682707977934,8.5748233881059,8.36635515003814,8.1280889863132,7.89382605500389,7.66383487822186,7.43748659714026,7.21900492036093,6.99969008596588,6.77682375198196,6.55166439556499,6.31971959995555,6.07300723469716,5.80651266403916,5.5188568266402,5.2290707104581,4.96092147861045,4.71461898677069,4.49099970373809,4.28372806159428,4.10078607062927,3.93978602616565,3.78901381843375,3.6414800076756,3.50017439547449,3.35300353357956,3.22801691154855,3.11678386698267,3.03716469547714
"Spain","ESP","Lower","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9532699865983,7.20415553592811,7.23902161862901,7.15438363613849,7.0469339893701,6.90014152622331,6.77452398176356,6.67696863559727,6.7121040834154,6.76813385292711,6.70255788458635,6.50719244832344,6.26272455058913,6.15583453987222,6.18327609382076,6.32171161804361,6.58448867987933,6.92479007150578,7.39390852670566,7.86974348190489,8.1696754018043,8.18912797939102,7.83297952569562,7.19739668036094,6.45871992915214,5.86875845749173,5.55155742464407,5.38160776430311,5.33631888238076,5.31261561717692,5.24669420165194,5.13275933706499,4.96731259190968,4.82529001244148,4.67506349987542,4.48193123627462,4.2573448025843,3.9793508421813,3.69079337153366,3.38345874345065,3.06653097779592,2.77263373601136,2.51014895464704,2.32124503942425,2.1945645508184,2.12878317914152,2.11897841329587,2.12435404335865,2.13188578740522,2.12034294255628,2.0777812158711,1.98253682222924,1.8377246129253
"Spain","ESP","Median","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.52615506689027,7.47962142004341,7.42087598033744,7.33495957897655,7.21487795809174,7.07015816393285,6.92572273773116,6.84310517286942,6.87049704668742,6.92543686575905,6.86767998504583,6.65112062933715,6.41644864266766,6.29909570174913,6.32438082721209,6.46926572014456,6.72587200414452,7.09238604215312,7.56483543378881,8.04739997307173,8.36634150752676,8.37507269461622,8.02866788627672,7.36212922361149,6.60640181915349,6.01514502520567,5.67704645263462,5.51398604634588,5.4570264578526,5.43490026592666,5.37507862766946,5.24669855950485,5.08803010365962,4.93672383712588,4.78065341821591,4.59205102842154,4.35316921508206,4.0761602811211,3.77592566623389,3.46389245386365,3.14645172514886,2.84079465353127,2.57944149162279,2.3853240166149,2.25754057651101,2.19159943421892,2.17735776955789,2.18785016571049,2.1950278783275,2.182289284417,2.14033554347455,2.07027664233013,1.9945150817115
"Spain","ESP","Upper","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.14991907663932,7.76116859859726,7.60753371692718,7.51519501771757,7.38940196972933,7.24611923772926,7.08399957214324,7.00910966755264,7.02118268480042,7.09059868631499,7.04558856219278,6.79864191005115,6.57346205158471,6.44420703646599,6.46560837289318,6.62375995412201,6.87108063770278,7.25721782351308,7.73832688518702,8.23674176264808,8.57518481108528,8.56982340174385,8.23170121868753,7.52856300395013,6.76146268783137,6.16946229426688,5.80474043657207,5.6478276079018,5.58481885031552,5.56380501871506,5.51267725893488,5.3638606907932,5.2107807725176,5.04943079381817,4.89372734972832,4.70813641463117,4.44890013682148,4.17535681743469,3.86491100366861,3.54763130259488,3.2279399967682,2.91162786300795,2.65352008187733,2.45127137532518,2.3209782763355,2.25687426376485,2.23750775269769,2.25266009981607,2.25883992450447,2.24825156247885,2.20730868537852,2.16538335260051,2.16919534397065
"Sweden","SWE","Lower","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99317392547943,7.13952790500248,7.16947950457741,7.11480822628575,7.06106411682061,7.01363178333837,6.95894713110714,6.87157371707339,6.70648947886038,6.46534531286676,6.17003130462522,5.8554232363106,5.58742074635988,5.38036149072502,5.29032732151023,5.28471273561702,5.32505630844376,5.38225539216893,5.39182985682172,5.33299891068673,5.18743460326228,4.96375173105341,4.69022270532784,4.40351745512378,4.1499386506974,3.94882810985558,3.81513004526057,3.76968972897767,3.77762323308928,3.8334514907169,3.9132093861851,3.99431087956012,4.0662656262162,4.10382141340695,4.10931256515163,4.0762255122338,4.0038424225814,3.91261806760915,3.80063702562145,3.69294579050015,3.58384908728982,3.48426350519515,3.3973886009737,3.31866596066122,3.26668399941915,3.23179525293333,3.21761216291995,3.23080317479824,3.24844870934082,3.26582392186621,3.26928173474983,3.23405561535653,3.13101587524327
"Sweden","SWE","Median","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.56885492784325,7.48304939407397,7.40304326283989,7.33351199447968,7.27695948556575,7.22748178744467,7.16629105758965,7.07210809790286,6.9101487323723,6.65798904489129,6.34831301992481,6.03371627038404,5.76274762978414,5.56605845837814,5.46958801722947,5.45927903863918,5.49726216940683,5.54889024962311,5.56809022156441,5.51086950007191,5.36592192958336,5.1406487927327,4.85592452335391,4.56420960014453,4.30577230480512,4.10311109752987,3.97383995908296,3.92209286246575,3.92759122882598,3.97948176912066,4.05635798984843,4.1404783400315,4.20986747833294,4.25025722556452,4.25184994544735,4.21303282047472,4.14241054444474,4.04611491253243,3.93619005335412,3.82479456592483,3.71685280107673,3.61538276998226,3.52719687742162,3.45417355049171,3.39917362299164,3.36461845072673,3.35364376361693,3.36367559060742,3.38267192054088,3.39911309902367,3.40080958175011,3.37922039680167,3.33114289556612
"Sweden","SWE","Upper","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.18877494287381,7.84377793787326,7.64511685495062,7.55591251867963,7.49250690405033,7.44249094667324,7.38595317178702,7.27891623157513,7.12039997727874,6.85837127370209,6.53323062858872,6.21934166775689,5.9362297539201,5.74930283933983,5.64519357666885,5.62829911451628,5.67255387938683,5.72426442527862,5.75692428399846,5.69896252519848,5.55223455263237,5.32137820033897,5.0229021303006,4.73047988727181,4.46747779727604,4.26415261588569,4.13542159886714,4.07161329529684,4.0794391638021,4.12939647414214,4.20987592159811,4.29613787091369,4.3615295447827,4.40304721828552,4.39772809225483,4.35483944680931,4.284971841093,4.18359716993566,4.07844154550277,3.96234612234728,3.85246937985766,3.75507503632398,3.66191794451737,3.59146635013583,3.53271657832634,3.49888998268857,3.48932596314107,3.49795709781151,3.52214589828273,3.53529399720793,3.53823676650987,3.52923322873505,3.54519789913217
"Switzerland","CHE","Lower","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8769806923598,9.13468708174665,9.23362203088734,9.20150773440056,9.11950906751005,9.0174300906998,8.89159506586326,8.78108253861729,8.70169755832322,8.76340943120103,8.87904640039273,8.9657480319701,8.98225821914169,8.91099203455381,8.75421587772941,8.51704423404987,8.31288022636236,8.23132298255876,8.21387809113362,8.23332986810855,8.2349109175578,8.15768499190637,8.00771899984436,7.76818195102777,7.46679255903648,7.10808389565456,6.72107197393138,6.33972559727293,5.96337733791002,5.63494749343215,5.34137032641256,5.08555162192819,4.87256677993931,4.67072657172817,4.49075366725939,4.3115670586324,4.12838110048195,3.93035261561872,3.72180619650433,3.50123318634672,3.27846056920472,3.06636805473426,2.88166157179129,2.72403660094797,2.60849221090876,2.53135734370143,2.48723114988257,2.47233211247755,2.47851031981521,2.50277304378336,2.52663876401094,2.5349493315955,2.51347259142699
"Switzerland","CHE","Median","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.57879459040443,9.55765063176129,9.51379540785081,9.45212058699956,9.36262702844765,9.25367244808453,9.13170207674651,9.01926898846245,8.96583047427366,9.00732871292808,9.10855702927256,9.20048427624993,9.22922448717113,9.15888171350332,8.98484358753235,8.7600304031631,8.57987731014877,8.48804467170518,8.46741701900053,8.47756675401478,8.47465534650092,8.41135891765927,8.25618088794952,8.01413113372775,7.69617084537196,7.32869559144094,6.93824277440523,6.54490547854732,6.172434549412,5.83506615898113,5.53461788610014,5.274496205711,5.04544417207614,4.84411344393766,4.6547023424439,4.46663268785307,4.27605583159522,4.07778748940266,3.86535987468778,3.63879571180302,3.41223333055639,3.20143216777282,3.01207812699086,2.85673654003264,2.7392993915591,2.65794777773811,2.61189327805125,2.59505990718982,2.60088111186112,2.62149899069577,2.6523081618064,2.68675913142458,2.71202972579169
"Switzerland","CHE","Upper","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2881671675609,9.98372070775139,9.81001616901586,9.72673397227754,9.62946181624379,9.50504093039762,9.37315252277334,9.25508457871602,9.21428988242149,9.2445045448401,9.33998796720911,9.45648946985921,9.49233024371838,9.43130224800267,9.2256488042601,8.99745420446847,8.83377860154815,8.73903931487554,8.71066726118689,8.71546219748857,8.72932139176869,8.68331633376775,8.51745908808553,8.26808665988546,7.9397032200613,7.56059902207555,7.1595585801275,6.75369326699683,6.37736042638946,6.03279494217252,5.72886068572212,5.46373275647796,5.22762808445294,5.02427585511291,4.82643735376019,4.63685370473346,4.44894227008235,4.24114338969839,4.02679999408023,3.78960697540192,3.55371760616483,3.33533883664472,3.14284787552949,2.98806231872646,2.87029828593656,2.78704377065689,2.74011722162793,2.71857540087394,2.72678420455435,2.74967492588919,2.78855372338665,2.84860610541037,2.93567206145242
"United Kingdom","GBR","Lower","Under-five Mortality Rate","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19999005116742,6.50508473459616,6.68133733242766,6.77069862860221,6.79382129570469,6.77748942771874,6.70626383745565,6.64800818766803,6.5739970997661,6.47143017011969,6.33293204679366,6.1443526668357,5.93342046442028,5.7119922696362,5.52162440609041,5.40010137506983,5.33588827510478,5.3605209746569,5.42977628534659,5.50038225153947,5.54502586317677,5.52173997302912,5.43255209725533,5.28608315408705,5.16058285989719,5.11918738015154,5.10552205788658,5.10693368119583,5.09704175314257,5.06243208262376,5.00743517117609,4.92394165061038,4.84255030937307,4.74895813184541,4.63524324066803,4.51027359878164,4.37758079017381,4.27116861656081,4.14191642546369,3.94839334544362,3.7081296228492,3.44436011824245,3.21421980421702,3.03626892462578,2.93673159803229,2.92189058507965,2.93983239542167,2.96845597772766,2.99682924402757,3.02167902681538,3.01251855924002,2.93494889922565,2.76144120865286
