"Region","ARR.1990.2018.median","ARR.1990.2000.median","ARR.2000.2018.median","Required.ARR.median","Change.in.ARR.median","Percentage.decline.1990.2018.median","Percentage.decline.1990.2000.median","Percentage.decline.2000.2018.median"
"Adhoc",4.66518447659412,5.03905180921417,4.45748040291632,,-0.581571406297853,72.9166666666667,39.5833333333333,55.1724137931034
"World",3.25278955736852,1.97238898982167,3.96412320600566,,1.99173421618399,59.7790055248619,17.9005524861878,51.0094212651413
