"Region","Year","Under.five.population","Infant.population","Population.coverage..under.5.","Population.coverage..age.0.","U5MR.median","IMR.median","CMR.median","Under.five.deaths.median","Infant.deaths.median","Child.deaths.median"
"Landlocked developing countries",2005,76447329,41634711,100,100,24.8044312110821,10.6015580559746,14.3550591480627,189241,88682,100559
"Small island developing States",2005,10075072,5289471,100,100,14.7105088404776,6.2297416782157,8.53393135007252,14801,6607,8194
"Europe and Northern America",2005,147817697,73246647,100,100,8.21050478597607,3.10958712435316,5.11682888684691,122305,45708,76597
"Northern America",2005,46763440,23452841,100,100,7.84259539498589,3.1517856950905,4.70564087148041,36974,14886,22088
"Europe",2005,101054257,49793806,100,100,8.3770907582964,3.08971018025214,5.30376768304816,85331,30822,54509
"Latin America and the Caribbean",2005,104494935,53725079,100,100,12.7026515378266,5.15030631944154,7.5914434777019,132601,55391,77210
"Central and Southern Asia",2005,337036551,177229618,100,100,16.4410957040483,7.04955870524917,9.45821322819809,553937,250585,303352
"Central Asia",2005,12554087,6770549,100,100,10.5078747887746,3.75776134721567,6.77557443326938,12954,5097,7857
"Southern Asia",2005,324482464,170459069,100,100,16.6702550363852,7.18008309763066,9.55880495262856,540983,245488,295495
"Eastern and South-Eastern Asia",2005,363690748,191430325,100,100,7.41427683439844,3.33725709977432,4.09067135665199,269016,127926,141090
"Eastern Asia",2005,255047464,136381334,100,100,5.52131441978321,2.45205473197075,3.07680418006156,140081,66966,73115
"South-Eastern Asia",2005,108643284,55048991,100,100,11.8238057995503,5.52692929020447,6.3318723199327,128935,60960,67975
"Northern Africa and Western Asia",2005,81567680,42375093,100,100,11.7673617850367,5.14870577509712,6.65290988548814,96141,43767,52374
"Western Asia",2005,41332499,21363822,100,100,9.94026914581358,4.51495796115287,5.44991733230779,41408,19423,21985
"Northern Africa",2005,40235181,21011271,100,100,13.6478797810436,5.79267473060076,7.90097281602142,54733,24344,30389
"Sub-Saharan Africa",2005,150022358,80983411,100,100,30.3146315185261,12.6944287426392,17.8467571629795,455489,206869,248620
"Oceania",2005,5130013,2610309,100,100,9.06645987236476,4.08693198718179,4.99996239141511,4685,2148,2537
"Oceania (exc. Australia and New Zealand)",2005,1743608,922470,100,100,16.8005771582826,7.54350203166975,9.32743666403834,2946,1403,1543
"Australia and New Zealand",2005,3386405,1687839,100,100,5.08752395522605,2.1927079588197,2.90117743124988,1739,745,994
"Europe, Northern America, Australia and New Zealand",2005,151204102,74934486,100,100,8.14082776672809,3.08894384756591,5.06753725719516,124044,46453,77591
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2005,110386892,55971461,100,100,11.9018823737155,5.56019766495572,6.37714288373091,131881,62363,69518
"World",2005,1189759982,621600482,100,100,13.7390068661123,5.87603223100069,7.90945082307754,1634175,732395,901780
"Least developed countries",2006,155379987,83834399,100,100,24.6460750925902,10.989813809245,13.8080087283461,383717,185082,198635
"Landlocked developing countries",2006,78592320,42657883,100,100,24.006193319809,10.2910512375364,13.8577529276885,188399,88193,100206
"Small island developing States",2006,10277703,5378236,100,100,14.4628325819878,6.10691013240104,8.40726486054946,14857,6591,8266
"Europe and Northern America",2006,147596292,72757815,100,100,8.02101849771464,3.02240511671516,5.01376701608286,119464,44140,75323
"Northern America",2006,47315512,23836627,100,100,7.7909872635743,3.08480766468206,4.72074218055373,37119,14803,22316
"Europe",2006,100280780,48921188,100,100,8.12429445890206,2.99199702794486,5.14769933205953,82345,29337,53007
"Latin America and the Caribbean",2006,105117325,53937445,100,100,12.5891374989791,5.12067321675059,7.50690468800504,132281,55305,76976
"Central and Southern Asia",2006,342200530,178982194,100,100,15.7823482882584,6.73587056869416,9.10782686247189,540170,241785,298385
"Central Asia",2006,12838046,6810458,100,100,10.2200410919421,3.68604402177155,6.55817077635447,12959,5033,7926
"Southern Asia",2006,329362484,172171736,100,100,15.9986682558511,6.8563185055016,9.20546535279961,527211,236752,290459
"Eastern and South-Eastern Asia",2006,367234501,191919389,100,100,7.19601581888685,3.21238080517492,3.99647320753221,263576,123398,140178
"Eastern Asia",2006,257982063,136631577,100,100,5.35681805650756,2.32994241296012,3.03394455965557,137421,63726,73695
"South-Eastern Asia",2006,109252438,55287812,100,100,11.5141336489447,5.38979149013624,6.15752996139469,126155,59672,66483
"Northern Africa and Western Asia",2006,82846523,42795940,100,100,11.4051776814638,4.94429164141532,6.492989272637,94447,42349,52098
"Western Asia",2006,42162639,21706491,100,100,10.9663397238579,4.74535571002563,6.25064555038612,46309,20639,25670
"Northern Africa",2006,40683884,21089449,100,100,11.8601996550193,5.14900668202682,6.74592780031281,48138,21710,26428
"Sub-Saharan Africa",2006,153942614,82889223,100,100,29.3500253442885,12.3071927097392,17.2551956526914,452551,205253,247298
"Oceania",2006,5227256,2652736,100,100,8.94712725661195,4.04234815847434,4.92468639511794,4718,2161,2557
"Oceania (exc. Australia and New Zealand)",2006,1789957,945105,100,100,16.6305958104722,7.46852756160745,9.23101030373971,2997,1425,1572
"Australia and New Zealand",2006,3437299,1707631,100,100,4.94949352499641,2.14102573852226,2.81449368990515,1721,736,985
"Europe, Northern America, Australia and New Zealand",2006,151033591,74465446,100,100,7.9514359561601,3.00220158767909,4.96413771059722,121185,44876,76308
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2006,111042395,56232917,100,100,11.5960816882765,5.42476458236681,6.20497764889386,129152,61097,68055
"World",2006,1204165041,625934742,100,100,13.3457364982786,5.69304496472736,7.69650810023741,1607208,714392,892816
"Least developed countries",2007,159028211,85771675,100,100,23.7854522894481,10.6243504090251,13.3024315747654,378845,183018,195827
"Landlocked developing countries",2007,80761286,43675527,100,100,23.2110903079144,9.98775889553216,13.3567352638288,187073,87536,99537
"Small island developing States",2007,10475649,5460142,100,100,14.2174203815404,5.98918076406609,8.27781695957709,14899,6564,8335
"Europe and Northern America",2007,146705411,71809978,100,100,7.75793309541695,2.89548534151159,4.87656778444205,115207,41745,73462
"Northern America",2007,47743309,24118573,100,100,7.6025784837066,2.96240629612458,4.65395910533765,36520,14382,22138
"Europe",2007,98962102,47691405,100,100,7.82652018879859,2.86163874585785,4.97912991402338,78688,27363,51324
"Latin America and the Caribbean",2007,105641749,54114735,100,100,12.6391124055122,5.16341363681982,7.51449923652409,133569,55965,77604
"Central and Southern Asia",2007,346938959,180480190,100,100,15.3934926343899,6.56687407872122,8.88496500203087,534244,237568,296676
"Central Asia",2007,13092439,6823088,100,100,9.85819524106901,3.59453683068942,6.28625458400887,12822,4918,7904
"Southern Asia",2007,333846520,173657102,100,100,15.6099502030047,6.68347823318651,8.9865332693155,521422,232650,288772
"Eastern and South-Eastern Asia",2007,365874268,187605172,100,100,7.01167636142086,3.12152676395068,3.90233082759027,256437,117230,139207
"Eastern Asia",2007,256273905,132011524,100,100,5.1972496029199,2.21503987902228,2.98883010176466,132854,58524,74330
"South-Eastern Asia",2007,109600363,55593648,100,100,11.2401355724217,5.27075932545368,6.00100610586264,123583,58706,64877
"Northern Africa and Western Asia",2007,84065034,43121750,100,100,10.7643611974361,4.71858888153503,6.0744350777204,90661,40755,49906
"Western Asia",2007,43067844,22020818,100,100,10.4811739013632,4.57856092189758,5.92976275951239,45369,20233,25136
"Northern Africa",2007,40997190,21100932,100,100,11.0618578220766,4.86470034438674,6.22745216638826,45292,20522,24770
"Sub-Saharan Africa",2007,157900398,84865095,100,100,28.3646611275892,11.9185775388808,16.6444618984379,448646,203519,245127
"Oceania",2007,5327061,2698077,100,100,8.81575351950159,3.983780796623,4.85129923561207,4741,2167,2574
"Oceania (exc. Australia and New Zealand)",2007,1836333,967144,100,100,16.4526336094488,7.38106974518569,9.13901960537301,3042,1441,1601
"Australia and New Zealand",2007,3490728,1730933,100,100,4.80156140935861,2.08052527347653,2.7267091231261,1699,726,973
"Europe, Northern America, Australia and New Zealand",2007,150196139,73540911,100,100,7.68968942788473,2.87631070301318,4.82726343435405,116906,42471,74435
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2007,111436696,56560792,100,100,11.3255574364464,5.30688149615124,6.05078674852812,126625,60147,66478
"World",2007,1212452880,624694997,100,100,13.0404479547923,5.5811243160484,7.50118870542703,1583507,698950,884557
"Least developed countries",2008,162648242,87717921,100,100,24.0054166819846,10.7572348727352,13.3922453378217,391440,189653,201787
"Landlocked developing countries",2008,82752712,44612632,100,100,22.3306838356596,9.67665689661895,12.7776720877716,184744,86719,98025
"Small island developing States",2008,10666698,5524216,100,100,13.964132060349,5.87403078266474,8.13790357378301,14920,6520,8400
"Europe and Northern America",2008,145567781,70499424,100,100,7.34334809619852,2.71697603457149,4.63897604837549,108505,38470,70035
"Northern America",2008,48072289,24243622,100,100,7.27002006734767,2.78571415920058,4.49683279894669,35173,13596,21577
"Europe",2008,97495492,46255802,100,100,7.37340600976555,2.68094540883079,4.70507464921375,73332,24874,48458
"Latin America and the Caribbean",2008,106142817,54290380,100,100,12.7947054178804,5.25293800826782,7.58159304789704,135918,57125,78793
"Central and Southern Asia",2008,350888049,181660518,100,100,14.9723210981391,6.37547037150392,8.65201136877071,525870,232180,293690
"Central Asia",2008,13284347,6812079,100,100,9.41814937271801,3.47965544596851,5.95922999385129,12489,4753,7736
"Southern Asia",2008,337603702,174848439,100,100,15.1902364725646,6.48812104862694,8.75894451621703,513381,227427,285954
"Eastern and South-Eastern Asia",2008,363671952,182026482,100,100,7.18471370930152,3.23587786840263,3.96165527352073,261889,117912,143977
"Eastern Asia",2008,253768685,126089699,100,100,5.04275437986823,2.10706983964427,2.94188329378406,128367,53177,75190
"South-Eastern Asia",2008,109903267,55936783,100,100,12.1090977969172,5.77570410255566,6.37018600379766,133522,64735,68787
"Northern Africa and Western Asia",2008,85153838,43360165,100,100,10.2301735256399,4.58090980018676,5.6752615868751,87599,39890,47709
"Western Asia",2008,43944183,22290221,100,100,8.82442852583609,4.08335067654882,4.7605167084093,39205,18340,20865
"Northern Africa",2008,41209655,21069944,100,100,11.7308620494105,5.10701535759238,6.65784842597818,48394,21550,26844
"Sub-Saharan Africa",2008,161929100,86962196,100,100,27.3887323487297,11.547129381715,16.0266649406418,444278,202022,242256
"Oceania",2008,5434001,2742785,100,100,8.66191772051328,3.91715570466502,4.76342107789732,4759,2167,2592
"Oceania (exc. Australia and New Zealand)",2008,1882640,988309,100,100,16.2563892177643,7.28384252181246,9.03838083863262,3084,1454,1630
"Australia and New Zealand",2008,3551361,1754476,100,100,4.63923717320802,2.0156629538231,2.62887314158677,1675,713,962
"Europe, Northern America, Australia and New Zealand",2008,149119142,72253900,100,100,7.27958434227882,2.6999520134463,4.59203059107275,110180,39183,70996
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2008,111785907,56925092,100,100,12.1784350728609,5.80190722625369,6.4137397697244,136606,66189,70417
"World",2008,1218787538,621541950,100,100,12.8291974703523,5.53444782004612,7.33534674410345,1568820,689767,879053
"Least developed countries",2009,166594720,89836654,100,100,25.4288524132675,11.0218159336481,14.567597861848,423940,199003,224937
"Landlocked developing countries",2009,84867442,45631443,100,100,27.3752646175898,11.3762633318259,16.1831045445896,232140,104289,127851
"Small island developing States",2009,10826126,5557432,100,100,13.751460857006,5.78535654401513,8.01245924652637,14931,6458,8473
"Europe and Northern America",2009,143992172,68865468,100,100,6.89388534640378,2.52710433429684,4.37784428136528,101119,34960,66158
"Northern America",2009,48342349,24199662,100,100,6.90307998076145,2.60140039819358,4.31289916016053,33635,12673,20962
"Europe",2009,95649823,44665806,100,100,6.88448130438968,2.4868469477526,4.40859786478094,67484,22287,45196
"Latin America and the Caribbean",2009,106586333,54418305,100,100,12.9611807203547,5.34645745305287,7.65565389512744,138332,58284,80048
"Central and Southern Asia",2009,354311400,182709838,100,100,14.5137913055267,6.17463306694918,8.39096939567176,515072,226177,288895
"Central Asia",2009,13401859,6783903,100,100,8.98846358034611,3.37435735636392,5.6331143648786,12058,4585,7473
"Southern Asia",2009,340909541,175925935,100,100,14.7304832873647,6.2824575887507,8.50143560726012,503014,221592,281422
"Eastern and South-Eastern Asia",2009,361422080,175907716,100,100,6.69364567290054,2.98418160669206,3.72056691355835,243321,105103,138218
"Eastern Asia",2009,251369542,119695528,100,100,4.88914517798011,2.00341277911611,2.89152531763647,124249,48004,76245
"South-Eastern Asia",2009,110052538,56212188,100,100,10.7854597428861,5.0693788551849,5.74520551103766,119072,57099,61973
"Northern Africa and Western Asia",2009,85999897,43564158,100,100,9.28957963713584,4.28275501023068,5.02835986029001,80307,37436,42871
"Western Asia",2009,44630181,22531584,100,100,7.6468066389892,3.71629974205628,3.94516832496138,34459,16843,17616
"Northern Africa",2009,41369716,21032574,100,100,11.0629301275305,4.889225498256,6.20403756794375,45848,20593,25255
"Sub-Saharan Africa",2009,166004754,89088717,100,100,29.4172155471728,12.2056769325056,17.4242129284752,489143,218795,270348
"Oceania",2009,5546439,2778167,100,100,8.54145261613193,3.8745354643937,4.68506962013455,4787,2168,2619
"Oceania (exc. Australia and New Zealand)",2009,1928073,1008414,100,100,16.1673371312439,7.24251762955263,8.98992922257409,3140,1473,1667
"Australia and New Zealand",2009,3618366,1769753,100,100,4.48191986243118,1.95034605235564,2.53652090360653,1647,695,952
"Europe, Northern America, Australia and New Zealand",2009,147610538,70635221,100,100,6.83543060702796,2.5126573878674,4.33366222757317,102766,35655,67110
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2009,111980611,57220602,100,100,10.8778798847098,5.10771768969814,5.79978586386501,122212,58572,63640
"World",2009,1223863075,617332369,100,100,12.7815529372821,5.51691650584208,7.30493715983124,1572083,682924,889159
"Least developed countries",2010,170575384,91988839,100,100,22.8532736610434,10.2112342417053,12.7724620208766,390549,188769,201780
"Landlocked developing countries",2010,86874944,46589720,100,100,21.2090566697907,9.2788714649893,12.0419206385986,184314,86801,97513
"Small island developing States",2010,10939126,5566023,100,100,26.2311950515707,12.2492934782512,14.1552939228514,29004,13714,15290
"Europe and Northern America",2010,142257365,67026947,100,100,6.50554503764933,2.36133357146111,4.15402049423784,94706,31863,62842
"Northern America",2010,48501329,23970011,100,100,6.60338663637494,2.44985204531187,4.16373512607782,32403,11831,20572
"Europe",2010,93756036,43056936,100,100,6.45177533652064,2.31204904197977,4.14931972523647,62303,20032,42270
"Latin America and the Caribbean",2010,106966632,54496051,100,100,14.3687800880916,6.08435311596181,8.33514091271406,154137,66451,87686
"Central and Southern Asia",2010,357553594,183770129,100,100,13.8812576973495,5.90967356605846,8.0189736478848,497205,217690,279515
"Central Asia",2010,13430200,6720810,100,100,8.75686505926299,3.33331847897291,5.44168545096054,11802,4489,7313
"Southern Asia",2010,344123394,177049319,100,100,14.0808813961102,6.0073412886532,8.12233373828314,485403,213201,272202
"Eastern and South-Eastern Asia",2010,357873438,168448804,100,100,6.56033276023238,2.93438539504781,3.63661860570845,236983,98989,137994
"Eastern Asia",2010,247537586,112082452,100,100,4.73769952302705,1.90512787627703,2.83797835843286,119722,42742,76980
"South-Eastern Asia",2010,110335852,56366352,100,100,10.5880848012768,4.97787933138083,5.6382721080875,117261,56247,61014
"Northern Africa and Western Asia",2010,86621629,43647073,100,100,9.23739680906355,4.26265957310122,4.99603362652806,80316,37285,43031
"Western Asia",2010,45170618,22667976,100,100,7.49372339876331,3.63222538899786,3.87557497157409,34167,16553,17614
"Northern Africa",2010,41451011,20979097,100,100,11.1388064129724,4.94339817411655,6.22618675911251,46149,20732,25417
"Sub-Saharan Africa",2010,170176653,91346434,100,100,25.6700722280403,10.9077714471899,14.9251003644521,437661,200451,237210
"Oceania",2010,5638285,2801309,100,100,8.38244162510438,3.80524960549039,4.59467590830131,4774,2149,2625
"Oceania (exc. Australia and New Zealand)",2010,1973311,1028823,100,100,15.8908296150908,7.09935611842462,8.8543335638271,3160,1474,1686
"Australia and New Zealand",2010,3664974,1772486,100,100,4.3455423476686,1.88821645837103,2.46197463031459,1614,675,939
"Europe, Northern America, Australia and New Zealand",2010,145922339,68799433,100,100,6.45201928806971,2.34914704460555,4.11253318865008,96320,32538,63781
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2010,112309163,57395175,100,100,10.6810621844113,5.01594709337193,5.69367425989384,120421,57721,62700
"World",2010,1227087596,611536747,100,100,12.1923663830874,5.33990686521248,6.88924745767025,1505784,654879,850905
"Least developed countries",2011,174703629,94226800,100,100,22.0065208892408,9.83552283325576,12.2918952726028,385052,186212,198840
"Landlocked developing countries",2011,88809202,47512090,100,100,20.5407246995591,9.04856213933009,11.5970996369298,182624,86371,96253
"Small island developing States",2011,11044027,5573350,100,100,13.3316351031118,5.60117838558848,7.77400027986037,14797,6262,8535
"Europe and Northern America",2011,140387779,65357657,100,100,6.19760504146438,2.23373299042513,3.97274610507667,89220,29310,59909
"Northern America",2011,48643547,23693866,100,100,6.40375753986266,2.34258568259014,4.07070783917452,31627,11172,20455
"Europe",2011,91744232,41663791,100,99.99,6.08723534478361,2.1718208569562,3.92393657512263,57593,18138,39454
"Latin America and the Caribbean",2011,107279452,54532989,100,100,13.0657737330436,5.43847577181766,7.66900566271658,140516,59418,81098
"Central and Southern Asia",2011,360295846,184728353,100,100,13.3337755249052,5.67488419770994,7.70260270557044,481371,210164,271207
"Central Asia",2011,13362068,6612270,100,100,8.46913750495903,3.29072154675237,5.19551294459981,11380,4359,7021
"Southern Asia",2011,346933778,178116083,100,100,13.5210255920458,5.76328275869374,7.80271206929205,469991,205805,264186
"Eastern and South-Eastern Asia",2011,352622331,162447188,100,100,6.48224832638833,2.89987154655824,3.5927954250559,231164,94325,136839
"Eastern Asia",2011,241745611,106025860,100,100,4.64782688841259,1.84369767014321,2.80930873423735,115466,39125,76341
