"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","CMR median","Under-five deaths median","Infant deaths median","Child deaths median"
"World","2004","1231531056","610889398","100","100","9.9201007787395","6.24037865131362","3.7028291836128","1225301","764823","460479"
"Adhoc","2005","7358030","4068940","100","100","8.04421427764279","4.61828076621532","3.44182884337554","6035","3767","2268"
"World","2005","1227136027","612578777","100","100","9.38713090997967","5.84323020990947","3.56473023949576","1156914","717985","438928"
"Adhoc","2006","7729006","4245826","100","100","8.18691737305022","4.69123551964333","3.51215821477471","6444","3993","2451"
"World","2006","1225640269","615495136","100","100","8.91985673729145","5.50608822571685","3.43266909043626","1099271","679665","419605"
"Adhoc","2007","8034440","4385929","100","100","8.36889542130725","4.79248778108953","3.5936300684103","6841","4214","2627"
"World","2007","1227250146","618621178","100","100","8.63623939499525","5.28492810689979","3.36911682831672","1066407","655606","410800"
"Adhoc","2008","8044443","4364917","100","100","8.45613539832657","4.82234239225207","3.65140131341936","6912","4220","2692"
"World","2008","1229976017","621924417","100","100","8.65362832066518","5.27231021144391","3.39923995675639","1071615","657529","414086"
"Adhoc","2009","8359887","4509680","100","100","8.36092231438823","4.76280543176612","3.61533602467814","7095","4306","2789"
"World","2009","1234393925","625920181","100","100","8.31713351318342","5.04755394700671","3.28616666972094","1034039","633472","400567"
"Adhoc","2010","8577901","4599079","100","100","8.09763963316945","4.60010089634175","3.51370212110443","7042","4241","2801"
"World","2010","1239562506","629419560","100","100","7.99668118375885","4.78430973248582","3.22781431471362","998234","603712","394522"
"Adhoc","2011","8749868","4662641","100","100","7.68064604571705","4.36351714462053","3.33166668580014","6806","4078","2728"
"World","2011","1246028960","633155682","100","100","7.78640348841264","4.65243446717929","3.14861775901936","977066","590517","386549"
"Adhoc","2012","9076613","4808203","100","100","7.14955187708233","4.07325381165752","3.08887985707644","6566","3925","2641"
"World","2012","1254333494","638524239","100","100","7.29304384341656","4.32317675471369","2.98276209646314","921198","553287","367911"
"Adhoc","2013","9305332","4906389","100","100","7.44133133584657","4.37246130320904","3.08234747770689","7016","4300","2716"
"World","2013","1264590382","645333012","100","100","7.03193117596379","4.14165450408699","2.90229698324968","895635","535659","359976"
"Adhoc","2014","9519038","5006935","100","100","7.47403632303412","4.46579808454926","3.02173268652837","7213","4482","2731"
"World","2014","1276415597","653061883","100","100","6.89620957715453","4.047033970275","2.86075317214789","886828","529665","357163"
"Adhoc","2015","9795527","5149895","100","100","7.69540590703799","4.67264825051749","3.03694824743584","7650","4824","2826"
"World","2015","1287914765","660738702","100","100","6.74169159738647","3.93420092659914","2.81857952898186","874969","520920","354048"
"Adhoc","2016","9924478","5225463","100","100","7.63168011345849","4.63570835742992","3.00992488999644","7689","4856","2833"
"World","2016","1298814884","667703800","100","100","6.5579701019346","3.81091780794125","2.75756113282091","858430","509884","348546"
"Adhoc","2017","10100518","5336292","100","100","5.86023772225019","3.34783876381966","2.52083831867107","5984","3579","2405"
"World","2017","1311300506","674733973","100","100","6.44499978028212","3.73264563660682","2.72251633238398","851735","504650","347085"
"Adhoc","2018","10306060","5463919","100","100","6.08787574185299","3.47041011770254","2.62658093720987","6346","3799","2547"
"World","2018","1324453104","680947810","100","100","6.09171205450365","3.49929924590549","2.60151629259901","812657","477403","335254"
"Adhoc","2019","10532315","5597298","100","100","6.43523515868394","3.65400675483006","2.79142830172396","6857","4098","2759"
"World","2019","1336530462","685205805","100","100","5.96259576762925","3.42271759776555","2.54860131242541","802274","469857","332417"
"Adhoc","2020","10779612","5736707","100","100","7.74589752945609","4.50288121785458","3.25768528146906","8469","5178","3291"
"World","2020","1347380672","688149030","100","100","5.76904921090171","3.2895298879058","2.48770269536461","781886","453483","328403"
"Adhoc","2021","11073079","5892250","100","100","8.47377170563657","4.91723695131309","3.57410949761315","9519","5809","3710"
"World","2021","1356763267","690145217","100","100","5.84853469337654","3.33862128949188","2.51832112440429","797772","461597","336175"
"Adhoc","2022","11185032","5942974","100","100","7.89860969800527","4.44242675368406","3.47160529656898","8938","5292","3646"
"World","2022","1363927904","689997298","100","100","5.97739767959837","3.44005940221857","2.54609700231157","819160","475544","343616"
"Adhoc","2023","11269812","5975279","100","100","8.18807395571231","4.58673163896428","3.61793682203748","9332","5494","3838"
"World","2023","1366807024","687024329","100","100","5.70785707109522","3.2433592554207","2.47251707681969","782948","446377","336571"
"Adhoc","2024","11514546","6091221","100","100","8.306802931765","4.63281178917521","3.69109127375778","9668","5657","4011"
"World","2024","1365752679","682277775","100","100","5.50841288069592","3.12455619635477","2.3913285247005","754304","427030","327274"
