"Region","Year","Under.five.population","Infant.population","Population.coverage..under.5.","Population.coverage..age.0.","U5MR.median","IMR.median","CMR.median","Under.five.deaths.median","Infant.deaths.median","Child.deaths.median"
"Adhoc",1985,2197547,1217108,100,100,68.7177787898721,25.173958298685,44.6682983716688,15027,6150,8877
"World",1985,934094521,490505985,82.1,81.9,16.6817642775872,8.0235124528318,8.72828331462202,1567736,790076,777660
"Adhoc",1986,2222561,1233094,100,100,65.0284884121923,23.8545680656485,42.1801086186027,14267,5866,8401
"World",1986,957457837,498288116,83.6,83.4,16.3734172050839,7.88643294843616,8.55444833989121,1577538,788795,788743
"Adhoc",1987,2228664,1236929,100,100,61.5413931722542,22.5612020064882,39.8799303299445,13510,5560,7950
"World",1987,975779147,506276079,83.7,83.5,16.137336387828,7.76195079697172,8.44090346825884,1584591,788803,795788
"Adhoc",1988,2237277,1240957,100,100,57.9582228079378,21.2905985324994,37.4652825654461,12917,5328,7589
"World",1988,985939843,512023160,91.8,91.7,15.8681607827111,7.51107376658538,8.42033275659986,1573489,772005,801486
"Adhoc",1989,2306167,1277359,100,100,54.3101207637335,19.9768028822399,35.0331685846495,12502,5159,7343
"World",1989,993582773,514871361,94.4,94.2,15.8141613284444,7.460125772643,8.41682613739285,1580293,770988,809304
"Adhoc",1990,2391536,1322404,100,100,74.5038200073143,26.5520765051991,49.2596905748819,17563,6981,10582
"World",1990,1000965600,515231153,100,100,16.771280127804,7.83413127040056,9.00771649083936,1688498,809978,878520
"Adhoc",1991,2383177,1315051,100,100,71.9203556700453,25.4467253529189,47.6871111371064,17218,6785,10433
"World",1991,1008105387,514320160,100,100,16.5599651735205,7.77286887056769,8.85593230347441,1680553,802302,878252
"Adhoc",1992,2469777,1360108,100,100,70.2044662740888,24.2912980210709,47.0562250391915,18181,7002,11179
"World",1992,1014861496,513356255,100,100,16.6069099502579,7.75649997442578,8.91959481276938,1697619,799413,898207
"Adhoc",1993,2790732,1533258,100,100,41.1738152085126,15.2616617736148,26.3137449097069,11879,4905,6974
"World",1993,1019814771,512936795,100,100,16.6336209571926,7.75000181480907,8.95300494697044,1708426,797790,910637
"Adhoc",1994,3111909,1704828,100,100,49.7581697077303,17.0804175368258,33.245600915809,15527,5931,9596
"World",1994,1023679024,514682520,100,100,18.5689322658683,8.5172564945845,10.1380239213704,1896030,867059,1028971
"Adhoc",1995,3277111,1790555,100,100,41.3114512625276,14.6829120231068,27.0253500769949,13457,5305,8152
"World",1995,1029944777,520638189,100,100,16.2148538821179,7.461605319589,8.81905285421958,1682333,780153,902180
"Adhoc",1996,3393844,1849677,100,100,38.1622600900903,13.5878210595923,24.912951761094,12850,5062,7788
"World",1996,1037704685,529375603,100,100,16.1838763907164,7.36799524518702,8.88131865918115,1689871,783426,906445
"Adhoc",1997,3500362,1902558,100,100,35.2001537822683,12.7327460323761,22.7571690032261,12221,4872,7349
"World",1997,1048626246,541091464,100,100,15.9906801118782,7.1909169605497,8.86349984267697,1684485,781150,903335
"Adhoc",1998,3601596,1953507,100,100,37.3617163196762,13.0673283988213,24.6160539821224,13355,5140,8215
"World",1998,1060832712,553333323,100,100,16.1727237661685,7.15219118345005,9.08551391524019,1720833,794392,926441
"Adhoc",1999,3711779,2011612,100,100,29.1280173098617,10.6926117637519,18.634658717122,10714,4322,6392
"World",1999,1073884225,563889599,100,100,15.7898573954699,6.88238915758016,8.96919774721724,1697374,778741,918633
"Adhoc",2000,3824782,2073897,100,100,27.8528732185787,10.1392947685125,17.895021346386,10289,4122,6167
"World",2000,1090168434,574061802,100,100,15.264655540749,6.63803731953361,8.68426469434913,1664759,764586,900173
"Adhoc",2001,3763722,2047735,100,100,26.0956938455418,9.51386922864756,16.7410972266526,9661,3895,5766
"World",2001,1109573812,584471291,100,100,15.0075362101307,6.49219330785281,8.57098740937878,1665163,761377,903784
"Adhoc",2002,3863171,2115328,100,100,20.6724765859189,7.91296259106323,12.8612848608324,8048,3430,4618
"World",2002,1131000389,594538327,100,100,14.6486496953073,6.32019925117669,8.38142270563872,1656588,753830,902757
"Adhoc",2003,4176265,2304084,100,100,19.3983013061397,7.4652470374125,12.022807496774,8025,3471,4554
"World",2003,1152132600,603979788,100,100,14.3519317130141,6.17483830049532,8.22789936062327,1653267,747979,905287
"Adhoc",2004,4394854,2444400,100,100,18.3956976728062,7.12353058073589,11.3530408255756,7904,3476,4428
"World",2004,1171543103,613185135,100,100,14.2440028169352,6.11130594542695,8.18270387836973,1668645,751534,917109
"Adhoc",2005,4531810,2538433,100,100,17.722307448318,6.91337048206724,10.8841833582009,7926,3540,4386
"World",2005,1189759982,621600482,100,100,13.7390068661123,5.87603223100069,7.90945082307754,1634175,732395,901780
"Adhoc",2006,4783039,2691173,100,100,20.4841872931189,7.67156307958937,12.9116769577743,9597,4150,5447
"World",2006,1204165041,625934742,100,100,13.3457364982786,5.69304496472736,7.69650810023741,1607208,714392,892816
"Adhoc",2007,5022028,2833615,100,100,22.4810047934189,8.22929562466117,14.3699638493901,10850,4609,6241
"World",2007,1212452880,624694997,100,100,13.0404479547923,5.5811243160484,7.50118870542703,1583507,698950,884557
"Adhoc",2008,5107763,2887402,100,100,21.7844110652596,8.23635155838807,13.6605727868329,10934,4796,6138
"World",2008,1218787538,621541950,100,100,12.8291974703523,5.53444782004612,7.33534674410345,1568820,689767,879053
"Adhoc",2009,5412310,3061907,100,100,21.6522635099943,8.5785911794002,13.1867964664457,11508,5271,6237
"World",2009,1223863075,617332369,100,100,12.7815529372821,5.51691650584208,7.30493715983124,1572083,682924,889159
"Adhoc",2010,5675889,3211820,100,100,23.138973411943,9.29090959802406,13.9779315119641,12899,5979,6920
"World",2010,1227087596,611536747,100,100,12.1923663830874,5.33990686521248,6.88924745767025,1505784,654879,850905
"Adhoc",2011,5922596,3349457,100,100,24.8025707885355,10.0937278976915,14.8588238153155,14598,6840,7758
"World",2011,1227871524,607321436,100,100,11.9086015117236,5.23797257905692,6.70575348554586,1472422,637737,834685
"Adhoc",2012,6286261,3546524,100,100,26.5712344082337,10.9811716091286,15.763160772652,16559,7841,8718
"World",2012,1225502812,605744961,100,100,11.6663491835891,5.12249132179695,6.57755131130301,1439362,621991,817371
"Adhoc",2013,6592186,3702306,100,100,25.9173074942624,11.1454213591075,14.9383806822816,17003,8301,8702
"World",2013,1221855727,605185859,100,100,11.4432675014249,5.0238196504011,6.45186083627465,1406383,609251,797132
"Adhoc",2014,6890040,3846622,100,100,31.5565746452069,13.2942116465351,18.5084178224458,21743,10333,11410
"World",2014,1217869478,605481056,100,100,11.40495878076,4.99625813798676,6.44088094661856,1396057,606121,789936
"Adhoc",2015,7234631,4012586,100,100,34.5239077771625,14.5043226592652,20.3142292535654,24841,11674,13167
"World",2015,1213644023,607253280,100,100,11.2831788272395,4.93407865756382,6.38058246544129,1375698,600337,775361
"Adhoc",2016,7464738,4112440,100,100,35.5233971900338,14.9334691323685,20.9020684516913,26476,12347,14129
"World",2016,1212127247,610157323,100,100,11.2100617538472,4.87485355225447,6.36624270244523,1363658,595900,767758
"Adhoc",2017,7711732,4222632,100,100,43.1568866286594,16.4515462680215,27.1520332926222,33169,13991,19178
"World",2017,1213873934,613328489,100,100,11.1301635160534,4.82460790806865,6.33612492641134,1355040,592686,762354
"Adhoc",2018,7956498,4333085,100,100,45.2002343544902,16.8686430084606,28.8177069570098,35898,14732,21166
"World",2018,1217357593,616826849,100,100,10.841286137515,4.68316088437031,6.18710043991269,1324173,578820,745353
"Adhoc",2019,8193358,4437703,100,100,42.9030740589291,16.2226449616707,27.1203936140804,35159,14515,20644
"World",2019,1222144282,620742261,100,100,10.7778414126199,4.63324488762133,6.17319846522794,1320819,576272,744547
"Adhoc",2020,8428731,4538741,100,100,41.2699536688212,15.7071490535325,25.9707307542752,34898,14395,20503
"World",2020,1227745229,624322207,100,100,10.5067438382381,4.50603273027182,6.02787290055002,1293639,563895,729744
"Adhoc",2021,8680817,4647496,100,100,44.9062703293115,16.4562781880318,28.9260065519677,38824,15314,23510
"World",2021,1234905766,628439278,100,100,10.5953733922755,4.52151139858231,6.10144976836881,1311629,569469,742160
"Adhoc",2022,8774530,4669103,100,100,28.6743019428311,12.0111221032109,16.8657565003084,25051,11195,13856
"World",2022,1243842535,634201746,100,100,10.8356191267006,4.58394442871465,6.28046399592986,1350503,582590,767913
"Adhoc",2023,8846058,4682982,100,100,28.1813834691651,11.6950821001557,16.6813916134738,25010,11012,13998
"World",2023,1254342087,641279188,100,100,10.5020990177553,4.41703728196971,6.11205892793987,1319379,567718,751661
"Adhoc",2024,9044332,4774532,100,100,27.7863044193476,11.4172498245242,16.5581025886987,25199,10959,14240
"World",2024,1265755718,649023947,100,100,10.3572237649999,4.31413323929348,6.06927418319845,1312997,561362,751635
