"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","CMR median","Under-five deaths median","Infant deaths median","Child deaths median"
"Oceania","1974","2073231","1045317","77.99","75.69","3.1934970234524","1.76795691741558","1.42806486319018","664","370","294"
"Oceania (exc. Australia and New Zealand)","1974","535506","294425","14.78","13.68",,,,,,
"Australia and New Zealand","1974","1537725","750893","100","100","2.78431646401034","1.49709563446913","1.28915081159347","428","225","203"
"Europe, Northern America, Australia and New Zealand","1974","76567871","36676529","94.56","94.03","3.23558029089399","1.77222503454209","1.46595325541053","24716","13011","11704"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1974","41421574","21851260","58.81","59.16","20.5815086169553","13.7957839826004","6.88064857576633","87734","60710","27024"
"World","1974","455188300","241623069","79.7","79.8","19.6831537634483","13.767087091636","5.99865061729287","926892","669900","256991"
"Least developed countries","1975","46762179","25355699","57.22","57.29","41.4442912584205","29.3306346635014","12.4796939385429","204718","150954","53765"
"Landlocked developing countries","1975","24480695","12972441","24.4","24.83",,,,,,
"Small island developing States","1975","4443749","2296561","39.03","39.2",,,,,,
"Europe and Northern America","1975","74199948","35501169","94.3","93.62","3.15113045990856","1.72527218468475","1.42832252033887","23323","12260","11063"
"Northern America","1975","20981621","9659096","100","100","2.81681782272947","1.49488104109102","1.32391587838509","5890","2890","3000"
"Europe","1975","53218327","25842073","92.06","91.23","3.29179584269235","1.81964607968503","1.47483343789081","17494","9413","8081"
"Latin America and the Caribbean","1975","41415598","21625139","13.23","13.17",,,,,,
"Central and Southern Asia","1975","107209122","56664809","92.62","92.84","29.3540894113457","20.892773700739","8.64186830954969","327015","239277","87739"
"Central Asia","1975","4531539","2275535","0","0",,,,,,
"Southern Asia","1975","102677584","54389274","96.7","96.72","29.3540894113457","20.892773700739","8.64186830954969","313490","229668","83822"
"Eastern and South-Eastern Asia","1975","173791377","93518849","88.99","89.27","15.7857212530825","10.9430503678145","4.89625080443437","284602","205802","78800"
"Eastern Asia","1975","132151622","71648497","98.25","98.21","14.9815668930401","10.4919047226676","4.53726674071742","206167","151139","55029"
"South-Eastern Asia","1975","41639755","21870352","59.6","59.98","19.9887544547653","13.3597309469915","6.71878466316449","85484","58829","26655"
"Northern Africa and Western Asia","1975","24973345","13271003","76.39","77.05","18.7276595165141","12.3189287556745","6.48866415225065","48135","32900","15236"
"Western Asia","1975","12579155","6678026","73.24","74.36","14.9760484038334","10.7491312212237","4.27284657109056","19488","14434","5054"
"Northern Africa","1975","12394190","6592977","79.58","79.78","22.2093121135215","13.7986112651685","8.5283806577711","28259","18321","9937"
"Sub-Saharan Africa","1975","42742940","23312166","54.09","54.17","45.7923141893424","30.8331711967644","15.4350546758293","206458","146009","60450"
"Oceania","1975","2092441","1060556","77.63","75.64","3.10183943902398","1.70632629816246","1.39789841168351","651","362","289"
"Oceania (exc. Australia and New Zealand)","1975","547467","298291","14.49","13.39",,,,,,
"Australia and New Zealand","1975","1544975","762265","100","100","2.68495883681008","1.4354782043282","1.25127681307457","415","219","196"
"Europe, Northern America, Australia and New Zealand","1975","75744923","36263434","94.42","93.75","3.14095648589252","1.71877565278539","1.42462945152259","23734","12476","11257"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1975","42187221","22168643","59.02","59.35","19.9612500952691","13.340063890971","6.71070747071101","86502","59543","26958"
"World","1975","466424771","244953689","80","79.9","19.1220930487743","13.3481851993309","5.85202171914099","918303","658331","259971"
"Least developed countries","1976","47984773","26045117","58.01","58.13","40.3465283940397","28.4851755910819","12.2091320738975","204426","150524","53902"
"Landlocked developing countries","1976","25023296","13277001","24.46","24.88",,,,,,
"Small island developing States","1976","4486520","2300503","39.16","39.59",,,,,,
"Europe and Northern America","1976","73363894","35282380","94.17","93.41","3.07177689972105","1.67810013234101","1.39601942776646","22491","11851","10640"
"Northern America","1976","20612776","9589641","100","100","2.71433407660782","1.43333238159924","1.28284043173972","5581","2751","2830"
"Europe","1976","52751118","25692740","91.89","90.95","3.22167619277436","1.77853614097038","1.4457113016033","16977","9147","7829"
"Latin America and the Caribbean","1976","42106552","21918818","18.12","18.25",,,,,,
"Central and Southern Asia","1976","109389171","57862568","92.66","92.87","28.5191317793929","20.2252994672338","8.46504028696511","324054","236449","87606"
"Central Asia","1976","4585347","2309180","0","0",,,,,,
"Southern Asia","1976","104803825","55553389","96.71","96.73","28.5191317793929","20.2252994672338","8.46504028696511","310748","227012","83736"
"Eastern and South-Eastern Asia","1976","181118043","94872743","89.27","89.3","14.9325557066573","10.2952473045309","4.68554727002849","277370","196358","81011"
"Eastern Asia","1976","138746147","72702477","98.28","98.2","14.0975200777914","9.80064253643617","4.33940651341347","200651","143208","57443"
"South-Eastern Asia","1976","42371896","22170266","59.76","60.12","19.4137974658859","12.9403459704123","6.55831840461343","84337","57752","26585"
"Northern Africa and Western Asia","1976","25619247","13616788","76.46","76.95","18.1658518382379","11.9239711999356","6.31720683061461","47880","32668","15212"
"Western Asia","1976","12885727","6819635","73.58","74.64","14.4735742299309","10.3304765572348","4.18634460752451","19253","14163","5090"
"Northern Africa","1976","12733520","6797153","79.37","79.26","21.6114803767362","13.4273453396141","8.29552187409797","28267","18377","9890"
"Sub-Saharan Africa","1976","44075296","24045825","58.48","58.5","44.1284588812327","29.8168205241682","14.7514806067826","205096","145564","59532"
"Oceania","1976","2111305","1081092","77.31","75.77","3.01474412933966","1.65283711625666","1.36416175025639","639","358","281"
"Oceania (exc. Australia and New Zealand)","1976","558354","301552","14.2","13.13",,,,,,
"Australia and New Zealand","1976","1552951","779541","100","100","2.58455241019107","1.38447249995353","1.20174369133019","402","216","186"
"Europe, Northern America, Australia and New Zealand","1976","74916845","36061921","94.29","93.55","3.06093773547167","1.67131614695315","1.39194797364263","22889","12064","10824"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1976","42930250","22471817","59.17","59.49","19.3895196000783","12.9225814958027","6.55160171131812","85352","58456","26895"
"World","1976","477783507","248680213","80.9","80.7","18.601025184232","12.9435392560127","5.73167407663287","911338","647954","263384"
"Least developed countries","1977","49230938","26755235","61.71","61.92","39.1572086863274","27.4598283547896","12.027657748831","203377","148984","54393"
"Landlocked developing countries","1977","25568971","13599580","31.39","31.97",,,,,,
"Small island developing States","1977","4520947","2307750","39.38","39.99",,,,,,
"Europe and Northern America","1977","72470958","35043858","94.03","93.37","2.99522566808086","1.63395234795792","1.36350121613646","21675","11461","10213"
"Northern America","1977","20149940","9484308","100","100","2.61051782041855","1.36974639040217","1.24247330333875","5252","2600","2652"
"Europe","1977","52321019","25559550","91.74","90.9","3.15493871560613","1.74178008161275","1.41562434027235","16494","8912","7582"
"Latin America and the Caribbean","1977","42772566","22235300","20.16","20.36",,,,,,
"Central and Southern Asia","1977","111670220","59154454","94.2","94.35","27.4984869622716","19.4257476220765","8.23266501299473","318904","232078","86826"
"Central Asia","1977","4657909","2365608","0","0",,,,,,
"Southern Asia","1977","107012311","56788846","98.3","98.28","27.4984869622716","19.4257476220765","8.23266501299473","305834","222797","83036"
"Eastern and South-Eastern Asia","1977","185931982","96143037","92.68","92.6","14.2389751766355","9.88632743620858","4.396109114579","270163","191045","79118"
"Eastern Asia","1977","142853881","73663458","98.28","98.2","13.2111825592708","9.1268922869153","4.12191050555599","192237","135080","57157"
"South-Eastern Asia","1977","43078101","22479579","74.11","74.24","18.7172430778324","13.1713306585525","5.61993443398919","82827","59610","23218"
"Northern Africa and Western Asia","1977","26264894","13975708","76.49","76.87","17.6071543732113","11.5289644755742","6.14908245076934","47572","32412","15160"
"Western Asia","1977","13180283","6978598","73.84","74.8","13.9756969268782","9.91360052211756","4.1027696238457","19005","13906","5099"
"Northern Africa","1977","13084612","6997110","79.15","78.92","21.0035582037057","13.0535714542715","8.05513503012384","28234","18387","9847"
"Sub-Saharan Africa","1977","45411339","24780331","62.41","62.47","42.8146890402056","28.9009944381645","14.3277817424922","204881","145335","59546"
"Oceania","1977","2128741","1100718","77.03","75.89","2.93016172910832","1.59694439343925","1.33534981506958","627","352","275"
"Oceania (exc. Australia and New Zealand)","1977","568125","304697","13.94","12.89",,,,,,
"Australia and New Zealand","1977","1560616","796022","100","100","2.48626122957285","1.32446340400904","1.1633386249991","389","211","178"
"Europe, Northern America, Australia and New Zealand","1977","74031574","35839879","94.16","93.51","2.98366486402679","1.62660272989015","1.35927313152301","22059","11669","10390"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1977","43646226","22784276","73.33","73.42","18.700554551303","13.1571235433503","5.61733903157597","83856","60352","23504"
"World","1977","486650698","252433405","83.1","82.9","18.0936635536173","12.596679853427","5.56711081280766","901506","639995","261511"
"Least developed countries","1978","50551652","27504745","61.87","62.15","38.136670512182","26.6422894667248","11.8089998374387","203292","148537","54755"
"Landlocked developing countries","1978","26122326","13930829","35.23","35.78",,,,,,
"Small island developing States","1978","4545921","2317690","39.68","40.44",,,,,,
"Europe and Northern America","1978","71462386","34691385","93.9","93.47","2.92869195920864","1.59979853909411","1.33102278842704","20904","11109","9795"
"Northern America","1978","19630511","9326369","100","100","2.52914535992588","1.33242804660852","1.19831398047364","4958","2487","2471"
"Europe","1978","51831875","25365016","91.59","91.06","3.09248079668256","1.70773252245741","1.38711709920792","16018","8671","7348"
"Latin America and the Caribbean","1978","43416146","22573354","20.2","20.38",,,,,,
"Central and Southern Asia","1978","114040803","60504915","94.21","94.33","26.8197577474574","18.887639679051","8.0848212592202","317655","230738","86917"
"Central Asia","1978","4735963","2432335","0","0",,,,,,
"Southern Asia","1978","109304841","58072580","98.3","98.28","26.8197577474574","18.887639679051","8.0848212592202","304639","221462","83177"
"Eastern and South-Eastern Asia","1978","186766082","96342020","92.64","92.62","13.4583726127994","9.29278164174023","4.20466399544571","256094","179893","76201"
"Eastern Asia","1978","143036385","73541890","98.25","98.22","12.3720354895046","8.49541316136755","3.90983801748951","179936","125487","54449"
"South-Eastern Asia","1978","43729697","22800130","74.3","74.57","18.1072060039594","12.6731719633247","5.50378444738556","81260","58159","23102"
"Northern Africa and Western Asia","1978","26900494","14333593","76.51","76.83","17.047053949199","11.1305140937522","5.98313522640927","47170","32087","15083"
"Western Asia","1978","13473309","7149356","74.04","74.88","13.4837156304586","9.50405367782429","4.01784779373522","18746","13654","5092"
"Northern Africa","1978","13427186","7184237","78.99","78.77","20.3835715007276","12.666696518173","7.81587631587133","28113","18316","9797"
"Sub-Saharan Africa","1978","46815872","25547686","64.55","64.62","41.0838331522027","27.7108309590629","13.754140865655","202489","143579","58910"
"Oceania","1978","2139737","1110582","76.73","75.79","2.84634175245924","1.54326575214321","1.30509010117258","612","343","269"
"Oceania (exc. Australia and New Zealand)","1978","576770","307905","13.69","12.68",,,,,,
"Australia and New Zealand","1978","1562967","802677","100","100","2.39245318781522","1.269940873047","1.12393965167073","375","204","171"
"Europe, Northern America, Australia and New Zealand","1978","73025352","35494062","94.03","93.61","2.91630048954516","1.59183149121728","1.32658069124794","21273","11309","9964"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1978","44306467","23108035","73.51","73.74","18.0927374799562","12.6605436913981","5.50185020344226","82275","58885","23390"
"World","1978","491541518","255103534","83.2","83","17.5918967469573","12.2033931408709","5.45507401895226","885111","626448","258663"
"Least developed countries","1979","51936982","28279757","65.5","65.81","37.4696754073572","26.16146333004","11.6119989623595","205192","149929","55262"
"Landlocked developing countries","1979","26653334","14246387","44.86","45.31",,,,,,
"Small island developing States","1979","4556337","2322971","40.13","41.02",,,,,,
"Europe and Northern America","1979","70484320","34340074","93.75","93.51","2.85871125451775","1.56058272376734","1.30015753413634","20131","10726","9405"
"Northern America","1979","19127196","9141332","100","100","2.44846266201326","1.27798991973152","1.17197050877832","4680","2338","2342"
"Europe","1979","51357124","25198742","91.42","91.15","3.0242961659821","1.67302824855562","1.35353241539276","15525","8439","7086"
"Latin America and the Caribbean","1979","44041926","22918837","62.16","61.72","7.67137913258908","4.38471680911677","3.30113687381206","34112","20143","13969"
"Central and Southern Asia","1979","116491695","61919928","95.8","95.9","26.4713638294044","18.6013827708868","8.01914830564738","320398","232522","87876"
"Central Asia","1979","4818731","2501671","0","0",,,,,,
"Southern Asia","1979","111672965","59418258","99.93","99.93","26.4713638294044","18.6013827708868","8.01914830564738","307273","223128","84145"
"Eastern and South-Eastern Asia","1979","186188877","95049195","92.57","92.55","12.7290524207663","8.75202828184691","4.01213848844079","240386","167106","73280"
"Eastern Asia","1979","141835881","71952699","98.23","98.22","11.5828373101602","7.91334525448704","3.69876163349301","166122","114330","51792"
"South-Eastern Asia","1979","44352996","23096496","74.47","74.86","17.4852007664755","12.1728244453492","5.37783982116449","79499","56574","22924"
"Northern Africa and Western Asia","1979","27540027","14695836","76.53","76.75","16.4716627920501","10.732536985938","5.80138943276915","46661","31715","14946"
"Western Asia","1979","13766349","7319542","74.24","74.91","12.9959922500016","9.1059212635108","3.92581918690144","18463","13391","5072"
"Northern Africa","1979","13773678","7376294","78.81","78.58","19.7305911639735","12.2688088298386","7.55446664116677","27914","18211","9702"
"Sub-Saharan Africa","1979","48308127","26358304","64.6","64.71","40.1210826353635","27.0478195872783","13.4366963878323","203927","144542","59386"
"Oceania","1979","2144355","1108185","76.41","75.45","2.76846385813456","1.49393135206166","1.27643941893987","596","331","265"
"Oceania (exc. Australia and New Zealand)","1979","584432","310962","13.46","12.5",,,,,,
"Australia and New Zealand","1979","1559923","797223","100","100","2.30230857220792","1.21598379356857","1.08764734017809","360","194","166"
"Europe, Northern America, Australia and New Zealand","1979","72044243","35137297","93.88","93.65","2.84571588029636","1.55223583296339","1.29549095481424","20485","10917","9569"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1979","44937428","23407458","73.68","74.03","17.4728618776874","12.1616477071087","5.37660251624239","80497","57283","23214"
"World","1979","495199326","256390357","87.1","86.9","16.7498702061151","11.5638580333881","5.24668408260418","847671","596421","251250"
"Least developed countries","1980","53244529","28998623","71.11","71.53","37.2235742176366","25.8386091809897","11.6869392935756","208823","151818","57005"
"Landlocked developing countries","1980","27079002","14498230","53.29","53.71","39.767008883322","27.1217228393255","12.9978090176928","112643","79725","32918"
"Small island developing States","1980","4554440","2320399","40.7","41.75",,,,,,
"Europe and Northern America","1980","69741130","34010880","93.59","93.45","2.78580891058777","1.51956271553009","1.26817326386625","19412","10344","9068"
"Northern America","1980","18717480","8911811","100","100","2.38000056168552","1.23579716374458","1.14561915083834","4452","2204","2248"
"Europe","1980","51023650","25099069","91.23","91.13","2.9468761435415","1.63010439133479","1.31892173231443","15033","8189","6843"
"Latin America and the Caribbean","1980","44666250","23262946","86.36","86.42","7.91868800792495","4.47128034277616","3.46289122260165","35699","20850","14849"
"Central and Southern Asia","1980","118959099","63336385","96.2","96.27","25.760136674426","18.0545542110367","7.8472612673489","318426","230785","87641"
"Central Asia","1980","4890652","2559629","9.15","9.2",,,,,,
"Southern Asia","1980","114068448","60776756","99.93","99.93","25.8366915211788","18.1104384077205","7.86875980321975","306350","222150","84199"
"Eastern and South-Eastern Asia","1980","185158676","92613408","95.62","95.54","11.9572802925491","8.1496769964172","3.83888900151934","222762","151572","71191"
"Eastern Asia","1980","140199489","69246047","98.21","98.22","10.8389836048979","7.35979274748623","3.50498683409324","152129","102304","49825"
"South-Eastern Asia","1980","44959187","23367361","87.54","87.6","15.7849034425666","10.769811573608","5.06969149105357","72553","50605","21948"
"Northern Africa and Western Asia","1980","28214484","15072280","76.55","76.66","15.8968019933377","10.3319176437803","5.6229805212151","46128","31307","14821"
"Western Asia","1980","14075238","7490349","74.43","74.89","12.5176253018623","8.71847628297561","3.83256312963537","18175","13118","5057"
"Northern Africa","1980","14139247","7581931","78.65","78.4","19.0689842566331","11.8520096618753","7.30353617608249","27693","18079","9613"
"Sub-Saharan Africa","1980","49791758","27156693","70.91","71.1","39.7309292744813","26.7652803186417","13.3222219610955","208057","147343","60714"
"Oceania","1980","2148472","1096879","76.13","74.91","2.68562057238908","1.44121660573422","1.24620001080449","579","316","262"
"Oceania (exc. Australia and New Zealand)","1980","591590","314290","13.31","12.42",,,,,,
"Australia and New Zealand","1980","1556882","782589","100","100","2.20655331382624","1.1557497271856","1.05201945784209","344","181","163"
"Europe, Northern America, Australia and New Zealand","1980","71298012","34793469","93.73","93.6","2.7722014736814","1.51082177489986","1.26328830225663","19750","10521","9229"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1980","45550777","23681651","86.58","86.6","15.77796725515","10.7629264723228","5.06960456399319","73482","51253","22230"
"World","1980","498679868","256549470","91","90.8","16.2673133406169","11.1732063856579","5.15166760028735","826636","576517","250119"
"Least developed countries","1981","54545962","29677234","71.22","71.7","36.2902532013029","25.1495576807099","11.428107365975","208342","151175","57167"
"Landlocked developing countries","1981","27515287","14752687","53.17","53.5","38.2488550692108","26.0930097933512","12.4815258521558","110066","78006","32059"
"Small island developing States","1981","4548426","2310964","41.32","42.61",,,,,,
"Europe and Northern America","1981","69164972","33661333","94.09","94.03","2.70759452720559","1.47307177595898","1.23634397466097","18709","9924","8784"
"Northern America","1981","18433621","8694621","100","100","2.28747193620926","1.17532342659252","1.1134571819271","4215","2045","2170"
"Europe","1981","50731351","24966713","91.95","91.95","2.8706329796554","1.58581460436668","1.28685909523576","14560","7925","6635"
"Latin America and the Caribbean","1981","45282239","23598226","86.43","86.5","7.56359176899268","4.25253019191333","3.32520209940139","34558","20113","14445"
"Central and Southern Asia","1981","121461189","64713517","96.23","96.28","25.1703206231496","17.5903172141936","7.71572546746635","317595","229686","87909"
"Central Asia","1981","4955819","2605351","9.16","9.14",,,,,,
"Southern Asia","1981","116505370","62108166","99.93","99.93","25.2444770454281","17.6442460573232","7.73673993113135","305619","221121","84498"
"Eastern and South-Eastern Asia","1981","183450403","89477946","95.59","95.47","11.3021971998577","7.68271806448589","3.64750186383139","206695","138017","68678"
"Eastern Asia","1981","137891899","65849460","98.2","98.22","10.1165747664141","6.83639530292685","3.30275842567518","138010","90343","47666"
"South-Eastern Asia","1981","45558504","23628486","87.67","87.79","15.1828952046209","10.3167890881678","4.91683203554586","70625","49007","21618"
"Northern Africa and Western Asia","1981","28930199","15458266","76.56","76.57","15.3472870883629","9.95104634995965","5.4504787046224","45645","30919","14726"
"Western Asia","1981","14410279","7666373","74.57","74.79","12.068869717837","8.35885377242122","3.74128883168024","17926","12870","5056"
"Northern Africa","1981","14519920","7791893","78.54","78.31","18.4275127087148","11.4448373990695","7.06351610290893","27476","17938","9538"
"Sub-Saharan Africa","1981","51357822","28000614","71.37","71.62","38.7344387544056","26.0708571668182","13.0025697257079","209067","147928","61138"
"Oceania","1981","2155024","1080392","75.85","74.19","2.6307737624971","1.40884668444141","1.2236510147306","568","305","263"
"Oceania (exc. Australia and New Zealand)","1981","599691","318612","13.21","12.47",,,,,,
"Australia and New Zealand","1981","1555333","761781","100","100","2.12744102212792","1.10207222377839","1.02650007557056","331","168","163"
"Europe, Northern America, Australia and New Zealand","1981","70720305","34423114","94.22","94.16","2.69402946933295","1.46435421193127","1.23147857824469","19034","10089","8945"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1981","46158195","23947097","86.7","86.79","15.1776397462957","10.3109795550241","4.9173630208441","71537","49640","21898"
"World","1981","501801846","255990292","91.1","90.8","15.8644100905495","10.8974925108615","5.02164087349913","808484","560987","247497"
"Least developed countries","1982","55997322","30393025","71.29","71.77","35.4841599364698","24.5576708702901","11.2015736244791","208817","151132","57685"
"Landlocked developing countries","1982","28088088","15077579","52.98","53.25","36.8349230466439","25.1250054653667","12.0117119086301","108173","76729","31445"
"Small island developing States","1982","4539147","2294061","41.99","43.6",,,,,,
"Europe and Northern America","1982","68658212","33401875","94.02","93.93","2.62019113724388","1.42070170529114","1.20119597312002","17973","9498","8475"
"Northern America","1982","18276830","8631308","100","100","2.21616402728597","1.13302146777518","1.08437117533142","4050","1957","2093"
"Europe","1982","50381383","24770568","91.85","91.81","2.77702043396011","1.52985970237507","1.24907163594626","13987","7585","6402"
"Latin America and the Caribbean","1982","45907270","23929955","86.48","86.59","7.2297866795582","4.04770039975888","3.19501875850534","33478","19412","14066"
"Central and Southern Asia","1982","124089198","66099716","96.25","96.29","24.5646062333719","17.0783007913556","7.61638027529908","316390","227719","88672"
"Central Asia","1982","5029115","2646061","9.17","9.08",,,,,,
"Southern Asia","1982","119060083","63453656","99.93","99.93","24.6364013028727","17.1299971087785","7.63722992055237","304532","219270","85261"
"Eastern and South-Eastern Asia","1982","181516107","86190042","95.56","95.39","10.6968285363707","7.25732994717722","3.4646426440101","191726","125558","66169"
"Eastern Asia","1982","135367680","62321468","98.22","98.23","9.44869780680902","6.35519494831814","3.11328841328758","125019","79466","45554"
"South-Eastern Asia","1982","46148427","23868574","87.77","87.97","14.5915272229995","9.88296403903369","4.75556223451488","68654","47413","21241"
"Northern Africa and Western Asia","1982","29658139","15838837","85.63","85.63","14.4332294533278","9.28870669023548","5.19275675752671","43951","29562","14389"
"Western Asia","1982","14761835","7846987","74.64","74.66","11.6274506779266","8.01100935742677","3.64564662976461","17674","12623","5051"
"Northern Africa","1982","14896305","7991851","96.53","96.41","16.5807371345711","10.2590661131639","6.38719770494014","25331","16482","8848"
"Sub-Saharan Africa","1982","53035833","28921286","71.47","71.73","37.8482104674223","25.4510361483523","12.7209353033156","210858","149113","61745"
"Oceania","1982","2160149","1063585","75.55","73.45","2.56058269048565","1.38161303321628","1.18060079070885","553","294","259"
"Oceania (exc. Australia and New Zealand)","1982","608386","323288","13.17","12.64",,,,,,
"Australia and New Zealand","1982","1551763","740297","100","100","2.04416326759205","1.0598233132777","0.985384287554843","317","157","160"
"Europe, Northern America, Australia and New Zealand","1982","70209975","34142172","94.16","94.06","2.6067395569862","1.4123842637989","1.19604456771361","18284","9651","8633"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1982","46756813","24191862","86.8","86.96","14.5872291535614","9.87774913794953","4.75646316554503","69546","48029","21517"
"World","1982","505024908","255445296","91.5","91.2","15.4647083809744","10.6119840226098","4.90477373891652","790476","545048","245428"
"Least developed countries","1983","57548335","31163427","71.44","71.9","34.8200658422646","24.0485445654414","11.036943709487","210276","151711","58565"
"Landlocked developing countries","1983","28752444","15448534","53.12","53.39","35.5534166144522","24.2199694923956","11.6147561619608","106835","75750","31085"
"Small island developing States","1983","4528684","2274087","42.72","44.67",,,,,,
"Europe and Northern America","1983","68240143","33315819","94.04","93.87","2.53448269169521","1.36922531420566","1.1668550649825","17285","9130","8155"
"Northern America","1983","18212614","8713184","100","100","2.146858706502","1.09429345463397","1.05371832893846","3911","1908","2003"
"Europe","1983","50027529","24602635","91.88","91.7","2.68637249685999","1.47538783133691","1.21277397749168","13436","7265","6171"
"Latin America and the Caribbean","1983","46568323","24265387","86.54","86.69","6.90076340637669","3.84811336877428","3.06444235921272","32401","18711","13690"
"Central and Southern Asia","1983","126831960","67512105","96.28","96.32","24.0182622009494","16.6042518423008","7.53919301821058","315858","226074","89783"
"Central Asia","1983","5105600","2680777","9.18","9.05",,,,,,
"Southern Asia","1983","121726360","64831328","99.93","99.93","24.0880223707709","16.6539417591758","7.55998414728427","304104","217753","86352"
"Eastern and South-Eastern Asia","1983","178482883","82878942","95.51","95.29","10.1396933338556","6.85440661782359","3.30796082459961","177364","114008","63356"
"Eastern Asia","1983","131733498","58770279","98.22","98.23","8.83120576729734","5.89782289956466","2.95078608145564","112652","69528","43123"
"South-Eastern Asia","1983","46749385","24108663","87.87","88.13","14.0030835375999","9.44898650473365","4.59753911794664","66643","45777","20866"
"Northern Africa and Western Asia","1983","30404328","16228166","86.92","86.88","13.7855616680113","8.8463630771108","4.98328251736482","43004","28840","14164"
"Western Asia","1983","15130642","8036237","77.11","77.02","10.9889115696931","7.50775582804736","3.50748911347916","17098","12112","4985"
"Northern Africa","1983","15273687","8191929","96.64","96.55","15.9933708756367","9.89263406682997","6.1616921747237","25043","16289","8754"
"Sub-Saharan Africa","1983","54713111","29864722","71.59","71.82","37.0160368692016","24.8622377855825","12.4636739080018","212699","150370","62329"
"Oceania","1983","2159181","1050221","75.21","72.83","2.52147232530942","1.36535538110074","1.15769761287406","544","287","257"
"Oceania (exc. Australia and New Zealand)","1983","616783","327738","13.2","12.93",,,,,,
"Australia and New Zealand","1983","1542398","722483","100","100","1.9857865273113","1.02372128219707","0.963051141063221","306","148","158"
"Europe, Northern America, Australia and New Zealand","1983","69782541","34038302","94.18","94","2.52174355893886","1.36142503816183","1.16190036102042","17586","9274","8311"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1983","47366168","24436401","86.9","87.12","13.9998247336333","9.44446432673438","4.59879354851376","67515","46377","21138"
"World","1983","507399927","255115362","91.5","91.2","15.1211936262354","10.3585530371262","4.81249103271234","774686","531277","243409"
"Least developed countries","1984","59169912","32004591","73.18","73.59","34.761342489402","24.0082607445367","11.0175950393476","215733","155542","60191"
"Landlocked developing countries","1984","29483297","15856599","55.74","56.08","35.3127961248364","24.1378666782794","11.451340373787","108873","77484","31389"
"Small island developing States","1984","4519415","2258490","43.96","46.21",,,,,,
"Europe and Northern America","1984","67938888","33354583","94.07","93.87","2.46578891902494","1.32917287912825","1.13812880984365","16749","8873","7877"
"Northern America","1984","18179833","8859185","100","100","2.09790515205233","1.05991934459416","1.03908715603561","3817","1879","1938"
"Europe","1984","49759056","24495398","91.9","91.66","2.61149439508523","1.43539820149279","1.17778678662774","12992","7037","5955"
"Latin America and the Caribbean","1984","47244323","24598255","86.65","86.85","6.5881538702609","3.66130858420804","2.93760074889181","31370","18045","13325"
"Central and Southern Asia","1984","129746830","69015849","96.3","96.35","23.4987014234419","16.1632324263247","7.4559817633243","315822","224922","90901"
"Central Asia","1984","5183905","2713863","9.16","9.03",,,,,,
"Southern Asia","1984","124562925","66301986","99.93","99.93","23.5663319131959","16.211113218924","7.47641978182732","304166","216722","87444"
"Eastern and South-Eastern Asia","1984","174846551","80463220","95.43","95.17","9.60591604669159","6.47934653136874","3.14695975811592","164106","104609","59498"
"Eastern Asia","1984","127475606","56058334","98.22","98.21","8.24638020255442","5.48468965855044","2.77692109441312","101381","61662","39719"
"South-Eastern Asia","1984","47370946","24404886","87.93","88.2","13.4142208352578","9.01880022809457","4.43542279931737","64638","44220","20418"
"Northern Africa and Western Asia","1984","31198525","16659782","87.73","87.67","13.2132934078182","8.45738595968934","4.7964730721453","42280","28299","13980"
"Western Asia","1984","15524835","8248703","78.69","78.53","10.4930072740452","7.11548717973962","3.40172502511066","16739","11781","4959"
"Northern Africa","1984","15673691","8411079","96.68","96.63","15.4033783967452","9.52555592529314","5.93435045862602","24746","16101","8645"
"Sub-Saharan Africa","1984","56452505","30856989","73.36","73.51","36.7762935474028","24.7499445917884","12.3315542397795","218174","154656","63518"
"Oceania","1984","2152578","1041928","74.78","72.29","2.48350871008973","1.3532015155857","1.13183880048424","534","282","252"
"Oceania (exc. Australia and New Zealand)","1984","625799","332796","13.26","13.26",,,,,,
"Australia and New Zealand","1984","1526779","709132","100","100","1.92182127717988","0.993679213569852","0.929065256443404","293","141","152"
"Europe, Northern America, Australia and New Zealand","1984","69465667","34063715","94.2","94","2.45325999550206","1.32174403610599","1.13301351324998","17037","9011","8027"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1984","47996745","24737682","86.96","87.19","13.4121614631827","9.01490562087269","4.4372572980675","65491","44804","20687"
"World","1984","509580199","255990604","91.7","91.3","14.896760999196","10.1914295749015","4.75377923053718","766131","524455","241676"
"Least developed countries","1985","60831757","32899594","73.28","73.59","34.1266048953548","23.4932111448525","10.8892164108442","217586","156421","61165"
"Landlocked developing countries","1985","30250497","16277711","55.94","56.31","34.2757661023551","23.3662984392477","11.1704804428446","108361","76969","31392"
