"Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","CMR median","Under-five deaths median","Infant deaths median","Child deaths median"
2010,1239562506,629419560,100,100,7.99668118375885,4.78430973248582,3.22781431471362,998234,603712,394522
2011,1246028960,633155682,100,100,7.78640348841264,4.65243446717929,3.14861775901936,977066,590517,386549
2012,1254333494,638524239,100,100,7.29304384341656,4.32317675471369,2.98276209646314,921198,553287,367911
2013,1264590382,645333012,100,100,7.03193117596379,4.14165450408699,2.90229698324968,895635,535659,359976
2014,1276415597,653061883,100,100,6.89620957715453,4.047033970275,2.86075317214789,886828,529665,357163
2015,1287914765,660738702,100,100,6.74169159738647,3.93420092659914,2.81857952898186,874969,520920,354048
2016,1298814884,667703800,100,100,6.5579701019346,3.81091780794125,2.75756113282091,858430,509884,348546
2017,1311300506,674733973,100,100,6.44499978028212,3.73264563660682,2.72251633238398,851735,504650,347085
2018,1324453104,680947810,100,100,6.09171205450365,3.49929924590549,2.60151629259901,812657,477403,335254
2019,1336530462,685205805,100,100,5.96259576762925,3.42271759776555,2.54860131242541,802274,469857,332417
2020,1347380672,688149030,100,100,5.76904921090171,3.2895298879058,2.48770269536461,781886,453483,328403
2021,1356763267,690145217,100,100,5.84853469337654,3.33862128949188,2.51832112440429,797772,461597,336175
2022,1363927904,689997298,100,100,5.97739767959837,3.44005940221857,2.54609700231157,819160,475544,343616
2023,1366807024,687024329,100,100,5.70785707109522,3.2433592554207,2.47251707681969,782948,446377,336571
2024,1365752679,682277775,100,100,5.50841288069592,3.12455619635477,2.3913285247005,754304,427030,327274
