"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","NMR median","Under-five deaths median","Infant deaths median","Neonatal deaths median"
"World","2016","695617763","140697132","100","100","41.7225493325267","30.6108726925975","18.9420077297948","5945046","4381681","2735251"
"Adhoc","2017","6113585","1300918","100","100","67.0705673787793","60.0885284006228","39.4273275474157","89516","80485","53664"
"World","2017","695379825","139833432","100","100","40.8870927169558","30.0217393172539","18.5737010537547","5810440","4273580","2659746"
"Adhoc","2018","6228911","1322091","100","100","64.8232011210302","58.2780910875697","38.3756221095957","87816","79194","53004"
"World","2018","692015599","136956736","100","100","39.9617980023049","29.6032586128679","18.5437057745853","5569452","4115163","2595079"
"Adhoc","2019","6348414","1345413","100","100","62.7157343545629","56.566551473868","37.4430768889415","86349","78117","52593"
"World","2019","687902215","135155938","100","100","39.5659274896375","29.1980042400948","18.2799719318089","5434923","4009979","2526769"
"Adhoc","2020","6473838","1369740","100","100","60.6923210418835","54.8911736316115","36.4844952911727","84999","77118","52124"
"World","2020","680133763","131727522","100","100","39.155846777982","29.1045122882045","18.2376301894199","5260398","3892530","2450965"
"Adhoc","2021","6617196","1394560","100","100","58.7116726089787","53.229991267507","35.6078278425774","83622","76065","51716"
"World","2021","671473691","130147541","100","100","39.6078027619603","29.2596276019211","18.0496459308294","5229575","3857906","2402287"
"Adhoc","2022","6650260","1403114","100","100","56.770402516455","51.5692720339017","34.7205836803595","81822","74536","50754"
"World","2022","661036002","129219679","100","100","39.9769923889103","29.3055666390039","17.8512741669633","5222371","3833690","2358911"
"Adhoc","2023","6669740","1410600","100","100","54.8650977048867","49.9259451985725","33.9040960547971","79584","72559","49779"
"World","2023","652281906","128833896","100","100","38.334492480559","28.3614490240423","17.5585209590517","4985215","3699467","2313882"
"Adhoc","2024","6789247","1435730","100","100","53.0320211332447","48.3147509339742","33.1367342827573","77768","70975","49429"
"World","2024","645810209","129091563","100","100","37.3671659203614","27.6794645601969","17.195127080039","4857797","3619746","2271170"
