"","CountryName","OfficialName","Code","ISO3Code","UNCode","UNICEFCode","MDGRegion1","MDGRegion1excl","MDGRegion2","MDGRegion3","MDGRegion4","MDGRegion5","MDGRegion6","UNICEFProgRegion1","UNICEFProgRegion2","UNICEFProgRegion3","UNICEFProgRegion4","UNICEFProgRegion5","UNICEFProgRegion6","ECACountries","WHORegion1","WBRegion1","WBRegion2","WBRegion3","WBRegion4","WBRegion5","UNPDRegion1","UNPDRegion2","UNPDRegion3","UNPDRegion4","UNPDRegion5","OICRegion1","OICRegion2","OICRegion3","OICRegion4","Countdown.and.COIA.75.Priority.Countries","ECAAfrica","AURegion1","AURegion2","FragileCountries2013","FragileCountries2014","FragileCountries2015","FragileCountries2017","FragileCountries2018","FragileCountries2018OECD1","FragileCountries2018OECD2","USAIDcountry","M49Region1","M49Region2","M49Region3","SDGSimpleRegion1","SDGSimpleRegion2","SDGSimpleRegion3","SDGSimpleRegion4","SDGSimpleRegion5","SDGRegion1","SDGRegion2","SDGRegion3","SDGRegion4","SDGRegion5","SDGRegion6","SDGRegion7","HAC","GlobalStrategy","Conflict","UNICEFReportRegion1","UNICEFReportRegion2","Wealthdata1","Wealthdata2","Wealthdata3","WealthdataGlobal","Wealthall1","Wealthall2","Wealthall3","WealthallGlobal","UNRegion","AfricanEconomicCommunity","GAVICountries","AdhocCountries","pop01950","pop01951","pop01952","pop01953","pop01954","pop01955","pop01956","pop01957","pop01958","pop01959","pop01960","pop01961","pop01962","pop01963","pop01964","pop01965","pop01966","pop01967","pop01968","pop01969","pop01970","pop01971","pop01972","pop01973","pop01974","pop01975","pop01976","pop01977","pop01978","pop01979","pop01980","pop01981","pop01982","pop01983","pop01984","pop01985","pop01986","pop01987","pop01988","pop01989","pop01990","pop01991","pop01992","pop01993","pop01994","pop01995","pop01996","pop01997","pop01998","pop01999","pop02000","pop02001","pop02002","pop02003","pop02004","pop02005","pop02006","pop02007","pop02008","pop02009","pop02010","pop02011","pop02012","pop02013","pop02014","pop02015","pop02016","pop02017","pop02018","pop02019","pop02020","pop02021","pop02022","pop02023","pop02024","pop02025","pop02026","pop02027","pop02028","pop02029","pop02030","pop02031","pop02032","pop02033","pop02034","pop02035","pop02036","pop02037","pop02038","pop02039","pop02040","pop02041","pop02042","pop02043","pop02044","pop02045","pop02046","pop02047","pop02048","pop02049","pop02050","pop02051","pop02052","pop02053","pop02054","pop02055","pop02056","pop02057","pop02058","pop02059","pop02060","pop02061","pop02062","pop02063","pop02064","pop02065","pop02066","pop02067","pop02068","pop02069","pop02070","pop02071","pop02072","pop02073","pop02074","pop02075","pop02076","pop02077","pop02078","pop02079","pop02080","pop02081","pop02082","pop02083","pop02084","pop02085","pop02086","pop02087","pop02088","pop02089","pop02090","pop02091","pop02092","pop02093","pop02094","pop02095","pop02096","pop02097","pop02098","pop02099","pop02100","pop1to41950","pop1to41951","pop1to41952","pop1to41953","pop1to41954","pop1to41955","pop1to41956","pop1to41957","pop1to41958","pop1to41959","pop1to41960","pop1to41961","pop1to41962","pop1to41963","pop1to41964","pop1to41965","pop1to41966","pop1to41967","pop1to41968","pop1to41969","pop1to41970","pop1to41971","pop1to41972","pop1to41973","pop1to41974","pop1to41975","pop1to41976","pop1to41977","pop1to41978","pop1to41979","pop1to41980","pop1to41981","pop1to41982","pop1to41983","pop1to41984","pop1to41985","pop1to41986","pop1to41987","pop1to41988","pop1to41989","pop1to41990","pop1to41991","pop1to41992","pop1to41993","pop1to41994","pop1to41995","pop1to41996","pop1to41997","pop1to41998","pop1to41999","pop1to42000","pop1to42001","pop1to42002","pop1to42003","pop1to42004","pop1to42005","pop1to42006","pop1to42007","pop1to42008","pop1to42009","pop1to42010","pop1to42011","pop1to42012","pop1to42013","pop1to42014","pop1to42015","pop1to42016","pop1to42017","pop1to42018","pop1to42019","pop1to42020","pop1to42021","pop1to42022","pop1to42023","pop1to42024","pop1to42025","pop1to42026","pop1to42027","pop1to42028","pop1to42029","pop1to42030","pop1to42031","pop1to42032","pop1to42033","pop1to42034","pop1to42035","pop1to42036","pop1to42037","pop1to42038","pop1to42039","pop1to42040","pop1to42041","pop1to42042","pop1to42043","pop1to42044","pop1to42045","pop1to42046","pop1to42047","pop1to42048","pop1to42049","pop1to42050","pop1to42051","pop1to42052","pop1to42053","pop1to42054","pop1to42055","pop1to42056","pop1to42057","pop1to42058","pop1to42059","pop1to42060","pop1to42061","pop1to42062","pop1to42063","pop1to42064","pop1to42065","pop1to42066","pop1to42067","pop1to42068","pop1to42069","pop1to42070","pop1to42071","pop1to42072","pop1to42073","pop1to42074","pop1to42075","pop1to42076","pop1to42077","pop1to42078","pop1to42079","pop1to42080","pop1to42081","pop1to42082","pop1to42083","pop1to42084","pop1to42085","pop1to42086","pop1to42087","pop1to42088","pop1to42089","pop1to42090","pop1to42091","pop1to42092","pop1to42093","pop1to42094","pop1to42095","pop1to42096","pop1to42097","pop1to42098","pop1to42099","pop1to42100"
"1","Afghanistan","Afghanistan",67,"AFG",4,"AFG","Southern Asia","Southern Asia excluding India","Developing regions","","Least developed countries","","LLDC","South Asia","South Asia","Asia","Developing countries","Least developed countries","","","Eastern Mediterranean","South Asia","South Asia (excluding high-income)","Low income","Low income","Low and middle income","Asia","","Less developed regions","Least developed countries","Excluding China","OIC","Asia/other","OIC Low income","","Countdown","","","","Fragile","Fragile","Fragile","Fragile","Fragile","Fragile","Extremely Fragile","USAID","Asia","Southern Asia","","Central Asia and Southern Asia","Southern Asia","Least developed countries (LDCs)","Landlocked developing countries (LLDCs)","","Central Asia (M49) and Southern Asia (MDG=M49)","Asia (M49)","Southern Asia (MDG=M49)","Southern Asia (MDG=M49)","Least developed countries (LDCs)","Landlocked developing countries (LLDCs)","Developing regions (MDG)","HAC","Global Strategy","Conflict","South Asia","","South Asia","","Low income","Low and middle income","South Asia","","Low income","Low and middle income","Asia-Pacific Group","","GAVI","",294581,287589,285025,286399,291378,299636,309047,320395,332889,345627,357714,365907,373390,380737,388877,398539,407769,418416,430495,444024,458810,472521,487045,501487,514791,526068,541269,554914,564444,566744,560287,554782,542780,528116,515712,509527,488175,473958,471962,488603,528014,560291,614858,679072,736411,775957,825702,856673,876522,896406,923490,943327,969507,997401,1021135,1037339,1058662,1073645,1084512,1094254,1104714,1102983,1102200,1102346,1103729,1106901,1118424,1131834,1145921,1158820,1169006,1174821,1178042,1179367,1179945,1180725,1182139,1183830,1185633,1187298,1188620,1189745,1190653,1191186,1191144,1190375,1189083,1187077,1184391,1181095,1177251,1173348,1168973,1164056,1158505,1152283,1145883,1138877,1131544,1124259,1117278,1111452,1105944,1100452,1094539,1087881,1081085,1073592,1065518,1057062,1048385,1040343,1032103,1023683,1015101,1006373,998390,990304,982123,973852,965491,957932,950306,942572,934676,926578,919077,911396,903584,895713,887835,880739,873658,866544,859331,851969,845087,838091,831001,823845,816648,809925,803203,796465,789693,782871,776387,769912,763456,757039,750691,997041,1026985,1035054,1037041,1042571,1057773,1078227,1100590,1124939,1151742,1183694,1237787,1276477,1305992,1335136,1372157,1420659,1460415,1496799,1535460,1582788,1644498,1698433,1746918,1790920,1830493,1885075,1931722,1965802,1977859,1960099,1957339,1927811,1880228,1833424,1810617,1790007,1755317,1733462,1762882,1884461,2018189,2193252,2401409,2600303,2739066,2874950,2982223,3060181,3135566,3242757,3381306,3517012,3649702,3768236,3860852,3963773,4039048,4095621,4148006,4210890,4262819,4306201,4342225,4371533,4394013,4410331,4431157,4455523,4479963,4503502,4549826,4580783,4600228,4615712,4633633,4658772,4675549,4687207,4695796,4703906,4715899,4723217,4726899,4727991,4727913,4733645,4732750,4726745,4717616,4707455,4702192,4691079,4675482,4656712,4636314,4620615,4599200,4573615,4546004,4518445,4494821,4469656,4443270,4415630,4387344,4367801,4342531,4313007,4281363,4249648,4223977,4194225,4161593,4127233,4092476,4063058,4030966,3996919,3961789,3926651,3897852,3866560,3833478,3799479,3765659,3738829,3708869,3676758,3643751,3611196,3584564,3555708,3525349,3494245,3463385,3438314,3410720,3381395,3351350,3321705,3296892,3270004,3241739,3212896,3184457,3160415,3134467,3107311,3079777,3052768
"2","Albania","Albania",146,"ALB",8,"ALB","Developed regions","Developed regions","Developed regions","","","","","CEE/CIS","CEE/CIS","","","","","","Europe","Europe and Central Asia","Europe and Central Asia (excluding high-income)","Middle income","Upper middle income","Low and middle income","Europe","","More developed regions","More developed regions","","OIC","Asia/other","OIC Lower middle income","OIC Middle income","","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","","Europe","Southern Europe","","Northern America and Europe","Europe","","","North America, Europe, Australia and New Zealand","Northern America (M49) and Europe (M49)","Europe (M49)","Southern Europe (M49)","Developed regions (MDG)","","","Developed regions","","","Non conflict","Europe and Central Asia","Eastern Europe and Central Asia","Europe and Central Asia","Eastern Europe and Central Asia","Upper middle income","Low and middle income","Europe and Central Asia","Eastern Europe and Central Asia","Upper middle income","Low and middle income","Eastern European Group","","","",39439,41303,43664,46243,48824,51254,53253,55053,56683,58212,59712,61082,62433,63588,64329,64532,64047,63068,61951,61183,61109,62029,63628,65553,67288,68456,68782,68594,68154,67850,67981,68583,69473,70709,72338,74315,76837,79699,82096,82981,81710,79870,75953,70926,66074,62251,58764,56347,54603,52956,51004,48692,46215,43698,41332,39272,37622,36212,35172,34649,34713,35235,36331,37618,38572,38823,37948,36369,34405,32550,31174,30469,30233,30250,30194,29828,29061,28019,26828,25673,24693,23913,23296,22812,22409,22044,21728,21460,21228,21016,20816,20630,20445,20257,20064,19863,19661,19449,19221,18972,18696,18397,18075,17734,17379,17014,16641,16264,15888,15521,15166,14832,14518,14219,13933,13657,13405,13165,12937,12718,12505,12318,12139,11962,11784,11600,11434,11263,11086,10901,10706,10517,10321,10119,9907,9679,9444,9202,8957,8711,8468,8241,8025,7814,7604,7391,7185,6979,6773,6568,6368,141341,145334,150306,156251,163211,171282,181658,190466,198146,205435,213205,221813,229234,235682,241004,245190,249568,251425,251525,251157,251263,249057,249477,251806,254568,256774,261674,264337,265421,266343,268134,269369,271206,273865,277561,282600,288792,296676,304679,309609,308532,311030,306142,295533,283388,273779,262583,252944,244961,237339,228830,219276,209622,199809,190004,180133,169935,160566,152008,144673,139148,135452,133345,132393,131983,132215,138565,140150,138704,136501,135104,131555,129209,127781,126186,123743,121448,118477,114895,111200,107714,103929,100499,97413,94548,91861,89799,87825,85957,84278,82888,82395,81632,80733,79845,79113,78816,78268,77557,76752,75918,75159,74206,73103,71892,70613,69309,67903,66417,64890,63363,61950,60500,59037,57589,56209,55172,54038,52862,51703,50641,49991,49201,48331,47446,46623,46163,45534,44792,44005,43239,42717,42038,41255,40410,39553,38874,38039,37097,36101,35113,34280,33368,32405,31412,30427,29711,28862,27920,26963,26098
"3","Algeria","Algeria",50,"DZA",12,"ALG","Northern Africa","Northern Africa","Developing regions","North Africa","","","","Middle East and North Africa","Middle East and North Africa","Africa","Developing countries","","North Africa","","Africa","Middle East and North Africa","Middle East and North Africa (excluding high-income)","Middle income","Upper middle income","Low and middle income","Africa","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Arab","OIC Upper middle income","OIC Middle income","Countdown","North Africa","Africa","Northern Africa","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","","Africa","Northern Africa","","Western Asia and Northern Africa","Northern Africa","","","","Western Asia (M49) and Northern Africa (M49)","Northern Africa (M49)","Northern Africa (M49)","Northern Africa (MDG)","","","Developing regions (MDG)","","","Non conflict","Middle East and North Africa","","Middle East and North Africa","","Upper middle income","Low and middle income","Middle East and North Africa","","Upper middle income","Low and middle income","African Group","","","",312872,356763,392022,418629,436715,446460,443133,437352,431478,428777,432749,446359,467744,493417,518398,538944,549117,555610,560534,567055,577631,593138,612456,634265,656667,678108,695257,711603,727255,742512,757507,768654,779502,789313,797340,803071,805370,805291,802783,797935,790782,782533,772860,759847,740966,714958,680577,640630,600594,567870,548000,543302,550932,570715,601529,641705,692363,751608,812916,867895,910619,934334,945094,947601,949301,955672,970990,990936,1009392,1017850,1010613,984740,944338,897211,854306,823641,810284,809160,815922,823624,827095,824587,818447,810979,805702,805146,810429,819806,831908,844779,856887,868355,878929,888182,895779,901486,905810,908031,908129,906172,902270,897378,890723,882618,873472,863652,854270,844491,834734,825451,816954,810368,804786,800101,796080,792526,790205,788411,787175,786563,786571,787983,789959,792140,794071,795367,796636,797307,797210,796180,794093,791678,788356,784192,779323,773863,768810,763410,757713,751754,745552,740342,735156,729993,724875,719860,716341,713100,710186,707649,705518,1090262,1119941,1184278,1251952,1313804,1375103,1484957,1544005,1574412,1599091,1634962,1654236,1689708,1739654,1793405,1845754,1923865,1978891,2018035,2055503,2102767,2155607,2209631,2267317,2327975,2393497,2479966,2552752,2616823,2680298,2751813,2837749,2907676,2966831,3019166,3068437,3116736,3149796,3170009,3179474,3180046,3171422,3153490,3125256,3081448,3018204,2951716,2857681,2746352,2635374,2536850,2406474,2326780,2291026,2290020,2318577,2388211,2496411,2632762,2783502,2941664,3181764,3353663,3477847,3585271,3698144,3770040,3853910,3941440,4006766,4030906,4042733,4006308,3931082,3841014,3750731,3595580,3492444,3427376,3374541,3316336,3293351,3260360,3221004,3189358,3175995,3184259,3197473,3218025,3244457,3277213,3329641,3376807,3420010,3460655,3499826,3542800,3576309,3601506,3618773,3627939,3627169,3620849,3608581,3589649,3562992,3525771,3489093,3451909,3413566,3373349,3332191,3295646,3262614,3232226,3204131,3186717,3169938,3154472,3141739,3133124,3134942,3136988,3139736,3143177,3147530,3159254,3167641,3173210,3176229,3176770,3178070,3175509,3169295,3159482,3145857,3128968,3111376,3092468,3071435,3047455,3023643,3000482,2977341,2953658,2928832,2909743,2890925,2872327,2854861,2840504
"4","Andorra","Andorra",167,"AND",20,"AND","Developed regions","Developed regions","Developed regions","","","","","Industrialized countries","Industrialized countries","","","","","","Europe","Europe and Central Asia","","High income","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","","Non-fragile","","","Europe","Southern Europe","","Northern America and Europe","Europe","","","North America, Europe, Australia and New Zealand","Northern America (M49) and Europe (M49)","Europe (M49)","Southern Europe (M49)","Developed regions (MDG)","","","Developed regions","","","","Europe and Central Asia","Western Europe","","","","","","","","","Western European and Others Group (WEOG)","","","",137,177,211,240,263,281,293,300,305,308,310,314,318,323,328,334,338,340,347,371,417,495,596,691,741,720,601,419,211,36,0,0,10,136,265,365,428,463,480,494,517,555,598,640,671,685,697,693,682,675,680,675,681,694,710,728,767,809,841,850,825,781,704,615,541,500,496,526,573,613,628,609,565,509,459,426,415,420,438,458,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458,562,680,797,913,1031,1169,1277,1366,1442,1513,1551,1594,1643,1683,1700,1661,1638,1622,1631,1665,1664,1765,1920,2030,2022,2334,2215,1782,1306,1073,1004,1059,1326,1666,1899,1881,1957,2045,2124,2198,2250,2356,2492,2612,2664,2694,2695,2668,2650,2696,2795,2887,2990,3096,3180,3183,3243,3316,3345,3289,3307,3216,3052,2884,2754,2475,2342,2311,2300,2261,2322,2293,2200,2102,2037,1928,1871,1854,1854,1851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Angola","Angola",1,"AGO",24,"ANG","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","South Africa","Least developed countries","","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Middle income","Lower middle income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","Southern Africa","Africa","Southern Africa","Fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Fragile","Other Fragile","","Africa","Middle Africa","","Sub-Saharan Africa","","Least developed countries (LDCs)","","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Middle Africa (M49)","Sub-Saharan Africa (MDG)","Least developed countries (LDCs)","","Developing regions (MDG)","","","Non conflict","Sub-Saharan Africa","Eastern and Southern Africa","Sub-Saharan Africa","Eastern and Southern Africa","Lower middle income","Low and middle income","Sub-Saharan Africa","Eastern and Southern Africa","Lower middle income","Low and middle income","African Group","Economic Community of Central African States","GAVI","",170256,173819,181032,189176,196277,200985,203542,204061,203297,202644,203674,207709,213474,219506,223495,223787,218631,210127,202356,200880,209642,226829,253773,285256,313918,334272,340744,339701,335006,332501,336701,349789,369082,392250,415895,437357,455002,470883,485354,499074,512664,525680,538855,552449,566831,582317,597823,614869,633691,654513,677439,700540,725742,753178,782967,814973,846814,880815,915425,948743,979435,1006301,1031064,1053958,1075607,1096710,1117704,1138377,1159920,1183836,1211118,1242847,1277801,1314862,1352313,1388780,1422956,1456218,1488934,1521766,1555237,1589452,1624333,1659445,1694262,1728424,1761880,1794747,1827416,1860458,1894242,1929592,1965649,2001735,2036906,2070493,2102562,2133170,2162959,2192871,2223604,2256377,2289943,2323928,2357758,2390982,2424342,2457097,2489375,2521391,2553273,2586311,2619199,2651514,2682712,2712434,2741702,2769501,2796405,2823231,2850537,2880315,2910498,2940382,2968970,2995530,3021431,3045458,3067895,3089213,3109822,3131605,3152612,3173384,3194597,3216644,3241990,3268083,3293865,3317865,3339006,3358766,3375691,3390378,3403501,3415624,3429381,3442662,3455219,3466597,3476088,568978,590081,609254,627842,647277,671701,709777,737643,759439,777710,791000,781325,781763,785871,786744,784031,805444,806930,800028,802242,824360,818963,849829,906690,969715,1025771,1115991,1170219,1199017,1223492,1260201,1287130,1327929,1381409,1439091,1495726,1568164,1631918,1688841,1743971,1801675,1870139,1928489,1981135,2032724,2088288,2151928,2211495,2270629,2333545,2405117,2492269,2576536,2662136,2754973,2861814,2991787,3117239,3241341,3365673,3492641,3639524,3767655,3882380,3989872,4095649,4200989,4298752,4392628,4486634,4583886,4675942,4780160,4894025,5013345,5135831,5278475,5412967,5542387,5672434,5808157,5955214,6097007,6236081,6373827,6512134,6657548,6796596,6931458,7065068,7200010,7338098,7475757,7612984,7748689,7882685,8027106,8161844,8289681,8415043,8541617,8671950,8801203,8930041,9058136,9185892,9323813,9456397,9585093,9712276,9840213,9977653,10110306,10239263,10365032,10488599,10622248,10746446,10863642,10977435,11090805,11208060,11324188,11438846,11550369,11658108,11777625,11886852,11987768,12083400,12176263,12275267,12367652,12455285,12540537,12625521,12715797,12807644,12899610,12988868,13074011,13176343,13264074,13339877,13409047,13476776,13547704,13612573,13673113,13726649,13768173
"6","Antigua & Barbuda","Antigua and Barbuda",105,"ATG",28,"ANT","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Caribbean","SIDS","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Eastern Caribbean Area","Americas","Latin America and the Caribbean","","High income","High income","","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","","","","","","Non-fragile","","","Americas","Latin America and the Caribbean","Caribbean","Latin America and the Caribbean","","","Small island developing States (SIDS)","","Latin America and the Caribbean (MDG=M49)","Latin America and the Caribbean (MDG=M49)","Caribbean (M49)","Latin America and the Caribbean (MDG=M49)","","Small island developing States (SIDS)","Developing regions (MDG)","","","Non conflict","Latin America and Caribbean","","","","","","","","","","Latin American and Caribbean Group (GRULAC)","","","",1472,1510,1535,1554,1571,1590,1613,1639,1666,1693,1715,1736,1753,1770,1790,1815,1849,1889,1922,1936,1923,1915,1882,1833,1784,1742,1699,1664,1636,1611,1586,1551,1520,1490,1461,1433,1394,1356,1325,1305,1300,1291,1298,1314,1333,1352,1368,1382,1394,1403,1411,1424,1433,1441,1451,1464,1474,1487,1501,1514,1524,1531,1536,1538,1534,1525,1513,1496,1476,1456,1436,1420,1406,1393,1382,1373,1369,1366,1364,1361,1354,1343,1329,1314,1300,1290,1286,1285,1286,1287,1286,1284,1280,1275,1269,1264,1261,1259,1256,1251,1245,1238,1229,1218,1208,1198,1190,1182,1175,1168,1162,1156,1150,1144,1139,1133,1128,1123,1118,1113,1108,1103,1099,1094,1090,1085,1082,1078,1074,1070,1065,1059,1053,1047,1040,1033,1028,1023,1017,1012,1007,1002,998,993,989,984,980,976,972,967,962,5621,5761,5877,5967,6045,6122,6236,6345,6450,6549,6641,6784,6883,6954,7025,7128,7316,7480,7611,7682,7649,7567,7455,7301,7125,6963,6813,6675,6554,6448,6350,6215,6098,5989,5887,5782,5632,5493,5369,5279,5257,5284,5321,5380,5463,5556,5612,5688,5776,5851,5879,5784,5739,5717,5696,5661,5646,5608,5547,5481,5454,5622,5691,5697,5690,5713,5848,5907,5925,5924,5919,5873,5833,5796,5757,5707,5632,5578,5536,5498,5453,5431,5394,5345,5298,5257,5219,5192,5171,5154,5136,5136,5128,5114,5099,5086,5077,5067,5056,5042,5023,5007,4985,4958,4928,4896,4858,4823,4791,4758,4724,4693,4663,4634,4606,4580,4560,4537,4514,4492,4470,4454,4437,4418,4401,4381,4368,4352,4336,4320,4300,4284,4266,4246,4223,4198,4175,4153,4130,4107,4082,4061,4041,4021,3999,3977,3961,3945,3926,3906,3888
"7","Argentina","Argentina",106,"ARG",32,"ARG","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","","Americas","Latin America and the Caribbean","Latin America and the Caribbean (excluding high-income)","Middle income","Upper middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","Non-fragile","","","Americas","Latin America and the Caribbean","South America","Latin America and the Caribbean","","","","","Latin America and the Caribbean (MDG=M49)","Latin America and the Caribbean (MDG=M49)","South America (M49)","Latin America and the Caribbean (MDG=M49)","","","Developing regions (MDG)","","","Non conflict","Latin America and Caribbean","","","","","","Latin America and Caribbean","","Upper middle income","Low and middle income","Latin American and Caribbean Group (GRULAC)","","","",424579,422140,422098,423891,427161,431622,437840,444277,450580,456372,461295,465378,468536,471170,473871,477168,481371,486246,492526,501113,512578,527105,543864,562722,583397,605304,631148,658402,682902,699342,704413,692699,670060,643557,623282,616515,628580,653623,685391,714690,734677,743549,743823,737529,728097,718406,708954,698979,690208,684775,684051,690020,700973,714219,725886,733195,734550,731554,726475,722668,722519,727026,734954,744321,752285,756801,757282,754554,749769,744689,740642,738514,737300,736762,736448,735977,735835,735668,735229,734198,732366,729977,726785,723173,719689,716725,714996,713818,712858,711629,709779,707630,704913,701858,698805,695990,694029,692312,690640,688731,686374,684054,681355,678331,675080,671681,668753,665713,662599,659454,656289,653832,651431,648960,646257,643202,640429,637369,634127,630864,627676,625315,623118,620929,618506,615653,613045,610127,606976,603750,600566,598268,596099,593924,591549,588811,586457,583881,581061,577978,574602,571813,568922,565889,562689,559322,556756,554265,551898,549716,547789,1569978,1617919,1647522,1670550,1690889,1709327,1718818,1734155,1751965,1769055,1783560,1803874,1819895,1832788,1845116,1858761,1875786,1892191,1910062,1932143,1960731,1993612,2035123,2083914,2139174,2200683,2276728,2357848,2439807,2513402,2573738,2660367,2693335,2689733,2677902,2676913,2619765,2616660,2651854,2694645,2724022,2791092,2830073,2845514,2851837,2859010,2865513,2859597,2847335,2833875,2823290,2795234,2790143,2800789,2815175,2825120,2856513,2870626,2872609,2874088,2883484,2887800,2901350,2921986,2942385,2957806,2982245,2994817,2997978,2997199,2996006,2987110,2980865,2976538,2971756,2964851,2957068,2951020,2945475,2939443,2932218,2929861,2923370,2913925,2903550,2893742,2883968,2875613,2868250,2860564,2851727,2846198,2838475,2829014,2818914,2808911,2799654,2790974,2782570,2773676,2763798,2756573,2747826,2737707,2726618,2714812,2704446,2693345,2681592,2669217,2656217,2644697,2633469,2622188,2610367,2597670,2588056,2577165,2565217,2552723,2540010,2529034,2518500,2508145,2497301,2485428,2476751,2466781,2455594,2443655,2431299,2420728,2410551,2400460,2389846,2378225,2369564,2360047,2349611,2338251,2325847,2315935,2305283,2293793,2281406,2268168,2257078,2246187,2235548,2224883,2213386
"8","Armenia","Armenia",137,"ARM",51,"ARM","Caucasus and Central Asia","Caucasus and Central Asia","Developing regions","","","","LLDC","CEE/CIS","CEE/CIS","","Developing countries","","","","Europe","Europe and Central Asia","Europe and Central Asia (excluding high-income)","Middle income","Upper middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","","Asia","Western Asia","","Western Asia and Northern Africa","Western Asia","","Landlocked developing countries (LLDCs)","","Western Asia (M49) and Northern Africa (M49)","Asia (M49)","Western Asia (M49)","Caucasus and Central Asia (MDG)","","Landlocked developing countries (LLDCs)","Developing regions (MDG)","","","Non conflict","Europe and Central Asia","Eastern Europe and Central Asia","Europe and Central Asia","Eastern Europe and Central Asia","Upper middle income","Low and middle income","Europe and Central Asia","Eastern Europe and Central Asia","Upper middle income","Low and middle income","Eastern European Group","","GAVI","",47763,44470,44190,45878,48854,52613,56853,60977,64672,67696,69835,70874,70851,69795,67819,65102,61393,56962,52671,49647,48657,50484,54344,59244,63758,66867,68262,68255,67508,67025,67534,69594,72419,75582,78471,80587,82027,82778,82387,80356,76498,72369,66581,59978,53617,48214,43142,39094,36156,34395,33825,34480,36363,38916,41375,43183,44063,44223,43908,43522,43354,43014,42847,42750,42582,42248,41774,41168,40444,39624,38725,37756,36716,35657,34644,33725,32930,32244,31665,31188,30803,30524,30339,30244,30230,30286,30429,30628,30852,31068,31252,31414,31533,31588,31557,31425,31192,30860,30450,29997,29526,29055,28579,28103,27633,27171,26731,26312,25922,25570,25261,25018,24820,24663,24538,24436,24379,24342,24319,24301,24280,24269,24252,24219,24157,24060,23928,23764,23568,23346,23101,22835,22555,22266,21971,21673,21385,21104,20833,20573,20323,20108,19910,19725,19550,19384,19254,19129,19007,18886,18763,102593,130324,144728,155871,167723,182606,196013,211370,227101,241480,253577,265434,274030,279393,281797,281238,276952,269493,259954,250546,242854,228985,224536,226965,231581,234778,244921,250693,253125,255342,259550,263290,268974,276146,283434,290321,301540,309821,314602,314775,309118,303203,291628,275813,258417,241825,220420,202021,186515,173535,162729,150802,144570,142640,142849,143445,149942,153177,154065,154848,157729,162727,166144,168863,170998,172495,172055,171408,170393,168758,166262,162251,158372,154451,150432,146245,141693,137586,133840,130420,127346,125171,123164,121399,120003,119130,119400,119608,119848,120208,120808,122161,123147,123860,124363,124707,125087,124978,124465,123647,122580,120962,119330,117648,115858,113921,111807,109788,107829,105944,104161,102708,101331,100045,98892,97933,97569,97131,96682,96291,96039,96245,96279,96202,96058,95901,95910,95689,95288,94752,94123,93397,92555,91611,90578,89468,88308,87133,85937,84727,83523,82514,81495,80474,79474,78533,77973,77320,76605,75903,75337
