"UNCode","CountryName","Code","ISO3Code","UNICEFCode","MDGRegion1","MDGRegion1excl","MDGRegion2","MDGRegion3","MDGRegion4","MDGRegion5","UNICEFRegion1","UNICEFRegion2","UNICEFRegion3","UNICEFRegion4","UNICEFRegion5","UNICEFRegion6","WHORegion1","WBRegion1","WBRegion2","WBRegion3","WBRegion4","UNPDRegion1","UNPDRegion2","UNPDRegion3","UNPDRegion4","UNPDRegion5","OICRegion1","OICRegion2","OICRegion3","OICRegion4","Countdown.and.COIA.75.Priority.Countries","ECAAfrica","AURegion1","AURegion2","FragileCountries2013","FragileCountries2014","FragileCountries2015","USAIDcountry","M49Region1","M49Region2","M49Region3","UNICEFCountry","pop01950","pop01951","pop01952","pop01953","pop01954","pop01955","pop01956","pop01957","pop01958","pop01959","pop01960","pop01961","pop01962","pop01963","pop01964","pop01965","pop01966","pop01967","pop01968","pop01969","pop01970","pop01971","pop01972","pop01973","pop01974","pop01975","pop01976","pop01977","pop01978","pop01979","pop01980","pop01981","pop01982","pop01983","pop01984","pop01985","pop01986","pop01987","pop01988","pop01989","pop01990","pop01991","pop01992","pop01993","pop01994","pop01995","pop01996","pop01997","pop01998","pop01999","pop02000","pop02001","pop02002","pop02003","pop02004","pop02005","pop02006","pop02007","pop02008","pop02009","pop02010","pop02011","pop02012","pop02013","pop02014","pop02015","pop02016","pop02017","pop02018","pop02019","pop02020","pop02021","pop02022","pop02023","pop02024","pop02025","pop02026","pop02027","pop02028","pop02029","pop02030","pop02031","pop02032","pop02033","pop02034","pop02035","pop02036","pop02037","pop02038","pop02039","pop02040","pop02041","pop02042","pop02043","pop02044","pop02045","pop02046","pop02047","pop02048","pop02049","pop02050","pop1to41950","pop1to41951","pop1to41952","pop1to41953","pop1to41954","pop1to41955","pop1to41956","pop1to41957","pop1to41958","pop1to41959","pop1to41960","pop1to41961","pop1to41962","pop1to41963","pop1to41964","pop1to41965","pop1to41966","pop1to41967","pop1to41968","pop1to41969","pop1to41970","pop1to41971","pop1to41972","pop1to41973","pop1to41974","pop1to41975","pop1to41976","pop1to41977","pop1to41978","pop1to41979","pop1to41980","pop1to41981","pop1to41982","pop1to41983","pop1to41984","pop1to41985","pop1to41986","pop1to41987","pop1to41988","pop1to41989","pop1to41990","pop1to41991","pop1to41992","pop1to41993","pop1to41994","pop1to41995","pop1to41996","pop1to41997","pop1to41998","pop1to41999","pop1to42000","pop1to42001","pop1to42002","pop1to42003","pop1to42004","pop1to42005","pop1to42006","pop1to42007","pop1to42008","pop1to42009","pop1to42010","pop1to42011","pop1to42012","pop1to42013","pop1to42014","pop1to42015","pop1to42016","pop1to42017","pop1to42018","pop1to42019","pop1to42020","pop1to42021","pop1to42022","pop1to42023","pop1to42024","pop1to42025","pop1to42026","pop1to42027","pop1to42028","pop1to42029","pop1to42030","pop1to42031","pop1to42032","pop1to42033","pop1to42034","pop1to42035","pop1to42036","pop1to42037","pop1to42038","pop1to42039","pop1to42040","pop1to42041","pop1to42042","pop1to42043","pop1to42044","pop1to42045","pop1to42046","pop1to42047","pop1to42048","pop1to42049","pop1to42050"
729,"Sudan",48,"SDN","SUD","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","North Africa","Least developed countries","","Middle East and North Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","Middle East","Eastern Mediterranean","Lower middle income","Sub-Saharan Africa","Middle income","Low and middle income","Africa","","Less developed regions","Least developed countries","Excluding China","OIC","Arab","OIC Lower middle income","OIC Middle income","Countdown","North Africa","Africa","Eastern Africa","Fragile","Fragile","Fragile","","Africa","Northern Africa","",1,118362,120045,122348,125196,128556,132402,136239,140524,145204,150219,155501,160477,165750,171340,177281,183594,189772,196386,203373,210662,218197,225300,232687,240436,248654,257385,265710,274583,283709,292719,301359,309245,317111,324752,331965,338763,344522,349814,356423,366579,381559,398596,420260,443389,463748,478496,492235,500478,505616,511009,518951,529310,542084,555744,568120,577686,582859,585799,587517,589529,593030,598778,606039,614564,623848,633419,640584,648174,656107,664348,672900,681558,690495,699556,708560,717354,725833,734080,742059,749759,757165,764383,771326,777947,784196,790047,795702,801013,806052,810922,815699,820764,825773,830710,835544,840246,845186,850005,854702,859280,863733,405812,421561,433337,443628,454174,466529,481397,495409,509378,524163,540815,561689,580742,599141,618335,639824,665612,689697,713264,737545,763960,794799,823267,850863,879487,911165,946922,980768,1013800,1046725,1080404,1118723,1153003,1184352,1213455,1241132,1271064,1295101,1317796,1347815,1393979,1447164,1510052,1579946,1646785,1700149,1764313,1812111,1846076,1875912,1911815,1953913,1996755,2041200,2084464,2124951,2174347,2209768,2235006,2256235,2278430,2296879,2316792,2339221,2364339,2393756,2431258,2464798,2496555,2529078,2564118,2602994,2638787,2672824,2706234,2740534,2780410,2816210,2849195,2880854,2912771,2949215,2981341,3010403,3037631,3064332,3094444,3120446,3143514,3164941,3185995,3209746,3230994,3250504,3269043,3287509,3310146,3330208,3348503,3366008,3383770
740,"Suriname",133,"SUR","SUR","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Upper middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Upper middle income","OIC Middle income","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","South America",1,4573,4642,4767,4934,5133,5352,5632,5909,6170,6403,6596,6725,6805,6847,6862,6851,6795,6721,6606,6429,6181,6001,5766,5499,5238,5007,4753,4526,4362,4304,4380,4597,4937,5329,5684,5934,5941,5846,5690,5532,5425,5399,5417,5466,5517,5552,5575,5586,5570,5516,5414,5305,5146,4980,4855,4809,4826,4920,5050,5168,5231,5219,5157,5061,4966,4895,4855,4838,4832,4829,4819,4802,4780,4755,4724,4689,4653,4615,4573,4532,4496,4467,4443,4420,4395,4365,4332,4293,4253,4214,4175,4142,4112,4083,4054,4024,3994,3964,3934,3903,3874,14427,15775,16652,17351,18036,18818,19708,20681,21692,22654,23465,24087,24599,24976,25267,25579,26229,26564,26621,26419,25995,25647,25152,24583,23966,23242,21523,20344,19536,18961,18491,17704,17546,17832,18324,18908,20277,21021,21341,21553,21882,21964,22113,22333,22528,22614,22575,22583,22564,22455,22207,21767,21405,21116,20913,20753,20176,19986,20053,20182,20231,20397,20406,20291,20146,20032,19865,19728,19625,19520,19398,19312,19212,19094,18969,18846,18774,18662,18524,18378,18239,18117,17993,17871,17745,17612,17521,17402,17259,17112,16969,16842,16710,16575,16439,16303,16195,16072,15943,15813,15686
748,"Swaziland",21,"SWZ","SZD","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","South Africa","","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","","","Africa","Lower middle income","Sub-Saharan Africa","Middle income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Excluding least developed countries","Excluding China","","","","","Countdown","Southern Africa","Africa","Southern Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Southern Africa","",1,5538,5564,5631,5734,5871,6041,6214,6409,6612,6818,7015,7225,7426,7629,7848,8092,8328,8594,8886,9204,9544,9859,10202,10563,10926,11281,11599,11919,12246,12593,12969,13374,13794,14259,14808,15452,16058,16753,17413,17884,18063,17988,17647,17152,16655,16272,16044,15932,15900,15891,15856,15919,15965,16031,16157,16372,16550,16813,17116,17408,17647,17787,17879,17924,17931,17913,17906,17875,17823,17757,17677,17589,17494,17398,17306,17225,17152,17090,17043,17013,16995,16986,16990,17007,17028,17050,17062,17074,17079,17074,17055,17013,16957,16887,16807,16717,16617,16510,16396,16283,16170,18532,19390,19971,20453,20941,21523,22166,22782,23380,23964,24552,25451,26183,26820,27473,28257,29257,30167,31061,32013,33119,34483,35731,36924,38132,39443,41126,42578,43894,45181,46528,47959,49340,50765,52425,54536,56929,59398,61853,63991,65555,67538,68320,68173,67611,67089,66222,65490,64860,64147,63251,62865,62391,61930,61696,61856,62318,62859,63490,64203,65064,66625,67683,68394,68937,69456,70100,70473,70652,70683,70620,70449,70197,69880,69521,69145,68799,68427,68051,67707,67441,67367,67252,67125,67030,67015,67228,67332,67367,67377,67408,67557,67563,67468,67309,67126,66931,66654,66316,65934,65532
752,"Sweden",192,"SWE","SWD","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Northern Europe","",1,60263,54869,51016,48659,47712,48033,49512,51613,53989,56253,58036,58983,59240,59043,58771,58704,58923,59294,59632,59688,59291,58676,57677,56371,54872,53280,51565,49801,48174,46906,46170,46100,46535,47477,48909,50775,52925,55400,57922,60138,61766,62820,63387,63123,61623,58716,54164,48232,42217,37878,36410,38462,43370,49779,55763,59939,61507,61331,59973,58346,57157,56586,56341,56457,56934,57753,59232,61078,63014,64661,65734,66141,65968,65373,64610,63877,63300,62761,62297,61944,61723,61754,61938,62273,62744,63330,64116,65001,65921,66805,67605,68361,68994,69531,70012,70457,70935,71360,71726,72031,72284,256640,253247,245711,238713,233207,227841,215630,210575,209607,210137,210688,216824,220303,221884,223453,226409,230469,233902,236973,239135,239875,239606,238385,236159,233034,229145,223985,218678,213397,208361,203488,196614,192467,190484,190279,191809,195944,201368,207773,214732,221977,232355,239942,245038,247199,245890,243066,234570,222395,210387,201258,182985,177246,180518,186765,192011,207557,216434,220412,223425,228219,232091,235554,239313,242830,245313,242692,243805,246970,250294,252543,256954,259331,260058,260122,260161,259908,259132,258109,256890,255535,253623,252513,252021,251966,252230,253470,255112,257065,259283,261806,265928,269263,272102,274779,277511,280541,283166,285456,287420,289087
756,"Switzerland",193,"CHE","SWZ","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Western Europe","",1,43869,40384,38498,37840,38136,39167,40824,42778,44923,47173,49441,51253,52872,54156,54956,55177,55098,54436,53273,51745,49968,48169,46190,44123,42075,40153,38576,37150,36053,35472,35506,36017,37161,38583,39799,40474,40311,39569,38621,38012,38110,39082,40726,42581,43995,44516,44200,43046,41387,39709,38374,37333,36623,36274,36287,36643,37219,38164,39318,40463,41434,42148,42652,43029,43425,43936,44834,45818,46766,47504,47914,48034,47828,47429,47030,46769,46777,46923,47135,47300,47340,47295,47138,46925,46739,46646,46733,46902,47131,47396,47678,48039,48403,48772,49160,49566,50066,50566,51045,51481,51864,171931,174414,173308,172540,172603,172443,167144,166592,168818,172378,176563,183794,190005,195246,199770,203686,209758,212581,212821,211318,208940,206246,202215,197216,191260,184030,173923,165207,157531,151097,146507,144098,143459,144440,146285,148284,153304,155488,155829,156227,158239,159162,162276,166979,171303,173481,175588,175464,173338,170347,167384,162442,158406,155258,152879,151359,150169,150379,151757,153893,156475,161185,164841,167809,170636,173566,175606,178482,181795,184820,187072,189577,191246,192213,192847,193274,192095,191849,192200,192544,192369,191884,191485,191078,190721,190368,189629,189470,189748,190241,190741,191316,192237,193426,194799,196228,197689,199448,201384,203328,205105
760,"Syria",64,"SYR","SYR","Western Asia","Western Asia","Developing regions","","","","Middle East and North Africa","Middle East and North Africa","","Developing countries","","Middle East","Eastern Mediterranean","Lower middle income","Middle East and North Africa","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Arab","OIC Lower middle income","OIC Middle income","","","","","Fragile","Fragile","Fragile","","Asia","Western Asia","",1,65826,74146,80819,85919,89525,91717,91865,91597,91319,91572,92930,95887,100152,105231,110391,115071,118656,121831,124974,128615,133132,138799,145261,152151,158965,165317,171088,176403,181414,186374,191461,196236,201108,205800,209969,213378,216200,218452,220078,221044,221407,220589,219080,217997,218800,222408,230248,240829,251944,260556,264566,262155,255066,246217,239708,238303,243570,253961,265224,271311,268238,264589,252583,236695,222867,215142,204087,199089,199388,204009,212100,221847,235125,249400,261428,268992,274932,276025,273712,270175,267020,267065,267259,267570,267770,267662,267366,266987,266484,265798,264906,263935,262808,261561,260268,258972,257863,256759,255619,254367,252956,220162,232598,249904,267030,282454,297068,318159,331291,339958,347641,356749,361724,370258,381824,394417,406793,422856,436828,449537,463051,479029,497389,517088,538128,559838,582042,609257,633556,655949,678099,701432,724829,747201,768575,788414,806432,824416,839409,851868,862078,870248,876293,879325,880750,883608,889965,891653,904976,925765,946369,961962,994490,1005594,1002915,1000149,1006676,998132,1009588,1030874,1040863,1022794,1030196,1008328,966299,926174,908477,881630,864747,860153,867885,889512,913392,948347,992141,1035224,1065233,1088245,1104477,1110710,1108857,1101794,1091902,1084623,1078708,1072560,1065934,1065200,1063261,1060678,1058209,1056230,1056639,1055168,1052481,1049157,1045711,1042065,1038239,1034195,1029683,1024547
762,"Tajikistan",142,"TJK","TAD","Caucasus and Central Asia","Caucasus and Central Asia","Developing regions","","","","CEE/CIS","CEE/CIS","","Developing countries","","","Europe","Lower middle income","Europe and Central Asia","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Low income","","Countdown","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","Central Asia","",1,19808,22487,25941,29555,32898,35697,37920,39716,41278,42891,44837,47140,49785,52311,54115,54810,53906,52002,49820,48351,48303,50359,53819,57915,61578,64084,64962,64762,64243,64445,66108,69601,74324,79831,85481,90726,95506,99926,103446,105441,105562,103949,100620,96398,92464,89715,88907,89368,90587,91753,92283,90922,89057,87338,86701,87830,91004,95724,101502,107622,113474,118780,123809,128041,130878,131961,131019,128407,124884,121568,119313,118793,119357,120533,121576,121929,121393,120256,118880,117774,117309,117668,118614,120029,121719,123522,125433,127434,129418,131270,132896,134298,135448,136281,136731,136779,136469,135780,134812,133708,132583,60896,66378,73210,81312,90275,100043,113787,124842,134093,142936,152811,162434,172359,182321,191013,197494,204625,207260,206652,205585,206397,204003,207021,214245,222274,228070,235640,240113,242190,244657,249896,254842,263587,275610,289366,303854,323123,340754,356316,369096,378654,391630,396274,394648,390124,385410,374472,367800,364575,362465,360042,359945,357538,354034,352049,353083,351351,355500,364351,375876,389063,409436,428057,444859,459850,473409,492795,502820,506227,506677,506688,498298,494321,493364,492392,489221,487006,483462,478782,474411,471383,469314,468482,468974,470579,473370,479451,485364,491268,497411,504110,513470,520982,527058,532029,536204,540354,542500,543034,542351,540706
764,"Thailand",103,"THA","THL","South-eastern Asia","South-eastern Asia","Developing regions","","","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","","","South-East Asia","Upper middle income","East Asia and Pacific","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","South-Eastern Asia","",1,395742,401154,408270,417493,429142,443369,459434,477387,496467,515756,534339,550551,565640,580215,595208,611149,628165,645904,662290,674614,680991,677999,669587,657715,645398,635048,628682,624284,621066,617628,612879,606844,599718,591888,583835,575899,567359,558812,550588,543153,536797,533861,532141,530368,526820,520356,508809,494470,479112,465222,454517,447850,444361,442446,439878,435181,430513,423667,415731,408185,401950,396641,392539,388602,383392,376011,366390,354751,342430,331296,322680,317579,314904,313858,313198,311980,310284,308032,305330,302423,299500,296902,294149,291286,288371,285447,282922,280372,277818,275275,272754,270663,268573,266420,264119,261612,259200,256561,253768,250927,248125,1333730,1400732,1449858,1491990,1534690,1584527,1639616,1697633,1758965,1822645,1888426,1964366,2032919,2096432,2159581,2226370,2295601,2362998,2427824,2486527,2537807,2597399,2629481,2640524,2640437,2636088,2607902,2586126,2568660,2548858,2521093,2487197,2453483,2418647,2383822,2350217,2324306,2293637,2259721,2225443,2193902,2172056,2151154,2131638,2111175,2088187,2076042,2047890,2008009,1967191,1937540,1917788,1901921,1891872,1880671,1856518,1800051,1758153,1721814,1687466,1656465,1638424,1621690,1607176,1592925,1575015,1552224,1524918,1493886,1461842,1430284,1383962,1352188,1330623,1312797,1293716,1277085,1263291,1250899,1239899,1229851,1220661,1212459,1204967,1197522,1189209,1176213,1166648,1159073,1151702,1142696,1128091,1117820,1109955,1102427,1093217,1079886,1069492,1060664,1052116,1042347
768,"Togo",40,"TGO","TGO","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","West Africa","Least developed countries","","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","OIC","Africa","OIC Low income","","Countdown","West Africa","Africa","Western Africa","Fragile","Fragile","Fragile","","Africa","Western Africa","",1,26148,27101,27555,27796,28032,28388,28693,29201,29839,30504,31106,31434,31763,32282,33243,34791,36094,37970,40132,42197,43908,45798,47360,48673,49858,51012,52009,52979,54058,55409,57129,58507,60270,62252,64233,66066,67919,69661,71224,72541,73574,74561,75314,76014,76902,78156,79473,81174,83232,85587,88176,90786,93626,96582,99515,102309,104745,107062,109235,111269,113185,114807,116334,117833,119389,121067,122842,124755,126739,128696,130554,132187,133740,135282,136917,138713,140666,142780,144991,147205,149354,151368,153325,155235,157131,159031,160961,162895,164794,166613,168318,169934,171448,172879,174263,175632,177068,178488,179887,181253,182577,90585,93511,95252,96059,96566,97558,99970,101850,103577,105317,107119,109608,111071,112276,114528,119284,125443,131940,138948,145858,151834,158370,163950,168575,172624,176707,182362,186741,190576,195002,201254,208881,216041,223172,230300,237334,245407,252419,258446,263604,268225,275246,280122,283718,287241,291759,296319,301232,306753,313022,320301,329148,337998,347018,356415,366598,379636,390863,400935,410531,420227,430232,438836,446496,453714,460994,467991,474884,481754,488549,495327,503260,510164,516436,522695,529510,537250,544755,552235,559800,567656,577094,585562,593409,601094,609071,618084,626367,634168,641659,649058,657303,664606,671226,677472,683625,690194,696275,702001,707482,712861
776,"Tonga",83,"TON","TGA","Oceania","Oceania","Developing regions","","","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","","","Western Pacific","Upper middle income","East Asia and Pacific","Middle income","Low and middle income","Oceania","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Oceania","Polynesia","",1,1091,1103,1130,1164,1195,1222,1248,1272,1303,1344,1401,1450,1513,1579,1630,1654,1660,1645,1610,1559,1498,1441,1372,1311,1274,1271,1311,1384,1475,1561,1626,1667,1688,1690,1673,1639,1566,1481,1394,1328,1297,1316,1371,1443,1506,1537,1513,1459,1393,1335,1305,1316,1351,1401,1448,1481,1490,1485,1470,1449,1425,1396,1365,1334,1308,1289,1270,1257,1253,1255,1262,1272,1289,1307,1326,1343,1355,1367,1376,1386,1393,1403,1411,1419,1423,1426,1425,1423,1416,1408,1397,1385,1370,1355,1339,1323,1308,1292,1279,1267,1258,3797,3912,3992,4060,4119,4161,4271,4347,4405,4493,4670,4946,5209,5467,5708,5915,6174,6324,6379,6360,6277,6122,5934,5726,5530,5374,5180,5107,5120,5168,5214,5512,5664,5706,5708,5746,5908,5914,5832,5729,5651,5429,5337,5336,5355,5366,5564,5620,5581,5532,5526,5427,5422,5490,5575,5629,5677,5707,5709,5694,5669,5639,5575,5490,5402,5328,5231,5151,5087,5038,5001,4987,4982,4991,5010,5043,5130,5192,5238,5282,5337,5405,5461,5506,5543,5574,5607,5624,5627,5618,5601,5579,5544,5500,5447,5389,5331,5267,5201,5137,5079
780,"Trinidad & Tobago",134,"TTO","TDT","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","High income: nonOECD","","High income","","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","Caribbean",1,11586,11472,11840,12428,13058,13613,14016,14265,14404,14502,14629,15011,15402,15669,15633,15194,14210,12861,11434,10340,9868,10161,11068,12311,13490,14309,14545,14415,14111,13923,14053,14652,15546,16467,17060,17075,16358,15118,13595,12148,11051,10429,10158,10129,10153,10094,9909,9661,9402,9216,9157,9220,9392,9626,9854,10027,10116,10148,10131,10086,10027,9958,9873,9766,9625,9447,9237,8996,8740,8498,8287,8127,7999,7899,7811,7726,7644,7567,7498,7442,7402,7383,7379,7384,7393,7403,7414,7421,7422,7418,7401,7375,7340,7291,7237,7173,7105,7031,6952,6872,6788,41965,43231,44386,45929,47727,49550,51363,52912,54090,55004,55790,56793,57829,58729,59138,58865,59149,57841,55521,53184,51446,47209,45616,45930,46833,47455,50098,51397,51742,52136,53298,54310,56036,58217,60037,60997,63123,62996,61186,58766,56496,52378,49445,47437,45657,43610,41925,40261,38606,37224,36319,35989,35823,35853,36034,36388,37490,38178,38589,38897,39243,39585,39755,39789,39666,39365,38827,38201,37490,36716,35888,34848,33977,33225,32531,31855,31354,30854,30370,29945,29622,29501,29369,29252,29168,29136,29243,29307,29343,29362,29381,29434,29423,29361,29258,29124,28943,28730,28487,28215,27919
