country,uncode,sex,year,lb
Afghanistan,4,m,1950.5,201013
Afghanistan,4,m,1951.5,202510
Afghanistan,4,m,1952.5,205608
Afghanistan,4,m,1953.5,208915
Afghanistan,4,m,1954.5,212430
Afghanistan,4,m,1955.5,216154
Afghanistan,4,m,1956.5,220088
Afghanistan,4,m,1957.5,224232
Afghanistan,4,m,1958.5,228589
Afghanistan,4,m,1959.5,233160
Afghanistan,4,m,1960.5,237950
Afghanistan,4,m,1961.5,242959
Afghanistan,4,m,1962.5,248190
Afghanistan,4,m,1963.5,253637
Afghanistan,4,m,1964.5,259292
Afghanistan,4,m,1965.5,265189
Afghanistan,4,m,1966.5,271373
Afghanistan,4,m,1967.5,277828
Afghanistan,4,m,1968.5,284494
Afghanistan,4,m,1969.5,291280
Afghanistan,4,m,1970.5,298165
Afghanistan,4,m,1971.5,305151
Afghanistan,4,m,1972.5,312117
Afghanistan,4,m,1973.5,318850
Afghanistan,4,m,1974.5,325087
Afghanistan,4,m,1975.5,330428
Afghanistan,4,m,1976.5,334461
Afghanistan,4,m,1977.5,336994
Afghanistan,4,m,1978.5,337964
Afghanistan,4,m,1979.5,337413
Afghanistan,4,m,1980.5,335229
Afghanistan,4,m,1981.5,331335
Afghanistan,4,m,1982.5,326194
Afghanistan,4,m,1983.5,320528
Afghanistan,4,m,1984.5,315123
Afghanistan,4,m,1985.5,311022
Afghanistan,4,m,1986.5,309266
Afghanistan,4,m,1987.5,310506
Afghanistan,4,m,1988.5,315184
Afghanistan,4,m,1989.5,323549
Afghanistan,4,m,1990.5,335779
Afghanistan,4,m,1991.5,351777
Afghanistan,4,m,1992.5,370681
Afghanistan,4,m,1993.5,391478
Afghanistan,4,m,1994.5,413354
Afghanistan,4,m,1995.5,435391
Afghanistan,4,m,1996.5,456769
Afghanistan,4,m,1997.5,476993
Afghanistan,4,m,1998.5,495654
Afghanistan,4,m,1999.5,512390
Afghanistan,4,m,2000.5,527133
Afghanistan,4,m,2001.5,540130
Afghanistan,4,m,2002.5,551908
Afghanistan,4,m,2003.5,562843
Afghanistan,4,m,2004.5,572966
Afghanistan,4,m,2005.5,582083
Afghanistan,4,m,2006.5,589867
Afghanistan,4,m,2007.5,596089
Afghanistan,4,m,2008.5,600705
Afghanistan,4,m,2009.5,603881
Afghanistan,4,m,2010.5,605944
Afghanistan,4,m,2011.5,607314
Afghanistan,4,m,2012.5,608450
Afghanistan,4,m,2013.5,609728
Afghanistan,4,m,2014.5,611362
Afghanistan,4,m,2015.5,613449
Afghanistan,4,m,2016.5,615930
Afghanistan,4,m,2017.5,618539
Afghanistan,4,m,2018.5,621052
Afghanistan,4,m,2019.5,623398
Afghanistan,4,m,2020.5,625517
Afghanistan,4,m,2021.5,627381
Afghanistan,4,m,2022.5,629004
Afghanistan,4,m,2023.5,630399
Afghanistan,4,m,2024.5,631556
Afghanistan,4,m,2025.5,632478
Afghanistan,4,m,2026.5,633177
Afghanistan,4,m,2027.5,633673
Afghanistan,4,m,2028.5,633980
Afghanistan,4,m,2029.5,634100
Afghanistan,4,m,2030.5,634031
Afghanistan,4,m,2031.5,633768
Afghanistan,4,m,2032.5,633297
Afghanistan,4,m,2033.5,632606
Afghanistan,4,m,2034.5,631687
Afghanistan,4,m,2035.5,630530
Afghanistan,4,m,2036.5,629128
Afghanistan,4,m,2037.5,627480
Afghanistan,4,m,2038.5,625587
Afghanistan,4,m,2039.5,623451
Afghanistan,4,m,2040.5,621060
Afghanistan,4,m,2041.5,618397
Afghanistan,4,m,2042.5,615473
Afghanistan,4,m,2043.5,612313
Afghanistan,4,m,2044.5,608951
Afghanistan,4,m,2045.5,605434
Afghanistan,4,m,2046.5,601809
Afghanistan,4,m,2047.5,598119
Afghanistan,4,m,2048.5,594397
Afghanistan,4,m,2049.5,590669
Afghanistan,4,m,2050.5,586947
Afghanistan,4,m,2051.5,583226
Afghanistan,4,m,2052.5,579477
Afghanistan,4,m,2053.5,575674
Afghanistan,4,m,2054.5,571807
Afghanistan,4,m,2055.5,567863
Afghanistan,4,m,2056.5,563832
Afghanistan,4,m,2057.5,559711
Afghanistan,4,m,2058.5,555505
Afghanistan,4,m,2059.5,551219
Afghanistan,4,m,2060.5,546857
Afghanistan,4,m,2061.5,542424
Afghanistan,4,m,2062.5,537937
Afghanistan,4,m,2063.5,533414
Afghanistan,4,m,2064.5,528874
Afghanistan,4,m,2065.5,524336
Afghanistan,4,m,2066.5,519813
Afghanistan,4,m,2067.5,515314
Afghanistan,4,m,2068.5,510847
Afghanistan,4,m,2069.5,506422
Afghanistan,4,m,2070.5,502042
Afghanistan,4,m,2071.5,497707
Afghanistan,4,m,2072.5,493410
Afghanistan,4,m,2073.5,489146
Afghanistan,4,m,2074.5,484918
Afghanistan,4,m,2075.5,480727
Afghanistan,4,m,2076.5,476578
Afghanistan,4,m,2077.5,472474
Afghanistan,4,m,2078.5,468416
Afghanistan,4,m,2079.5,464403
Afghanistan,4,m,2080.5,460433
Afghanistan,4,m,2081.5,456503
Afghanistan,4,m,2082.5,452609
Afghanistan,4,m,2083.5,448746
Afghanistan,4,m,2084.5,444912
Afghanistan,4,m,2085.5,441105
Afghanistan,4,m,2086.5,437325
Afghanistan,4,m,2087.5,433573
Afghanistan,4,m,2088.5,429850
Afghanistan,4,m,2089.5,426158
Afghanistan,4,m,2090.5,422496
Afghanistan,4,m,2091.5,418865
Afghanistan,4,m,2092.5,415265
Afghanistan,4,m,2093.5,411697
Afghanistan,4,m,2094.5,408162
Afghanistan,4,m,2095.5,404659
Afghanistan,4,m,2096.5,401189
Afghanistan,4,m,2097.5,397752
Afghanistan,4,m,2098.5,394347
Afghanistan,4,m,2099.5,390976
Albania,8,m,1950.5,24690
Albania,8,m,1951.5,25352
Albania,8,m,1952.5,26648
Albania,8,m,1953.5,27885
Albania,8,m,1954.5,29065
Albania,8,m,1955.5,30185
Albania,8,m,1956.5,31239
Albania,8,m,1957.5,32223
Albania,8,m,1958.5,33123
Albania,8,m,1959.5,33918
Albania,8,m,1960.5,34583
Albania,8,m,1961.5,35098
Albania,8,m,1962.5,35448
Albania,8,m,1963.5,35632
Albania,8,m,1964.5,35674
Albania,8,m,1965.5,35611
Albania,8,m,1966.5,35495
Albania,8,m,1967.5,35378
Albania,8,m,1968.5,35303
Albania,8,m,1969.5,35294
Albania,8,m,1970.5,35358
Albania,8,m,1971.5,35479
Albania,8,m,1972.5,35626
Albania,8,m,1973.5,35778
Albania,8,m,1974.5,35936
Albania,8,m,1975.5,36107
Albania,8,m,1976.5,36305
Albania,8,m,1977.5,36545
Albania,8,m,1978.5,36841
Albania,8,m,1979.5,37198
Albania,8,m,1980.5,37643
Albania,8,m,1981.5,38206
Albania,8,m,1982.5,38876
Albania,8,m,1983.5,39615
Albania,8,m,1984.5,40370
Albania,8,m,1985.5,41065
Albania,8,m,1986.5,41617
Albania,8,m,1987.5,41956
Albania,8,m,1988.5,42027
Albania,8,m,1989.5,41798
Albania,8,m,1990.5,41242
Albania,8,m,1991.5,40358
Albania,8,m,1992.5,39205
Albania,8,m,1993.5,37853
Albania,8,m,1994.5,36353
Albania,8,m,1995.5,34759
Albania,8,m,1996.5,33117
Albania,8,m,1997.5,31467
Albania,8,m,1998.5,29850
Albania,8,m,1999.5,28304
Albania,8,m,2000.5,26848
Albania,8,m,2001.5,25481
Albania,8,m,2002.5,24184
Albania,8,m,2003.5,22958
Albania,8,m,2004.5,21824
Albania,8,m,2005.5,20827
Albania,8,m,2006.5,20016
Albania,8,m,2007.5,19411
Albania,8,m,2008.5,19009
Albania,8,m,2009.5,18790
Albania,8,m,2010.5,18709
Albania,8,m,2011.5,18710
Albania,8,m,2012.5,18725
Albania,8,m,2013.5,18702
Albania,8,m,2014.5,18610
Albania,8,m,2015.5,18439
Albania,8,m,2016.5,18201
Albania,8,m,2017.5,17932
Albania,8,m,2018.5,17659
Albania,8,m,2019.5,17383
Albania,8,m,2020.5,17099
Albania,8,m,2021.5,16794
Albania,8,m,2022.5,16457
Albania,8,m,2023.5,16082
Albania,8,m,2024.5,15672
Albania,8,m,2025.5,15231
Albania,8,m,2026.5,14768
Albania,8,m,2027.5,14296
Albania,8,m,2028.5,13830
Albania,8,m,2029.5,13381
Albania,8,m,2030.5,12959
Albania,8,m,2031.5,12570
Albania,8,m,2032.5,12216
Albania,8,m,2033.5,11895
Albania,8,m,2034.5,11610
Albania,8,m,2035.5,11363
Albania,8,m,2036.5,11155
Albania,8,m,2037.5,10982
Albania,8,m,2038.5,10836
Albania,8,m,2039.5,10714
Albania,8,m,2040.5,10609
Albania,8,m,2041.5,10519
Albania,8,m,2042.5,10439
Albania,8,m,2043.5,10363
Albania,8,m,2044.5,10285
Albania,8,m,2045.5,10201
Albania,8,m,2046.5,10108
Albania,8,m,2047.5,10006
Albania,8,m,2048.5,9893
Albania,8,m,2049.5,9769
Albania,8,m,2050.5,9630
Albania,8,m,2051.5,9476
Albania,8,m,2052.5,9309
Albania,8,m,2053.5,9129
Albania,8,m,2054.5,8941
Albania,8,m,2055.5,8746
Albania,8,m,2056.5,8547
Albania,8,m,2057.5,8347
Albania,8,m,2058.5,8149
Albania,8,m,2059.5,7956
Albania,8,m,2060.5,7770
Albania,8,m,2061.5,7593
Albania,8,m,2062.5,7424
Albania,8,m,2063.5,7263
Albania,8,m,2064.5,7110
Albania,8,m,2065.5,6966
Albania,8,m,2066.5,6831
Albania,8,m,2067.5,6706
Albania,8,m,2068.5,6588
Albania,8,m,2069.5,6477
Albania,8,m,2070.5,6373
Albania,8,m,2071.5,6275
Albania,8,m,2072.5,6181
Albania,8,m,2073.5,6091
Albania,8,m,2074.5,6003
Albania,8,m,2075.5,5915
Albania,8,m,2076.5,5827
Albania,8,m,2077.5,5739
Albania,8,m,2078.5,5650
Albania,8,m,2079.5,5558
Albania,8,m,2080.5,5462
Albania,8,m,2081.5,5363
Albania,8,m,2082.5,5259
Albania,8,m,2083.5,5151
Albania,8,m,2084.5,5039
Albania,8,m,2085.5,4924
Albania,8,m,2086.5,4806
Albania,8,m,2087.5,4686
Albania,8,m,2088.5,4565
Albania,8,m,2089.5,4445
Albania,8,m,2090.5,4324
Albania,8,m,2091.5,4205
Albania,8,m,2092.5,4088
Albania,8,m,2093.5,3972
Albania,8,m,2094.5,3858
Albania,8,m,2095.5,3746
Albania,8,m,2096.5,3636
Albania,8,m,2097.5,3528
Albania,8,m,2098.5,3422
Albania,8,m,2099.5,3317
Algeria,12,m,1950.5,232102
Algeria,12,m,1951.5,233681
Algeria,12,m,1952.5,237103
Algeria,12,m,1953.5,241049
Algeria,12,m,1954.5,245520
Algeria,12,m,1955.5,250509
Algeria,12,m,1956.5,255988
Algeria,12,m,1957.5,261923
Algeria,12,m,1958.5,268243
Algeria,12,m,1959.5,274828
Algeria,12,m,1960.5,281540
Algeria,12,m,1961.5,288240
Algeria,12,m,1962.5,294802
Algeria,12,m,1963.5,301159
Algeria,12,m,1964.5,307332
Algeria,12,m,1965.5,313451
Algeria,12,m,1966.5,319716
Algeria,12,m,1967.5,326336
Algeria,12,m,1968.5,333449
Algeria,12,m,1969.5,341081
Algeria,12,m,1970.5,349258
Algeria,12,m,1971.5,357956
Algeria,12,m,1972.5,366985
Algeria,12,m,1973.5,376111
Algeria,12,m,1974.5,385131
Algeria,12,m,1975.5,393841
Algeria,12,m,1976.5,402068
Algeria,12,m,1977.5,409685
Algeria,12,m,1978.5,416559
Algeria,12,m,1979.5,422549
Algeria,12,m,1980.5,427592
Algeria,12,m,1981.5,431697
Algeria,12,m,1982.5,434927
Algeria,12,m,1983.5,437293
Algeria,12,m,1984.5,438726
Algeria,12,m,1985.5,439168
Algeria,12,m,1986.5,438576
Algeria,12,m,1987.5,436875
Algeria,12,m,1988.5,433970
Algeria,12,m,1989.5,429754
Algeria,12,m,1990.5,423812
Algeria,12,m,1991.5,415658
Algeria,12,m,1992.5,405280
Algeria,12,m,1993.5,393000
Algeria,12,m,1994.5,379371
Algeria,12,m,1995.5,364990
Algeria,12,m,1996.5,350508
Algeria,12,m,1997.5,336840
Algeria,12,m,1998.5,324999
Algeria,12,m,1999.5,315905
Algeria,12,m,2000.5,310725
Algeria,12,m,2001.5,310445
Algeria,12,m,2002.5,315082
Algeria,12,m,2003.5,324300
Algeria,12,m,2004.5,337675
Algeria,12,m,2005.5,354526
Algeria,12,m,2006.5,373939
Algeria,12,m,2007.5,394622
Algeria,12,m,2008.5,415310
Algeria,12,m,2009.5,435060
Algeria,12,m,2010.5,453306
Algeria,12,m,2011.5,469919
Algeria,12,m,2012.5,485098
Algeria,12,m,2013.5,498790
Algeria,12,m,2014.5,510508
Algeria,12,m,2015.5,519453
Algeria,12,m,2016.5,524812
Algeria,12,m,2017.5,526340
Algeria,12,m,2018.5,524116
Algeria,12,m,2019.5,518438
Algeria,12,m,2020.5,509823
Algeria,12,m,2021.5,498993
Algeria,12,m,2022.5,486986
Algeria,12,m,2023.5,474806
Algeria,12,m,2024.5,463184
Algeria,12,m,2025.5,452656
Algeria,12,m,2026.5,443441
Algeria,12,m,2027.5,435364
Algeria,12,m,2028.5,428340
Algeria,12,m,2029.5,422548
Algeria,12,m,2030.5,418184
Algeria,12,m,2031.5,415386
Algeria,12,m,2032.5,414085
Algeria,12,m,2033.5,414163
Algeria,12,m,2034.5,415516
Algeria,12,m,2035.5,418073
Algeria,12,m,2036.5,421757
Algeria,12,m,2037.5,426354
Algeria,12,m,2038.5,431577
Algeria,12,m,2039.5,437130
Algeria,12,m,2040.5,442751
Algeria,12,m,2041.5,448240
Algeria,12,m,2042.5,453447
Algeria,12,m,2043.5,458188
Algeria,12,m,2044.5,462241
Algeria,12,m,2045.5,465391
Algeria,12,m,2046.5,467503
Algeria,12,m,2047.5,468603
Algeria,12,m,2048.5,468734
Algeria,12,m,2049.5,467902
Algeria,12,m,2050.5,466097
Algeria,12,m,2051.5,463332
Algeria,12,m,2052.5,459746
Algeria,12,m,2053.5,455525
Algeria,12,m,2054.5,450846
Algeria,12,m,2055.5,445872
Algeria,12,m,2056.5,440738
Algeria,12,m,2057.5,435563
Algeria,12,m,2058.5,430492
Algeria,12,m,2059.5,425686
Algeria,12,m,2060.5,421281
Algeria,12,m,2061.5,417358
Algeria,12,m,2062.5,413907
Algeria,12,m,2063.5,410926
Algeria,12,m,2064.5,408451
Algeria,12,m,2065.5,406530
Algeria,12,m,2066.5,405188
Algeria,12,m,2067.5,404377
Algeria,12,m,2068.5,404020
Algeria,12,m,2069.5,404045
Algeria,12,m,2070.5,404391
Algeria,12,m,2071.5,405007
Algeria,12,m,2072.5,405810
Algeria,12,m,2073.5,406691
Algeria,12,m,2074.5,407534
Algeria,12,m,2075.5,408231
Algeria,12,m,2076.5,408700
Algeria,12,m,2077.5,408905
Algeria,12,m,2078.5,408808
Algeria,12,m,2079.5,408357
Algeria,12,m,2080.5,407504
Algeria,12,m,2081.5,406223
Algeria,12,m,2082.5,404557
Algeria,12,m,2083.5,402559
Algeria,12,m,2084.5,400269
Algeria,12,m,2085.5,397717
Algeria,12,m,2086.5,394930
Algeria,12,m,2087.5,391964
Algeria,12,m,2088.5,388888
Algeria,12,m,2089.5,385778
Algeria,12,m,2090.5,382704
Algeria,12,m,2091.5,379722
Algeria,12,m,2092.5,376874
Algeria,12,m,2093.5,374190
Algeria,12,m,2094.5,371690
Algeria,12,m,2095.5,369389
Algeria,12,m,2096.5,367296
Algeria,12,m,2097.5,365412
Algeria,12,m,2098.5,363737
Algeria,12,m,2099.5,362271
American Samoa,16,m,1950.5,426
American Samoa,16,m,1951.5,425
American Samoa,16,m,1952.5,425
American Samoa,16,m,1953.5,426
American Samoa,16,m,1954.5,428
American Samoa,16,m,1955.5,430
American Samoa,16,m,1956.5,434
American Samoa,16,m,1957.5,439
American Samoa,16,m,1958.5,445
American Samoa,16,m,1959.5,452
American Samoa,16,m,1960.5,460
American Samoa,16,m,1961.5,469
American Samoa,16,m,1962.5,479
American Samoa,16,m,1963.5,489
American Samoa,16,m,1964.5,499
American Samoa,16,m,1965.5,509
American Samoa,16,m,1966.5,518
American Samoa,16,m,1967.5,525
American Samoa,16,m,1968.5,531
American Samoa,16,m,1969.5,536
American Samoa,16,m,1970.5,539
American Samoa,16,m,1971.5,541
American Samoa,16,m,1972.5,542
American Samoa,16,m,1973.5,543
American Samoa,16,m,1974.5,545
American Samoa,16,m,1975.5,547
American Samoa,16,m,1976.5,552
American Samoa,16,m,1977.5,558
American Samoa,16,m,1978.5,567
American Samoa,16,m,1979.5,579
American Samoa,16,m,1980.5,595
American Samoa,16,m,1981.5,616
American Samoa,16,m,1982.5,642
American Samoa,16,m,1983.5,672
American Samoa,16,m,1984.5,706
American Samoa,16,m,1985.5,741
American Samoa,16,m,1986.5,777
American Samoa,16,m,1987.5,810
American Samoa,16,m,1988.5,840
American Samoa,16,m,1989.5,866
American Samoa,16,m,1990.5,886
American Samoa,16,m,1991.5,901
American Samoa,16,m,1992.5,910
American Samoa,16,m,1993.5,917
American Samoa,16,m,1994.5,919
American Samoa,16,m,1995.5,920
American Samoa,16,m,1996.5,919
American Samoa,16,m,1997.5,917
American Samoa,16,m,1998.5,913
American Samoa,16,m,1999.5,909
American Samoa,16,m,2000.5,903
American Samoa,16,m,2001.5,894
American Samoa,16,m,2002.5,880
American Samoa,16,m,2003.5,861
American Samoa,16,m,2004.5,839
American Samoa,16,m,2005.5,812
American Samoa,16,m,2006.5,784
American Samoa,16,m,2007.5,755
American Samoa,16,m,2008.5,727
American Samoa,16,m,2009.5,700
American Samoa,16,m,2010.5,676
American Samoa,16,m,2011.5,654
American Samoa,16,m,2012.5,634
American Samoa,16,m,2013.5,614
American Samoa,16,m,2014.5,596
American Samoa,16,m,2015.5,580
American Samoa,16,m,2016.5,567
American Samoa,16,m,2017.5,557
American Samoa,16,m,2018.5,550
American Samoa,16,m,2019.5,546
American Samoa,16,m,2020.5,544
American Samoa,16,m,2021.5,544
American Samoa,16,m,2022.5,544
American Samoa,16,m,2023.5,544
American Samoa,16,m,2024.5,543
American Samoa,16,m,2025.5,540
American Samoa,16,m,2026.5,536
American Samoa,16,m,2027.5,532
American Samoa,16,m,2028.5,526
American Samoa,16,m,2029.5,520
American Samoa,16,m,2030.5,513
American Samoa,16,m,2031.5,505
American Samoa,16,m,2032.5,497
American Samoa,16,m,2033.5,488
American Samoa,16,m,2034.5,479
American Samoa,16,m,2035.5,470
American Samoa,16,m,2036.5,461
American Samoa,16,m,2037.5,452
American Samoa,16,m,2038.5,443
American Samoa,16,m,2039.5,434
American Samoa,16,m,2040.5,426
American Samoa,16,m,2041.5,418
American Samoa,16,m,2042.5,411
American Samoa,16,m,2043.5,404
American Samoa,16,m,2044.5,398
American Samoa,16,m,2045.5,392
American Samoa,16,m,2046.5,387
American Samoa,16,m,2047.5,382
American Samoa,16,m,2048.5,378
American Samoa,16,m,2049.5,374
American Samoa,16,m,2050.5,370
American Samoa,16,m,2051.5,367
American Samoa,16,m,2052.5,363
American Samoa,16,m,2053.5,360
American Samoa,16,m,2054.5,356
American Samoa,16,m,2055.5,352
American Samoa,16,m,2056.5,349
American Samoa,16,m,2057.5,345
American Samoa,16,m,2058.5,341
American Samoa,16,m,2059.5,337
American Samoa,16,m,2060.5,333
American Samoa,16,m,2061.5,329
American Samoa,16,m,2062.5,325
American Samoa,16,m,2063.5,320
American Samoa,16,m,2064.5,316
American Samoa,16,m,2065.5,311
American Samoa,16,m,2066.5,307
American Samoa,16,m,2067.5,302
American Samoa,16,m,2068.5,297
American Samoa,16,m,2069.5,292
American Samoa,16,m,2070.5,287
American Samoa,16,m,2071.5,282
American Samoa,16,m,2072.5,277
American Samoa,16,m,2073.5,272
American Samoa,16,m,2074.5,267
American Samoa,16,m,2075.5,262
American Samoa,16,m,2076.5,258
American Samoa,16,m,2077.5,253
American Samoa,16,m,2078.5,248
American Samoa,16,m,2079.5,243
American Samoa,16,m,2080.5,238
American Samoa,16,m,2081.5,234
American Samoa,16,m,2082.5,229
American Samoa,16,m,2083.5,225
American Samoa,16,m,2084.5,221
American Samoa,16,m,2085.5,217
American Samoa,16,m,2086.5,213
American Samoa,16,m,2087.5,209
American Samoa,16,m,2088.5,205
American Samoa,16,m,2089.5,201
American Samoa,16,m,2090.5,197
American Samoa,16,m,2091.5,194
American Samoa,16,m,2092.5,190
American Samoa,16,m,2093.5,186
American Samoa,16,m,2094.5,182
American Samoa,16,m,2095.5,178
American Samoa,16,m,2096.5,174
American Samoa,16,m,2097.5,170
American Samoa,16,m,2098.5,166
American Samoa,16,m,2099.5,163
Andorra,20,m,1950.5,60
Andorra,20,m,1951.5,63
Andorra,20,m,1952.5,71
Andorra,20,m,1953.5,78
Andorra,20,m,1954.5,86
Andorra,20,m,1955.5,93
Andorra,20,m,1956.5,101
Andorra,20,m,1957.5,108
Andorra,20,m,1958.5,115
Andorra,20,m,1959.5,123
Andorra,20,m,1960.5,131
Andorra,20,m,1961.5,138
Andorra,20,m,1962.5,146
Andorra,20,m,1963.5,155
Andorra,20,m,1964.5,164
Andorra,20,m,1965.5,175
Andorra,20,m,1966.5,186
Andorra,20,m,1967.5,199
Andorra,20,m,1968.5,213
Andorra,20,m,1969.5,228
Andorra,20,m,1970.5,244
Andorra,20,m,1971.5,261
Andorra,20,m,1972.5,280
Andorra,20,m,1973.5,298
Andorra,20,m,1974.5,317
Andorra,20,m,1975.5,333
Andorra,20,m,1976.5,347
Andorra,20,m,1977.5,357
Andorra,20,m,1978.5,364
Andorra,20,m,1979.5,367
Andorra,20,m,1980.5,367
Andorra,20,m,1981.5,364
Andorra,20,m,1982.5,360
Andorra,20,m,1983.5,356
Andorra,20,m,1984.5,352
Andorra,20,m,1985.5,349
Andorra,20,m,1986.5,347
Andorra,20,m,1987.5,348
Andorra,20,m,1988.5,349
Andorra,20,m,1989.5,351
Andorra,20,m,1990.5,354
Andorra,20,m,1991.5,356
Andorra,20,m,1992.5,358
Andorra,20,m,1993.5,358
Andorra,20,m,1994.5,357
Andorra,20,m,1995.5,356
Andorra,20,m,1996.5,356
Andorra,20,m,1997.5,357
Andorra,20,m,1998.5,361
Andorra,20,m,1999.5,366
Andorra,20,m,2000.5,374
Andorra,20,m,2001.5,383
Andorra,20,m,2002.5,392
Andorra,20,m,2003.5,402
Andorra,20,m,2004.5,410
Andorra,20,m,2005.5,416
Andorra,20,m,2006.5,420
Andorra,20,m,2007.5,421
Andorra,20,m,2008.5,419
Andorra,20,m,2009.5,414
Andorra,20,m,2010.5,406
Andorra,20,m,2011.5,396
Andorra,20,m,2012.5,384
Andorra,20,m,2013.5,370
Andorra,20,m,2014.5,356
Andorra,20,m,2015.5,341
Andorra,20,m,2016.5,326
Andorra,20,m,2017.5,312
Andorra,20,m,2018.5,297
Andorra,20,m,2019.5,284
Andorra,20,m,2020.5,271
Andorra,20,m,2021.5,260
Andorra,20,m,2022.5,251
Andorra,20,m,2023.5,244
Andorra,20,m,2024.5,238
Andorra,20,m,2025.5,234
Andorra,20,m,2026.5,232
Andorra,20,m,2027.5,233
Andorra,20,m,2028.5,234
Andorra,20,m,2029.5,237
Andorra,20,m,2030.5,241
Andorra,20,m,2031.5,246
Andorra,20,m,2032.5,252
Andorra,20,m,2033.5,257
Andorra,20,m,2034.5,263
Andorra,20,m,2035.5,269
Andorra,20,m,2036.5,274
Andorra,20,m,2037.5,278
Andorra,20,m,2038.5,282
Andorra,20,m,2039.5,285
Andorra,20,m,2040.5,288
Andorra,20,m,2041.5,289
Andorra,20,m,2042.5,289
Andorra,20,m,2043.5,288
Andorra,20,m,2044.5,287
Andorra,20,m,2045.5,285
Andorra,20,m,2046.5,282
Andorra,20,m,2047.5,278
Andorra,20,m,2048.5,274
Andorra,20,m,2049.5,270
Andorra,20,m,2050.5,265
Andorra,20,m,2051.5,261
Andorra,20,m,2052.5,257
Andorra,20,m,2053.5,254
Andorra,20,m,2054.5,250
Andorra,20,m,2055.5,248
Andorra,20,m,2056.5,245
Andorra,20,m,2057.5,244
Andorra,20,m,2058.5,243
Andorra,20,m,2059.5,242
Andorra,20,m,2060.5,242
Andorra,20,m,2061.5,243
Andorra,20,m,2062.5,244
Andorra,20,m,2063.5,246
Andorra,20,m,2064.5,249
Andorra,20,m,2065.5,251
Andorra,20,m,2066.5,254
Andorra,20,m,2067.5,257
Andorra,20,m,2068.5,260
Andorra,20,m,2069.5,264
Andorra,20,m,2070.5,267
Andorra,20,m,2071.5,269
Andorra,20,m,2072.5,272
Andorra,20,m,2073.5,274
Andorra,20,m,2074.5,276
Andorra,20,m,2075.5,277
Andorra,20,m,2076.5,278
Andorra,20,m,2077.5,279
Andorra,20,m,2078.5,278
Andorra,20,m,2079.5,278
Andorra,20,m,2080.5,277
Andorra,20,m,2081.5,276
Andorra,20,m,2082.5,275
Andorra,20,m,2083.5,273
Andorra,20,m,2084.5,272
Andorra,20,m,2085.5,271
Andorra,20,m,2086.5,269
Andorra,20,m,2087.5,268
Andorra,20,m,2088.5,267
Andorra,20,m,2089.5,266
Andorra,20,m,2090.5,265
Andorra,20,m,2091.5,265
Andorra,20,m,2092.5,265
Andorra,20,m,2093.5,265
Andorra,20,m,2094.5,265
Andorra,20,m,2095.5,266
Andorra,20,m,2096.5,267
Andorra,20,m,2097.5,269
Andorra,20,m,2098.5,270
Andorra,20,m,2099.5,273
Angola,24,m,1950.5,108494
Angola,24,m,1951.5,110987
Angola,24,m,1952.5,115701
Angola,24,m,1953.5,119871
Angola,24,m,1954.5,123498
Angola,24,m,1955.5,126584
Angola,24,m,1956.5,129138
Angola,24,m,1957.5,131189
Angola,24,m,1958.5,132783
Angola,24,m,1959.5,133991
Angola,24,m,1960.5,134911
Angola,24,m,1961.5,135661
Angola,24,m,1962.5,136387
Angola,24,m,1963.5,137245
Angola,24,m,1964.5,138376
Angola,24,m,1965.5,139923
Angola,24,m,1966.5,141983
Angola,24,m,1967.5,144554
Angola,24,m,1968.5,147619
Angola,24,m,1969.5,151180
Angola,24,m,1970.5,155191
Angola,24,m,1971.5,159564
Angola,24,m,1972.5,164210
Angola,24,m,1973.5,169073
Angola,24,m,1974.5,174147
Angola,24,m,1975.5,179469
Angola,24,m,1976.5,185107
Angola,24,m,1977.5,191145
Angola,24,m,1978.5,197640
Angola,24,m,1979.5,204609
Angola,24,m,1980.5,212079
Angola,24,m,1981.5,220061
Angola,24,m,1982.5,228495
Angola,24,m,1983.5,237296
Angola,24,m,1984.5,246379
Angola,24,m,1985.5,255634
Angola,24,m,1986.5,264952
Angola,24,m,1987.5,274259
Angola,24,m,1988.5,283501
Angola,24,m,1989.5,292646
Angola,24,m,1990.5,301656
Angola,24,m,1991.5,310522
Angola,24,m,1992.5,319330
Angola,24,m,1993.5,328193
Angola,24,m,1994.5,337208
Angola,24,m,1995.5,346494
Angola,24,m,1996.5,356163
Angola,24,m,1997.5,366295
Angola,24,m,1998.5,376960
Angola,24,m,1999.5,388214
Angola,24,m,2000.5,400127
Angola,24,m,2001.5,412744
Angola,24,m,2002.5,425993
Angola,24,m,2003.5,439760
Angola,24,m,2004.5,453937
Angola,24,m,2005.5,468421
Angola,24,m,2006.5,483116
Angola,24,m,2007.5,497895
Angola,24,m,2008.5,512606
Angola,24,m,2009.5,527096
Angola,24,m,2010.5,541133
Angola,24,m,2011.5,554498
Angola,24,m,2012.5,567179
Angola,24,m,2013.5,579261
Angola,24,m,2014.5,590875
Angola,24,m,2015.5,602258
Angola,24,m,2016.5,613710
Angola,24,m,2017.5,625542
Angola,24,m,2018.5,638010
Angola,24,m,2019.5,651262
Angola,24,m,2020.5,665376
Angola,24,m,2021.5,680327
Angola,24,m,2022.5,695924
Angola,24,m,2023.5,711985
Angola,24,m,2024.5,728427
Angola,24,m,2025.5,745189
Angola,24,m,2026.5,762238
