CountryName,OfficialName,Code,ISO3Code,UNCode,UNICEFCode,MDGRegion1,MDGRegion1excl,MDGRegion3,MDGRegion4,MDGRegion5,MDGRegion6,UNICEFProgRegion1,UNICEFProgRegion2,MENAEMRORegion,ECACountries,WHORegion1,WBRegion1,WBRegion2,WBRegion3,WBRegion4,WBRegion5,UNPDRegion1,UNPDRegion2,UNPDRegion4,UNPDRegion5,OICRegion1,OICRegion2,OICRegion3,OICRegion4,Countdown.and.COIA.75.Priority.Countries,ECAAfrica,AURegion1,AURegion2,FragileCountries2013,FragileCountries2014,FragileCountries2015,FragileCountries2017,FragileCountries2018,FragileCountries2018OECD1,FragileCountries2018OECD2,FragileCountries2019,FragileCountries2022OECD1,FragileCountries2022OECD2,FCSCountries1,FCSCountries2,USAIDcountry,M49Region1,M49Region2,M49Region3,SDGSimpleRegion1,SDGSimpleRegion2,SDGSimpleRegion3,SDGSimpleRegion4,SDGSimpleRegion5,SDGSimpleRegion6,SDGRegion1,SDGRegion2,SDGRegion3,SDGRegion4,SDGRegion5,SDGRegion6,HAC2020,HAC2019,GlobalStrategy,Conflict,UNICEFReportRegion1,UNICEFReportRegion2,Wealthdata1,Wealthdata2,Wealthdata3,WealthdataGlobal,Wealthall1,Wealthall2,Wealthall3,WealthallGlobal,UNRegion,AfricanEconomicCommunity,GAVICountries,JHURegion,SPhumanitarian,SPhighburden,JHUFragile2021,LiST_UNICEFProg,LiST_UNICEFRep,LiST_all,ListSBRESCAP,ListSBR,EAPRORegion1,EAPRORegion2,EAPRORegion3,EAPRORegion4,EAPRORegion5,EAPRORegion6,EAPRORegion7,EAPRORegion8,EAPRORegion9,EECA,SDGRCRegion1,SDGRCRegion2,SDGRCRegion3,SDGRCRegion4,SDGRCRegion5,SDGRCRegion6,SDGRCRegion7,SDGRCRegion8,SDGRCRegion9,SDGRCRegion10,SDGRCRegion11,SDGRCRegion12,SDGRCRegion13,SDGRCRegion14,SDGRCRegion15,SDGRCRegion16,SDGRCRegion17,SDGRCRegion18,SDGRCRegion19,SDGRCRegion20,SDGRCRegion21,SDGRCRegion22,SDGRCRegion23,SDGRCRegion24,SDGRCRegion25,SDGRCRegion26,SDGRCRegion27,SDGRCRegion28,SDGRCRegion29,SDGRCRegion30,SDGRCRegion31,SDGRCRegion32,pop01950,pop01951,pop01952,pop01953,pop01954,pop01955,pop01956,pop01957,pop01958,pop01959,pop01960,pop01961,pop01962,pop01963,pop01964,pop01965,pop01966,pop01967,pop01968,pop01969,pop01970,pop01971,pop01972,pop01973,pop01974,pop01975,pop01976,pop01977,pop01978,pop01979,pop01980,pop01981,pop01982,pop01983,pop01984,pop01985,pop01986,pop01987,pop01988,pop01989,pop01990,pop01991,pop01992,pop01993,pop01994,pop01995,pop01996,pop01997,pop01998,pop01999,pop02000,pop02001,pop02002,pop02003,pop02004,pop02005,pop02006,pop02007,pop02008,pop02009,pop02010,pop02011,pop02012,pop02013,pop02014,pop02015,pop02016,pop02017,pop02018,pop02019,pop02020,pop02021,pop02022,pop02023,pop02024,pop02025,pop02026,pop02027,pop02028,pop02029,pop02030,pop02031,pop02032,pop02033,pop02034,pop02035,pop02036,pop02037,pop02038,pop02039,pop02040,pop02041,pop02042,pop02043,pop02044,pop02045,pop02046,pop02047,pop02048,pop02049,pop02050,pop02051,pop02052,pop02053,pop02054,pop02055,pop02056,pop02057,pop02058,pop02059,pop02060,pop02061,pop02062,pop02063,pop02064,pop02065,pop02066,pop02067,pop02068,pop02069,pop02070,pop02071,pop02072,pop02073,pop02074,pop02075,pop02076,pop02077,pop02078,pop02079,pop02080,pop02081,pop02082,pop02083,pop02084,pop02085,pop02086,pop02087,pop02088,pop02089,pop02090,pop02091,pop02092,pop02093,pop02094,pop02095,pop02096,pop02097,pop02098,pop02099,pop1to41950,pop1to41951,pop1to41952,pop1to41953,pop1to41954,pop1to41955,pop1to41956,pop1to41957,pop1to41958,pop1to41959,pop1to41960,pop1to41961,pop1to41962,pop1to41963,pop1to41964,pop1to41965,pop1to41966,pop1to41967,pop1to41968,pop1to41969,pop1to41970,pop1to41971,pop1to41972,pop1to41973,pop1to41974,pop1to41975,pop1to41976,pop1to41977,pop1to41978,pop1to41979,pop1to41980,pop1to41981,pop1to41982,pop1to41983,pop1to41984,pop1to41985,pop1to41986,pop1to41987,pop1to41988,pop1to41989,pop1to41990,pop1to41991,pop1to41992,pop1to41993,pop1to41994,pop1to41995,pop1to41996,pop1to41997,pop1to41998,pop1to41999,pop1to42000,pop1to42001,pop1to42002,pop1to42003,pop1to42004,pop1to42005,pop1to42006,pop1to42007,pop1to42008,pop1to42009,pop1to42010,pop1to42011,pop1to42012,pop1to42013,pop1to42014,pop1to42015,pop1to42016,pop1to42017,pop1to42018,pop1to42019,pop1to42020,pop1to42021,pop1to42022,pop1to42023,pop1to42024,pop1to42025,pop1to42026,pop1to42027,pop1to42028,pop1to42029,pop1to42030,pop1to42031,pop1to42032,pop1to42033,pop1to42034,pop1to42035,pop1to42036,pop1to42037,pop1to42038,pop1to42039,pop1to42040,pop1to42041,pop1to42042,pop1to42043,pop1to42044,pop1to42045,pop1to42046,pop1to42047,pop1to42048,pop1to42049,pop1to42050,pop1to42051,pop1to42052,pop1to42053,pop1to42054,pop1to42055,pop1to42056,pop1to42057,pop1to42058,pop1to42059,pop1to42060,pop1to42061,pop1to42062,pop1to42063,pop1to42064,pop1to42065,pop1to42066,pop1to42067,pop1to42068,pop1to42069,pop1to42070,pop1to42071,pop1to42072,pop1to42073,pop1to42074,pop1to42075,pop1to42076,pop1to42077,pop1to42078,pop1to42079,pop1to42080,pop1to42081,pop1to42082,pop1to42083,pop1to42084,pop1to42085,pop1to42086,pop1to42087,pop1to42088,pop1to42089,pop1to42090,pop1to42091,pop1to42092,pop1to42093,pop1to42094,pop1to42095,pop1to42096,pop1to42097,pop1to42098,pop1to42099
Afghanistan,Afghanistan,67,AFG,4,AFG,Southern Asia,Southern Asia excluding India,"",Least developed countries,"",LLDC,South Asia,Programme countries,MENAEMRO,"",Eastern Mediterranean,South Asia,South Asia (excluding high-income),Low income,Low income,Low and middle income,Asia,"",Least developed countries,Excluding China,OIC,Asia/other,OIC Low income,"",Countdown,"","","",Fragile,Fragile,Fragile,Fragile,Fragile,Fragile,Extremely Fragile,Fragile,Fragile,Extremely fragile,Fragile and Conflict-affected Situation,Conflict,USAID,Asia,Southern Asia,"",Central and Southern Asia,Southern Asia,Least developed countries,Landlocked developing countries,"","",Central and Southern Asia,Asia,Southern Asia,Southern Asia,Least Developed Countries (LDCs),Landlocked developing countries (LLDCs),HAC,HAC,Global Strategy,Conflict,South Asia,"",South Asia,"",Low income,Low and middle income,South Asia,"",Low income,Low and middle income,Asia-Pacific Group,"",GAVI,South Asia,Humanitarian,High burden,Fragile,South Asia,South Asia,LiST,LiSTSBR,LiSTSBR,"","","","","","","","","","","","","","","","",ESCAP_SAARC (SAARC),ESCAP_ECO (ECO),ESCAP_LDC (LDC_E),ESCAP_LLDC (LLDC_E),ESCAP_South and South-West Asia (SSWA),ESCAP_All countries,"","","","","","","","","","","","","",ESCAP_Countries with Special Needs,"",ESCAP_WB Low Income Economies,"","","","",415741.5,420916,426873.5,433102,439045,444698.5,450139,455529.5,461213.5,468383.5,477651.5,488085,498316.5,505959.5,511599.5,516435.5,520903,527125,537056,549796,564582.5,580917.5,597628,615176.5,633078.5,650647,667105.5,683313,699202.5,703721.5,681048.5,619944,573865,573349,591581.5,608560.5,612824,615280,626012.5,647599,658371.5,668824.5,724043.5,811454,876852,914079,943505,970128.5,996862.5,1025305,1031422.5,1038886,1100993,1181875,1240415,1302470,1375561,1423665,1480475,1562225.5,1636054,1722811,1814985.5,1893977,1975370.5,2045874,2102419.5,2161594,2219237.5,2273951,2329444,2364130,2372442,2397795,2445200.5,2496388,2553735,2617387,2682962.5,2749867,2817964,2884083,2948090.5,3010515,3070534.5,3129434,3187769.5,3246324.5,3307365.5,3371274,3435190,3495572.5,3550657.5,3600972,3645061,3684782,3726349.5,3766793.5,3804339,3845863.5,3888285,3926087,3963776,3999538.5,4029211.5,4056042,4082147,4107187.5,4133186,4160411,4187913.5,4217200.5,4250325,4286309.5,4322530,4357731,4388222,4413923,4439994.5,4466303.5,4493453,4520039,4545922,4574047.5,4600376,4621450,4639600.5,4656759,4670863.5,4684466.5,4697993.5,4707861,4715127,4720777,4727355.5,4732534,4731459,4730134,4729666,4727662,4727303.5,4725771,4721706,4717787,4713455,4708297.5,4703155,4698491.5,4694257,4690353.5,374860.5,379278.5,382889,385898,389098,392956.5,397551.5,403015,408781.5,414620,420700.5,426802.5,433016.5,439869,448013,457672,468132.5,478198,485759.5,491295,495997,500127,505869.5,515398,527409,540490.5,554009,567216,579510.5,581460.5,560447.5,507690,466738,462758.5,472685.5,480465.5,480186.5,481026.5,490155.5,509486,521012.5,532819.5,580282.5,655048.5,714035.5,750287.5,780348,808719,836101,862705.5,868026.5,868605.5,908280.5,958869,988021,1020831,1066888,1096702,1135293,1195782,1251618.5,1319685.5,1397810,1473495.5,1557086,1635816,1705570,1776261.5,1843875.5,1911270,1982987,2038184,2073673,2121537,2177014.5,2224214,2266641.5,2304810.5,2343783,2391196,2446950,2509160.5,2575813.5,2643791.5,2708863,2770660,2831779.5,2893050.5,2952923.5,3014066.5,3078999.5,3140839.5,3196524.5,3254353.5,3315107,3373516.5,3432914,3489865.5,3540468.5,3588115.5,3628712.5,3662311,3698278.5,3737485,3779792.5,3824865.5,3869682,3913005.5,3949136.5,3973720,3994259.5,4014191.5,4036428,4065434,4099774.5,4136386,4168794,4198447,4233105.5,4269105.5,4304519.5,4335368.5,4360059.5,4388245,4415037,4434866,4454470.5,4479399,4503369,4530286.5,4558115.5,4574476.5,4583937,4591952.5,4604046.5,4617987.5,4625317.5,4633336.5,4642382,4647558.5,4654316,4658227,4657638,4657266.5,4656468.5,4654503,4651086,4648216,4646524,4644960.5
Albania,Albania,146,ALB,8,ALB,"","","","","","",Europe and Central Asia,Programme countries,"","",Europe,Europe and Central Asia,Europe and Central Asia (excluding high-income),Middle income,Upper middle income,Low and middle income,Europe,"","","",OIC,Asia/other,OIC Lower middle income,OIC Middle income,"","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Europe,Southern Europe,"",Europe and Northern America,Europe,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Europe,Southern Europe,"","","","","","",Non conflict,Europe and Central Asia,Eastern Europe and Central Asia,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Eastern European Group,"","",Eastern Europe and Central Asia,Non-humanitarian,Non-high burden,"",Europe and Central Asia,Eastern Europe and Central Asia,LiST,"",LiSTSBR,"","","","","","","","","",EECA,"",ECE_All countries,"",ECE_West Balkans (ST7),"","","","","","","",ESCAP_Europe (Europe),"","","","","","","","","","","","","","","","","","","","",65719,67352.5,69227.5,71011,72482,73667,75022,76618,78063,78945.5,78812.5,78611.5,79632.5,82137.5,85986.5,90576.5,95214,99597.5,103851.5,108045.5,112370.5,117131.5,122362,127973,133814,139759.5,145623,151012.5,155395.5,157945.5,158571.5,158136,157982,158758.5,160288.5,162676.5,165592,168097.5,168693,165916,161300.5,156502,151174,146660,143420.5,140458,138117.5,137249.5,137773.5,139421.5,142182.5,145086,147010.5,147953,148329,148257,147721.5,146690,145121,143264,141409,139470,136916.5,133470,129340,124825,120241,115307.5,110295,105505,100760,96015,92276.5,89588.5,86869.5,84479.5,83155,83275,84376,85766.5,86666.5,86312.5,84478.5,81335,77487,73860.5,70852,68379.5,66446,64814,63234.5,61675.5,60112.5,58573,57052.5,55565,54092.5,52633.5,51173.5,49710.5,48267.5,46872.5,45521.5,44231,43046.5,41995.5,41097,40361,39777.5,39319,38957,38677,38435.5,38186.5,37910.5,37577,37159,36649.5,36055,35392,34684.5,33954,33223.5,32524,31857,31220.5,30627,30059.5,29503,28966,28444,27936.5,27443,26966.5,26514.5,26088,25690.5,25326,24996.5,24700.5,24444,24229,24052,23907,23785.5,23676,23568.5,23451.5,23316.5,23159.5,57529.5,59140.5,60315,61497,62938.5,64673.5,66581.5,68536,70562.5,72712.5,74797.5,76343,77371.5,78258,79081,80058,81673,84238,87643.5,90789.5,93249,95920,99181,103031,107395,112280,117792.5,123944,130584,136884,142428,147497.5,151792.5,155191.5,157318,157446,156505.5,156866,158539.5,158964.5,157616,155462.5,152180.5,146990,140840.5,135387.5,130456,125570,121394.5,118214,115861.5,115111,115967,117511.5,119495.5,121802,124053,125899,127380,128744,130035,131785,133542.5,134153,133688,132554,131331,129491,126520,122488.5,117940.5,112499,107073,102850,98403,93534.5,89005.5,85412,82538,80013.5,77938.5,76929.5,77356.5,78721,80337.5,81476,81349,79697,76741,73059,69576,66723,64420.5,62658.5,61213.5,59805,58366,56926,55501,54062,52651.5,51284.5,49918,48521,47127.5,45761.5,44448.5,43181,41977.5,40871,39882.5,39044.5,38368.5,37835,37425,37121,36914,36744.5,36562.5,36366,36115,35765.5,35320,34799.5,34187,33519,32855,32191,31551,30960.5,30388,29827.5,29282,28741,28216.5,27716,27237.5,26781.5,26339.5,25911,25507.5,25132.5,24786.5,24474.5,24201,23967.5,23773.5,23614,23481,23368.5
Algeria,Algeria,50,DZA,12,ALG,Northern Africa,Northern Africa,North Africa,"","","",Middle East and North Africa,Programme countries,MENAEMRO,"",Africa,Middle East and North Africa,Middle East and North Africa (excluding high-income),Middle income,Upper middle income,Low and middle income,Africa,"",Excluding least developed countries,Excluding China,OIC,Arab,OIC Upper middle income,OIC Middle income,Countdown,North Africa,Africa,Northern Africa,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Africa,Northern Africa,"",Northern Africa and Western Asia,Northern Africa,"","","","",Northern Africa and Western Asia,Northern Africa,Northern Africa,Northern Africa (exc. Sudan),"","","","","",Non conflict,Middle East and North Africa,"",Middle East and North Africa,"",Lower middle income,Low and middle income,Middle East and North Africa,"",Lower middle income,Low and middle income,African Group,"","",Middle East and North Africa,Non-humanitarian,High burden,"",Middle East and North Africa,Middle East and North Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_North Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_AMU,"","","","","",ECA_Oil producing economies,"",ECA_Mineral-rich countries,"","","","","","",ESCWA_Arab countries,ESCWA_Maghreb subregion,ESCWA_Non-conflict middle income countries,ESCWA_Arab Middle-Income Countries (MICs),503041.5,510193.5,514665,517443.5,518897.5,520471,522515.5,524857.5,528766.5,534774.5,543122.5,549812,553918.5,560941,574379,595080.5,627260.5,669778,714873.5,758425.5,796331.5,826669,850340,870382,890931,909051,925520.5,953093.5,991724,1033439,1077208,1122010,1166425.5,1209858.5,1252483.5,1294856,1337044.5,1377967,1418248.5,1457819.5,1495846,1527106.5,1548258.5,1574222,1618096.5,1679614,1755726,1837840,1902131,1943207,1972579,1990311.5,1997620,1995979.5,1986932,1970783,1948126,1922312.5,1894269,1861986,1825098,1784186,1738478,1674451.5,1600946,1541543.5,1497299.5,1464708.5,1462532,1493152.5,1537566.5,1597615.5,1677177.5,1771626,1869848.5,1966018,2056875,2146218.5,2230419.5,2309250,2385400.5,2452194,2502548,2532403.5,2540873.5,2528185,2497732,2450711.5,2394819.5,2333938.5,2269108.5,2205672,2145561.5,2089202.5,2038058.5,1993829,1957748,1930005,1911167.5,1901520,1900561,1907848.5,1922479.5,1943415.5,1969504.5,1999222.5,2031041,2063338,2094944.5,2124499.5,2150211.5,2170905.5,2186043,2194511.5,2195449.5,2189340.5,2176907.5,2158413,2134712.5,2107020.5,2075906,2042317.5,2007853,1973258,1939501,1907446.5,1877926,1852014,1829993,1812178,1798914,1789928.5,1784693,1782756.5,1783628,1786933,1791900.5,1797550.5,1803696,1809554,1814504,1818041.5,1819731.5,1819456,1816556,1810945.5,1802686.5,1791780.5,1778447.5,1763002,413388.5,429151,445058.5,459753.5,469704.5,474085,475385.5,474650.5,472929.5,471250,470620,470105,468048,465727,464675.5,464550.5,470964,485588.5,504647,528715.5,558022.5,593178,633857.5,677326.5,719922.5,744434,749797.5,767606.5,800893.5,835108.5,870609.5,908429.5,949666,994947,1043363.5,1093465.5,1142708,1186785.5,1226207.5,1262738.5,1297532,1332611.5,1364377.5,1394235,1424928,1455306.5,1487431,1527278,1578200.5,1638186.5,1703083,1767261.5,1826401,1876501,1915422.5,1942177,1957950.5,1965798.5,1967852.5,1963677.5,1951893,1932333,1907109,1877195,1842172.5,1803346.5,1762912.5,1719285.5,1656398,1583232,1524986.5,1481986,1449867.5,1447879,1477328,1518849.5,1575279.5,1651543,1743854.5,1841104,1936554.5,2026646,2115682,2199775.5,2278366.5,2354910,2422079.5,2472242,2501811,2510206,2497144.5,2466248.5,2419186.5,2363406.5,2302769.5,2238296.5,2175258,2115300.5,2059202,2008493.5,1964735.5,1929025.5,1901117,1881940.5,1872201.5,1871029,1878372.5,1893162.5,1913993,1939889.5,1969201,2000209,2032176.5,2063776.5,2093284,2119256.5,2140077.5,2155127,2163518.5,2164422,2157654.5,2145160,2127624,2104650,2077570.5,2047337.5,2013927,1978983.5,1944175.5,1910264,1878060,1848235,1821844.5,1799507,1781714,1768826,1760663.5,1756216.5,1754752.5,1755606,1758943.5,1763884.5,1769296.5,1775911.5,1782153,1787047.5,1790657.5,1792574,1792235,1789318.5
Andorra,Andorra,167,AND,20,AND,"","","","","","",Non-programme countries,"","","",Europe,Europe and Central Asia,"",High income,High income,"",Europe,"","","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Europe,Southern Europe,"",Europe and Northern America,Europe,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Europe,Southern Europe,"","","","","","","",Europe and Central Asia,Western Europe,"","","","","","","","",Western European and Others Group (WEOG),"","",High Income Countries,Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECE_All countries,"","","","","","","","","",ESCAP_Europe (Europe),"","","","","","","","","","","","","","","","","","","","",243.5,223,188,172,185,213.5,237.5,261,287.5,316.5,347,378.5,412,447.5,484,522,581,685,816.5,951.5,1089.5,1230.5,1367.5,1495,1614,1717,1785.5,1809,1788.5,1727.5,1640,1558.5,1531,1555,1587.5,1621.5,1682,1767.5,1830,1889.5,1994,2119.5,2148.5,2124.5,2098.5,2023.5,1950.5,1908,1880,1814,1741,1691.5,1649.5,1667,1770,1858,1903,1974.5,2045,2060.5,2039.5,2027,2026.5,2029.5,2040,2050,2077.5,2090,2081.5,2082.5,2085.5,2119,2173,2242.5,2286,2279.5,2262,2237,2167.5,2079,2012.5,1952.5,1900.5,1854.5,1797,1704,1562,1466.5,1458.5,1484,1539.5,1623.5,1668.5,1651.5,1631.5,1613,1598,1586.5,1577,1566.5,1557,1545.5,1532.5,1519,1502.5,1485,1467,1447,1425,1402,1376.5,1349,1321,1292.5,1262,1230.5,1201.5,1171.5,1140.5,1113,1090,1074,1061.5,1051,1046,1043.5,1043,1044.5,1045,1046,1046.5,1046,1044,1040,1037,1033.5,1028,1021,1013,1003,992,981.5,970.5,957.5,944,931.5,918,904,889.5,875,248.5,226.5,189,172.5,189,227,263.5,296,320.5,339,355.5,370,387,409.5,436.5,467.5,515.5,596,699,812,933.5,1063,1202.5,1351,1499,1648.5,1800,1942.5,2069.5,2181,2266.5,2304.5,2296.5,2271,2239,2188,2184,2197.5,2183,2121.5,2235,2650,2961.5,2967,2808.5,2635,2511,2440.5,2371.5,2286,2168.5,2034,1946,2061,2287.5,2399,2485,2506,2411.5,2281,2073.5,1940,1943,1949,1940.5,1919.5,1961.5,2053.5,2125,2224.5,2298,2345,2376.5,2385,2410,2426,2457,2475,2484.5,2479.5,2441,2391.5,2339,2252.5,2151,2077,2009,1950.5,1903.5,1845.5,1748,1606.5,1514,1503,1524.5,1575.5,1659,1704,1689.5,1674.5,1661.5,1647,1633,1621,1605.5,1590,1575,1560.5,1545.5,1528.5,1510.5,1491.5,1470.5,1447.5,1423.5,1397.5,1376,1355,1326.5,1296,1267,1240.5,1213.5,1186,1162,1140,1122,1106.5,1091.5,1082,1077.5,1076,1075,1073.5,1076,1080.5,1080.5,1078.5,1075,1069,1063,1056,1046.5,1035.5,1024.5,1012,999.5,986.5,973.5,961.5
Angola,Angola,1,AGO,24,ANG,Sub-Saharan Africa,Sub-Saharan Africa,South Africa,Least developed countries,"","",Eastern and Southern Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Lower middle income,Low and middle income,Africa,Sub-Saharan Africa,Least developed countries,Excluding China,"","","","",Countdown,Southern Africa,Africa,Southern Africa,Fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Non-fragile,Fragile,Other fragile,non-FCS,"","",Africa,Middle Africa,"",Sub-Saharan Africa,"",Least developed countries,"","","",Sub-Saharan Africa,Sub-Saharan Africa,Middle Africa,Sub-Saharan Africa (inc. Sudan),Least Developed Countries (LDCs),"",HAC,HAC,"",Non conflict,Sub-Saharan Africa,Eastern and Southern Africa,Sub-Saharan Africa,Eastern and Southern Africa,Lower middle income,Low and middle income,Sub-Saharan Africa,Eastern and Southern Africa,Lower middle income,Low and middle income,African Group,Economic Community of Central African States,GAVI,Eastern and Southern Africa,Non-humanitarian,High burden,"",Eastern and Southern Africa,Eastern and Southern Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_Southern Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_ECCAS,ECA_SADC,"","","","",ECA_Oil producing economies,ECA_Least developed countries,"","",ECA_Oil LDCs,ECA_Sub-Saharan Africa,"","","","","","","",231303.5,233655,235274.5,236367,236685,236439.5,236157,236120,236916,239425,243890.5,249160,254436.5,258445,259841.5,260027,260321,261418,265162,272423.5,282242.5,295038.5,311378.5,329411.5,347398,364659.5,381001.5,396695.5,411488,425001,437562.5,449065.5,459916.5,471121.5,482887,494715.5,505906,516425.5,527483.5,539987.5,554464,571540,590907,611676,634221,659559.5,687302,716912.5,747884,780113,814212,849838.5,886424.5,923888.5,961703,999049.5,1036049.5,1072799,1109053,1145293.5,1182374.5,1220433,1259753.5,1300690,1342879.5,1387601,1437717.5,1493914.5,1555584,1622780.5,1693929.5,1768872.5,1847149.5,1927363,2010182,2094121,2177342,2259888.5,2341730,2421769,2499089.5,2573707.5,2645619,2715220,2783317,2851575,2921016,2990056,3057466,3123834,3188075.5,3251353,3316428.5,3384261,3454593,3525226,3594412.5,3661614,3727008.5,3790938.5,3855564,3921368,3985441.5,4048588,4111532.5,4173550.5,4233041,4290990,4346887,4399129.5,4448991.5,4498661,4549705.5,4601416.5,4653606,4705207,4755421.5,4804017.5,4850779.5,4895409.5,4938169.5,4979333,5019062,5057876,5095976.5,5132800,5168646.5,5203984.5,5238756.5,5272147.5,5305095,5337668.5,5369129.5,5400459.5,5431986.5,5462933,5492262.5,5519509.5,5544950,5569286.5,5591934.5,5612453,5630966.5,5647672,5662163.5,5674262,5684427.5,5693122,5701080.5,5708512,202401,207516.5,212735,217442,221332,224274.5,226427.5,228030.5,229157.5,229580,229510,228057,225593.5,224202.5,224736.5,227424.5,231707.5,236699,240497.5,241814.5,240287.5,239344,243641.5,253326,267105.5,282873.5,299090.5,316245,334148.5,352009,369844,387324,404032,419611.5,433556.5,445834,456289,464867.5,473318.5,482880,492962,502803.5,512444.5,521787.5,532370,547537,567358,590111,614020,637894,663094.5,690263.5,719588.5,751831.5,786861.5,823801.5,861985.5,901223,940748,980100,1019746,1059869.5,1099495.5,1138003.5,1173976.5,1207720.5,1242269,1278345.5,1315163.5,1354039,1394542.5,1439064.5,1489570.5,1545471,1608973.5,1679555,1755149,1834425.5,1916393,1999807.5,2083474.5,2166711.5,2249341,2331390,2411896,2489531.5,2564365.5,2636565.5,2706469.5,2774819,2843237,2912707,2981804.5,3049616.5,3116340,3180490,3244118,3309849.5,3378068,3449243,3520959,3590583,3658321,3724651,3789389,3855092.5,3921718.5,3986644.5,4050819,4114316,4176577,4236798.5,4294972,4350675.5,4403188,4452924,4502048.5,4552644,4604140.5,4656448,4708605.5,4759366,4808564.5,4856402,4901947.5,4944249.5,4984288.5,5023939,5063562,5101845.5,5140268,5178294.5,5213856.5,5248194.5,5282290,5316560,5350379.5,5382685.5,5415083,5448516.5,5480390.5,5509642,5536219.5,5560257.5,5583099.5,5604943.5,5624866.5,5642950.5,5660225,5675207.5
