"","CountryName","OfficialName","Code","ISO3Code","UNCode","UNICEFCode","MDGRegion1","MDGRegion1excl","MDGRegion3","MDGRegion4","MDGRegion5","MDGRegion6","UNICEFProgRegion1","UNICEFProgRegion2","MENAEMRORegion","ECACountries","WHORegion1","WBRegion1","WBRegion2","WBRegion3","WBRegion4","WBRegion5","UNPDRegion1","UNPDRegion2","UNPDRegion4","UNPDRegion5","OICRegion1","OICRegion2","OICRegion3","OICRegion4","Countdown.and.COIA.75.Priority.Countries","ECAAfrica","AURegion1","AURegion2","AURECRegion1","AURECRegion2","AURECRegion3","AURECRegion4","AURECRegion5","FragileCountries2013","FragileCountries2014","FragileCountries2015","FragileCountries2017","FragileCountries2018","FragileCountries2018OECD1","FragileCountries2018OECD2","FragileCountries2019","FCSCountries1","FCSCountries2","USAIDcountry","M49Region1","M49Region2","M49Region3","SDGSimpleRegion1","SDGSimpleRegion2","SDGSimpleRegion3","SDGSimpleRegion4","SDGSimpleRegion5","SDGRegion1","SDGRegion2","SDGRegion3","SDGRegion4","SDGRegion5","SDGRegion6","HAC2020","HAC2019","GlobalStrategy","Conflict","UNICEFReportRegion1","UNICEFReportRegion2","Wealthdata1","Wealthdata2","Wealthdata3","WealthdataGlobal","Wealthall1","Wealthall2","Wealthall3","WealthallGlobal","UNRegion","AfricanEconomicCommunity","GAVICountries","JHURegion","SPhumanitarian","SPhighburden","JHUFragile2021","LiST_UNICEFProgramm","LiST_UNICEFReport","LiST_all","ListSBRESCAP","ListSBR","EAPRORegion1","EAPRORegion2","EAPRORegion3","EAPRORegion4","EAPRORegion5","EAPRORegion6","EAPRORegion7","EAPRORegion8","EAPRORegion9","EECA","SDGRCRegion1","SDGRCRegion2","SDGRCRegion3","SDGRCRegion4","SDGRCRegion5","SDGRCRegion6","SDGRCRegion7","SDGRCRegion8","SDGRCRegion9","SDGRCRegion10","SDGRCRegion11","SDGRCRegion12","SDGRCRegion13","SDGRCRegion14","SDGRCRegion15","SDGRCRegion16","SDGRCRegion17","SDGRCRegion18","SDGRCRegion19","SDGRCRegion20","SDGRCRegion21","SDGRCRegion22","SDGRCRegion23","SDGRCRegion24","SDGRCRegion25","SDGRCRegion26","SDGRCRegion27","SDGRCRegion28","SDGRCRegion29","SDGRCRegion30","SDGRCRegion31","pop01950","pop01951","pop01952","pop01953","pop01954","pop01955","pop01956","pop01957","pop01958","pop01959","pop01960","pop01961","pop01962","pop01963","pop01964","pop01965","pop01966","pop01967","pop01968","pop01969","pop01970","pop01971","pop01972","pop01973","pop01974","pop01975","pop01976","pop01977","pop01978","pop01979","pop01980","pop01981","pop01982","pop01983","pop01984","pop01985","pop01986","pop01987","pop01988","pop01989","pop01990","pop01991","pop01992","pop01993","pop01994","pop01995","pop01996","pop01997","pop01998","pop01999","pop02000","pop02001","pop02002","pop02003","pop02004","pop02005","pop02006","pop02007","pop02008","pop02009","pop02010","pop02011","pop02012","pop02013","pop02014","pop02015","pop02016","pop02017","pop02018","pop02019","pop02020","pop02021","pop02022","pop02023","pop02024","pop02025","pop02026","pop02027","pop02028","pop02029","pop02030","pop02031","pop02032","pop02033","pop02034","pop02035","pop02036","pop02037","pop02038","pop02039","pop02040","pop02041","pop02042","pop02043","pop02044","pop02045","pop02046","pop02047","pop02048","pop02049","pop02050","pop02051","pop02052","pop02053","pop02054","pop02055","pop02056","pop02057","pop02058","pop02059","pop02060","pop02061","pop02062","pop02063","pop02064","pop02065","pop02066","pop02067","pop02068","pop02069","pop02070","pop02071","pop02072","pop02073","pop02074","pop02075","pop02076","pop02077","pop02078","pop02079","pop02080","pop02081","pop02082","pop02083","pop02084","pop02085","pop02086","pop02087","pop02088","pop02089","pop02090","pop02091","pop02092","pop02093","pop02094","pop02095","pop02096","pop02097","pop02098","pop02099","pop02100","pop1to41950","pop1to41951","pop1to41952","pop1to41953","pop1to41954","pop1to41955","pop1to41956","pop1to41957","pop1to41958","pop1to41959","pop1to41960","pop1to41961","pop1to41962","pop1to41963","pop1to41964","pop1to41965","pop1to41966","pop1to41967","pop1to41968","pop1to41969","pop1to41970","pop1to41971","pop1to41972","pop1to41973","pop1to41974","pop1to41975","pop1to41976","pop1to41977","pop1to41978","pop1to41979","pop1to41980","pop1to41981","pop1to41982","pop1to41983","pop1to41984","pop1to41985","pop1to41986","pop1to41987","pop1to41988","pop1to41989","pop1to41990","pop1to41991","pop1to41992","pop1to41993","pop1to41994","pop1to41995","pop1to41996","pop1to41997","pop1to41998","pop1to41999","pop1to42000","pop1to42001","pop1to42002","pop1to42003","pop1to42004","pop1to42005","pop1to42006","pop1to42007","pop1to42008","pop1to42009","pop1to42010","pop1to42011","pop1to42012","pop1to42013","pop1to42014","pop1to42015","pop1to42016","pop1to42017","pop1to42018","pop1to42019","pop1to42020","pop1to42021","pop1to42022","pop1to42023","pop1to42024","pop1to42025","pop1to42026","pop1to42027","pop1to42028","pop1to42029","pop1to42030","pop1to42031","pop1to42032","pop1to42033","pop1to42034","pop1to42035","pop1to42036","pop1to42037","pop1to42038","pop1to42039","pop1to42040","pop1to42041","pop1to42042","pop1to42043","pop1to42044","pop1to42045","pop1to42046","pop1to42047","pop1to42048","pop1to42049","pop1to42050","pop1to42051","pop1to42052","pop1to42053","pop1to42054","pop1to42055","pop1to42056","pop1to42057","pop1to42058","pop1to42059","pop1to42060","pop1to42061","pop1to42062","pop1to42063","pop1to42064","pop1to42065","pop1to42066","pop1to42067","pop1to42068","pop1to42069","pop1to42070","pop1to42071","pop1to42072","pop1to42073","pop1to42074","pop1to42075","pop1to42076","pop1to42077","pop1to42078","pop1to42079","pop1to42080","pop1to42081","pop1to42082","pop1to42083","pop1to42084","pop1to42085","pop1to42086","pop1to42087","pop1to42088","pop1to42089","pop1to42090","pop1to42091","pop1to42092","pop1to42093","pop1to42094","pop1to42095","pop1to42096","pop1to42097","pop1to42098","pop1to42099","pop1to42100","GBDRegion1","UNICEFReportRegion_nohigh1","UNICEFReportRegion_nohigh2","UNICEFReportRegion_nohigh3","AdhocCountries"
"1","Afghanistan","Afghanistan",67,"AFG",4,"AFG","Southern Asia","Southern Asia excluding India","","Least developed countries","","LLDC","South Asia","Programme countries","MENAEMRO","","Eastern Mediterranean","South Asia","South Asia (excluding high-income)","Low income","Low income","Low and middle income","Asia","","Least developed countries","Excluding China","OIC","Asia/other","OIC Low income","","Countdown","","","","","","","","","Fragile","Fragile","Fragile","Fragile","Fragile","Fragile","Extremely Fragile","Fragile","Fragile and Conflict-affected Situation","Conflict","USAID","Asia","Southern Asia","","Central and Southern Asia","Southern Asia","Least developed countries","Landlocked developing countries","","Central and Southern Asia","Asia","Southern Asia","Southern Asia","Least Developed Countries (LDCs)","Landlocked developing countries (LLDCs)","HAC","HAC","Global Strategy","Conflict","South Asia","","South Asia","","Low income","Low and middle income","South Asia","","Low income","Low and middle income","Asia-Pacific Group","","GAVI","South Asia","Humanitarian","High burden","Fragile","South Asia","South Asia","LiST","LiSTSBR","LiSTSBR","","","","","","","","","","","","","","","","ESCAP_ADB Group A (ADB_DMC_A)","ESCAP_SAARC (SAARC)","ESCAP_ECO (ECO)","","ESCAP_LDC (LDC_E)","ESCAP_LLDC (LLDC_E)","ESCAP_South and South-West Asia (SSWA)","ESCAP_All countries","ESCAP_ADB Developing member countries (ADB_DMC)","","","","","","","","","","","","","ESCAP_Countries with Special Needs","","ESCAP_WB Low Income Economies","","",751730,762499,774734,788090,800526,811910,823191,834012,845162,857701,876395,899583,925546,951248,971250,986516,990511,994084,1000370,1013390,1031631,1062582,1093266,1126089,1160181,1194216,1227063,1256902,1288551,1317444,1310253,1229504,1052489,1025559,1038633,1102901,1113834,1105981,1099451,1127716,1166653,1134122,1174700,1408989,1578716,1697424,1755291,1808409,1858971,1914579,1980704,1948713,2008911,2232577,2378953,2472338,2622879,2753072,2780966,2966064,3122704,3273290,3485585,3646963,3792405,3953184,4044371,4161106,4283315,4402915,4519766,4648280,4740710,4846947,4894457,4959475,5031417,5087162,5174814,5331489,5480846,5644455,5800168,5924001,6042329,6156701,6258758,6388125,6510143,6622934,6722038,6804206,6868024,6926870,6977777,7028237,7081125,7119904,7163176,7200686,7236566,1111452,1105944,1100453,1094540,1087881,1081085,1073592,1065519,1057062,1048385,1040344,1032103,1023684,1015101,1006372,998390,990304,982123,973852,965491,957932,950305,942572,934676,926579,919076,911395,903583,895713,887835,880738,873657,866542,859330,851969,845085,838089,830998,823843,816648,809922,803200,796462,789691,782872,776385,769909,763453,757037,750691,663389,673372,682786,691461,699622,708569,718087,729151,741634,753041,765037,777418,789772,802692,818139,837726,861363,886653,911916,931430,946259,950145,952816,958624,971382,987882,1014297,1038589,1064234,1086480,1078048,1009334,861537,836520,844625,892458,896771,889439,884541,909474,943803,920930,958368,1153020,1299478,1405261,1462578,1516051,1568608,1621415,1680101,1645298,1677250,1836522,1922904,1961693,2080184,2173059,2082892,2235701,2345902,2448700,2668764,2835453,2997095,3202970,3302629,3437165,3569860,3695512,3825744,3987759,4077568,4192840,4307303,4415013,4515803,4625455,4732608,4780807,4846430,4919588,4976921,5065979,5223084,5372828,5536484,5692112,5816143,5934702,6049321,6151767,6281261,6403433,6516455,6615899,6698545,6763055,6822603,6874255,6925440,4494822,4469658,4443271,4415632,4387344,4367802,4342532,4313008,4281363,4249649,4223978,4194226,4161596,4127236,4092476,4063058,4030969,3996919,3961791,3926652,3897851,3866557,3833475,3799478,3765660,3738826,3708865,3676753,3643748,3611195,3584560,3555703,3525342,3494239,3463384,3438308,3410712,3381387,3351343,3321704,3296884,3269992,3241725,3212888,3184458,3160404,3134453,3107297,3079768,3052766,"North Africa and Middle East","South Asia","","Countries excl high-income","Adhoc"
"2","Angola","Angola",1,"AGO",24,"ANG","Sub-Saharan Africa","Sub-Saharan Africa","South Africa","Least developed countries","","","Eastern and Southern Africa","Programme countries","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Middle income","Lower middle income","Low and middle income","Africa","Sub-Saharan Africa","Least developed countries","Excluding China","","","","","Countdown","Southern Africa","Africa","Southern Africa","","","","Economic Community of Central African States (ECCAS)","Southern African Development Community (SADC)","Fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Fragile","Other Fragile","Non-fragile","non-FCS","","","Africa","Middle Africa","","Sub-Saharan Africa","","Least developed countries","","","Sub-Saharan Africa","Sub-Saharan Africa","Middle Africa","Sub-Saharan Africa (inc. Sudan)","Least Developed Countries (LDCs)","","HAC","HAC","","Non conflict","Sub-Saharan Africa","Eastern and Southern Africa","Sub-Saharan Africa","Eastern and Southern Africa","Lower middle income","Low and middle income","Sub-Saharan Africa","Eastern and Southern Africa","Lower middle income","Low and middle income","African Group","Economic Community of Central African States","GAVI","Eastern and Southern Africa","Non-humanitarian","High burden","","Eastern and Southern Africa","Eastern and Southern Africa","LiST","","LiSTSBR","","","","","","","","","","","ECA_Southern Africa","ECA_All countries","","","","","","","","","","","ESCAP_Africa (AFR)","ECA_African Union Commission","ECA_ECCAS","ECA_SADC","","","","","ECA_Oil producing economies","ECA_Least developed countries","","","ECA_Oil LDCs","ECA_Sub-Saharan Africa","","","","","",456986,463158,469843,476973,483165,486869,488448,487483,484554,481166,479568,479670,481516,485728,488621,489141,497773,506640,517672,534123,557760,577825,605872,638608,672328,706005,739507,773072,807508,841118,873688,905409,934697,962746,989577,1014947,1038914,1061053,1084067,1111427,1143064,1179571,1220933,1265571,1312219,1363022,1417908,1476120,1537723,1601631,1669130,1739959,1812267,1885652,1959369,2031920,2102224,2172186,2240429,2308154,2377142,2449246,2524482,2604201,2686863,2775487,2871654,2980562,3099439,3228238,3367088,3510025,3661860,3815599,3973862,4134793,4294715,4453345,4611925,4767843,4918935,5065032,5206472,5343074,5476216,5608097,5741583,5874463,5999723,6120840,6237547,6349292,6460704,6575668,6693663,6811852,6932761,7053996,7172395,7288898,7404558,2256377,2289943,2323927,2357758,2390982,2424342,2457097,2489376,2521391,2553274,2586311,2619199,2651515,2682713,2712433,2741702,2769502,2796405,2823231,2850538,2880314,2910499,2940383,2968971,2995530,3021431,3045458,3067896,3089213,3109822,3131605,3152612,3173383,3194597,3216644,3241989,3268083,3293864,3317865,3339006,3358765,3375690,3390377,3403501,3415624,3429381,3442660,3455217,3466596,3476088,409138,415828,422238,428185,434899,442790,451469,460887,470257,478384,482876,485316,477870,469257,461507,456723,455281,456898,460468,462158,461100,460520,470026,489988,517841,552187,581718,612309,645277,678626,712527,747651,782963,818468,853220,885879,916424,943339,966863,990103,1012497,1034344,1054172,1076009,1099637,1130058,1168325,1213026,1261663,1311221,1361751,1416341,1473686,1535674,1602068,1673755,1747440,1823310,1900279,1976602,2051595,2127156,2202435,2275480,2346755,2417048,2486592,2562195,2639399,2717068,2801125,2883610,2982290,3087619,3205895,3335587,3476004,3622872,3775673,3932956,4092919,4251929,4409690,4567429,4722558,4872931,5018368,5159214,5295283,5427949,5559386,5692434,5824879,5949780,6070574,6187013,6298541,6409762,6524512,6642273,6760210,8671948,8801202,8930042,9058136,9185892,9323812,9456397,9585094,9712277,9840215,9977654,10110306,10239265,10365033,10488598,10622249,10746446,10863645,10977436,11090806,11208060,11324189,11438848,11550371,11658106,11777624,11886853,11987769,12083401,12176263,12275266,12367651,12455286,12540538,12625523,12715795,12807641,12899607,12988867,13074011,13176338,13264069,13339873,13409045,13476774,13547698,13612565,13673105,13726642,13768173,"Central Sub-Saharan Africa","Sub-Saharan Africa","Eastern and Southern Africa","Countries excl high-income",""
"3","Anguilla","Anguilla",660,"AIA",660,"AIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Latin America and Caribbean","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",468,481,498,518,523,511,493,478,471,480,511,532,546,556,563,565,577,585,594,614,626,629,648,684,704,737,773,792,803,807,801,790,778,751,729,739,753,760,769,779,786,777,777,770,761,762,771,799,835,887,933,980,1021,1052,1066,1060,1024,975,935,910,895,912,946,967,945,912,869,856,852,854,834,834,836,871,914,964,1021,1037,1048,1047,1003,950,926,889,849,834,817,793,774,752,735,721,708,694,681,670,661,652,644,636,630,149,148,146,145,143,142,142,140,139,139,139,138,138,137,136,136,136,135,134,134,134,134,132,132,132,130,130,128,128,126,126,125,124,124,122,122,121,120,120,119,118,118,118,118,116,116,116,116,114,114,497,515,507,478,441,412,385,369,354,333,312,325,348,368,386,404,413,417,421,418,425,435,437,444,468,498,520,557,601,624,641,657,655,656,651,680,731,772,796,808,806,809,795,802,819,833,827,827,813,785,776,774,817,869,938,997,1048,1073,1078,1059,1012,942,892,871,899,928,946,938,908,881,882,859,845,827,818,809,818,835,868,913,962,1017,1034,1045,1044,1001,946,924,888,847,833,815,792,771,751,734,719,706,692,680,670,612,607,601,595,589,583,577,573,568,563,560,556,554,552,548,547,545,544,542,540,538,536,536,534,531,530,526,524,520,516,512,509,506,502,499,495,492,489,485,482,480,477,475,473,471,469,467,465,463,460,"Caribbean","Latin America and Caribbean","","Countries excl high-income",""
"4","Albania","Albania",146,"ALB",8,"ALB","","","","","","","Europe and Central Asia","Programme countries","","","Europe","Europe and Central Asia","Europe and Central Asia (excluding high-income)","Middle income","Upper middle income","Low and middle income","Europe","","","","OIC","Asia/other","OIC Lower middle income","OIC Middle income","","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","Non-fragile","non-FCS","","","Europe","Southern Europe","","Europe and Northern America","Europe","","","Europe, Northern America, Australia and New Zealand","Europe and Northern America","Europe","Southern Europe","","","","","","","Non conflict","Europe and Central Asia","Eastern Europe and Central Asia","Europe and Central Asia","Eastern Europe and Central Asia","Upper middle income","Low and middle income","Europe and Central Asia","Eastern Europe and Central Asia","Upper middle income","Low and middle income","Eastern European Group","","","Eastern Europe and Central Asia","Non-humanitarian","Non-high burden","","Europe and Central Asia","Eastern Europe and Central Asia","LiST","","LiSTSBR","","","","","","","","","","EECA","","ECE_All countries","","ECE_West Balkans (ST7)","","","","","","","","","ESCAP_Europe (Europe)","","","","","","","","","","","","","","","","","","",120071,124793,130224,135859,141319,146157,150031,152953,155106,156965,158727,160903,163802,167614,172909,179960,189230,199587,210953,223440,236486,249706,263802,278478,293164,307636,320771,332283,341343,347330,350164,350183,348264,345864,343450,341244,339133,337027,334128,330106,325152,320205,314777,309184,304138,300187,297460,296412,297243,298884,301064,302789,303768,303897,303133,301949,300715,297807,294840,290476,285547,279238,272328,263479,253946,244084,234471,222686,214712,206622,197509,189367,183347,175650,171128,165262,161794,159839,159766,159369,159563,157603,155306,150531,145392,140132,136663,134404,133921,134070,134148,134245,133798,132619,131290,129607,127686,125390,122923,120280,117594,18397,18075,17734,17380,17015,16641,16264,15888,15521,15166,14833,14517,14219,13933,13658,13405,13165,12937,12718,12505,12318,12139,11962,11784,11601,11433,11263,11086,10901,10707,10516,10321,10119,9907,9679,9445,9202,8957,8711,8468,8241,8025,7814,7605,7391,7185,6979,6773,6569,6368,105419,109575,112871,115792,118831,122466,126931,132189,137763,143322,148415,152564,155728,158001,159710,161091,162723,164983,168283,173237,180252,189666,200121,211337,223538,235970,248467,261831,275676,289559,302889,314416,323924,330761,334186,334316,331429,326498,320946,315139,309410,303776,298115,291629,284525,276876,269599,262366,255455,249502,245046,241819,240057,239945,240674,242280,243903,245854,247936,249733,251964,254819,256367,258169,258571,257891,254702,250684,243906,235502,227153,218701,206814,201522,194318,187738,181263,176456,168809,164315,158459,154998,153049,152980,152587,152785,150831,148537,143769,138638,133384,129922,127668,127185,127338,127419,127514,127072,125894,124568,122889,75160,74207,73104,71891,70612,69309,67904,66417,64891,63363,61949,60501,59037,57589,56208,55173,54040,52863,51704,50640,49990,49201,48331,47447,46623,46162,45534,44791,44003,43237,42717,42039,41254,40410,39553,38874,38039,37097,36100,35113,34278,33369,32405,31413,30428,29710,28861,27920,26963,26099,"Central Europe","Europe and Central Asia","Eastern Europe and Central Asia","Countries excl high-income",""
"5","Andorra","Andorra",167,"AND",20,"AND","","","","","","","Non-programme countries","","","","Europe","Europe and Central Asia","","High income","High income","","Europe","","","","","","","","","","","","","","","","","","","","","","Non-fragile","","","non-FCS","","","Europe","Southern Europe","","Europe and Northern America","Europe","","","Europe, Northern America, Australia and New Zealand","Europe and Northern America","Europe","Southern Europe","","","","","","","","Europe and Central Asia","Western Europe","","","","","","","","","Western European and Others Group (WEOG)","","","High Income Countries","Non-humanitarian","Non-high burden","","","","","","","","","","","","","","","","","","ECE_All countries","","","","","","","","","","","ESCAP_Europe (Europe)","","","","","","","","","","","","","","","","","","",486,493,430,397,397,460,515,569,621,667,718,768,803,833,867,900,951,1089,1315,1560,1823,2081,2319,2551,2765,2935,3066,3144,3153,3097,3002,2895,2844,2966,3065,3140,3189,3425,3642,3813,3922,3975,4090,4102,4038,3921,3794,3683,3563,3458,3367,3297,3518,3665,3729,3736,3725,3669,3681,3690,3649,3628,3620,3638,3684,3835,3906,4060,4088,4110,4066,4084,4117,4099,4205,4251,4302,4315,4286,4086,3928,3766,3634,3501,3457,3271,3017,2647,2598,2523,2595,2723,2971,2947,2926,2917,2906,2905,2906,2905,2905,513,506,500,493,488,484,482,480,480,480,482,484,486,490,493,499,505,512,519,524,530,536,540,544,546,548,549,549,547,545,543,541,537,535,531,529,527,525,525,523,523,523,523,523,523,525,529,533,537,540,489,506,407,344,340,421,496,569,636,697,750,800,848,894,929,973,1020,1087,1204,1352,1519,1716,1951,2202,2464,2745,3012,3255,3491,3696,3846,3943,3974,4040,4091,4125,4144,4250,4348,4439,4511,4545,4757,4971,5115,5160,5093,4832,4587,4349,4110,3900,4306,4635,4870,4989,5006,4682,4390,4137,3964,3799,3732,3779,3766,3683,3638,3803,3988,4130,4343,4429,4504,4421,4375,4287,4272,4279,4261,4367,4415,4467,4477,4448,4248,4090,3929,3796,3662,3619,3435,3182,2812,2763,2687,2759,2887,3134,3110,3092,3079,2178,2144,2113,2085,2052,2019,1992,1976,1959,1945,1939,1936,1939,1944,1950,1965,1983,2004,2027,2049,2074,2102,2127,2151,2168,2184,2198,2212,2220,2224,2217,2214,2211,2204,2193,2174,2164,2156,2147,2138,2124,2118,2115,2112,2112,2109,2115,2124,2134,2143,"Western Europe","","","",""
"6","United Arab Emirates","United Arab Emirates",66,"ARE",784,"UAE","Western Asia","Western Asia","","","","","Middle East and North Africa","Programme countries","MENAEMRO","","Eastern Mediterranean","Middle East and North Africa","","High income","High income","","Asia","","Excluding least developed countries","Excluding China","OIC","Arab","OIC High income: nonOECD","OIC High income","","","","","","","","","","","","","","","Non-fragile","","","non-FCS","","","Asia","Western Asia","","Northern Africa and Western Asia","Western Asia","","","","Northern Africa and Western Asia","Asia","Western Asia","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","","","","","","Non conflict","Middle East and North Africa","","","","","","","","","","Asia-Pacific Group","","","Middle East and North Africa","Non-humanitarian","Non-high burden","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ESCAP_Other Area (OTH_REGION)","","","","","","","","","","","","","","","","","ESCWA_Arab countries","ESCWA_Gulf Cooperation Council (GCC)",7186,7929,8763,9691,10698,11766,12867,13986,15101,16172,17164,18025,18697,19105,19195,18989,18546,17899,17114,23457,30935,37048,41349,43677,44306,43331,41293,52585,59624,62146,60942,58220,64515,69807,73173,74478,75410,99151,121413,139857,153297,161692,165853,166601,165083,162885,163950,216103,262470,298154,320232,327714,321655,305012,281825,257009,304001,439163,604581,735505,780333,713318,666751,633526,606224,577656,542149,496817,443326,387016,336971,308452,305244,338711,379120,414772,449324,478755,501752,517736,526356,527840,523943,517418,511312,508642,508557,508713,506698,502534,494745,485423,476375,468486,460419,452376,444511,437961,433675,431456,431965,110012,110246,110477,110746,111080,111324,111649,112034,112445,112850,113214,113588,113956,114304,114622,114952,115269,115597,115974,116417,116994,117652,118384,119178,120022,121005,122041,123095,124122,125092,126095,127035,127910,128719,129458,130255,130986,131647,132236,132750,133357,133907,134405,134859,135278,135854,136421,136994,137581,138199,6188,6705,7298,7971,8741,9611,10575,11639,12783,13986,15229,16481,17715,18898,19992,20939,21696,22194,22365,27788,35993,45163,54367,62779,69721,74639,77119,92712,107621,120039,128532,131910,131305,131783,131933,130849,128400,134301,146954,165132,186553,207853,225156,236135,239882,236646,228935,256121,293704,338259,385281,429294,464273,485689,491099,480023,555384,790060,1104417,1390519,1545392,1409305,1291631,1193859,1115216,1052705,1000944,953772,904915,848641,780572,666533,560099,524195,489036,469896,466100,481853,515290,555660,591280,625802,655214,678199,694184,702808,704311,700429,693923,687838,685187,685111,685280,683283,679130,671361,662057,653024,645150,637098,629068,436289,438969,441716,444398,446784,446865,447803,449289,450910,452242,452720,453695,454955,456302,457505,458616,459874,461281,462827,464415,465730,467615,469950,472556,475229,477926,481176,484800,488579,492289,496276,500287,504280,508172,511814,515281,518768,522190,525389,528153,530518,533025,535553,537912,539868,541569,543572,545764,547997,550076,"North Africa and Middle East","","","",""
"7","Argentina","Argentina",106,"ARG",32,"ARG","Latin America and the Caribbean","Latin America and the Caribbean","","","Latin America","","Latin America and Caribbean","Programme countries","","","Americas","Latin America and the Caribbean","Latin America and the Caribbean (excluding high-income)","Middle income","Upper middle income","Low and middle income","Latin America and the Caribbean","","Excluding least developed countries","Excluding China","","","","","","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","Non-fragile","","Non-fragile","non-FCS","","","Americas","Latin America and the Caribbean","South America","Latin America and the Caribbean","","","","","Latin America and the Caribbean","Latin America and the Caribbean","South America","Latin America and the Caribbean","","","","","","Non conflict","Latin America and Caribbean","","","","","","Latin America and Caribbean","","Upper middle income","Low and middle income","Latin American and Caribbean Group (GRULAC)","","","Latin America and Caribbean","Non-humanitarian","Non-high burden","","Latin America and the Caribbean","Latin America and Caribbean","LiST","","LiSTSBR","","","","","","","","","","","","ECLAC_All countries","","","ECLAC_Latin America","","","","","","","","ESCAP_Latin America (LAC)","","","","","","","","","","","","","","","","","","",1547532,1552586,1559187,1567515,1578663,1593753,1612983,1638131,1669268,1705819,1746019,1789563,1837601,1886591,1932353,1970201,2006004,2039883,2070894,2102182,2135939,2166053,2193533,2223228,2243827,2262928,2271521,2278716,2288433,2307680,2329005,2353071,2379691,2402394,2427364,2461773,2507660,2565398,2633965,2715818,2804575,2892386,2978866,3062684,3136263,3194852,3239145,3265943,3277442,3279671,3278372,3278841,3284836,3297683,3316675,3340231,3374341,3410262,3446149,3483615,3520957,3540054,3544873,3537350,3523144,3509900,3498657,3489697,3487293,3481363,3472930,3474252,3483178,3493579,3508067,3527912,3548411,3572272,3600440,3632478,3657673,3675201,3672228,3644240,3573596,3488006,3376487,3273914,3190242,3142689,3106485,3094846,3089703,3086044,3084222,3083028,3081961,3078781,3076796,3075156,3074307,684052,681351,678327,675078,671681,668750,665709,662595,659451,656290,653829,651427,648957,646254,643202,640427,637365,634124,630862,627676,625313,623116,620925,618504,615653,613042,610123,606972,603748,600565,598265,596096,593922,591548,588811,586454,583878,581059,577977,574602,571810,568918,565886,562687,559322,556753,554262,551896,549715,547788,1547578,1563881,1571970,1573420,1571154,1570141,1570490,1572931,1577416,1585747,1598629,1616449,1642787,1675702,1714463,1757516,1804513,1853374,1903612,1950697,1989641,2025993,2058383,2087922,2118028,2151179,2173414,2193055,2213995,2225598,2236206,2245938,2257697,2273638,2300623,2328634,2358213,2388193,2413000,2438346,2471065,2512371,2562938,2624996,2700732,2784986,2870251,2955893,3038864,3112065,3170515,3214635,3241433,3251217,3251820,3249253,3248990,3254926,3268744,3289808,3316097,3353130,3392270,3431813,3472262,3511874,3532745,3538575,3531551,3517596,3504578,3492118,3481573,3478265,3472547,3464425,3466985,3477203,3488301,3502794,3522641,3543145,3567004,3595157,3627169,3652345,3669859,3666906,3638978,3568469,3483055,3371767,3269420,3185956,3138551,3102490,3090963,3085928,3082377,3080658,3079564,2756564,2747812,2737692,2726608,2714812,2704436,2693332,2681577,2669207,2656217,2644686,2633454,2622175,2610358,2597669,2588048,2577152,2565203,2552715,2540010,2529024,2518487,2508133,2497294,2485428,2476740,2466766,2455580,2443649,2431299,2420717,2410538,2400451,2389840,2378225,2369553,2360032,2349600,2338245,2325847,2315924,2305268,2293782,2281400,2268168,2257068,2246173,2235539,2224879,2213387,"Southern Latin America","Latin America and Caribbean","","Countries excl high-income",""
