CountryName,OfficialName,Code,ISO3Code,UNCode,UNICEFCode,MDGRegion1,MDGRegion1excl,MDGRegion3,MDGRegion4,MDGRegion5,MDGRegion6,UNICEFProgRegion1,UNICEFProgRegion2,MENAEMRORegion,ECACountries,WHORegion1,WBRegion1,WBRegion2,WBRegion3,WBRegion4,WBRegion5,UNPDRegion1,UNPDRegion2,UNPDRegion4,UNPDRegion5,OICRegion1,OICRegion2,OICRegion3,OICRegion4,Countdown.and.COIA.75.Priority.Countries,ECAAfrica,AURegion1,AURegion2,AURECRegion1,AURECRegion2,AURECRegion3,AURECRegion4,AURECRegion5,AURECRegion6,FragileCountries2013,FragileCountries2014,FragileCountries2015,FragileCountries2017,FragileCountries2018,FragileCountries2018OECD1,FragileCountries2018OECD2,FragileCountries2019,FragileCountries2022OECD1,FragileCountries2022OECD2,FCSCountries1,FCSCountries2,USAIDcountry,M49Region1,M49Region2,M49Region3,SDGSimpleRegion1,SDGSimpleRegion2,SDGSimpleRegion3,SDGSimpleRegion4,SDGSimpleRegion5,SDGSimpleRegion6,SDGRegion1,SDGRegion2,SDGRegion3,SDGRegion4,SDGRegion5,SDGRegion6,HAC2020,HAC2019,GlobalStrategy,Conflict,UNICEFReportRegion1,UNICEFReportRegion2,Wealthdata1,Wealthdata2,Wealthdata3,WealthdataGlobal,Wealthall1,Wealthall2,Wealthall3,WealthallGlobal,UNRegion,AfricanEconomicCommunity,GAVICountries,JHURegion,SPhumanitarian,SPhighburden,JHUFragile2021,LiST_UNICEFProg,LiST_UNICEFRep,LiST_all,ListSBRESCAP,ListSBR,EAPRORegion1,EAPRORegion2,EAPRORegion3,EAPRORegion4,EAPRORegion5,EAPRORegion6,EAPRORegion7,EAPRORegion8,EAPRORegion9,EECA,SDGRCRegion1,SDGRCRegion2,SDGRCRegion3,SDGRCRegion4,SDGRCRegion5,SDGRCRegion6,SDGRCRegion7,SDGRCRegion8,SDGRCRegion9,SDGRCRegion10,SDGRCRegion11,SDGRCRegion12,SDGRCRegion13,SDGRCRegion14,SDGRCRegion15,SDGRCRegion16,SDGRCRegion17,SDGRCRegion18,SDGRCRegion19,SDGRCRegion20,SDGRCRegion21,SDGRCRegion22,SDGRCRegion23,SDGRCRegion24,SDGRCRegion25,SDGRCRegion26,SDGRCRegion27,SDGRCRegion28,SDGRCRegion29,SDGRCRegion30,SDGRCRegion31,SDGRCRegion32,SDGRCRegion33,pop01950,pop01951,pop01952,pop01953,pop01954,pop01955,pop01956,pop01957,pop01958,pop01959,pop01960,pop01961,pop01962,pop01963,pop01964,pop01965,pop01966,pop01967,pop01968,pop01969,pop01970,pop01971,pop01972,pop01973,pop01974,pop01975,pop01976,pop01977,pop01978,pop01979,pop01980,pop01981,pop01982,pop01983,pop01984,pop01985,pop01986,pop01987,pop01988,pop01989,pop01990,pop01991,pop01992,pop01993,pop01994,pop01995,pop01996,pop01997,pop01998,pop01999,pop02000,pop02001,pop02002,pop02003,pop02004,pop02005,pop02006,pop02007,pop02008,pop02009,pop02010,pop02011,pop02012,pop02013,pop02014,pop02015,pop02016,pop02017,pop02018,pop02019,pop02020,pop02021,pop02022,pop02023,pop02024,pop02025,pop02026,pop02027,pop02028,pop02029,pop02030,pop02031,pop02032,pop02033,pop02034,pop02035,pop02036,pop02037,pop02038,pop02039,pop02040,pop02041,pop02042,pop02043,pop02044,pop02045,pop02046,pop02047,pop02048,pop02049,pop02050,pop02051,pop02052,pop02053,pop02054,pop02055,pop02056,pop02057,pop02058,pop02059,pop02060,pop02061,pop02062,pop02063,pop02064,pop02065,pop02066,pop02067,pop02068,pop02069,pop02070,pop02071,pop02072,pop02073,pop02074,pop02075,pop02076,pop02077,pop02078,pop02079,pop02080,pop02081,pop02082,pop02083,pop02084,pop02085,pop02086,pop02087,pop02088,pop02089,pop02090,pop02091,pop02092,pop02093,pop02094,pop02095,pop02096,pop02097,pop02098,pop02099,pop1to41950,pop1to41951,pop1to41952,pop1to41953,pop1to41954,pop1to41955,pop1to41956,pop1to41957,pop1to41958,pop1to41959,pop1to41960,pop1to41961,pop1to41962,pop1to41963,pop1to41964,pop1to41965,pop1to41966,pop1to41967,pop1to41968,pop1to41969,pop1to41970,pop1to41971,pop1to41972,pop1to41973,pop1to41974,pop1to41975,pop1to41976,pop1to41977,pop1to41978,pop1to41979,pop1to41980,pop1to41981,pop1to41982,pop1to41983,pop1to41984,pop1to41985,pop1to41986,pop1to41987,pop1to41988,pop1to41989,pop1to41990,pop1to41991,pop1to41992,pop1to41993,pop1to41994,pop1to41995,pop1to41996,pop1to41997,pop1to41998,pop1to41999,pop1to42000,pop1to42001,pop1to42002,pop1to42003,pop1to42004,pop1to42005,pop1to42006,pop1to42007,pop1to42008,pop1to42009,pop1to42010,pop1to42011,pop1to42012,pop1to42013,pop1to42014,pop1to42015,pop1to42016,pop1to42017,pop1to42018,pop1to42019,pop1to42020,pop1to42021,pop1to42022,pop1to42023,pop1to42024,pop1to42025,pop1to42026,pop1to42027,pop1to42028,pop1to42029,pop1to42030,pop1to42031,pop1to42032,pop1to42033,pop1to42034,pop1to42035,pop1to42036,pop1to42037,pop1to42038,pop1to42039,pop1to42040,pop1to42041,pop1to42042,pop1to42043,pop1to42044,pop1to42045,pop1to42046,pop1to42047,pop1to42048,pop1to42049,pop1to42050,pop1to42051,pop1to42052,pop1to42053,pop1to42054,pop1to42055,pop1to42056,pop1to42057,pop1to42058,pop1to42059,pop1to42060,pop1to42061,pop1to42062,pop1to42063,pop1to42064,pop1to42065,pop1to42066,pop1to42067,pop1to42068,pop1to42069,pop1to42070,pop1to42071,pop1to42072,pop1to42073,pop1to42074,pop1to42075,pop1to42076,pop1to42077,pop1to42078,pop1to42079,pop1to42080,pop1to42081,pop1to42082,pop1to42083,pop1to42084,pop1to42085,pop1to42086,pop1to42087,pop1to42088,pop1to42089,pop1to42090,pop1to42091,pop1to42092,pop1to42093,pop1to42094,pop1to42095,pop1to42096,pop1to42097,pop1to42098,pop1to42099
Afghanistan,Afghanistan,67,AFG,4,AFG,Southern Asia,Southern Asia excluding India,"",Least developed countries,"",LLDC,South Asia,Programme countries,MENAEMRO,"",Eastern Mediterranean,South Asia,South Asia (excluding high-income),Low income,Low income,Low and middle income,Asia,"",Least developed countries,Excluding China,OIC,Asia/other,OIC Low income,"",Countdown,"","","","","","","","","",Fragile,Fragile,Fragile,Fragile,Fragile,Fragile,Extremely Fragile,Fragile,Fragile,Extremely fragile,Fragile and Conflict-affected Situation,Conflict,USAID,Asia,Southern Asia,"",Central and Southern Asia,Southern Asia,Least developed countries,Landlocked developing countries,"","",Central and Southern Asia,Asia,Southern Asia,Southern Asia,Least Developed Countries (LDCs),Landlocked developing countries (LLDCs),HAC,HAC,Global Strategy,Conflict,South Asia,"",South Asia,"",Low income,Low and middle income,South Asia,"",Low income,Low and middle income,Asia-Pacific Group,"",GAVI,South Asia,Humanitarian,High burden,Fragile,South Asia,South Asia,LiST,LiSTSBR,LiSTSBR,"","","","","","","","","","","","","","","","",ESCAP_SAARC (SAARC),ESCAP_ECO (ECO),ESCAP_LDC (LDC_E),ESCAP_LLDC (LLDC_E),ESCAP_South and South-West Asia (SSWA),ESCAP_All countries,"","","","","","","","","","","","","",ESCAP_Countries with Special Needs,"",ESCAP_WB Low Income Economies,"","","","","",786671.5,798708.5,812129.5,825699,838262.5,850205,861849,873434.5,885978.5,902424,924322.5,950024.5,977147.5,1001409.5,1020761,1033748.5,1042348.5,1052079.5,1066355.5,1086197.5,1113308,1145161.5,1177728,1211928.5,1246854,1281157,1313279.5,1344902,1376200,1385694.5,1341780.5,1221936,1132108,1132295.5,1170200.5,1206145,1214888,1218491,1237938.5,1278343,1297692,1316817,1424444,1594823.5,1721596.5,1793326,1849890.5,1901460,1953885.5,2009969,2022260,2037063.5,2158601.5,2316612.5,2430608,2551464.5,2694206,2788198,2899109.5,3058563.5,3202415.5,3371396,3550493,3703364.5,3860361,3995699.5,4103983.5,4218404.5,4330916,4438242,4547132,4615685,4631923.5,4680205,4771935,4871788,4984512.5,5110371,5240793,5374210,5509860,5641530,5768907,5892985,6012322,6129521,6245449,6361539.5,6482402,6608894.5,6735395.5,6854966.5,6964245,7064211.5,7151811.5,7230647,7313153.5,7393545,7468110,7550289,7634332.5,7709294.5,7783860,7854658,7913446,7966622,8018438,8068094.5,8119585,8173524.5,8227872.5,8285494.5,8350503.5,8421022,8491918.5,8560827.5,8620544.5,8670895,8721818,8773220.5,8826214,8877948,8928374.5,8983278,9034638.5,9075634.5,9110800.5,9143764,9170554.5,9196214.5,9221620.5,9239900,9253193,9263279.5,9275162.5,9284433.5,9281481,9277977,9276196,9271339,9269473.5,9265270,9256230,9247554.5,9238173.5,9227251.5,9216359.5,9206342,9196979,9188108.5,694492,704690.5,714249,723185,732271,742036.5,752890.5,765287.5,777904.5,790226.5,802939,815784,828886,843596.5,861792.5,884269,909796.5,936315.5,960063.5,978901,991505.5,999459.5,1008364,1022104,1040771,1064631.5,1090955,1116626,1141108,1146564.5,1107364.5,1005200.5,927257.5,923250,948744,971580,974845.5,976953.5,993900,1029598,1049193.5,1069558,1162054.5,1307783,1420874,1488849.5,1544344,1596884.5,1648407,1698778,1707227.5,1706991.5,1783895,1882458,1939346,2003680,2094232.5,2153238.5,2229377,2347835.5,2456852.5,2589967,2742788.5,2890700.5,3054209.5,3208590,3345456.5,3485628,3621608.5,3756107,3897135.5,4005885,4072960,4160618,4264189,4352666.5,4432604,4505212,4580069,4671888.5,4780723.5,4903028,5034862,5170099,5300083,5423597.5,5545648.5,5667807,5787028.5,5908664.5,6037726,6160603.5,6271246.5,6385994,6506473.5,6622380,6740158.5,6853197.5,6953841.5,7048457.5,7129083,7196157.5,7267886,7345719.5,7429467.5,7518725.5,7607392,7692964.5,7764505.5,7813397,7854313.5,7894085,7938244,7995557,8063335.5,8135409,8199110,8257362.5,8325282,8395725,8465022,8525411,8573761.5,8628740,8681020.5,8719706,8757776.5,8806259,8852989.5,8905412,8959480.5,8991096,9008993.5,9023833.5,9046443,9072548,9085802,9100462.5,9117046.5,9126083,9138302,9144933,9142740,9141016.5,9138372.5,9133242,9125230.5,9118372,9113886.5,9109754
Angola,Angola,1,AGO,24,ANG,Sub-Saharan Africa,Sub-Saharan Africa,South Africa,Least developed countries,"","",Eastern and Southern Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Lower middle income,Low and middle income,Africa,Sub-Saharan Africa,Least developed countries,Excluding China,"","","","",Countdown,Southern Africa,Africa,Southern Africa,"","","",Economic Community of Central African States (ECCAS),Southern African Development Community (SADC),"",Fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Non-fragile,Fragile,Other fragile,non-FCS,"","",Africa,Middle Africa,"",Sub-Saharan Africa,"",Least developed countries,"","","",Sub-Saharan Africa,Sub-Saharan Africa,Middle Africa,Sub-Saharan Africa (inc. Sudan),Least Developed Countries (LDCs),"",HAC,HAC,"",Non conflict,Sub-Saharan Africa,Eastern and Southern Africa,Sub-Saharan Africa,Eastern and Southern Africa,Lower middle income,Low and middle income,Sub-Saharan Africa,Eastern and Southern Africa,Lower middle income,Low and middle income,African Group,Economic Community of Central African States,GAVI,Eastern and Southern Africa,Non-humanitarian,High burden,"",Eastern and Southern Africa,Eastern and Southern Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_Southern Africa,ECA_All countries,"","","","","","","","","",ESCAP_Africa (AFR),ECA_African Union Commission,ECA_ECCAS,ECA_SADC,"","","","",ECA_Oil producing economies,ECA_Least developed countries,"","",ECA_Oil LDCs,ECA_Sub-Saharan Africa,"","","","","","","","",468533.5,472056,474394.5,475503,474784.5,472618.5,469834.5,467010,465451.5,466795,471553,477842,484141,488086,487085,484423.5,483155,484335.5,491322,505768,524780.5,549051.5,580741.5,616133.5,651771.5,686550,720315,753734,786362.5,817425,847508.5,876213.5,904094.5,933003.5,962898,991885.5,1018061.5,1041666.5,1065172.5,1090385,1119088.5,1152683.5,1190818,1232396.5,1277627.5,1327412,1381467,1439684.5,1501253.5,1565985.5,1634454,1705901,1779268,1854005,1929323.5,2003893.5,2077878,2151396,2223863.5,2296251,2370326.5,2446478,2525314,2607420.5,2691888.5,2781293.5,2881393.5,2993392.5,3115962,3249271,3390117.5,3538452,3693554.5,3852594,4016960,4183623.5,4348962.5,4513022.5,4675541.5,4834315,4987476,5134713,5275994,5412408,5545664.5,5679170.5,5815248.5,5950763.5,6083248,6214019.5,6341033.5,6466522.5,6595929.5,6731184.5,6871601.5,7012723,7151049,7285355,7415973.5,7543699,7672786,7804141,7932131,8058344,8184113.5,8307992,8426762,8542397,8654006,8758397,8858074.5,8957518.5,9059796,9163302,9267723.5,9370934.5,9471170,9568013,9661065.5,9749745,9834619.5,9916361,9995203.5,10072300,10148043.5,10221070,10292095,10362138.5,10430766,10496316,10560986,10624772,10686315,10747670.5,10809444.5,10870149.5,10927535,10980570,11030073.5,11077410,11121055,11160378.5,11195821.5,11227434,11254437.5,11276808,11295443,11311157.5,11325485,11338841.5,422223.5,431853,441179,449122,455549,460289,463559.5,465848,467038.5,466593.5,464923.5,460492.5,453941.5,448989,447223,449157.5,453992,460078.5,463943.5,463081,456453,451402,457863.5,475861.5,502710.5,533885,565959.5,600052.5,635800,671729,708070.5,744368,779963.5,814556,847095.5,877062,903931,927921.5,952089,977940.5,1003759.5,1026950.5,1048050.5,1068687.5,1091392,1120511.5,1157098,1199753.5,1245664.5,1293022.5,1343343.5,1397726.5,1456547.5,1520253,1589083,1661882.5,1737326.5,1815146.5,1893849,1972460,2051940.5,2132624.5,2212416,2289919,2362125.5,2429611.5,2498725,2570994,2644684,2722426.5,2803281,2891969,2992351.5,3103175,3228955,3368693,3518444.5,3675703,3838528.5,4004389,4170826.5,4336509,4501044.5,4664284,4824286,4978364.5,5126315,5268443.5,5405727,5539747.5,5673834.5,5810241,5946142.5,6079694,6211438.5,6338528.5,6464968.5,6595941.5,6732234,6874604.5,7018161.5,7157634.5,7293271,7426003.5,7555580.5,7687061,7820309.5,7950245.5,8078748,8205855.5,8330444.5,8450880,8567167,8678584.5,8783682,8883259.5,8981761,9083284.5,9186500,9291290,9395733.5,9497173,9595319.5,9690598.5,9781174,9865207,9944776.5,10023518.5,10102265.5,10178408,10254637,10330006,10400502,10468272,10535224.5,10602520,10668774,10731984.5,10795448.5,10860993,10923513,10980707.5,11032366.5,11079024,11123317.5,11165279,11203318,11237796,11270417,11298262.5
Anguilla,Anguilla,660,AIA,660,AIA,"","","","","","",Latin America and Caribbean,Programme countries,"","",Americas,"","","","","",Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","","","","","","","","","",Non-fragile,"","","","",Americas,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,"","",Small island developing States,"","",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,"",Small island developing States (SIDS),"","","","",Latin America and Caribbean,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Carribean,"","","","","",ESCAP_Latin America (LAC),"","","","","","","","","","","","","","","","","","","","","",469.5,479.5,499,522,540,537,520,509,508.5,516.5,536,559,572,577,584.5,595,599,597.5,601.5,607,607,617.5,647.5,680,713,753.5,788,808.5,816.5,812,798.5,782.5,765.5,750,751,769,785,796,802.5,805.5,801.5,795,790.5,780,773,777.5,792,818.5,863,915,953.5,988,1023,1047,1053.5,1046,1021.5,983,950.5,931,922.5,924.5,984,1051.5,1049,1022.5,1020,1011,977,962,962,1016.5,1098,1145.5,1175,1184.5,1160.5,1116.5,1064.5,990.5,907.5,847,796.5,749.5,727,711,702.5,698.5,694,693.5,695.5,691,687,689,687.5,686.5,688.5,689,688,688.5,687.5,683.5,677,669.5,661.5,652.5,643.5,634.5,624,611.5,597.5,584,571,557,544,531.5,517.5,505.5,497,488.5,481,475,470.5,467.5,465,462,460,460,459.5,457,454,452.5,450,447,443.5,439.5,435.5,430,423.5,417.5,412,406,399.5,393,387.5,381,375,369,363,358.5,503,503.5,484,453,425,403,385,370.5,354.5,336.5,331.5,349.5,377.5,402,414,422.5,431.5,434,433,441,452.5,453,449.5,455.5,473.5,492.5,519.5,560,596,624.5,650,664,668,666.5,676,710,752.5,787.5,815.5,833.5,840.5,842,844,850,854,851,845,836,813,791,786,804,847.5,909.5,974,1020,1049.5,1063.5,1054.5,1021.5,978,946,884.5,862.5,932,984.5,982.5,991,1026.5,1028,1014.5,957,937,1009,1065,1103,1135,1157.5,1171,1179,1181.5,1153.5,1108,1055,980,898,837.5,785,734.5,708.5,692,685,684.5,683.5,684,685.5,680,673,672,673,673.5,673.5,675,676.5,677,675,671,665.5,659,651,642,633,623.5,610,595.5,585,570.5,555.5,545,533.5,520,507.5,497.5,488,479.5,473,467,462.5,460,457.5,455.5,454,451.5,450,448.5,446,443.5,440.5,438,435,431,426,421,417,411.5,405.5,399,392.5,387.5,381
Albania,Albania,146,ALB,8,ALB,"","","","","","",Europe and Central Asia,Programme countries,"","",Europe,Europe and Central Asia,Europe and Central Asia (excluding high-income),Middle income,Upper middle income,Low and middle income,Europe,"","","",OIC,Asia/other,OIC Lower middle income,OIC Middle income,"","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",non-FCS,"","",Europe,Southern Europe,"",Europe and Northern America,Europe,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Europe,Southern Europe,"","","","","","",Non conflict,Europe and Central Asia,Eastern Europe and Central Asia,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Eastern European Group,"","",Eastern Europe and Central Asia,Non-humanitarian,Non-high burden,"",Europe and Central Asia,Eastern Europe and Central Asia,LiST,"",LiSTSBR,"","","","","","","","","",EECA,"",ECE_All countries,"",ECE_West Balkans (ST7),"","","","","","","",ESCAP_Europe (Europe),"","","","","","","","","","","","","","","","","","","","","",121858,125760.5,129989.5,133965.5,137320.5,140107,143081.5,146456,149565.5,151459,151178,150718.5,152821,158026.5,165958,175349,184782.5,193685.5,202400,211041.5,219864,229435.5,239848,250931,262383.5,273959.5,285320,295732,304162.5,309303,311028.5,310743.5,310952,312855.5,315924,320326.5,325690,330383.5,331633.5,327059,319544.5,311871.5,303165.5,295685,290562,286194.5,283299.5,283577.5,286673.5,291557,297791.5,302102,302179.5,299886.5,297052.5,294355.5,291959,289750,287399.5,284897.5,282225,278856,273560,265764.5,256325.5,246303.5,236211.5,225398,214672.5,204527.5,194394.5,184412,176824,171555.5,166296,161867.5,159370,159425.5,161381,163870,165352.5,164639.5,161311,155429,148185.5,141361,135722,131124.5,127562.5,124563,121650,118754.5,115834.5,112954.5,110105.5,107307,104520,101744.5,98953.5,96146.5,93373,90688.5,88087.5,85601.5,83320,81297,79568.5,78153.5,77032.5,76151.5,75456.5,74921,74459.5,73982,73451.5,72809.5,72004,71020.5,69871,68590.5,67225.5,65813.5,64398.5,63044.5,61754,60523,59376.5,58280.5,57206.5,56171,55164.5,54184.5,53232,52312.5,51440.5,50616.5,49849,49147,48510.5,47938.5,47444.5,47031.5,46692.5,46415,46182.5,45973.5,45766.5,45541,45282,44979,107024,109899.5,112449,115237.5,118541,122253,125975.5,129667.5,133639,137934,142112.5,145288.5,147522.5,149397,150993.5,152821,155935,161008,167810,174242,179499.5,185227.5,192070,199970,208769,218517.5,229459,241619,254691,267269.5,278568,288906.5,297684.5,304638,309249,310061.5,308645,309592.5,312975.5,313916,311654,308253,302971,294237.5,283841,274859.5,266955.5,259226,252811.5,248355.5,245732,245458,246814,248554.5,250308,251777.5,252411.5,251949,251038.5,250713.5,251502.5,255152.5,260388.5,263799.5,264929,264046.5,262194,258347,251516.5,242264,232160.5,220277,208455.5,199444.5,190139,179888.5,170486.5,163252,157539.5,152624,148821,146952,147620.5,150104,153045,155006,154746,151777.5,146268,139352,132808.5,127476,123214.5,119994,117367.5,114794.5,112139.5,109464,106810,104123.5,101477.5,98899,96306.5,93641.5,90973.5,88353,85832.5,83397,81084.5,78959,77059,75450.5,74157,73136,72353,71774,71382.5,71065,70721,70350,69874,69207,68352,67350.5,66171,64883,63603.5,62323,61088,59951,58848,57767.5,56717,55674.5,54663.5,53698.5,52776.5,51899,51049,50224.5,49448,48726,48059,47457.5,46931.5,46484,46113,45808.5,45555,45341
Andorra,Andorra,167,AND,20,AND,"","","","","","",Non-programme countries,"","","",Europe,Europe and Central Asia,"",High income,High income,"",Europe,"","","","","","","","","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Europe,Southern Europe,"",Europe and Northern America,Europe,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Europe,Southern Europe,"","","","","","","",Europe and Central Asia,Western Europe,"","","","","","","","",Western European and Others Group (WEOG),"","",High Income Countries,Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECE_All countries,"","","","","","","","","",ESCAP_Europe (Europe),"","","","","","","","","","","","","","","","","","","","","",489,452.5,387,356,382.5,443,501.5,561.5,623.5,686,745.5,796.5,838,876.5,909,943,1028,1205.5,1441.5,1693,1949.5,2203.5,2449,2673.5,2879.5,3055.5,3174,3224,3204,3120,2999.5,2892.5,2890,2977,3063,3137,3258.5,3424,3552.5,3664.5,3836.5,4050.5,4114,4095,4019,3846.5,3751.5,3714.5,3666.5,3544,3414.5,3317.5,3193.5,3201,3393,3558.5,3662,3815,3935,3918.5,3837.5,3798,3777,3768.5,3834,3890.5,3959,4035.5,4054.5,4044,4041,4065.5,4117.5,4249,4362,4407,4434,4424,4307.5,4135,3991,3856.5,3736,3615,3471,3279,2994,2801.5,2801,2861.5,2962,3137.5,3240,3206,3166,3129,3100.5,3078,3058.5,3038.5,3019.5,2997,2971.5,2945,2913,2879.5,2845,2806,2763,2717,2668,2616,2562,2506.5,2447.5,2386,2328,2270,2211,2157.5,2113,2081.5,2057.5,2038,2027.5,2022.5,2022,2025,2026,2028,2029.5,2028,2024,2016.5,2010,2003.5,1992.5,1979,1964,1945.5,1924.5,1903.5,1882,1857,1831,1806,1779.5,1752,1724,1697,492.5,457.5,395.5,369.5,401,469.5,536.5,599,655.5,709,760,809,862.5,918,973.5,1025.5,1085,1177.5,1311,1469,1650.5,1865.5,2107,2367,2635.5,2905.5,3171,3423,3647,3842.5,3991,4064.5,4105,4152,4187.5,4179,4263,4301.5,4239,4146,4284.5,5001.5,5650,5718.5,5459,5177,4992.5,4854.5,4718.5,4505,4199.5,3969,3852,4107.5,4580.5,4804,4906.5,4867,4691.5,4472.5,4079.5,3826,3818,3796.5,3735,3653.5,3688,3818.5,3936,4143,4299.5,4402,4542,4636.5,4685.5,4699.5,4727,4718.5,4723,4737.5,4720,4684.5,4619.5,4468,4272,4115.5,3966,3832,3708.5,3564.5,3364,3078.5,2891.5,2885.5,2937.5,3030.5,3206,3307.5,3278,3247.5,3222,3194,3166.5,3142,3111,3082,3053.5,3025,2995,2962.5,2928.5,2891,2849.5,2805,2758.5,2709,2668,2625.5,2570.5,2513,2457,2404.5,2351,2297.5,2250.5,2208.5,2173.5,2143,2114.5,2096,2087,2084,2082.5,2080.5,2085.5,2093.5,2094,2090,2083.5,2072.5,2060.5,2047,2028.5,2007,1985,1961.5,1938.5,1913.5,1887.5,1863.5
United Arab Emirates,United Arab Emirates,66,ARE,784,UAE,Western Asia,Western Asia,"","","","",Middle East and North Africa,Programme countries,MENAEMRO,"",Eastern Mediterranean,Middle East and North Africa,"",High income,High income,"",Asia,"",Excluding least developed countries,Excluding China,OIC,Arab,OIC High income: nonOECD,OIC High income,"","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",non-FCS,"","",Asia,Western Asia,"",Northern Africa and Western Asia,Western Asia,"","","","",Northern Africa and Western Asia,Asia,Western Asia,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","","","","","",Non conflict,Middle East and North Africa,"","","","","","","","","",Asia-Pacific Group,"","",Middle East and North Africa,Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","","","","","","","","","","","",ESCAP_Other Area (OTH_REGION),"","","","","","","","","","","","","","","","",ESCWA_Arab countries,ESCWA_Gulf Cooperation Council (GCC),"","",ESCWA_Arab High-Income Countries (HICs),7558,8347.5,9226,10185.5,11212,12282,13369.5,14451.5,15496,16466,17323.5,18027,18528,18785,18794.5,18598,18224.5,17688.5,20355.5,26991.5,33625,38710.5,42029.5,43573.5,43566.5,42478,47173.5,55947.5,60493.5,61184.5,59457,61236,66723.5,70860.5,73244,74476.5,86895.5,109843,129860,145313.5,155736,161682,164087,163941.5,162551,162652,188967,236879.5,277024,306330.5,323580,329153,324220,309368.5,286641,260727.5,251364,274373.5,307051,327044,339604,352545,366372,381380.5,399844,420009.5,437214,447704.5,453013,454020,458908,477201.5,499067,505938,502775,504328.5,508510.5,512099.5,515493,520524.5,525273,526084,522218,516082.5,511076.5,510220,514236.5,520235.5,526391,533872,543170,554663.5,570358,590463.5,612366.5,634470,656584,678469.5,699613.5,719669,738293.5,755034,769703.5,782519,793582.5,803057.5,811322.5,818664.5,825288.5,831472.5,837516,843387,849203,855176.5,861543.5,868426,876054.5,884665,894289.5,904925,916407.5,928703.5,941756.5,955410.5,969559.5,984410.5,1000094,1016514,1033656.5,1051299.5,1069105.5,1086863,1104443.5,1121510.5,1138086.5,1154047.5,1169177,1183400,1196777,1209466,1221735.5,1233744,1245613.5,1257402.5,1269059.5,1280816,1292765.5,1304939,1317387.5,1329934,6452,7017,7662,8394,9215,10127.5,11132.5,12220,13374.5,14577,15793.5,16990.5,18138,19194,20116,20864.5,21399.5,21687.5,24418,31243,40042,49244,57934,65388.5,71066,74574.5,83628.5,98917.5,112344,122334.5,127747,129071,129281,129617,128885.5,126667.5,128454,138371,154381.5,174603.5,196108.5,215216,228853.5,235529.5,235075.5,229230.5,240560,275015,315230.5,357393.5,399510,437034,463998,477862,478098.5,465803.5,467173.5,514237.5,575895.5,609521.5,626770,647322,673308.5,705315,744955,787990,823870,844349.5,855495.5,856740,862014.5,893421.5,931808,926826,919527.5,937759.5,941826,939260.5,932763.5,925234.5,922139.5,923720,925981,928755,933625.5,938476,939487.5,935831,929914,925129.5,924493,928734,934965,941355,949077.5,958622.5,970362.5,986301.5,1006651.5,1028798.5,1051149,1073517,1095657,1117055.5,1137367,1156248,1173245,1188179.5,1201274.5,1212622,1222374.5,1230918,1238540.5,1245442,1251899.5,1258210.5,1264355,1270450.5,1276697.5,1283333,1290480.5,1298372,1307245,1317128,1328015,1339746,1352287.5,1365578.5,1379465,1393842,1408913.5,1424814,1441448.5,1458804,1476657.5,1494666,1512621,1530398.5,1547659.5,1564424.5,1580573.5,1595889.5,1610296.5,1623854.5,1636725,1649179.5,1661372,1673425.5,1685397.5,1697236
