"ARR 1990-2019 median","ARR 1990-2000 median","ARR 2000-2019 median","Required ARR median","Change in ARR median","Percentage decline 1990-2019 median","Percentage decline 1990-2000 median","Percentage decline 2000-2019 median"
3.21932677221231,2.04492434688109,3.83743331186032,,1.79250896497923,60.6866002214839,18.4939091915836,51.7663043478261
