"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"Lower middle income","2001","139352612","29487717","100","100","93.211213727371","62.7474921895403","2817110","1918705"
"Upper middle income","2001","92007205","18277127","100","100","32.9425069516325","26.5709526011545","615541","493778"
"High income","2001","34455670","6874550","100","100","7.93335759536806","6.56275254274339","54607","45117"
"Low and middle income","2001","260332401","54157252","100","100","79.0348646846161","53.4697530650846","4349857","2972642"
"World","2001","302755736","62735482","100","100","72.2630242235991","48.9057562231497","4588478","3136732"
"Low income","2002","29716049","6538183","100","100","131.461548595314","78.8340147248931","874745","536614"
"Lower middle income","2002","140861463","29719009","100","100","89.477784343708","60.734357912959","2726260","1870282"
"Upper middle income","2002","90963031","17963297","100","100","31.1146114707112","25.0559164271948","571089","457029"
"High income","2002","34448568","6840145","100","100","7.71398467283235","6.38551373757573","52712","43572"
"Low and middle income","2002","261540543","54220489","100","100","75.7361010658275","51.4308226778623","4172094","2863925"
"World","2002","304098063","62792302","100","100","69.282017187534","47.0635261559869","4402504","3023356"
"Low income","2003","30512617","6685453","100","100","124.449668163521","75.0627748487783","844231","521597"
"Lower middle income","2003","142265964","29797178","100","100","85.7980352877947","58.7185855671114","2626002","1812131"
"Upper middle income","2003","90204053","17871036","100","100","29.3705955866763","23.6144961540368","534344","427415"
"High income","2003","34496835","6879847","100","100","7.48377597660155","6.19189833766273","51260","42451"
"Low and middle income","2003","262982633","54353666","100","100","72.5107054908482","49.5017079401787","4004577","2761143"
"World","2003","305726852","62985646","100","100","66.2921075217823","45.2566700921631","4226332","2915475"
"Low income","2004","31267865","6826990","100","100","119.949312987875","72.3825751582529","832888","514558"
"Lower middle income","2004","143499314","29830236","100","100","82.0453024420258","56.431638851133","2517204","1742001"
"Upper middle income","2004","89821102","17945580","100","100","28.4942710943998","22.5337991554682","518047","409049"
"High income","2004","34582364","6937688","100","100","7.23171218338847","5.98083019734307","49951","41443"
"Low and middle income","2004","264588281","54602806","100","100","69.6623329735815","47.5267195551411","3868139","2665608"
"World","2004","307551678","63312712","100","100","63.6302509853472","43.4405499301567","4081086","2814830"
"Low income","2005","32031493","6982272","100","100","109.918665528558","66.7076981358725","778850","484747"
"Lower middle income","2005","144406840","29828484","100","100","78.7534607937086","54.6084080291773","2417875","1684298"
"Upper middle income","2005","89607380","18132498","100","100","26.1778746235198","20.9864076466635","478534","384772"
"High income","2005","34661258","6964807","100","100","6.98182105222911","5.78026613145216","48389","40174"
"Low and middle income","2005","266045713","54943254","100","100","65.7978131166727","45.2819100401593","3675259","2553817"
"World","2005","309222819","63706712","100","100","60.1343447909033","41.4173691754221","3879608","2697983"
"Low income","2006","32850383","7160610","100","100","104.121560638659","63.5420567875147","754881","473209"
"Lower middle income","2006","145024938","29885485","100","100","75.4804998476748","52.6473130004534","2319700","1625591"
"Upper middle income","2006","89626862","18304149","100","100","24.6632844417706","19.7661807818571","454276","366306"
"High income","2006","34776976","7030571","100","100","6.74624396183421","5.59263271600249","47261","39312"
"Low and middle income","2006","267502182","55350243","100","100","62.7785590654695","43.4008871659689","3528857","2465106"
"World","2006","310923748","64199865","100","100","57.3210416729575","39.6420187832232","3724850","2604290"
"Low income","2007","33676864","7342262","100","100","99.3360911777662","60.7778272934652","739059","464562"
"Lower middle income","2007","145595899","30041409","100","100","72.5033956647021","50.8959396385484","2236373","1578275"
"Upper middle income","2007","90123889","18517719","100","100","23.1652806426175","18.6190318394797","431510","349326"
"High income","2007","35096443","7169344","100","100","6.54041469340283","5.43197438850801","46634","38929"
"Low and middle income","2007","269396652","55901389","100","100","60.0628588354875","41.7111442752599","3406942","2392163"
"World","2007","313248059","64898875","100","100","54.7493297001571","38.0435756150296","3594869","2526575"
"Low income","2008","34551603","7529536","100","100","94.7863116766766","58.3073747471464","723672","456808"
"Lower middle income","2008","146280058","30280413","100","100","70.0491987366362","49.3528364748876","2173536","1540553"
"Upper middle income","2008","91062313","18806086","100","100","21.6901533366393","17.5131104414036","409910","333359"
"High income","2008","35551776","7305364","100","100","6.34941266444133","5.27476073487311","46117","38603"
"Low and middle income","2008","271893974","56616034","100","100","57.6481691082408","40.1679097799978","3307118","2330720"
"World","2008","316293824","65753000","100","100","52.4858202883789","36.6109764222673","3487342","2460454"
"Low income","2009","35475043","7714903","100","100","96.0690801251961","58.1568929015471","750674","465531"
"Lower middle income","2009","147181215","30576030","100","100","66.8169069180506","47.5463841800872","2088588","1497712"
"Upper middle income","2009","92227338","19060632","100","100","20.3599469729981","16.4907428992813","389812","318067"
"High income","2009","35976695","7353753","100","100","6.16886007751516","5.12402153127458","45075","37687"
"Low and middle income","2009","274883595","57351565","100","100","55.7004516396886","38.8772778820793","3229074","2281310"
"World","2009","319775427","66531561","100","100","50.7178415478589","35.4692988735658","3401217","2405849"
"Low income","2010","36395858","7885751","100","100","88.6873056394312","55.169922119972","709016","451217"
"Lower middle income","2010","148261504","30768046","100","100","64.500807986255","46.1412937242602","2028397","1461948"
"Upper middle income","2010","93311867","19164084","100","100","19.1820660320748","15.6603554495952","369297","302647"
"High income","2010","36306669","7298554","100","100","6.00054001548456","4.98089021145448","43871","36574"
"Low and middle income","2010","277969228","57817881","100","100","53.1394170554672","37.5030663674419","3106710","2215812"
"World","2010","323229794","66939999","100","100","48.4321566413418","34.2351397128447","3271055","2335407"
"Low income","2011","37287336","8037524","100","100","92.355472397585","56.9658013911045","754049","474509"
"Lower middle income","2011","149369925","30860415","100","100","61.7190354879202","44.4605567244435","1947435","1412632"
"Upper middle income","2011","94277389","19220709","100","100","18.2024360241005","14.9264377022116","351718","289150"
"High income","2011","36533875","7241524","100","100","5.87079664930268","4.87175490473974","42695","35442"
"Low and middle income","2011","280934649","58118648","100","100","51.9350637983591","36.6346780264142","3053202","2176291"
"World","2011","326449331","67191988","100","100","47.3423983850219","33.4666859709432","3210635","2291660"
"Low income","2012","38144473","8188597","100","100","82.9929317369602","52.0316671025535","690279","441095"
"Lower middle income","2012","150400906","30948363","100","100","59.2661762464625","42.8817551791694","1877104","1367076"
"Upper middle income","2012","95493385","19659066","100","100","17.1527027675922","14.0725465784574","339661","280468"
"High income","2012","36618558","7245764","100","100","5.74790063669439","4.77683880982918","41744","34668"
"Low and middle income","2012","284038763","58796025","100","100","48.7613334251878","34.6128674541541","2907044","2088639"
"World","2012","329658969","67877430","100","100","44.5333347349921","31.6781233651048","3057979","2200133"
"Low income","2013","38968812","8338136","100","100","79.5823164972643","50.2150493709748","673610","433265"
"Lower middle income","2013","151258338","31001586","100","100","56.9457101072783","41.3765164863637","1808209","1320437"
"Upper middle income","2013","96606979","19832303","100","100","16.3767602423124","13.4612147845534","325142","268387"
"High income","2013","36559517","7228102","100","100","5.61008173745792","4.65972391119321","40623","33736"
"Low and middle income","2013","286834129","59172025","100","100","46.8863121489766","33.5402697329542","2806961","2022089"
"World","2013","332408968","68233768","100","100","42.846784854127","30.7137458430079","2951412","2129563"
"Low income","2014","39728759","8455978","100","100","80.433430548556","50.655352677576","691893","442766"
"Lower middle income","2014","151735037","30896550","100","100","54.8674174005036","39.9974516640943","1737351","1269941"
"Upper middle income","2014","97348831","19748511","100","100","15.5478019282745","12.7673637747578","309408","254823"
"High income","2014","36492811","7215983","100","100","5.47515756042172","4.5492725454617","39529","32851"
"Low and middle income","2014","288812626","59101038","100","100","45.6671088344054","32.5548678129958","2738652","1967530"
"World","2014","334353161","68165835","100","100","41.7032412682482","29.7957156209877","2877850","2072021"
"Low income","2015","40422995","8565850","100","100","79.1856583589213","50.0884025836022","692335","444314"
"Lower middle income","2015","151943463","30856453","100","100","53.0184956979293","38.7098782498842","1674973","1226549"
"Upper middle income","2015","97770101","19559305","100","100","14.9445531627409","12.2902913940339","293678","241113"
"High income","2015","36506289","7230130","100","100","5.3112551686042","4.41367909318147","38460","31994"
"Low and middle income","2015","290136558","58981608","100","100","44.5536003897969","31.9107847393996","2660986","1911976"
"World","2015","335758777","68095481","100","100","40.6442124512815","29.1800371762594","2796178","2014534"
"Low income","2016","41101630","8691808","100","100","77.8989009346569","49.5366939085363","692520","445014"
"Lower middle income","2016","152187920","30925440","100","100","51.1907497046561","37.5166692401914","1619029","1188890"
"Upper middle income","2016","97891722","19342452","100","100","14.2498697384992","11.7045388267245","279665","229223"
"High income","2016","36532360","7220070","100","100","5.1527769954981","4.28311667733119","37239","30958"
"Low and middle income","2016","291181272","58959700","100","100","43.2818022440112","30.9679087896396","2591214","1863127"
"World","2016","336926538","68103889","100","100","39.5022435798973","28.3554877967921","2723958","1964920"
"Low income","2017","41797023","8847518","100","100","77.8963633153962","49.4115794090067","705028","452379"
"Lower middle income","2017","152206792","30773735","100","100","49.608158722215","36.4578769156806","1560682","1146574"
"Upper middle income","2017","97609342","19386384","100","100","13.5413390011359","11.1045292706064","265148","216935"
"High income","2017","36394146","7089284","100","100","4.99904896920633","4.15736232655162","35631","29547"
"Low and middle income","2017","291613157","59007636","100","100","42.283603508659","30.2656823855779","2530858","1815888"
"World","2017","337341917","68057951","100","100","38.6331542597043","27.7580740748671","2659615","1915081"
"Low income","2018","42542678","9026132","100","100","72.2534851558229","46.5860540125934","662694","433744"
"Lower middle income","2018","151933773","30639370","100","100","48.2236915830823","35.4542487760428","1507819","1107831"
"Upper middle income","2018","96333367","18559066","100","100","13.3356793408468","10.9906352043491","247918","201804"
"High income","2018","36057675","6888492","100","100","4.86947101645829","4.05127820663078","33944","28048"
"Low and middle income","2018","290809818","58224567","100","100","41.1877901281076","29.7854797638435","2418431","1743379"
"World","2018","336348973","67108918","100","100","37.6461067760205","27.3035011642879","2543644","1840191"
"Low income","2019","43374326","9210914","100","100","71.3165714387701","45.893296390787","665481","435364"
"Lower middle income","2019","151655320","30541994","100","100","46.8851346044737","34.500952977124","1460316","1073227"
"Upper middle income","2019","94092160","17523799","100","100","12.9582323692562","10.667778965481","230932","187100"
"High income","2019","35568787","6730033","100","100","4.77661266024865","3.97357263230334","32529","26795"
"Low and middle income","2019","289121806","57276706","100","100","40.697544863159","29.2746518295484","2356729","1695691"
"World","2019","334344480","66041683","100","100","37.2138500893521","26.8732989632113","2479121","1790643"
"Low income","2020","44273950","9399300","100","100","68.345860409979","44.6968956508742","650673","432237"
"Lower middle income","2020","151144316","30264346","100","100","45.662319800036","33.6376465843481","1411348","1037479"
"Upper middle income","2020","91042775","16530870","100","100","12.8880698171043","10.6640998855366","215023","173749"
"High income","2020","34834947","6540717","100","100","4.69725693605649","3.91142746509183","31132","25605"
"Low and middle income","2020","286461041","56194516","100","100","40.1411034911029","29.1039714330451","2277044","1643465"
"World","2020","331136738","64804714","100","100","36.7152033737522","26.704536121849","2396666","1736282"
"Low income","2021","45194236","9582908","100","100","67.7653955753502","44.3471067269606","657543","437003"
"Lower middle income","2021","150419337","30116741","100","100","44.5223647006402","32.8611354475714","1368742","1008810"
"Upper middle income","2021","87140218","15441725","100","100","12.7278806223331","10.5377825338646","200217","161550"
"High income","2021","33961240","6435726","100","100","4.65647745700737","3.87899083720201","30274","24950"
"Low and middle income","2021","282753791","55141373","100","100","39.9440733666542","28.8874699254571","2226502","1607363"
"World","2021","326739032","63672482","100","100","37.1106406360292","26.8267072002678","2383010","1720994"
"Low income","2022","46078718","9757601","100","100","71.2213057660955","45.6971537241227","703157","458806"
"Lower middle income","2022","149932324","30213688","100","100","43.4348801923391","32.0536638316769","1335701","988150"
"Upper middle income","2022","82444359","14701740","100","100","12.5576489601896","10.403960034543","188159","152268"
"High income","2022","33250693","6380670","100","100","4.65609868095918","3.8861675983618","29759","24606"
"Low and middle income","2022","278455401","54673029","100","100","40.3740074301688","28.9327305514204","2227017","1599224"
"World","2022","321903934","63172219","100","100","37.4605953005422","26.8682186410448","2380679","1710828"
"Low income","2023","46981815","9949493","100","100","65.1180988340513","42.933073024469","655519","439098"
"Lower middle income","2023","149720098","30358342","100","100","42.4015776654331","31.2867647963339","1307091","968461"
"Upper middle income","2023","78053467","14158921","100","100","12.5485242821863","10.2819868705392","181544","145912"
"High income","2023","32645027","6252375","100","100","4.66383795506686","3.89233081547993","29237","24212"
"Low and middle income","2023","274755380","54466756","100","100","38.9969045744795","28.143123080789","2144154","1553471"
"World","2023","317758964","62860895","100","100","35.8193311910093","25.9326482188685","2266668","1646965"
"Low income","2024","47944532","10152388","100","100","63.5131469957384","42.0520172822948","651127","438191"
"Lower middle income","2024","149692596","30462803","100","100","41.2718887749895","30.486945298287","1274677","946760"
"Upper middle income","2024","74535865","13944834","100","100","11.9701604904662","9.89241806248017","169939","138807"
"High income","2024","32100668","6179837","100","100","4.64823893126021","3.87546440356553","28803","23892"
"Low and middle income","2024","272172992","54560025","100","100","38.1024963242679","27.5148955887619","2095743","1523758"
"World","2024","314773415","62907268","100","100","34.8557646279412","25.2720065657056","2205440","1609772"
