"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"Africa","1950","19237285","4376996","8.57","8.39",,,,
"Northern Africa","1950","4028333","963348","0","0",,,,
"Southern Africa","1950","1195221","263310","2.06","2.14",,,,
"Eastern Africa","1950","5951372","1357632","0.78","0.75",,,,
"Western Africa","1950","5846659","1297404","26.98","27.09",,,,
"Middle Africa","1950","2215700","495302","0","0",,,,
"Asia","1950","96904521","22330226","11.51","11.03",,,,
"Eastern Asia","1950","44141647","10387284","12.2","11.08",,,,
"Central Asia","1950","989378","286425","0","0",,,,
"Southern Asia","1950","35846007","8085992","8.56","8.48",,,,
"South-Eastern Asia","1950","12233211","2722215","18.55","19.66",,,,
"Western Asia","1950","3694278","848310","11.7","10.68",,,,
"Americas","1950","22357812","4942494","43.39","42.97",,,,
"Northern America","1950","9225579","2015525","100","100",,"28.9027324110352",,
"Latin America and the Caribbean","1950","13132233","2926969","3.62","3.7",,,,
"Central America","1950","3219530","700422","2.66","2.79",,,,
"South America","1950","8882225","2003618","1.61","1.55",,,,
"Caribbean","1950","1030478","222929","23.91","25.84",,,,
"Europe","1950","25329432","6401358","46.28","42.42",,,,
"Northern Europe","1950","3425342","738123","93.39","93.7",,"27.2596075596833",,
"Southern Europe","1950","5283642","1200492","56.14","56.82",,"67.2600158228463",,
"Eastern Europe","1950","11033944","3180302","20.04","16.99",,,,
"Western Europe","1950","5586504","1282441","59.86","62.49",,"39.1816002270942",,"23929"
"Oceania","1950","733071","161480","79.26","79.15",,"27.6752707556811",,
"Australia and New Zealand","1950","546968","120465","100","100",,"22.7544768176604",,
"Melanesia","1950","165198","36398","16.34","16.07",,,,
"Micronesia","1950","7294","1673","0","0",,,,
"Polynesia","1950","13611","2944","52.13","51.12",,"99.6191255052341",,
"Africa","1951","19837701","4453730","12.31","12.07",,,,
"Northern Africa","1951","4230024","971526","0","0",,,,
"Southern Africa","1951","1236616","276691","2.06","2.04",,,,
"Eastern Africa","1951","6142033","1381146","13.09","12.62",,,,
"Western Africa","1951","5954392","1314581","27.07","27.21",,,,
"Middle Africa","1951","2274636","509786","0","0",,,,
"Asia","1951","103074004","24444973","20.8","18.41",,,,
"Eastern Asia","1951","47908909","11687903","14.23","11.07",,,,
"Central Asia","1951","1106049","263598","0","0",,,,
"Southern Asia","1951","37286655","8566814","17.56","16.24",,,,
"South-Eastern Asia","1951","12812921","2960877","59.3","56.98","217.162703966188","157.226624747175",,
"Western Asia","1951","3959470","965781","11.98","13.18",,,,
"Americas","1951","23229050","5053005","56.29","55.3","66.1706767630713","59.6654288663655",,
"Northern America","1951","9511620","1980805","100","100","32.7966327541467","28.0093510076738",,"56452"
"Latin America and the Caribbean","1951","13717430","3072200","25.99","26.47",,,,
"Central America","1951","3375604","784580","77.84","77.83","182.332160924662","144.217619357889",,
"South America","1951","9279066","2053936","7.22","6.88",,,,
"Caribbean","1951","1062760","233684","25.13","26.28",,,,
"Europe","1951","26834345","5858574","44.69","40.7",,,,
"Northern Europe","1951","3397099","624004","93.24","92.11","30.9579029590183","26.1183144345436",,"16307"
"Southern Europe","1951","5396102","1089616","55.85","54.48","84.0805671053582","64.3088374896336",,"72641"
"Eastern Europe","1951","12292476","2956532","19.3","18.35",,,,
"Western Europe","1951","5748668","1188422","59.83","56.68","44.273655247104","36.7315227982925",,"43732"
"Oceania","1951","761807","158791","79.49","77.84","35.5679276860817","27.1846012459111",,"4655"
"Australia and New Zealand","1951","568868","115563","100","100","28.1646614943024","22.3465462758274",,"2571"
"Melanesia","1951","171064","38220","16.31","15.74",,,,
"Micronesia","1951","7701","1780","0","0",,,,
"Polynesia","1951","14174","3228","61.88","62.79","147.506152605485","99.9517855179847",,"367"
"Africa","1952","20324938","4550290","15.48","15.36",,,,
"Northern Africa","1952","4376165","989347","0","0",,,,
"Southern Africa","1952","1277734","287058","6.9","6.47",,,,
"Eastern Africa","1952","6296615","1411004","22.48","22.33",,,,
"Western Africa","1952","6045750","1339000","27.16","27.29",,,,
"Middle Africa","1952","2328674","523881","0","0",,,,
"Asia","1952","109322334","25974569","20.42","17.92",,,,
"Eastern Asia","1952","51629187","12525027","12.8","9.36",,,,
"Central Asia","1952","1171413","261276","0","0",,,,
"Southern Asia","1952","38772425","8970954","18.71","17.41",,,,
"South-Eastern Asia","1952","13480960","3159885","57.99","55.25","237.040768445689","152.336534338582",,"535695"
"Western Asia","1952","4268349","1057427","15.14","16.61",,,,
"Americas","1952","24035206","5202376","64.34","63.45","91.3492829548769","67.3566105198382",,"378538"
"Northern America","1952","9705403","1978677","100","100","31.9143346483295","27.2681429942506",,"56445"
"Latin America and the Caribbean","1952","14329803","3223699","40.19","41.01",,,,
"Central America","1952","3580977","851160","78.07","78.4","213.459438613055","137.663780424114",,"125338"
"South America","1952","9642393","2124700","26.79","26.8",,,,
"Caribbean","1952","1106433","247839","34.29","34.47",,,,
"Europe","1952","27140666","5494730","43.51","39.34",,,,
"Northern Europe","1952","3263866","551465","92.8","90.67","29.6397353396872","25.0407443341254",,"15616"
"Southern Europe","1952","5348701","1018570","55.05","52.53","79.881689062247","61.5088493912108",,"69356"
"Eastern Europe","1952","12767608","2790666","19.28","19.21",,,,
"Western Europe","1952","5760491","1134029","58.55","52.06","41.6099306890205","34.5360265044204",,"41208"
"Oceania","1952","778755","157731","79.79","77.38","35.462317597615","27.2752482517314",,"4774"
"Australia and New Zealand","1952","578636","112552","100","100","27.4954136739558","21.8619072395035",,"2584"
"Melanesia","1952","177090","39820","18.82","18.21",,,,
"Micronesia","1952","8093","1869","0","0",,,,
"Polynesia","1952","14936","3490","62.86","64.41","147.855158370269","96.9436574408504",,"361"
"Africa","1953","20766739","4661011","19.28","19.12",,,,
"Northern Africa","1953","4501005","1013299","12.37","12.27",,,,
"Southern Africa","1953","1314483","295717","6.76","6.31",,,,
"Eastern Africa","1953","6436467","1445087","26.19","25.87",,,,
"Western Africa","1953","6136545","1369214","27.25","27.34",,,,
"Middle Africa","1953","2378239","537694","0","0",,,,
"Asia","1953","114286838","26925558","50.16","48.14","241.140341553214",,"6384204","4726607"
"Eastern Asia","1953","54278661","12902039","11.73","8.42",,,,
"Central Asia","1953","1235228","271037","0","0",,,,
"Southern Asia","1953","40100583","9300281","94.43","94.45","286.720225828211","180.889086908172",,
"South-Eastern Asia","1953","14127269","3328053","70.76","68.86","218.291385297402","134.955791005339",,"492227"
"Western Asia","1953","4545097","1124148","68","71.13","267.16878378047","180.512045470369",,
"Americas","1953","24829517","5365707","64.4","63.39","96.3345000824402","64.8326739493689",,"372731"
"Northern America","1953","9904475","2001504","100","100","30.9315987446462","26.4242673967146",,"56413"
"Latin America and the Caribbean","1953","14925042","3364203","40.78","41.62",,,,
"Central America","1953","3779953","902577","78.32","78.73","203.035367922609","131.380804610052",,"122941"
"South America","1953","9991923","2200382","26.75","26.74",,,,
"Caribbean","1953","1153166","261244","39.25","38.68",,,,
"Europe","1953","27099521","5269279","42.72","38.51",,,,
"Northern Europe","1953","3149976","513113","92.35","89.63","28.3398970298849","23.9643803459923",,"14958"
"Southern Europe","1953","5283085","978811","54.23","51.14","75.7904535284609","58.7379724737557",,"66153"
"Eastern Europe","1953","12913875","2668879","19.39","19.7",,,,
"Western Europe","1953","5752585","1108476","57.32","48.99","38.8612322434784",,,"38667"
"Oceania","1953","793598","158405","79.55","76.75","34.8123519090465","26.5077072953972",,"4765"
"Australia and New Zealand","1953","586861","111594","100","100","26.8010141348967","21.3639713300848",,"2608"
"Melanesia","1953","182594","41170","18.88","18.37",,,,
"Micronesia","1953","8442","1941","0","0",,,,
"Polynesia","1953","15701","3700","63.77","65.3","142.699428303292","93.8871418585259",,"358"
"Africa","1954","21229086","4783165","29.14","29.7",,,,
"Northern Africa","1954","4626907","1041905","31.04","33.1",,,,
"Southern Africa","1954","1349543","303484","6.67","6.25",,,,
"Eastern Africa","1954","6580213","1482354","39.1","39.71",,,,
"Western Africa","1954","6244404","1404120","27.33","27.38",,,,
"Middle Africa","1954","2428019","551302","15.62","15.2",,,,
"Asia","1954","117589169","27343802","49.97","48.54",,,,
"Eastern Asia","1954","55490394","12860991","11.1","8.01",,,,
"Central Asia","1954","1309794","287503","0","0",,,,
"Southern Asia","1954","41268936","9557347","94.41","94.45","278.465418699704","177.281949791799",,"1929215"
"South-Eastern Asia","1954","14750567","3470557","70.31","68.7","204.931926040767","130.781036877675",,"494409"
"Western Asia","1954","4769478","1167404","68.45","71.15","270.690163486432","174.766150199495",,"212693"
"Americas","1954","25607761","5526297","64.33","63.3","92.5037900040102","62.5675940919377",,"368372"
"Northern America","1954","10135293","2043124","100","100","30.0992655093338","25.7166799783096",,"56298"
"Latin America and the Caribbean","1954","15472468","3483173","40.97","41.77",,,,
"Central America","1954","3957892","940350","78.52","78.91","193.229281966898","125.313394644274",,"120433"
"South America","1954","10320955","2271491","26.74","26.74",,,,
"Caribbean","1954","1193621","271332","39.47","38.84",,,,
"Europe","1954","27036395","5160500","42.27","38.31",,,,
"Northern Europe","1954","3085736","503383","92.01","89.17","27.0713404565941","22.9075888342139",,"14371"
"Southern Europe","1954","5241952","964647","53.58","50.41","71.8221531092906","56.0167805219532",,"63124"
"Eastern Europe","1954","12946168","2587277","19.5","19.92",,,,
"Western Europe","1954","5762539","1105193","56.51","47.63","36.4274024447278",,,"36557"
"Oceania","1954","809624","160872","79.45","76.57","33.634660073516","25.7227382549788",,"4738"
"Australia and New Zealand","1954","597006","112763","100","100","26.047412876702","20.8265830007229",,"2615"
"Melanesia","1954","187519","42256","19.05","18.66",,,,
"Micronesia","1954","8749","2001","0","0",,,,
"Polynesia","1954","16350","3852","64.48","65.68","137.15501735588","90.5730569064422",,"354"
"Africa","1955","21781155","4914222","39.22","38.77",,,,
"Northern Africa","1955","4774728","1073845","70.34","67.87","276.73697126364","193.458106150771",,
"Southern Africa","1955","1387257","310865","9.74","9.73",,,,
"Eastern Africa","1955","6748172","1522054","39.43","39.85",,,,
"Western Africa","1955","6385926","1442750","31.34","31.46",,,,
"Middle Africa","1955","2485072","564708","15.53","15.15",,,,
"Asia","1955","119777907","27284733","50.27","49.52","244.103045590692",,,
"Eastern Asia","1955","55608509","12453283","10.77","8.02",,,,
"Central Asia","1955","1399893","307156","0","0",,,,
"Southern Asia","1955","42417004","9745978","94.4","94.44","273.172865057004","173.867223258517",,"1923975"
"South-Eastern Asia","1955","15395168","3590083","70.09","68.87","198.44130099488","126.755509889973",,"494684"
"Western Asia","1955","4957333","1188233","68.39","70.46","262.51010320958","169.424894314998",,"209957"
"Americas","1955","26370407","5672767","87.52","87.22","108.162336218811","80.2324633204695",,"483352"
"Northern America","1955","10388162","2097773","100","100","29.3643930991342","25.087816850197",,"56014"
"Latin America and the Caribbean","1955","15982245","3574994","79.42","79.73","181.376469291417","120.082721817337",,
"Central America","1955","4120596","965489","87.6","88.17","184.78427929897","120.655308935825",,"119006"
"South America","1955","10636266","2332732","80.78","81","184.046558881597","121.772339810692",,
"Caribbean","1955","1225383","276773","40.05","39.59",,,,
"Europe","1955","27135977","5149364","45.45","42.42",,,,
"Northern Europe","1955","3059821","516911","91.78","89.27","26.0557812780017","22.0616758322744",,"13965"
"Southern Europe","1955","5232572","971139","53.14","50.29","68.2479642287186","53.5693282050944",,"60508"
"Eastern Europe","1955","13039711","2542372","26.81","27.5",,,,
"Western Europe","1955","5803873","1118942","55.98","47.84","34.178788675973",,,"34647"
"Oceania","1955","826912","165032","97.25","96.9","60.2598376702671","52.9027828816206",,"9996"
"Australia and New Zealand","1955","608801","115967","100","100","25.3991749399076","20.3563354949388",,"2619"
"Melanesia","1955","192213","43080","95.93","96","163.055616426293","132.233008391636",,
"Micronesia","1955","9039","2045","0","0",,,,
"Polynesia","1955","16859","3940","65","65.66","131.547784141088","87.1956457474128",,"350"
"Africa","1956","22484975","5025644","44.48","44.53",,,,
"Northern Africa","1956","4951854","1103140","91.21","91.32","291.141624331597","178.85282865154",,"234324"
"Southern Africa","1956","1437836","317118","9.72","9.68",,,,
"Eastern Africa","1956","6958641","1555300","39.77","39.89",,,,
"Western Africa","1956","6574109","1475517","33.19","33.37",,,,
"Middle Africa","1956","2562535","574569","15.42","15.16",,,,
"Asia","1956","123648491","26662795","50.44","51.2","238.217968223961","152.05327588088",,
"Eastern Asia","1956","56650516","11664348","10.1","8.46",,,,
"Central Asia","1956","1487695","328159","0","0",,,,
"Southern Asia","1956","44032376","9814514","94.4","94.42","267.666190122824","170.356136629243",,"1917115"
"South-Eastern Asia","1956","16245131","3674730","69.76","69.37","192.095340433655","122.823784700559","752313","493702"
"Western Asia","1956","5232773","1181044","71.56","71.87","251.471157622975","160.821029229774",,"203095"
"Americas","1956","27150216","5790663","89.84","89.9","113.711784429912","79.9939002417272","698153","489338"
"Northern America","1956","10543885","2160424","100","100","28.668502049718","24.4757221877429","64513","55449"
"Latin America and the Caribbean","1956","16606331","3630239","83.4","83.89","172.354894035459","117.668986839441",,"456654"
"Central America","1956","4336992","973714","91.83","92.13","178.532732093169","117.134476102317","178106","118477"
"South America","1956","10997704","2379909","82.38","82.7","170.220884372889","117.223177784745",,"301811"
"Caribbean","1956","1271635","276616","63.44","65.09","161.750150073778","124.827378301413",,
"Europe","1956","26891997","5222263","44.58","43.12",,,,
"Northern Europe","1956","2936585","548968","91.19","89.86","25.1575654626387","21.3262255096945","16081","13668"
"Southern Europe","1956","5142920","995706","52.37","50.76","65.1652868145645","51.4306910620998","73800","58317"
"Eastern Europe","1956","13022408","2531954","26.89","27.16",,,,
"Western Europe","1956","5790084","1145635","53.82","49.35","32.0424688061514",,"39468",
"Oceania","1956","836209","170789","97.18","96.93","74.4149805204405","51.2233130367189","14337","9737"
"Australia and New Zealand","1956","610811","121264","100","100","24.797753116624","19.9604494328459","3222","2623"
"Melanesia","1956","198402","43511","95.89","95.87","194.673527048149","127.818069175178",,"6853"
"Micronesia","1956","9394","2068","0","0",,,,
"Polynesia","1956","17602","3946","65.53","65.08","125.918978216132","83.7855959063994","506","344"
"Africa","1957","23084463","5148137","45.87","45.87",,,,
"Northern Africa","1957","5110701","1135029","91.31","91.47","283.095983201568","174.782626233855",,"234360"
"Southern Africa","1957","1478301","323833","9.69","9.62",,,,
"Eastern Africa","1957","7138770","1592203","43.84","43.72",,,,
"Western Africa","1957","6733868","1511659","33.37","33.55",,,,
"Middle Africa","1957","2622823","585413","15.37","15.19",,,,
"Asia","1957","124804464","25943639","51.07","52.99","232.713401143721","148.66034641722",,"4402321"
"Eastern Asia","1957","55888272","10807264","10","9.16",,,,
"Central Asia","1957","1583419","348731","0","0",,,,
"Southern Asia","1957","45061461","9868265","94.38","94.38","262.515922136572","167.072778809218",,"1912312"
"South-Eastern Asia","1957","16897407","3752932","69.8","69.98","185.981822113654","119.146595047858","750731","492235"
"Western Asia","1957","5373905","1166447","71.1","70.18","241.197049954965","155.721980256955",,"200586"
"Americas","1957","27821434","5892991","91.24","91.43","113.007512741227","79.1828014457598","702295","493211"
"Northern America","1957","10758284","2220262","100","100","28.1714511980304","24.0512763425689","64127","55016"
"Latin America and the Caribbean","1957","17063150","3672729","85.71","86.25","168.579517579175","114.946566207072",,"456982"
"Central America","1957","4476056","978036","99.8","99.8","174.73617289009","115.59520870445","180382","119823"
"South America","1957","11292302","2420710","82.57","82.97","164.436221226852","113.913482378108",,"300564"
"Caribbean","1957","1294792","273983","64.38","66.9","184.081840114848","122.705092302067",,"36864"
"Europe","1957","27037630","5337006","44.37","44.07",,,,
"Northern Europe","1957","2941644","590980","91.09","90.59","24.4661766196906","20.76394109007","15865","13519"
"Southern Europe","1957","5156997","1028948","52.17","51.48","62.7371118898723","49.7765536960929","71388","56736"
"Eastern Europe","1957","13085852","2537487","26.78","26.82",,,,
"Western Europe","1957","5853137","1179591","53.35","51.41","30.1285042484163","25.0268184493148","37639",
"Oceania","1957","854317","177239","97.16","96.98","71.9612269554034","49.6805030881851","13954","9605"
"Australia and New Zealand","1957","624126","127371","100","100","24.2210512120903","19.5347461589664","3210","2613"
"Melanesia","1957","202538","43855","95.82","95.75","188.114527371247","123.694462169568",,"6737"
"Micronesia","1957","9653","2087","0","0",,,,
"Polynesia","1957","18000","3926","65.69","64.39","120.2665276607","80.5069922704318","496","338"
"Africa","1958","23634767","5279868","46.43","46.36",,,,
"Northern Africa","1958","5259562","1168382","91.44","91.61","277.003936017973","170.917706622691",,"234142"
"Southern Africa","1958","1513567","330862","9.66","9.56",,,,
"Eastern Africa","1958","7306719","1632846","44.04","43.73",,,,
"Western Africa","1958","6879857","1550362","33.57","33.73",,,,
"Middle Africa","1958","2675062","597416","18.35","18.2",,,,
"Asia","1958","124695138","25298821","51.95","54.78","227.551396184129","145.448387399353",,"4376887"
"Eastern Asia","1958","54356943","10025966","10.21","10.01",,,,
"Central Asia","1958","1681292","369015","0","0",,,,
"Southern Asia","1958","45781569","9927011","94.36","94.35","257.550658377241","163.981056003581","2974697","1909082"
"South-Eastern Asia","1958","17435124","3826777","70.02","70.61","180.17671271497","115.566204556758","747565","489758"
"Western Asia","1958","5440210","1150052","70.26","68.41","233.227546406453","150.736199569864","302512","198086"
"Americas","1958","28406296","5984250","92.91","93.01","110.42165953664","76.8818068059663","688799","486972"
"Northern America","1958","10977460","2270336","100","100","27.6914588600708","23.6583087691137","63454","54381"
"Latin America and the Caribbean","1958","17428836","3713914","88.44","88.74","162.176079841375","109.754497816257",,"447154"
"Central America","1958","4572178","981416","99.81","99.8","169.785594104365","111.242548984505","177220","118072"
"South America","1958","11550370","2461198","82.79","83.25","159.397014240044","110.748180754151",,"299310"
"Caribbean","1958","1306288","271300","98.66","98.64","159.04820255711","97.3221638559698",,"30172"
"Europe","1958","27393354","5466085","44.54","45.09",,,,
"Northern Europe","1958","3017573","637163","91.29","91.31","23.8620435699852","20.2692380881328","15739","13437"
"Southern Europe","1958","5229044","1066157","52.32","52.3","60.7867024279654","48.4866337016485","69583","55614"
"Eastern Europe","1958","13184743","2545128","26.58","26.46",,,,
"Western Europe","1958","5961994","1217637","53.78","53.57","28.3577381449096","23.5452961594588","35992","30066"
"Oceania","1958","876546","183748","97.16","97.03","69.6790825425329","48.3049045435202","13601","9482"
"Australia and New Zealand","1958","642922","133543","100","100","23.6702555245839","19.1268960323141","3189","2597"
"Melanesia","1958","205541","44189","95.73","95.63","181.734607586592","119.911890884217",,"6632"
"Micronesia","1958","9867","2109","0","0",,,,
"Polynesia","1958","18216","3907","65.63","63.6","114.795894590622","77.209445120384","485","332"
"Africa","1959","24198214","5420267","47.85","47.7",,,,
"Northern Africa","1959","5407327","1202719","93.78","93.88","270.606466373791","166.84219956544",,"233424"
"Southern Africa","1959","1548191","337986","9.63","9.52",,,,
"Eastern Africa","1959","7483427","1677688","44.21","43.72",,,,
"Western Africa","1959","7030015","1590987","36.24","36.37",,,,
"Middle Africa","1959","2729254","610887","18.38","18.29",,,,
"Asia","1959","124784731","24956388","52.76","56.16","222.556027279918","142.312772546763",,"4365561"
"Eastern Asia","1959","53095149","9509277","10.46","10.78",,,,
"Central Asia","1959","1780525","389850","0","0",,,,
"Southern Asia","1959","46477607","10017206","94.33","94.31","252.759132498386","160.969799950738","2968897","1906098"
"South-Eastern Asia","1959","17937261","3900071","70.28","71.17","174.627396589046","112.160476236401","743214","486734"
"Western Asia","1959","5494189","1139984","69.72","67.17","224.873367086387","145.420965383213","297397","195036"
"Americas","1959","28949306","6072822","94.94","95.06","108.410048930641","76.3720096203462","687991","491288"
"Northern America","1959","11151318","2303478","100","100","27.0526843728407","23.1106280532388","62103","53128"
"Latin America and the Caribbean","1959","17797988","3769344","91.77","92.04","156.394356035218","107.254072869666",,"447756"
"Central America","1959","4661210","987831","99.81","99.8","163.058068186787","107.203075918459","174294","116563"
"South America","1959","11814907","2509638","87.83","88.28","155.69185872981","108.907513916775",,"301283"
"Caribbean","1959","1321871","271875","98.61","98.57","137.964804824948","94.6562591271042",,"30370"
"Europe","1959","27741044","5582419","44.82","46.01",,,,
"Northern Europe","1959","3113600","681823","91.56","91.93","23.3591248741707","19.8636752141158","15701","13429"
"Southern Europe","1959","5315688","1102780","52.57","53.06","59.2004544464461","47.5202597068828","68229","54883"
"Eastern Europe","1959","13224821","2540515","26.33","26",,,,
"Western Europe","1959","6086935","1257301","54.33","55.37","26.6778686899425","22.1449741306419","34439","28781"
"Oceania","1959","898158","189582","97.31","97.2","67.6249095602039","47.0484754110217","13305","9358"
"Australia and New Zealand","1959","661173","138900","100","100","23.1047891479468","18.7039172612283","3156","2571"
"Melanesia","1959","208447","44624","95.65","95.52","175.727789723893","116.231631565865",,"6530"
"Micronesia","1959","10075","2136","13.09","13.3",,,,
"Polynesia","1959","18463","3922","65.43","62.77","109.432970869208","74.0644279821448","473","326"
"Africa","1960","24846298","5569301","48.46","48.28",,,,
"Northern Africa","1960","5565647","1237855","93.82","93.89","264.859769136737","162.998313747678","373491","232822"
"Southern Africa","1960","1587267","344984","9.6","9.51",,,,
"Eastern Africa","1960","7691659","1727243","44.34","43.74",,,,
"Western Africa","1960","7206347","1633024","36.38","36.5",,,,
"Middle Africa","1960","2795378","626195","22.73","22.73",,,,
"Asia","1960","126066829","25142589","53.26","56.66","217.832909242869","139.256016718764","6747956","4365682"
"Eastern Asia","1960","52740018","9441761","10.55","11.17",,,,
"Central Asia","1960","1885889","411863","0","0",,,,
"Southern Asia","1960","47385281","10166191","94.32","94.29","248.264298404458","157.999801526735","2965507","1902827"
"South-Eastern Asia","1960","18470814","3977864","70.48","71.55","169.363856946801","108.982231491981","738133","483530"
"Western Asia","1960","5584827","1144910","69.25","66.33","216.482141346176","140.167946042546","292285","191885"
"Americas","1960","29496481","6167432","96.07","96.19","106.606910795823","75.6075780444573","693642","492747"
"Northern America","1960","11248771","2313297","100","100","26.4448313436524","22.5841181372366","60530","51677"
"Latin America and the Caribbean","1960","18247710","3854135","93.64","93.9","151.370286718629","104.858144169341","643139","448062"
"Central America","1960","4771398","1001573","99.81","99.81","156.809490672636","103.381341928855","171655","115155"
"South America","1960","12122723","2573737","90.61","91.05","151.167369614685","107.130568720872","427848","302928"
"Caribbean","1960","1353589","278825","98.99","98.98","133.966789441063","91.9842417290351",,"30473"
"Europe","1960","27919517","5661590","45.03","46.68",,,,
"Northern Europe","1960","3197998","719737","91.75","92.43","22.8183058490253","19.404543781748","15632","13379"
"Southern Europe","1960","5388839","1134579","52.75","53.66","57.1341397537701","46.1569304338325","66305","53684"
"Eastern Europe","1960","13124867","2510989","26","25.36",,,,
"Western Europe","1960","6207813","1296285","54.5","56.48","25.2569555508937","20.9526299518424","33165","27707"
"Oceania","1960","916127","194049","98.3","98.25","66.5463219060991","46.6716427831218","13344","9395"
"Australia and New Zealand","1960","674654","142614","100","100","22.5127047444036","18.2478778791904","3110","2535"
"Melanesia","1960","212203","45262","100","100","170.425688708021","113.102677511834","9639","6452"
"Micronesia","1960","10324","2176","13.14","13.47",,,,
"Polynesia","1960","18946","3997","65.08","62.1","104.420444324809","71.0556711942698","463","321"
"Africa","1961","25657967","5702006","48.52","48.39",,,,
"Northern Africa","1961","5755459","1269578","93.8","93.82","258.611542088397","159.134166998506","372231","231963"
"Southern Africa","1961","1637600","350419","9.52","9.56",,,,
"Eastern Africa","1961","7947402","1773567","44.35","43.85",,,,
"Western Africa","1961","7439836","1667696","36.49","36.62",,,,
"Middle Africa","1961","2877670","640746","22.8","22.85",,,,
"Asia","1961","126240728","26008076","54.19","55.93","213.384631010268","136.454635795883","6753310","4379652"
"Eastern Asia","1961","51303889","9977583","10.86","10.96",,,,
"Central Asia","1961","2012555","437208","0","0",,,,
"Southern Asia","1961","48283328","10362110","94.3","94.27","244.087501469016","155.34123883242","2965013","1902465"
"South-Eastern Asia","1961","18999000","4060225","70.86","71.65","164.318696389133","105.980159717896","732207","480068"
"Western Asia","1961","5641956","1170950","68.29","66.24","208.311177905633","135.122034115301","287030","188784"
"Americas","1961","30054008","6275100","96.11","96.22","105.275714472509","74.0526427883405","685589","487876"
"Northern America","1961","11367619","2298171","100","100","25.9877449862523","22.1912105233057","59032","50304"
"Latin America and the Caribbean","1961","18686389","3976929","93.75","94.04","147.856591930783","101.714992327","636501","444301"
"Central America","1961","4868967","1025895","99.81","99.81","150.982346183077","99.861174045693","169328","113989"
"South America","1961","12436753","2656437","90.79","91.26","148.784856929111","104.093545644725","423771","300332"
"Caribbean","1961","1380669","294597","98.97","99","130.075285147384","89.4034306343339","43602","30506"
"Europe","1961","28075902","5680773","45.55","47",,,,
"Northern Europe","1961","3344402","745502","91.99","92.77","22.3021142763347","18.9643337252251","15559","13316"
"Southern Europe","1961","5497117","1156830","53.08","54.07","54.6951431210018","44.4557179544207","63893","52043"
"Eastern Europe","1961","12887775","2447689","25.58","24.47",,,,
"Western Europe","1961","6346608","1330752","55.12","56.64","24.0493513535092","19.9400784479903","32090","26791"
"Oceania","1961","938415","196496","98.28","98.22","65.0656517815647","45.4138555507101","13087","9236"
"Australia and New Zealand","1961","692273","144168","100","100","21.8664744193237","17.7701767584655","3049","2490"
"Melanesia","1961","216076","45955","100","100","164.997129853113","109.602676251478","9461","6346"
"Micronesia","1961","10556","2226","13.29","13.34",,,,
"Polynesia","1961","19510","4147","64.4","62.19","99.6661064270591","68.2629085398896","452","316"
"Africa","1962","26360970","5846133","50","49.88","241.524575088086",,,
"Northern Africa","1962","5918412","1301940","100","100","252.918652562422","156.075100411046","371464","232073"
"Southern Africa","1962","1678334","356213","9.51","9.64",,,,
"Eastern Africa","1962","8181118","1825457","44.43","43.99",,,,
"Western Africa","1962","7631029","1704866","36.6","36.71",,,,
"Middle Africa","1962","2952077","657657","22.9","22.97",,,,
"Asia","1962","128941063","27444913","55.23","55.52","211.045443421942","135.979631568471","6866469","4472084"
"Eastern Asia","1962","52250616","10985115","10.82","10.32",,,,
"Central Asia","1962","2138453","462140","0","0",,,,
"Southern Asia","1962","49286410","10629817","95.94","96","241.148872167102","154.111360136509","2988969","1918861"
"South-Eastern Asia","1962","19504159","4152431","71.02","71.57","159.518313644209","103.136277171547","725742","476405"
"Western Asia","1962","5761425","1215410","76.68","76.15","216.127675245617","147.491309905018","319782","210215"
"Americas","1962","30592539","6387389","96.15","96.25","102.984312478407","72.6053721541939","677016","482604"
"Northern America","1962","11362890","2257705","100","100","25.4161527784987","21.6781001558304","57033","48459"
"Latin America and the Caribbean","1962","19229649","4129684","93.88","94.2","143.198945483862","98.8003784204188","629623","440575"
"Central America","1962","4993602","1059812","99.82","99.82","145.552543562266","96.6553828218987","167343","113113"
"South America","1962","12799307","2753295","90.99","91.48","144.339542874046","101.244845013024","418971","297552"
"Caribbean","1962","1436740","316577","98.98","99.05","126.458460842762","87.067170291253","43547","30456"
"Europe","1962","28083702","5644321","45.8","47.05",,,,
"Northern Europe","1962","3443842","759781","92.17","92.99","21.725286443793","18.4650825205269","15395","13164"
"Southern Europe","1962","5577623","1170031","53.32","54.28","51.950855113213","42.5266883730292","61028","50053"
"Eastern Europe","1962","12585371","2354819","24.99","23.42",,,,
"Western Europe","1962","6476866","1359690","55.12","56.07","22.9404531640197","19.007254787171","31034","25874"
"Oceania","1962","952759","197421","98.25","98.16","63.2105288277151","44.244543080252","12840","9086"
"Australia and New Zealand","1962","701509","143843","100","100","21.2437382789088","17.2903289138701","2986","2440"
"Melanesia","1962","220150","46928","100","100","159.657959841385","106.377959144757","9290","6253"
"Micronesia","1962","10819","2288","13.37","13.16",,,,
"Polynesia","1962","20281","4362","64.1","62.43","95.2096122838182","65.6936498525519","442","308"
"Africa","1963","27010884","5998684","51.79","51.7","238.059415472838","140.930971358821",,
"Northern Africa","1963","6063456","1333889","100","100","246.423220242047","152.181297687539","369016","230679"
