"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","NMR median","Under-five deaths median","Infant deaths median","Neonatal deaths median"
"South-Eastern Asia","2010","57585624","11701643","100","100","31.5321526256979","25.7345100455052","15.3791318988586","373815","305821","184068"
"Western Asia","2010","26062773","5446528","100","100","26.8579314378097","23.1635778204159","14.0196890315154","146712","127074","77887"
"Americas","2010","75357521","14914882","100","100","18.1722608180302","14.9026206138333","9.00771193401172","274422","224768","135935"
"Northern America","2010","22499531","4350341","100","100","7.16939722904608","6.1222360269705","4.0633336800742","31738","26988","17716"
"Latin America and the Caribbean","2010","52857990","10564541","100","100","22.6569139689231","18.4666443653433","11.0146720345805","242684","197780","118219"
"Central America","2010","16322016","3293171","100","100","21.1122380246863","18.3334474579383","10.135548374925","70340","61077","33908"
"South America","2010","33257843","6594273","100","100","18.6110386181378","15.938222660688","10.4149735513774","124892","106662","69656"
"Caribbean","2010","3278131","677097","100","100","68.3385481187676","43.2750347315001","20.9527972906755","47452","30041","14655"
"Europe","2010","39621662","8186854","100","100","6.75423571618494","5.64929804675503","3.51946068260993","55163","46523","28977"
"Northern Europe","2010","6117373","1253141","100","100","4.71726460160204","4.00431490110996","2.71526198534549","5870","5011","3417"
"Southern Europe","2010","7738877","1536880","100","100","4.88024745256599","4.1022078374465","2.90782461021595","7576","6362","4484"
"Eastern Europe","2010","16015420","3442640","100","100","9.72930795760507","8.20708323417993","4.71111098032567","33457","28570","16369"
"Western Europe","2010","9749992","1954193","100","100","4.25512670616557","3.38745759083427","2.40415777310263","8260","6580","4707"
"Oceania","2010","3128255","651112","100","100","26.0310118702607","20.5390650877476","11.9740113438455","16890","13423","7935"
"Australia and New Zealand","2010","1771644","363368","100","100","5.01673299356642","4.19850809725198","2.82859696236823","1809","1524","1032"
"Melanesia","2010","1274379","270350","100","100","53.1585651782667","41.5924914120887","23.7993693471224","14557","11478","6669"
"Micronesia","2010","37825","8062","100","100","43.7905850842441","34.9037841687752","19.830363338749","362","290","166"
"Polynesia","2010","44407","9332","100","100","17.303796554302","13.9702774805633","7.20704116776177","162","131","68"
"World","2010","668734403","138611221","100","100","50.5883307281426","36.6711205912484","22.127751118104","7078213","5179246","3162383"
"Africa","2011","177680512","38311547","100","100","89.4752189288541","56.5828764571895","29.1452406904577","3477162","2238755","1174301"
"Northern Africa","2011","26671178","5683391","100","100","38.1604033436552","31.4743921065921","19.535912185368","217950","181439","113952"
"Southern Africa","2011","6615275","1349135","100","100","48.611543168275","37.9073238598449","14.9395905491634","66917","52043","20751"
"Eastern Africa","2011","60843300","12870466","100","100","86.562203759169","58.5482179390134","29.2612194088276","1138426","777235","394475"
"Western Africa","2011","57818108","12683426","100","100","114.18340967097","66.3562244581657","35.3560794279287","1479396","877933","477419"
"Middle Africa","2011","25732651","5725129","100","100","99.4224324599436","58.8622292858289","27.5554051373032","574473","350105","167704"
"Asia","2011","379383478","77289677","100","100","40.1089611508124","32.7074887768223","22.0269414697452","3158629","2576139","1747255"
"Eastern Asia","2011","96347503","19550496","100","100","13.9623807070349","10.9675395447097","7.25388125151197","274641","216406","143124"
"Central Asia","2011","7207264","1535821","100","100","28.0753609894784","24.25561840717","14.9497000873731","43264","37730","23482"
"Southern Asia","2011","191258384","38791452","100","100","58.2639292472744","47.5114403395288","32.8841360657644","2331810","1898470","1323062"
"South-Eastern Asia","2011","57994640","11861967","100","100","30.3366505931327","24.8005765461977","14.8926240962581","363253","297898","180726"
"Western Asia","2011","26575687","5549941","100","100","26.2485740920434","22.5318130534965","13.5909053673412","145661","125635","76861"
"Americas","2011","75108862","14865401","100","100","16.5549696382602","14.0716255618256","8.79199993905426","248898","211176","132282"
"Northern America","2011","22410752","4305793","100","100","7.03378598582394","6.00828127184034","4.04104590048129","30682","26044","17467"
"Latin America and the Caribbean","2011","52698110","10559608","100","100","20.3958345956788","17.3205235907222","10.7062633831278","218216","185132","114815"
"Central America","2011","16349682","3306657","100","100","20.4391084752459","17.7995027614683","9.90005368485777","68277","59489","33248"
"South America","2011","33057537","6573040","100","100","17.9290530402763","15.3834816957664","10.0917721165549","119644","102413","67265"
"Caribbean","2011","3290891","679911","100","100","43.7236703331795","33.4518094205466","20.4173296120543","30295","23230","14302"
"Europe","2011","39998369","8055965","100","100","6.55419044837213","5.48729257719208","3.48444841783141","53233","44701","28227"
"Northern Europe","2011","6182225","1244924","100","100","4.54189942065486","3.86440379135761","2.62956303960801","5668","4834","3281"
"Southern Europe","2011","7676197","1488760","100","100","4.69982665750368","3.95543699354895","2.84069405618443","7151","5993","4231"
"Eastern Europe","2011","16363182","3391101","100","100","9.43474803131228","7.9557033156635","4.69949614675196","32296","27384","16116"
"Western Europe","2011","9776765","1931180","100","100","4.17695548165997","3.33712809798254","2.37733599631895","8118","6490","4599"
"Oceania","2011","3167823","653395","100","100","25.572789737963","20.1837118519439","11.8466980947203","16708","13261","7877"
"Australia and New Zealand","2011","1787550","361465","100","100","4.80068174473924","4.02214852597959","2.74166256527875","1742","1464","996"
"Melanesia","2011","1296948","274455","100","100","51.9483253847853","40.6141875324133","23.4040512410527","14447","11381","6650"
"Micronesia","2011","38263","8042","100","100","43.5179466213267","34.573169604658","19.6372933495895","358","285","162"
"Polynesia","2011","45062","9433","100","100","17.1723111308025","13.882172988196","7.16148195355545","161","131","69"
"World","2011","675340899","139176364","100","100","49.5114308522989","35.8689025852426","21.5458986231655","6954630","5084032","3089942"
"Africa","2012","181468858","38995693","100","100","83.5945355555725","53.4964600073567","28.5900662669615","3307301","2153004","1170455"
"Northern Africa","2012","27348829","5831041","100","100","36.7139633139517","30.4821196855225","19.0055815813599","214535","179552","113760"
"Southern Africa","2012","6682145","1371498","100","100","46.0891653810531","36.8212500320469","14.561828855256","64192","51262","20544"
"Eastern Africa","2012","61683037","12985766","100","100","73.9094117911979","51.9676560436549","28.5108137692207","982828","695298","386816"
"Western Africa","2012","59156486","12913309","100","100","111.466858803023","65.1206481967707","35.0392145754467","1474069","877646","480810"
"Middle Africa","2012","26598361","5894079","100","100","96.1054292216011","57.0950922025397","26.9492471207761","571677","349246","168525"
"Asia","2012","382727205","78631710","100","100","37.8995157888736","30.9474520588403","20.9155086262902","3025768","2476753","1689727"
"Eastern Asia","2012","98477428","20775874","100","100","12.978817162089","10.1466945208535","6.66988706321928","262481","206819","140774"
"Central Asia","2012","7434495","1566897","100","100","26.3456344535257","22.7093946502422","13.8641304160625","41279","35887","22210"
"Southern Asia","2012","191317420","38675975","100","100","55.5759398335176","45.6283674751755","31.8008844737349","2216954","1816386","1274158"
"South-Eastern Asia","2012","58298066","11915087","100","100","29.2213905281559","23.9287812091341","14.4373044866325","352742","289736","175686"
"Western Asia","2012","27199796","5697877","100","100","26.8138602945156","22.3942930251474","13.2199669381074","152312","127925","76899"
"Americas","2012","74790159","14811157","100","100","16.0837834588071","13.6872129019189","8.59653840576376","240986","204874","128807"
"Northern America","2012","22239377","4304472","100","100","6.91236931793704","5.90559923286664","4.0193384881977","30004","25510","17385"
"Latin America and the Caribbean","2012","52550782","10506685","100","100","19.8016136850805","16.8453268486762","10.4541632521695","210982","179364","111422"
"Central America","2012","16388929","3316068","100","100","19.7988501487116","17.2946029109788","9.68132206150588","66303","57961","32583"
"South America","2012","32856810","6518709","100","100","17.3415617149145","14.9052942717278","9.80202364282136","114922","98552","64722"
"Caribbean","2012","3305043","671908","100","100","43.267675085489","33.2204068003258","20.4668172062028","29757","22851","14117"
"Europe","2012","40359900","8123619","100","100","6.40324344799603","5.3717633874416","3.47137284452583","51832","43471","28370"
"Northern Europe","2012","6233176","1244422","100","100","4.38686947746247","3.73960478902912","2.54737915169683","5465","4660","3177"
"Southern Europe","2012","7588232","1448448","100","100","4.57995864566807","3.86500317106405","2.80722934330824","6758","5650","4065"
"Eastern Europe","2012","16741384","3499587","100","100","9.12668547822548","7.69662671201437","4.67376208787801","31633","26769","16537"
"Western Europe","2012","9797108","1931162","100","100","4.11775896906164","3.30132532029976","2.36602227669725","7976","6392","4591"
"Oceania","2012","3212581","662389","100","100","24.9116026257362","19.5995242048579","11.5696165433058","16483","13064","7802"
"Australia and New Zealand","2012","1808946","367122","100","100","4.59378321359849","3.85471788776233","2.65882850541461","1680","1412","981"
"Melanesia","2012","1319381","277918","100","100","50.6855726722534","39.5915341059761","22.9355594735418","14291","11243","6594"
"Micronesia","2012","38481","7912","100","100","43.1746944040439","34.1729606003536","19.4120537974802","351","278","158"
"Polynesia","2012","45773","9437","100","100","17.0251609021015","13.7807480212948","7.07189916446191","161","131","69"
"World","2012","682560519","141224919","100","100","46.704126567235","34.0266737864111","20.7843645253551","6642370","4891166","3025161"
"Africa","2013","185090290","39616240","100","100","80.6668056988247","51.9432522637045","28.1480551493405","3245197","2123355","1168836"
"Northern Africa","2013","28016023","5961535","100","100","35.4914221438063","29.6509776618297","18.5034134457388","212505","178698","113090"
"Southern Africa","2013","6679439","1380840","100","100","44.2955284119811","35.6342024706438","14.2979372913215","62200","50137","20306"
"Eastern Africa","2013","62561727","13139256","100","100","69.3461205303066","49.468368664136","27.956899152612","929167","668458","382903"
"Western Africa","2013","60376243","13088833","100","100","109.062808539609","64.071027675981","34.804670487785","1467898","875940","483709"
"Middle Africa","2013","27456858","6045776","100","100","93.816309217866","55.8086996561824","26.3843623143327","573427","350122","168828"
"Asia","2013","383801537","77704620","100","100","36.2311306380875","29.819371471441","20.2694814302993","2878126","2364099","1610076"
"Eastern Asia","2013","98943620","20122246","100","100","12.0374361483752","9.34939178160623","6.11178889780472","246119","192711","123436"
"Central Asia","2013","7628389","1621807","100","100","24.8475527192412","21.3880290610422","12.9133976352158","39991","34735","21418"
"Southern Asia","2013","191021170","38403248","100","100","52.9524456874025","43.7519347942212","30.7429401841488","2100632","1730608","1220726"
"South-Eastern Asia","2013","58473179","11795928","100","100","28.2334562713779","23.1680920640793","14.0193560545216","339558","278829","168539"
"Western Asia","2013","27735179","5761391","100","100","26.2665307090346","21.9035201325319","12.9409952390073","151826","127216","75957"
"Americas","2013","74444518","14763205","100","100","15.6377381732534","13.3328945294461","8.41236126014616","233519","198861","125612"
"Northern America","2013","22016332","4294649","100","100","6.80677125626061","5.81545685686556","3.98198165768917","29456","25096","17178"
"Latin America and the Caribbean","2013","52428186","10468556","100","100","19.2245529473702","16.3868099107128","10.2121772349621","204063","173765","108434"
"Central America","2013","16419391","3311310","100","100","19.1881743931305","16.8077381402033","9.48136913623161","64264","56324","31837"
"South America","2013","32694792","6491154","100","100","16.8036176441503","14.4645686630626","9.5290746299553","110695","95079","62664"
"Caribbean","2013","3314003","666092","100","100","42.6158967946491","32.794756052741","20.363510460528","29104","22362","13933"
"Europe","2013","40253128","7990718","100","100","6.20736231874075","5.20515777665974","3.40403965104378","50122","42029","27276"
"Northern Europe","2013","6229375","1210074","100","100","4.25244022899973","3.63048451608498","2.4708585132704","5234","4457","2988"
"Southern Europe","2013","7429785","1386855","100","100","4.49205368342753","3.79807072075012","2.77661324404206","6400","5346","3839"
"Eastern Europe","2013","16903398","3475828","100","100","8.74001190477869","7.36513983851206","4.54354662298618","30599","25884","15882"
"Western Europe","2013","9690570","1917961","100","100","4.07950015587855","3.28313969854876","2.3719010285673","7889","6342","4567"
"Oceania","2013","3254332","663629","100","100","24.4499864166486","19.286625845492","11.4541613566598","16247","12863","7715"
"Australia and New Zealand","2013","1828950","364984","100","100","4.40874126395796","3.70507389812918","2.58592211597516","1618","1361","945"
"Melanesia","2013","1341074","281509","100","100","49.4529182846513","38.624674013931","22.5170731801214","14125","11103","6553"
"Micronesia","2013","38377","7752","100","100","42.8188340781074","33.7928706644846","19.1528395985438","344","269","152"
"Polynesia","2013","45931","9384","100","100","16.8465136621082","13.6532176206683","6.98003770458193","160","130","65"
"World","2013","686845626","140738748","100","100","45.0596377264348","33.0622540914268","20.3339541575856","6423211","4741207","2939515"
"Africa","2014","188535635","40221720","100","100","79.7919390204948","51.4523510846351","27.8186655510059","3262143","2133684","1172040"
"Northern Africa","2014","28672424","6063903","100","100","34.4274050973673","28.9090817198351","18.0712865822521","209983","177290","112195"
"Southern Africa","2014","6673377","1392506","100","100","42.7110360702255","34.3208930941659","14.1319080489075","60400","48732","20275"
"Eastern Africa","2014","63410255","13310527","100","100","69.5198941559124","49.4447687279075","27.5727529356262","941478","675865","382252"
"Western Africa","2014","61468973","13254150","100","100","107.175541763372","63.3079636114174","34.6398786496123","1464466","876169","487303"
"Middle Africa","2014","28310606","6200634","100","100","93.3098378387769","55.3498423697266","25.9265933086355","585816","355628","170015"
"Asia","2014","384782483","77297118","100","100","34.2960753599567","28.2808151477648","19.3277468726757","2714822","2235219","1527681"
"Eastern Asia","2014","100146691","20395111","100","100","11.18797900531","8.64067235384517","5.61971337016334","226992","175774","115763"
"Central Asia","2014","7815713","1684718","100","100","23.4771818722348","20.1996596619718","12.0855417150217","39216","34075","20813"
"Southern Asia","2014","189872876","37651600","100","100","50.4912367418162","41.9851142043045","29.7292293382893","1973803","1633063","1153572"
"South-Eastern Asia","2014","58613838","11714984","100","100","27.2804938348991","22.4015572266472","13.612676840692","325986","267367","162505"
"Western Asia","2014","28333365","5850705","100","100","25.2719538614623","21.1323535629872","12.586732851268","148825","124940","75028"
"Americas","2014","74191267","14786283","100","100","15.2049324080608","12.9833756571303","8.23027435437982","227058","193728","123116"
"Northern America","2014","21899095","4342472","100","100","6.7131782837232","5.73493712660558","3.92736258547321","29134","24880","17157"
"Latin America and the Caribbean","2014","52292172","10443811","100","100","18.7009912076425","15.974620183678","10.0059755930337","197924","168848","105959"
"Central America","2014","16416929","3278552","100","100","18.6134556860769","16.3488614013183","9.31006313390323","61958","54388","30911"
"South America","2014","32567461","6503924","100","100","16.330429505369","14.0775353603703","9.29206772932042","107451","92485","61236"
"Caribbean","2014","3307782","661335","100","100","42.0701888230319","32.5484559709091","20.3307068927409","28515","21975","13812"
"Europe","2014","40245785","7994100","100","100","5.96724495488776","5.00485854526645","3.307241080317","47880","40138","26566"
"Northern Europe","2014","6225518","1202105","100","100","4.14947718032177","3.54936593195365","2.42233477284199","5023","4278","2916"
"Southern Europe","2014","7245321","1357897","100","100","4.38928141928552","3.71306384171372","2.72125179445962","6082","5088","3699"
"Eastern Europe","2014","17061323","3485357","100","100","8.2713151774988","6.97029063323796","4.35275956985566","28887","24401","15268"
"Western Europe","2014","9713623","1948741","100","100","4.05953333779852","3.2789431946255","2.38689278477364","7888","6371","4683"
"Oceania","2014","3284266","659605","100","100","24.1669740405296","19.0895304401441","11.4030289111628","15983","12647","7623"
"Australia and New Zealand","2014","1838449","357710","100","100","4.26278291907611","3.5888407731037","2.52932607415685","1543","1295","903"
"Melanesia","2014","1361841","284967","100","100","48.2156470488614","37.6710618131146","22.1012597027268","13946","10961","6505"
"Micronesia","2014","38035","7622","100","100","42.4789319841319","33.4592368782729","18.9370285221063","336","263","150"
"Polynesia","2014","45941","9306","100","100","16.661059842315","13.5221923168732","6.89194885330672","158","128","65"
"World","2014","691041254","140959185","100","100","43.9151476256531","32.1121039574771","19.7280085749884","6267886","4615416","2857026"
"Africa","2015","191836997","40752173","100","100","78.1468651181261","50.6126397885675","27.5307293362088","3242891","2127192","1172825"
"Northern Africa","2015","29286576","6157648","100","100","33.6108116290788","28.3611697151002","17.7889968049951","207758","176181","112111"
"Southern Africa","2015","6723472","1382389","100","100","41.3016496412123","33.0366461282248","14.0722918976163","58348","46773","19936"
"Eastern Africa","2015","64173805","13462888","100","100","68.7289901320068","48.8793617482957","27.1867386282283","944173","677118","380830"
"Western Africa","2015","62512171","13389537","100","100","105.548073444105","62.6101990300396","34.511262132563","1459790","874846","488654"
"Middle Africa","2015","29140973","6359711","100","100","89.048963960034","53.5227851096279","25.5117658405217","572822","352274","171294"
"Asia","2015","383995355","76216975","100","100","32.9840701868322","27.4022483805124","18.8432539093228","2569690","2122009","1465896"
"Eastern Asia","2015","99705929","19381791","100","100","10.3856657397816","7.96334564356537","5.14294346622159","207914","158944","99750"
"Central Asia","2015","7992218","1712634","100","100","22.3849726202912","19.2632258204855","11.4914508460266","38316","33248","20051"
"Southern Asia","2015","188937838","37649959","100","100","48.0562874177907","40.1804755934804","28.6818469070861","1862495","1549831","1115784"
"South-Eastern Asia","2015","58602370","11621826","100","100","26.4612579797258","21.7645544417715","13.2743374200862","313696","257320","157129"
"Western Asia","2015","28757000","5850765","100","100","24.749237732036","20.6712990854262","12.3011751842846","147269","122666","73182"
"Americas","2015","73931148","14701730","100","100","14.8555084803206","12.7046814385712","8.19167059920532","221095","188879","121695"
"Northern America","2015","21842673","4346704","100","100","6.62860682304245","5.66108184068521","3.85542460238285","28896","24706","16836"
"Latin America and the Caribbean","2015","52088475","10355026","100","100","18.2763226418227","15.6374185276158","9.99714935837827","192199","164173","104859"
"Central America","2015","16358600","3221976","100","100","18.0839762767412","15.9186465601538","9.18783924911248","59359","52150","29947"
"South America","2015","32435104","6472894","100","100","15.9753834340073","13.7869699455831","9.34528210069493","104833","90351","61223"
"Caribbean","2015","3294771","660156","100","100","41.4538499393676","32.1496971527259","20.1751233029596","28007","21672","13689"
"Europe","2015","40160774","7928890","100","100","5.69589755672406","4.77737154746889","3.19665972829064","45586","38233","25437"
"Northern Europe","2015","6205594","1200315","100","100","4.07374524940607","3.49182661563744","2.41011751050131","4913","4197","2899"
"Southern Europe","2015","7046131","1329230","100","100","4.2803232267985","3.62265887795009","2.65417264069321","5813","4874","3529"
"Eastern Europe","2015","17183693","3446756","100","100","7.73656928618249","6.5153105151843","4.12802508825163","26936","22726","14294"
"Western Europe","2015","9725356","1952589","100","100","4.04561826393568","3.28107519486201","2.40292914213715","7924","6436","4715"
"Oceania","2015","3318330","668724","100","100","25.5449403206379","19.6405581193022","11.192314491216","17066","13203","7596"
"Australia and New Zealand","2015","1854968","364776","100","100","4.16779262438682","3.51572201103683","2.49320190547269","1507","1268","910"
"Melanesia","2015","1380071","287213","100","100","51.5814374362237","39.3486312300939","21.8528594630831","15072","11551","6477"
"Micronesia","2015","37478","7528","100","100","42.3192511399904","33.2647422827811","18.7069193798326","332","258","146"
"Polynesia","2015","45813","9207","100","100","16.4872482758114","13.4003832215551","6.78758101652767","155","126","63"
"World","2015","693244389","140268819","100","100","42.875197705005","31.4729011082872","19.4162430847752","6096328","4489516","2793449"
"Africa","2016","194819662","41090710","100","100","76.7689488622854","49.9666136977308","27.3096953788757","3223638","2116585","1171636"
"Northern Africa","2016","29733856","6117660","100","100","32.9631845284489","27.8926919633834","17.6208395173846","204182","173561","110030"
"Southern Africa","2016","6779056","1356942","100","100","39.9224404775538","31.9077681754972","13.9965038573678","55701","44376","19413"
"Eastern Africa","2016","64984998","13663521","100","100","67.0181161894176","47.9647706363445","26.8296802333002","935168","671976","381458"
"Western Africa","2016","63366023","13432660","100","100","103.896558733962","61.9878162801074","34.3764014195336","1448396","869465","487444"
"Middle Africa","2016","29955729","6519927","100","100","87.9709760559607","52.9956002147662","25.2093896006356","580191","357207","173291"
"Asia","2016","383711342","76553299","100","100","31.3193654108656","26.0644453196345","18.0304194587509","2442890","2028192","1411537"
"Eastern Asia","2016","100453537","19879629","100","100","9.68408385783048","7.38272072544409","4.73879145730149","192163","145370","95217"
"Central Asia","2016","8169589","1713394","100","100","21.4457690692893","18.4238143036551","10.995369702027","37052","32022","19146"
"Southern Asia","2016","187841085","37738557","100","100","45.7146584879728","38.4215343971148","27.6334663857343","1772774","1485829","1075860"
"South-Eastern Asia","2016","58186345","11374471","100","100","25.7530393249418","21.2250961190373","12.9740395661074","300772","246669","150030"
"Western Asia","2016","29060786","5847248","100","100","23.5932198775434","19.9782724221495","11.9909078449126","140129","118302","71284"
"Americas","2016","73584391","14479076","100","100","14.9420273588341","12.8349838429333","8.21968764236033","219854","188435","120116"
"Northern America","2016","21850755","4320600","100","100","6.55065928591614","5.59204559179847","3.78683495310175","28468","24311","16424"
"Latin America and the Caribbean","2016","51733636","10158476","100","100","18.4774786463286","15.8928161579768","10.0911546811575","191386","164124","103692"
"Central America","2016","16250810","3175721","100","100","17.5962456230542","15.518094161369","9.17096893384397","56863","50009","29463"
"South America","2016","32212514","6330699","100","100","16.556163536616","14.3897145952744","9.49519467718098","107069","92779","60715"
"Caribbean","2016","3270312","652056","100","100","41.0885687836041","32.0501478068857","20.2017135190481","27454","21336","13514"
"Europe","2016","40154094","7899925","100","100","5.42504324137083","4.55098554408875","3.08239983004297","43176","36195","24444"
"Northern Europe","2016","6173930","1197483","100","100","4.01143706502971","3.44542189576004","2.41888221063916","4824","4133","2901"
"Southern Europe","2016","6861099","1302066","100","100","4.17008986319189","3.53104070580273","2.57950822795052","5540","4650","3357"
"Eastern Europe","2016","17287811","3409236","100","100","7.21261785371741","6.07044566361052","3.89797459638444","24830","20897","13339"
"Western Europe","2016","9831254","1991140","100","100","4.03249067399392","3.28344993792599","2.41501557092883","7982","6515","4847"
"Oceania","2016","3346452","673760","100","100","22.9116862638783","18.0829308199896","10.9771146786256","15458","12243","7496"
"Australia and New Zealand","2016","1868216","368241","100","100","4.09720315938988","3.4591224604253","2.46715146054654","1501","1269","908"
"Melanesia","2016","1395776","288973","100","100","45.8456131170785","35.9095383725846","21.4266521131769","13480","10599","6384"
"Micronesia","2016","36835","7469","100","100","42.1191149658383","33.0200371385756","18.4944599811689","326","253","143"
"Polynesia","2016","45625","9077","100","100","16.2952979980751","13.2695033087892","6.70161980806492","151","122","61"
"World","2016","695617763","140697132","100","100","41.7223390933801","30.6106535876886","18.9418466877874","5945016","4381650","2735229"
"Africa","2017","197646612","41532079","100","100","76.0630031139013","49.5047652945219","27.0809362054785","3228897","2118213","1173796"
"Northern Africa","2017","30135217","6132469","100","100","32.3448904791894","27.4103834469995","17.5026396940125","199921","170164","109618"
"Southern Africa","2017","6766500","1348156","100","100","38.6612828209635","30.7022668331815","13.8827566275241","53506","42230","19162"
"Eastern Africa","2017","65886004","13893459","100","100","66.5788576483804","47.4014426951752","26.4603579198585","944574","676225","382190"
"Western Africa","2017","64036452","13440215","100","100","102.627557773303","61.5524448391131","34.2806477767079","1437162","863550","485926"
"Middle Africa","2017","30822439","6717780","100","100","87.6712684471412","52.8829498870814","24.9802600931175","593734","366044","176900"
"Asia","2017","381410703","75692797","100","100","29.9056108297279","25.0071780578281","17.3711195482366","2316411","1930334","1340020"
"Eastern Asia","2017","99811131","19867099","100","100","9.03191046152696","6.83855826673152","4.35555619930313","180852","136753","87015"
"Central Asia","2017","8329702","1702780","100","100","20.7477972689474","17.8053806488378","10.6565537621742","35755","30753","18417"
"Southern Asia","2017","186386751","37166884","100","100","43.70840735745","36.9612606494519","26.7418915516942","1676263","1412545","1021785"
"South-Eastern Asia","2017","57737578","11118984","100","100","24.986462826763","20.6350799194426","12.6692077644178","286220","234536","143057"
"Western Asia","2017","29145541","5837050","100","100","23.1845949393153","19.6192925498594","11.7536951552573","137321","115747","69746"
"Americas","2017","73186760","14308750","100","100","14.4466951638583","12.396363026927","8.02981264040152","209618","179274","115975"
"Northern America","2017","21818567","4243051","100","100","6.48000649231162","5.52893252593825","3.74891411276194","27844","23712","15943"
"Latin America and the Caribbean","2017","51368193","10065699","100","100","17.7751661391867","15.2606852885456","9.81532367697958","181774","155562","100032"
"Central America","2017","16082404","3129803","100","100","17.1076382412378","15.1169336152832","9.29378669425884","54534","48043","29412"
"South America","2017","32040086","6289531","100","100","15.7321975874294","13.6199505216822","9.0028845312226","100404","86588","57288"
"Caribbean","2017","3245703","646365","100","100","40.5360648823748","31.6834427298161","20.0949831187189","26836","20931","13332"
"Europe","2017","39766911","7626064","100","100","5.15553541092761","4.3283301453515","2.95917717760764","40345","33725","22527"
"Northern Europe","2017","6116622","1171262","100","100","3.95909140049133","3.40808597960404","2.42551153685741","4697","4030","2838"
"Southern Europe","2017","6694839","1263573","100","100","4.07452837792255","3.45366171146098","2.51423406725979","5261","4416","3169"
"Eastern Europe","2017","17073128","3207963","100","100","6.7196891672926","5.66108901609076","3.66146851839023","22407","18745","11718"
"Western Europe","2017","9882322","1983266","100","100","4.01007973042899","3.27844810150514","2.42457435016545","7980","6534","4802"
"Oceania","2017","3367062","673403","100","100","22.4275008835403","17.7398279226759","10.8768260398212","15163","12021","7422"
"Australia and New Zealand","2017","1876191","366819","100","100","4.0571984373291","3.43240526088784","2.45733913596314","1488","1261","901"
"Melanesia","2017","1409279","290220","100","100","44.6654862461747","35.0335579981542","21.138296438585","13207","10391","6320"
"Micronesia","2017","36264","7420","100","100","41.9696245912496","32.842749937158","18.3159393599654","321","250","141"
"Polynesia","2017","45328","8944","100","100","16.08283354833","13.1234754707773","6.59054590290804","147","119","60"
"World","2017","695379825","139833432","100","100","40.8870445521535","30.0216538453266","18.5736632051309","5810434","4273567","2659740"
"Africa","2018","199985822","41815873","100","100","73.0486349013649","48.0029487414322","26.8796074212075","3122222","2066347","1171186"
"Northern Africa","2018","30206190","5969241","100","100","31.9429014407999","27.1691428141948","17.5254904314198","194572","165641","106472"
"Southern Africa","2018","6678473","1354684","100","100","37.6907160068609","29.5417468158401","13.7634142441651","52178","40705","19104"
"Eastern Africa","2018","66897383","14159837","100","100","59.656574736383","43.6345568388885","26.0058272035964","855718","631785","382287"
"Western Africa","2018","64517788","13429605","100","100","101.482550546374","61.1545457030735","34.1694538568074","1423891","857115","483441"
"Middle Africa","2018","31685988","6902506","100","100","85.7270402703192","52.169554839106","24.7742203042096","595863","371101","179882"
"Asia","2018","376727669","72908855","100","100","29.3903671102614","24.7871999596486","17.3092917951966","2191274","1831505","1280974"
"Eastern Asia","2018","96721124","17309933","100","100","8.42640413283069","6.33018165956739","4.00487913730477","158572","116788","68478"
"Central Asia","2018","8512371","1764343","100","100","20.0783426666339","17.2095006988318","10.32652108049","35289","30337","18558"
"Southern Asia","2018","185548438","37205071","100","100","41.7814787869606","35.4974803196366","25.8271098569154","1590622","1347887","989323"
"South-Eastern Asia","2018","56857688","10826157","100","100","24.320937818833","20.1253871299375","12.3810528704559","271998","222760","135977"
"Western Asia","2018","29088048","5803351","100","100","22.9632785778485","19.4220833083548","11.6413833285735","134793","113733","68638"
"Americas","2018","72672238","14185896","100","100","14.1595126499177","12.1608906155104","7.99718536005981","203624","174319","114529"
"Northern America","2018","21739899","4180472","100","100","6.41963475713037","5.47344220817073","3.74295074394007","27181","23076","15690"
"Latin America and the Caribbean","2018","50932339","10005424","100","100","17.3649207519679","14.9274258642892","9.75712267922512","176443","151243","98839"
"Central America","2018","15903114","3115607","100","100","16.6077767365398","14.7087754294037","9.44317391212878","52471","46343","29770"
"South America","2018","31803172","6244972","100","100","15.3960508074227","13.3330729712869","8.84909878828531","97745","84369","55886"
"Caribbean","2018","3226053","644845","100","100","39.7548876795016","31.1718126100853","19.9105421104889","26227","20531","13183"
"Europe","2018","39248207","7367758","100","100","4.9414033299322","4.15695963828622","2.85230932253433","37426","31158","21037"
"Northern Europe","2018","6049210","1140981","100","100","3.91263921727447","3.3750945326856","2.41563157483553","4538","3893","2753"
"Southern Europe","2018","6551371","1220235","100","100","3.97890341744322","3.37499103739045","2.45163415921339","4968","4167","2984"
"Eastern Europe","2018","16700659","3044398","100","100","6.32778679602863","5.34060137580532","3.44977639625037","20046","16650","10508"
"Western Europe","2018","9946967","1962144","100","100","3.98305442514924","3.26497803301536","2.4300064034819","7874","6448","4792"
"Oceania","2018","3379856","677991","100","100","21.9109188064244","17.333824066996","10.6928904677204","14913","11833","7362"
"Australia and New Zealand","2018","1878036","369725","100","100","4.02718458270257","3.41147178556427","2.45200055117714","1484","1259","910"
"Melanesia","2018","1421158","291979","100","100","43.620979821092","34.2661157320432","20.8039597554388","12968","10212","6256"
