"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","NMR median","Under-five deaths median","Infant deaths median","Neonatal deaths median"
"Western Asia","1966","13145551","2967456","80.5","82","203.379960017162","145.366584070882","44.1849262694655","639527","461283","171729"
"Americas","1966","64674592","13316867","96.15","96.19","102.413857597373","77.014896057687","27.7402472303117","1412569","1064845","546616"
"Northern America","1966","21912348","4057327","100","100","26.3658223819219","22.6844851415182","0","111995","95015","0"
"Latin America and the Caribbean","1966","42762244","9259540","94.17","94.52","135.979211001504","100.701790027656","39.8344000954353","1317858","981985","456843"
"Central America","1966","11506416","2570810","99.82","99.84","133.667908984425","97.653233509115","39.540392341477","354927","263263","124153"
"South America","1966","27960563","5974765","91.34","91.76","138.831950417346","103.775176013499","40.6856768984136","873368","654545","295789"
"Caribbean","1966","3295265","713965","98.45","98.47","122.119727726119","87.7666694014533","34.226553125337","90804","65542","36227"
"Europe","1966","55353985","10714344","76.73","76.55","32.9262357517494","27.709552452019","10.6878826267825","364965","304000","151773"
"Northern Europe","1966","7329271","1475578","100","100","22.1289188246024","18.8327970579624","12.1280865396211","33218","28271","19451"
"Southern Europe","1966","11835927","2407695","80.84","80.72","43.8311798601271","37.6510524795306","21.7848784169113","109231","93707","54300"
"Eastern Europe","1966","22301281","4079522","81.45","81.32","35.9008881243859","29.7670627524841","1.65739319336308","153648","124433","12098"
"Western Europe","1966","13887506","2751549","53.35","53.26","22.3373190672235","18.6161622341746","14.9057386848114","62686","52130","41760"
"Oceania","1966","2076665","414721","99.95","99.96","62.7692098517046","48.1165856967137","0","26224","20208","0"
"Australia and New Zealand","1966","1455060","277672","100","100","22.1937894866521","18.3454275917249","0","6271","5143","0"
"Melanesia","1966","549613","121571","100","100","145.850847649401","108.920329358646","0","18460","13919","0"
"Micronesia","1966","25385","5593","96.27","96.75","122.642238037514","93.4570743322195","0","704","542","0"
"Polynesia","1966","46607","9885","100","100","78.1068565091575","59.6988874747453","0","799","612","0"
"World","1966","497729573","107960397","65.6","65.7","176.127624861326","113.120318395086","31.2195236521211","19871605","12884233","3635591"
"Africa","1967","61178572","14312450","82.3","82.41","255.237853449583","140.882110438059","38.8977559263249","3849877","2164444","815415"
"Northern Africa","1967","13655581","3098216","100","100","228.948850280283","139.00946940951","38.7652953798206","760623","465521","180821"
"Southern Africa","1967","3826563","858865","12.21","12.25",,,,,,
"Eastern Africa","1967","19006874","4448444","89.34","89.56","233.494834668154","126.543345198941","16.6820893714467","1089275","603095","130282"
"Western Africa","1967","17963367","4316633","94.59","94.49","300.244336518612","157.78384694197","62.0465825278389",,"732611","335852"
"Middle Africa","1967","6726187","1590292","33.55","33.24",,,,,,
"Asia","1967","325592012","69253986","53.5","56.37","190.06797053188","123.280616718967","23.6884236917564","14064759","9081513","2387519"
"Eastern Asia","1967","149033633","29685675","10.25","11.2",,,,,,
"Central Asia","1967","4723444","976994","0","0",,,,,,
"Southern Asia","1967","113841530","25894029","95.83","95.77","222.097367941491","142.125010097242","19.1855341424766","6207637","3999875","967574"
"South-Eastern Asia","1967","44491572","9660522","87.42","87.02","140.325364627482","94.0974864242104","37.7799002514414","1417538","958721","446064"
"Western Asia","1967","13501833","3036766","81.04","82.55","196.305193488403","141.337885462196","43.7868212979624","626900","455047","172720"
"Americas","1967","64720850","13288435","96.16","96.15","100.487671247433","75.7621533587471","28.0831734688185","1382564","1044610","546811"
"Northern America","1967","21257220","3939039","100","100","25.6124381340134","22.0152711853831","0","105084","89007","0"
"Latin America and the Caribbean","1967","43463630","9349396","94.28","94.53","132.218204649816","98.3674264387882","39.8946084683246","1293840","967250","457538"
"Central America","1967","11873581","2637694","100","100","129.480214285485","95.4123618433418","39.6572339521831","352689","263575","127563"
"South America","1967","28257425","5998819","91.38","91.66","135.036788770697","101.265083960399","40.7351076097533","853001","640388","293293"
"Caribbean","1967","3332624","712883","98.45","98.46","120.348950749016","86.6827868930744","34.1587728984257","89424","64610","35936"
"Europe","1967","54725377","10690928","76.77","77.01","32.8275695176238","27.8003094824194","10.1968942634754","357125","299621","146124"
"Northern Europe","1967","7342758","1449077","100","100","21.4298958251273","18.2290108815349","11.7576937655848","31790","26960","18506"
"Southern Europe","1967","11942447","2405891","81.07","80.97","41.8982444994677","36.1035457837354","21.3252947568709","103714","89161","53033"
"Eastern Europe","1967","21590776","4153760","81.46","81.88","37.1396960849053","31.1331742038832","1.68163325181141","155199","128007","12682"
"Western Europe","1967","13849396","2682200","53.42","53.49","21.5481220148374","17.9454717649408","13.9509831649793","59614","49394","38001"
"Oceania","1967","2082436","423214","99.96","99.96","60.99750330231","46.7174868211401","0","25901","20014","0"
"Australia and New Zealand","1967","1447986","283812","100","100","21.9818484915461","18.1897551722475","0","6267","5172","0"
"Melanesia","1967","561593","123790","100","100","141.257918927733","105.614798343806","0","18195","13734","0"
"Micronesia","1967","25909","5686","96.41","97.05","117.33968504601","89.5304095899265","0","688","533","0"
"Polynesia","1967","46948","9926","100","100","74.1756147755844","56.7835684615217","0","761","583","0"
"World","1967","508301148","107969386","65.1","66.9","173.233418761396","110.754649923511","32.7685261960111","19696586","12621849","3806596"
"Africa","1968","62779436","14678337","82.25","82.38","273.390883113221","150.890633637767","41.0035690872381","4248297","2374438","854554"
"Northern Africa","1968","13902547","3156275","100","100","224.609689194139","137.491068784695","38.3499643527695","758238","468300","182292"
"Southern Africa","1968","3950546","884091","12.09","12.18",,,,,,
"Eastern Africa","1968","19596742","4583581","89.37","89.56","231.888530134035","126.131495438348","23.2583461102095","1111072","618325","172018"
"Western Africa","1968","18406142","4420926","94.62","94.5","355.291458797618","188.703016134666","62.2417049937067",,"897088","344577"
"Middle Africa","1968","6923459","1633464","33.56","33.39",,,,,,
"Asia","1968","329992265","72225814","54.96","56.21","187.101715468729","122.094417737307","23.4454642450707","14115416","9227883","2454405"
"Eastern Asia","1968","150282699","31977040","10.22","10.41",,,,,,
"Central Asia","1968","4715142","976204","0","0",,,,,,
"Southern Asia","1968","116008788","26397116","95.84","95.8","219.577967565558","140.74125110577","19.1884670009457","6236559","4023481","982146"
"South-Eastern Asia","1968","45173811","9788721","96.41","96.26","142.064549271615","96.0658464092368","33.4288349724984","1464969","990439","432461"
"Western Asia","1968","13811825","3086733","81.56","82.95","189.318610023018","137.305702941096","43.3588655058894","613811","448693","174005"
"Americas","1968","64727779","13351576","96.17","96.12","98.1918694930704","74.1820359746593","33.3855077720437","1354427","1026444","511825"
"Northern America","1968","20652633","3908261","100","100","24.8282014220277","21.314450793979","14.5389129425234","99910","84751","62991"
"Latin America and the Caribbean","1968","44075146","9443315","94.37","94.51","128.662346659523","96.1218334085236","41.2067553562608","1270350","953146","453299"
"Central America","1968","12232815","2705045","100","100","125.446027023179","93.1900332898639","39.5950932407476","350235","263601","130143"
"South America","1968","28488628","6026725","91.38","91.49","131.580447065541","98.9672984405137","41.8700877049801","834180","627756","290425"
"Caribbean","1968","3353703","711545","99.25","99.25","118.083239211206","85.0495093127964","42.2068603426308","87373","63189","32811"
"Europe","1968","53969839","10548701","88.6","88.61","31.6942711936146","26.6740528095762","8.53841087576384","341492","288127","130632"
"Northern Europe","1968","7312255","1417235","100","100","20.8755616952174","17.7519390829195","11.3867012260124","30369","25673","17567"
"Southern Europe","1968","11895692","2359825","81.03","80.75","40.0783743368512","34.6511546807235","20.7929901259417","98190","84551","50665"
"Eastern Europe","1968","21066815","4167525","81.51","82.09","37.0346651282422","30.8366438877095","1.78899976322453","157107","131051","13365"
"Western Europe","1968","13695077","2604116","99.99","99.99","23.5801290587448","20.0903123277517","6.87159017760033","63955","53798","26408"
"Oceania","1968","2094657","437665","99.96","99.96","58.8083273238146","45.0535159539125","8.33010121338769","25700","19935","5046"
"Australia and New Zealand","1968","1447687","295856","100","100","21.8229789781227","18.0753299756379","12.534986177583","6391","5321","3777"
"Melanesia","1968","573330","126110","100","100","136.802946481992","102.446835746459","0","17925","13550","0"
"Micronesia","1968","26425","5783","96.59","97.13","112.019995019767","85.6939479273543","0","670","517","0"
"Polynesia","1968","47215","9916","100","100","70.3647178318397","53.9906053527572","0","723","554","0"
"World","1968","513565900","111242450","67.2","67.7","174.302438764798","111.720300157531","32.7214703107281","20101165","12948280","3960927"
"Africa","1969","64446661","15054025","89.15","89.44","266.809400834576","147.630172942906","45.997945674428","4245190","2374300","935563"
"Northern Africa","1969","14154679","3217436","100","100","220.563483019963","136.141821483591","57.7159442772127","757052","471919","211779"
"Southern Africa","1969","4077785","909622","11.98","12.13",,,,,,
"Eastern Africa","1969","20209895","4718539","89.39","89.53","230.666991023509","125.883183055998","28.443862979709","1135937","634794","202729"
"Western Africa","1969","18877177","4531748","99.53","99.55","345.463712262783","182.97663620208","65.0221915993485","1673556","885616","351405"
"Middle Africa","1969","7127125","1676680","83.62","83.51","223.424602583072","128.183143425743","11.0034913606913",,,
"Asia","1969","332740588","73628622","95.77","95.85","171.906450822136","107.507359198781","37.8028621003283","12091656","8349356","4329048"
"Eastern Asia","1969","149867692","32745336","99.85","99.86","92.7875177868792","83.0328260144117","1.20537179280021",,,
"Central Asia","1969","4716798","983866","0","0",,,,,,
"Southern Asia","1969","118228005","26832276","95.81","95.78","217.025179512843","139.297360139112","82.9500664800551","6256504","4040937","2528002"
"South-Eastern Asia","1969","45817656","9918780","96.39","96.25","137.964555464813","93.3856261997473","32.7498136509272","1429822","973478","428701"
"Western Asia","1969","14110437","3148364","82.18","83.44","182.246352410159","133.157255946193","42.7332428624404","600887","442765","175228"
"Americas","1969","64834138","13573320","99.89","99.9","94.8708541674139","71.7064353210444","31.7947025640935","1318747","1006528","501161"
"Northern America","1969","20192755","4015446","100","100","24.0018275259382","20.5761157389679","15.3454912440658","97173","82913","62922"
"Latin America and the Caribbean","1969","44641383","9557874","99.84","99.85","123.514037026221","92.2124249766648","38.3917150593928","1221688","923786","447709"
"Central America","1969","12577912","2767943","100","100","121.452042596436","90.9263771942884","38.9912936983261","346985","262939","130765"
"South America","1969","28698064","6077589","99.78","99.79","125.412180164128","93.8271218994398","37.7592673491464","789184","598907","284495"
"Caribbean","1969","3365407","712342","99.77","99.8","115.497648280578","83.3880092017394","41.4729883481262","85497","61933","32078"
"Europe","1969","53350352","10448255","88.6","88.58","30.2238785957665","25.5425707242397","10.984717606002","323713","272999","147821"
"Northern Europe","1969","7229812","1385868","100","100","20.3894218828234","17.3269648763149","11.0492671516223","29041","24501","16701"
"Southern Europe","1969","11865506","2356857","81","80.85","38.1565198228488","33.0521123587149","20.197367482665","92634","79919","49187"
"Eastern Europe","1969","20803056","4161666","81.62","82.18","35.2190226493767","29.2254187946165","4.57563614216632","149401","124431","31698"
"Western Europe","1969","13451978","2543864","99.99","99.99","22.8189663406609","19.3116736702497","12.6367515955345","60154","50411","32632"
"Oceania","1969","2119347","449928","99.96","99.97","56.7515500436991","43.6267585038707","8.28523334352178","25528","19868","5141"
"Australia and New Zealand","1969","1459903","305641","100","100","21.6342756179129","17.9335551868504","12.3988221124486","6546","5486","3860"
"Melanesia","1969","584979","128547","100","100","132.391489498683","99.2546704991892","0","17658","13364","0"
"Micronesia","1969","27050","5855","96.62","97.83","106.886651797816","82.0041575648568","0","649","501","0"
"Polynesia","1969","47415","9885","100","100","66.6056040190853","51.1944324799671","0","682","523","0"
"World","1969","517493068","113154511","94.7","94.8","154.103494275678","101.36569907203","48.7672769884694","18004948","12023222","5928204"
"Africa","1970","66214461","15447209","89.15","89.46","263.460657437651","145.649967258897","45.4042715876194","4266722","2402235","946831"
"Northern Africa","1970","14436757","3283780","100","100","216.549265029334","134.805150970522","57.2963821925536","756774","476173","214332"
"Southern Africa","1970","4205527","932537","11.91","12.15",,,,,,
"Eastern Africa","1970","20847788","4863858","89.38","89.51","228.86593839347","125.406722576462","28.0924380781875","1159208","651276","206172"
"Western Africa","1970","19390211","4647779","99.55","99.56","339.2710557913","179.210616393904","64.152452057775","1666010","889392","355045"
"Middle Africa","1970","7334178","1719255","83.92","83.82","233.939552584763","126.202617418292","10.6902969576152",,"233624","34413"
"Asia","1970","337976169","74540756","95.79","95.84","154.981859703006","105.431956706033","37.5087930575269","12024026","8280840","4365317"
"Eastern Asia","1970","151905957","33021064","99.85","99.85","104.744027317501","79.052074450669","1.16527535251064",,"2702842","78003"
"Central Asia","1970","4742156","1006480","0","0",,,,,,
"Southern Asia","1970","120478690","27268564","95.78","95.79","219.544550846372","139.748416164949","82.5812438216735","6430741","4116789","2557345"
"South-Eastern Asia","1970","46454649","10034083","96.37","96.22","134.195240320132","91.1100272468739","31.9665026010059","1405605","960431","423194"
"Western Asia","1970","14394717","3210565","82.61","83.73","175.332634240862","129.083567515102","42.0771084576842","589285","437754","176416"
"Americas","1970","65170209","13839558","99.89","99.9","92.8364021134135","70.2338806238696","32.0158818686653","1317908","1003930","494389"
"Northern America","1970","19974249","4157342","100","100","23.1430982847614","19.8084323873268","14.8363430859049","96051","82490","62983"
"Latin America and the Caribbean","1970","45195960","9682216","99.84","99.86","121.155794717689","90.9253850874985","39.0653086132543","1222127","921726","437377"
"Central America","1970","12906592","2825731","100","100","117.474013520039","88.5979953973849","37.8870093227021","342653","261279","129476"
"South America","1970","28918262","6145323","99.77","99.8","123.727576885171","92.9992332532411","39.3765543359553","795645","599614","276112"
"Caribbean","1970","3371106","711162","99.78","99.82","113.430714695322","82.1856881343348","41.0690697181724","83838","60847","31480"
"Europe","1970","52743297","10345074","88.55","88.34","28.8044103085414","24.3255469956347","10.5266183232382","305759","257414","140876"
"Northern Europe","1970","7113548","1365521","100","100","19.8851654377867","16.8831167803074","10.7340118270914","27844","23471","16054"
"Southern Europe","1970","11650601","2295160","80.77","80.59","36.0686438452177","31.3062165329522","19.6582206643816","86322","74576","46440"
"Eastern Europe","1970","20826099","4223306","81.76","81.99","33.27796975239","27.5786515072592","4.51513342960455","142123","118099","31728"
"Western Europe","1970","13153049","2461087","99.99","99.99","21.9394997190014","18.5264683088359","12.0005069242758","56256","46969","29937"
"Oceania","1970","2159822","459817","99.96","99.98","54.9059568863491","42.3092446420123","8.20228767216999","25280","19711","5189"
"Australia and New Zealand","1970","1488066","313256","100","100","21.3232320689984","17.6857064686665","12.2323245458833","6626","5564","3902"
"Melanesia","1970","596622","130736","100","100","128.185452165848","96.2225012780615","0","17383","13167","0"
"Micronesia","1970","27648","5999","96.93","98.32","102.333543417221","78.7746989270568","0","633","490","0"
"Polynesia","1970","47486","9826","100","100","63.121713667419","48.5997527007066","0","644","494","0"
"World","1970","524266002","114632779","94.7","94.8","151.765538375744","99.6689245163977","48.2869943263404","17939965","11964416","5958573"
"Africa","1971","68066311","15860777","89.14","89.48","239.773974082434","133.173064877687","44.8671309067548","3949284","2255166","955982"
"Northern Africa","1971","14750360","3355342","100","100","212.318806915304","133.392302944769","56.7902346034249","756498","480686","216838"
"Southern Africa","1971","4330807","957101","11.87","12.17",,,,,,
"Eastern Africa","1971","21507688","5014001","89.36","89.48","223.585092637786","123.690069269462","27.7411160441144","1165620","661883","209534"
"Western Africa","1971","19924419","4773406","99.56","99.57","280.134875647502","145.322974587854","62.3774861363861","1371929","741371","354691"
"Middle Africa","1971","7553037","1760927","84.08","84.13","229.894051889646","124.29263449204","13.7472032790799",,"235436","44029"
"Asia","1971","342498763","74357334","97.76","97.77","156.863587403147","105.865316032551","37.6655946243375","12216050","8303895","4347199"
"Eastern Asia","1971","153265259","32141652","99.85","99.85","98.8441174280275","74.7077851071539","1.18456600980462",,"2519732","75214"
"Central Asia","1971","4797008","1035601","30.79","30.19",,,,,,
"Southern Asia","1971","122713935","27767956","100","100","229.582926521268","143.444686048376","78.9002520145748","6802985","4303858","2593929"
"South-Eastern Asia","1971","47075678","10142242","96.39","96.3","130.157149036161","88.7463404507785","31.1373982724276","1376506","944722","417363"
"Western Asia","1971","14646883","3269883","83.42","84.33","168.382541123356","124.741592002733","41.7579981011379","576254","431496","177646"
"Americas","1971","65570154","13835557","99.89","99.9","89.5978907639833","68.867018650433","31.4804163759052","1276186","983495","484903"
"Northern America","1971","19792331","4020789","100","100","22.2470240705387","19.0082418992309","14.2416609727049","91906","78755","57988"
"Latin America and the Caribbean","1971","45777823","9814768","99.84","99.86","116.079992022425","88.2092597075259","38.1680285529312","1184572","905007","432673"
"Central America","1971","13218103","2879884","100","100","113.564821627259","86.2612508694598","36.5744512102034","337642","259035","127330"
"South America","1971","29186227","6225369","99.77","99.8","117.737996063349","89.9181557494664","38.5985297629414","764772","586216","273754"
"Caribbean","1971","3373493","709515","99.8","99.82","111.648043261728","81.0710479582993","40.8719058359202","82164","59767","31156"
"Europe","1971","52546135","10422656","95.76","95.67","28.1774785027434","23.8691145777117","9.36462196531236","298388","252066","134198"
"Northern Europe","1971","6998288","1357664","100","100","19.3249822834587","16.3891658345212","10.4473139956181","26779","22584","15548"
"Southern Europe","1971","11500366","2298666","80.62","80.39","33.7717284626785","29.3474385432839","18.9713386500611","79912","69128","45001"
"Eastern Europe","1971","21223810","4347148","100","100","32.7202420429551","27.2328666302382","3.61669247131981","141577","118981","28971"
"Western Europe","1971","12823671","2419178","99.99","99.98","21.0634706394475","17.7516181835306","11.690619234395","52686","43894","28743"
"Oceania","1971","2233835","485037","99.97","99.98","52.2456398045537","40.1151763460944","8.22407032748496","25110","19625","5434"
"Australia and New Zealand","1971","1549858","336358","100","100","20.8556898758514","17.3032454405236","12.0158999625553","6796","5728","4128"
"Melanesia","1971","608292","132795","100","100","124.150313966869","93.300178492896","0","17093","12953","0"
"Micronesia","1971","28259","6148","97.39","98.41","98.2318744657984","75.8078429386142","0","621","483","0"
"Polynesia","1971","47426","9736","100","100","59.806525226446","46.1192467076368","0","605","465","0"
"World","1971","530917286","114961727","96.7","96.7","149.118120140992","98.0379002894171","48.2231369009112","17765310","11814514","5933474"
"Africa","1972","69940119","16265866","91.06","91.41","239.547017513064","132.483199413252","44.2513555655873","4042528","2305138","961818"
"Northern Africa","1972","15080111","3425929","100","100","207.743642251844","131.786393885035","57.1465527246216","754358","484060","216441"
"Southern Africa","1972","4445815","979179","11.93","12.3",,,,,,
"Eastern Africa","1972","22165237","5155191","95.39","95.43","233.549636105776","127.431513848511","27.8828903815083","1245270","701674","216441"
"Western Africa","1972","20476758","4899370","99.57","99.58","273.749215512155","141.814000740289","61.3817609898882","1384999","746983","357863"
"Middle Africa","1972","7772198","1806197","84.23","84.32","225.992796117171","122.503387131729","13.4332365554067",,"237606","44151"
"Asia","1972","347709766","74051719","98.13","98.12","147.535547620614","101.479731039641","37.9297173966864","11452398","7908561","4329587"
"Eastern Asia","1972","155070341","31023662","99.85","99.84","93.2632621521858","70.7836150481991","1.16368043282031",,"2291363","71458"
"Central Asia","1972","4878186","1064597","41.67","41.73",,,,,,
"Southern Asia","1972","125092725","28358678","100","100","208.857291192038","135.525744010295","78.1937963821344","6315765","4140127","2613117"
"South-Eastern Asia","1972","47709874","10260802","96.41","96.36","128.837804249371","87.5212893737973","30.2916570344593","1376964","941491","411979"
"Western Asia","1972","14958640","3343980","88.66","89.61","163.324424933703","122.476532545718","38.4298739354009","564792","430991","173493"
"Americas","1972","65932148","13679160","99.89","99.9","88.7042940607013","68.4050754294573","31.4072945882862","1251199","965781","473961"
"Northern America","1972","19530043","3731392","100","100","21.3347327275735","18.1936560184151","13.5255000149652","83703","70875","50894"
"Latin America and the Caribbean","1972","46402105","9947768","99.84","99.86","113.112285320024","86.1804869339678","37.7376525169849","1167802","895154","427740"
"Central America","1972","13509222","2927228","100","100","110.639482446754","84.1713232451569","36.9602651232741","334444","256758","125627"
"South America","1972","29517491","6311963","99.78","99.8","114.620258175974","87.8218768821949","37.7685414874829","752895","579757","271157"
"Caribbean","1972","3375392","708577","99.81","99.82","109.804459037907","79.8059941521923","40.6865043087768","80473","58650","30764"
"Europe","1972","52212096","10338416","95.76","95.6","27.1350426274049","22.9775383535314","8.92201527821329","285939","241581","127474"
"Northern Europe","1972","6855922","1308109","100","100","18.7390566349424","15.8741867509294","10.1445596435174","25371","21342","14513"
"Southern Europe","1972","11407953","2291851","80.61","80.16","31.3716283809135","27.2838917264994","18.0944766775413","74022","64177","42588"
"Eastern Europe","1972","21491733","4438338","100","100","31.4908529936966","26.3740974705868","3.55223879003688","139827","117673","29042"
"Western Europe","1972","12456488","2300118","99.99","99.98","20.1159440493973","16.9093021627689","11.2749756861229","48692","40409","26201"
"Oceania","1972","2279650","481220","99.97","99.98","50.7998612848476","39.4458765911404","7.92851303289217","24733","19329","5209"
"Australia and New Zealand","1972","1583814","330703","100","100","20.2071247285003","16.767251770806","11.7124221482677","6760","5686","3938"
"Melanesia","1972","619787","134635","100","100","120.382678387384","90.58150043725","0","16802","12737","0"
"Micronesia","1972","28853","6257","97.81","98.39","94.5565031514719","73.1637786024233","0","608","474","0"
"Polynesia","1972","47196","9625","100","100","56.6914811095907","43.7718692928257","0","567","436","0"
"World","1972","538075835","114816743","97.2","97.2","143.356012923629","95.1939076392629","48.0458708882955","17057103","11440638","5902722"
"Africa","1973","71865316","16681926","91.16","91.51","233.619845861818","130.3925734398","44.2769866421517","4059359","2323481","977184"
"Northern Africa","1973","15418459","3491011","100","100","202.512639111734","129.76789120814","56.2412470869086","748681","485156","216488"
"Southern Africa","1973","4559092","999709","12.04","12.5",,,,,,
"Eastern Africa","1973","22826765","5297689","95.61","95.65","227.01370503591","126.735132600878","27.5953494445217","1254826","715883","220180"
"Western Africa","1973","21068513","5041300","99.58","99.59","267.134672404755","138.136598491001","60.3327148452797","1395170","747424","361224"
"Middle Africa","1973","7992487","1852217","84.34","84.31","222.318792929112","120.833703240541","20.3339222441444",,"240130","64359"
"Asia","1973","350882415","73932664","98.14","98.1","143.671766425118","98.9383832758276","38.3255380994385","11137634","7689169","4328132"
"Eastern Asia","1973","154546196","30103832","99.85","99.83","87.8214740618317","66.8856638716716","1.14867616730191",,"2098395","68190"
"Central Asia","1973","4981267","1087596","41.71","41.8",,,,,,
"Southern Asia","1973","127731644","28957297","100","100","204.668045759255","133.011043593698","77.5967208008395","6301202","4143339","2641709"
"South-Eastern Asia","1973","48359392","10394312","96.45","96.45","123.176255897524","84.6154270716992","29.4772177718417","1331066","920515","406595"
"Western Asia","1973","15263916","3389627","88.98","89.75","155.38208274141","118.438490912312","38.2670097105594","549751","422061","172030"
"Americas","1973","66336374","13673054","99.9","99.91","86.7600235000699","67.0286225795733","30.6591165646466","1219553","945139","463151"
"Northern America","1973","19272824","3595078","100","100","20.4189572444264","17.3759647794188","12.715946021837","76350","63986","46258"
"Latin America and the Caribbean","1973","47063550","10077976","99.86","99.88","109.456477164144","83.8497576580273","36.737834377722","1143487","881368","421459"
"Central America","1973","13777314","2967002","100","100","105.760774957581","81.3232772460132","35.7518350937615","324191","251203","122954"
"South America","1973","29913431","6405936","99.79","99.81","111.331424458329","85.6094679944615","36.8206647314113","740670","572777","268035"
"Caribbean","1973","3372805","705038","99.97","99.97","107.855601145485","78.4421465983824","40.1334249743203","78649","57409","30242"
"Europe","1973","51848341","10163119","95.75","95.51","26.2295577867853","22.1901684248875","8.50803335545947","272294","229690","119790"
"Northern Europe","1973","6702541","1248198","100","100","18.1510496305404","15.3553574927563","9.81298099559511","23583","19724","13393"
"Southern Europe","1973","11370138","2281096","80.64","80","29.0191438036715","25.2419024162974","17.1136142111246","67974","58974","40048"
"Eastern Europe","1973","21733590","4470077","100","100","30.7400316888885","25.7440653468535","3.60070273864726","138053","116210","29473"
"Western Europe","1973","12042072","2163748","99.99","99.98","19.2067104609559","16.1126430030466","10.631471198766","43989","36220","23226"
"Oceania","1973","2292121","464183","99.98","99.98","50.2806550397449","39.1459998994821","7.48184970037186","23869","18559","4777"
"Australia and New Zealand","1973","1590505","312468","100","100","19.4075432686754","16.1018200691803","11.3045622566162","6295","5226","3572"
"Melanesia","1973","625661","135874","100","100","116.570103409842","87.7640760334186","0","16448","12462","0"
"Micronesia","1973","29308","6332","98.14","98.33","91.3225620028336","70.8118978707691","0","596","466","0"
"Polynesia","1973","46647","9509","100","100","53.8005965942034","41.6067783201635","0","534","409","0"
"World","1973","543226546","114915307","97.2","97.1","140.34244196621","93.2521756816839","48.0029947971192","16712993","11206253","5897600"
"Africa","1974","73899489","17131406","91.21","91.58","229.050621227356","128.289017969904","43.5780858248641","4087784","2345268","987762"
"Northern Africa","1974","15805824","3563934","100","100","196.386415538085","127.200452592894","55.2134544738775","739421","484278","216752"
"Southern Africa","1974","4665294","1016152","12.21","12.82",,,,,,
"Eastern Africa","1974","23505853","5453008","95.63","95.67","225.286663214797","126.445922900567","27.4043972205626","1281326","735350","225553"
"Western Africa","1974","21710533","5199932","99.58","99.59","260.211083675843","134.35047534494","59.2159273381996","1403627","748691","365169"
"Middle Africa","1974","8211985","1898380","84.42","84.21","218.79170757536","119.261363589968","20.198801565061","436041","242669","65414"
"Asia","1974","350811200","72838304","98.12","98.08","143.437838313443","98.6061963857527","39.8557875218765","11001633","7552471","4294845"
"Eastern Asia","1974","150742481","28358125","99.84","99.81","82.4874542064713","63.0182680786368","1.15006041206138","2523945","1878560","63446"
"Central Asia","1974","5099964","1106630","41.78","41.72",,,,,,
"Southern Asia","1974","130531217","29540485","100","100","206.434062613022","133.881869519093","76.8754516134093","6481140","4249164","2666477"
"South-Eastern Asia","1974","48868271","10393179","96.52","96.65","120.603321219689","82.981949198566","33.2425671765943","1309651","905117","402257"
"Western Asia","1974","15569267","3439885","89.21","89.83","148.95479196945","114.150815351467","37.0872393239487","534473","412328","169473"
"Americas","1974","66675044","13794659","99.91","99.91","84.4076170914992","65.1949403669371","30.014830792628","1194410","927220","453614"
"Northern America","1974","18945894","3604381","100","100","19.5096704902935","16.5676459859191","11.9284810062036","71950","60255","43636"
"Latin America and the Caribbean","1974","47729150","10190278","99.87","99.88","106.31545339912","81.6337220524543","36.1290421509097","1122739","867174","413885"
"Central America","1974","14019519","3002422","100","100","103.034216869794","79.2377289076963","36.1341527382865","319596","247464","121098"
"South America","1974","30349880","6491808","99.8","99.81","107.827977083154","83.1877379057116","35.7610062127298","726484","563737","263266"
"Caribbean","1974","3359751","696048","99.97","99.98","106.217929243078","77.4412745343361","39.5490598280911","76678","55991","29368"
"Europe","1974","51674111","10233155","95.75","95.53","25.4985519540505","21.5667045817649","8.01678874437527","263044","221957","115012"
"Northern Europe","1974","6537516","1206539","100","100","17.5193950743698","14.7937204229786","9.37110168472459","21962","18286","12437"
"Southern Europe","1974","11372184","2291172","80.68","80.05","26.767705333382","23.2686346549674","16.1191323743554","62628","54374","37889"
"Eastern Europe","1974","22180474","4656818","100","100","30.2166596324589","25.3162962488277","3.6154369315287","138932","117194","30950"
"Western Europe","1974","11583937","2078626","99.99","99.98","18.4415820455647","15.4631749344765","9.99704949738981","40111","32904","21015"
"Oceania","1974","2302715","458329","99.98","99.98","49.2296200850133","38.1436359718407","17.9163486328595","22965","17786","9295"
"Australia and New Zealand","1974","1595217","305414","100","100","18.4901260225183","15.3351988339765","10.7733936212608","5810","4776","3334"
"Melanesia","1974","631861","137075","100","100","112.850515382403","85.0333002499755","35.0967856957593","16068","12167","6191"
"Micronesia","1974","29586","6417","98.27","98.22","88.7267262228429","68.9522972296833","0","589","460","0"
"Polynesia","1974","46051","9423","100","100","51.1211290698693","39.5766058596439","0","502","387","0"
"World","1974","545364483","114456217","97.2","97.1","139.412853983085","92.4256756407971","48.0580594471785","16570115","11064911","5864435"
"Africa","1975","76002170","17617795","91.6","91.98","224.191048800303","125.99339845719","42.7658193210957","4112306","2366428","998028"
"Northern Africa","1975","16186424","3650748","100","100","189.516182942909","124.114087440828","54.1060404222276","728048","482670","217094"
"Southern Africa","1975","4765883","1031654","12.43","13.17",,,,,,
