"ARR 1990-2018 median","ARR 1990-2000 median","ARR 2000-2018 median","Required ARR median","Change in ARR median","Percentage decline 1990-2018 median","Percentage decline 1990-2000 median","Percentage decline 2000-2018 median"
3.14819801864557,1.98765025519071,3.7929467761205,,1.80529652092979,58.5836909871245,18.0257510729614,49.4764397905759
