"ARR 1990-2019 median","ARR 1990-2000 median","ARR 2000-2019 median","Required ARR median","Change in ARR median","Percentage decline 1990-2019 median","Percentage decline 1990-2000 median","Percentage decline 2000-2019 median"
3.01813563860791,2.06270990113083,3.52099128991163,,1.4582813887808,58.3246073298429,18.6387434554974,48.7773487773488
