"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"Africa","1950","19822027","4801850","9.81","9.94",,,,
"Northern Africa","1950","4418640","1113537","0","0",,,,
"Southern Africa","1950","1241994","279963","1.97","2.17",,,,
"Eastern Africa","1950","5964522","1425690","0.04","0.04",,,,
"Western Africa","1950","5996487","1459333","27.03","27.19",,,,
"Middle Africa","1950","2200384","523327","13.48","14.15",,,,
"Asia","1950","103309503","25110968","6.29","5.3",,,,
"Eastern Asia","1950","49122000","11633421","12.22","10.4",,,,
"Central Asia","1950","1102661","287323","0","0",,,,
"Southern Asia","1950","36247500","9076274","0","0",,,,
"South-Eastern Asia","1950","12905856","3139871","0.03","0.03",,,,
"Western Asia","1950","3931488","974079","12.52","12.49",,,,
"Americas","1950","23464996","5265026","61.77","60.42",,"89.1424100075146",,
"Northern America","1950","9591998","2018874","100","100",,"37.2420807746407",,
"Latin America and the Caribbean","1950","13872998","3246152","35.35","35.8",,,,
"Central America","1950","3510460","829127","2.45","2.34",,,,
"South America","1950","9258531","2160948","51.66","52.53",,"171.973675036113",,
"Caribbean","1950","1104008","256077","3.16","2.94",,,,
"Europe","1950","26705915","5983474","51.72","47.66",,,"229566","229566"
"Northern Europe","1950","3586843","692307","93.1","92.23",,"35.2007435710567",,
"Southern Europe","1950","5502316","1129865","74.15","71.28",,"81.4986164914972",,
"Eastern Europe","1950","11548048","2854721","25.19","24.2",,,,
"Western Europe","1950","6068710","1306583","57.41","54.89",,"50.3728359836606",,
"Oceania","1950","774411","164906","98","97.83",,"71.9980107390494",,
"Australia and New Zealand","1950","572571","118091","100","100",,"28.5309190008175",,
"Melanesia","1950","178066","41183","97.5","97.59",,"183.134669137284",,
"Micronesia","1950","8097","1941","37.56","38.78",,,,
"Polynesia","1950","15678","3692","61.65","62.1",,"118.136985152983",,
"World","1950","174077601","41326365","21.5","19.4",,,,
"Africa","1951","20224899","4901964","13.39","13.29",,,,
"Northern Africa","1951","4587341","1146803","0","0",,,,
"Southern Africa","1951","1265195","283813","2.03","2.2",,,,
"Eastern Africa","1951","6071534","1429275","11.77","11.35",,,,
"Western Africa","1951","6068738","1504677","27.36","27.05",,,,
"Middle Africa","1951","2232092","537398","13.74","14.18",,,,
"Asia","1951","108036317","25977531","17.06","15.58",,,,
"Eastern Asia","1951","51560972","12052508","16.45","13.78",,,,
"Central Asia","1951","1231714","313626","0","0",,,,
"Southern Asia","1951","37695424","9348301","18.87","18.17",,,,
"South-Eastern Asia","1951","13436721","3238682","17.33","17.34",,,,
"Western Asia","1951","4111486","1024416","12.34","12.36",,,,
"Americas","1951","24244196","5394632","62.79","61.51","113.266183157023","87.6437038560315",,"501412"
"Northern America","1951","9873851","2066780","100","100","41.9134595233379","36.2126860843974",,"76060"
"Latin America and the Caribbean","1951","14370345","3327852","37.22","37.6",,,,
"Central America","1951","3632831","846803","2.47","2.38",,,,
"South America","1951","9606709","2218230","51.9","52.55","225.471362208598","168.964470185834",,"405891"
"Caribbean","1951","1130806","262820","24.17","24.83",,,,
"Europe","1951","27591262","5883190","51.88","48.72","80.2611135698823",,"421325","410610"
"Northern Europe","1951","3532825","666922","92.85","92.1","39.6046681396716","33.7945393285118",,"23049"
"Southern Europe","1951","5495153","1106428","80.51","77.83","95.7812469276704","73.7896063687981",,"87998"
"Eastern Europe","1951","12316930","2817008","24.82","24.01",,,,
"Western Europe","1951","6246354","1292833","56.9","55.26","55.596310650771","47.1109466717556",,"62539"
"Oceania","1951","800627","169901","98.17","98.02","101.031253378855","73.3085192819726",,"12668"
"Australia and New Zealand","1951","593133","121703","100","100","35.0919106164854","28.055298816474",,"3440"
"Melanesia","1951","182837","42407","97.52","97.61","265.982979568837","186.951097074177",,"8679"
"Micronesia","1951","8436","1990","38.11","38.64",,,,
"Polynesia","1951","16221","3801","69.82","70.1","161.426251749486","120.419103723504",,"494"
"World","1951","180898041","42327367","28.4","26.1",,,,
"Africa","1952","20667979","5026479","14.79","14.66",,,,
"Northern Africa","1952","4755284","1178445","0","0",,,,
"Southern Africa","1952","1289930","291181","6.42","6.21",,,,
"Eastern Africa","1952","6191186","1468016","15.4","15.15",,,,
"Western Africa","1952","6161869","1538895","27.63","27.23",,,,
"Middle Africa","1952","2269711","549943","13.98","14.09",,,,
"Asia","1952","112913114","27081004","21.71","20.43",,,,
"Eastern Asia","1952","53974797","12716896","15.04","12.21",,,,
"Central Asia","1952","1338381","325614","0","0",,,,
"Southern Asia","1952","39274921","9613687","20.14","20.01",,,,
"South-Eastern Asia","1952","14036990","3362172","55.89","56.37","230.475185927112","187.798631593061",,
"Western Asia","1952","4288026","1062637","15.04","15.06",,,,
"Americas","1952","24857186","5520598","62.57","61.4","111.193741794945","85.8924774962539",,"504467"
"Northern America","1952","9980655","2098737","100","100","40.5979437691822","35.0806449621936",,"75714"
"Latin America and the Caribbean","1952","14876531","3421861","37.46","37.73",,,,
"Central America","1952","3756446","870902","2.49","2.42",,,,
"South America","1952","9960229","2282749","52.16","52.66","220.880228817346","165.927716623169",,"409669"
"Caribbean","1952","1159857","268210","24.45","25.3",,,,
"Europe","1952","28008861","5883748","50.84","48.75","74.6410404890193",,"410719","381817"
"Northern Europe","1952","3422032","654209","92.48","91.89","37.8580869484623","32.3064249612194",,"21758"
"Southern Europe","1952","5478803","1128988","79.88","77.98","88.5136746068261","69.2592168308202",,"82390"
"Eastern Europe","1952","12815120","2826529","24.67","23.78",,,,
"Western Europe","1952","6292906","1274023","56.22","56.07","52.0719924875077","44.0366164680848",,"57109"
"Oceania","1952","817208","174462","98.71","98.61","92.3415536379452","69.3658934885148",,"12414"
"Australia and New Zealand","1952","603397","124598","100","100","34.3608821216976","27.5451459491727",,"3479"
"Melanesia","1952","188203","43897","100","100","235.827974943614","172.655612003942",,"8266"
"Micronesia","1952","8786","2034","38.43","38.72",,,,
"Polynesia","1952","16822","3934","69.69","69.93","153.924067463877","116.688644147017",,"492"
"World","1952","187265080","43686439","31.1","29.1",,,,
"Africa","1953","21184367","5153643","20.59","20.3",,,,
"Northern Africa","1953","4926624","1209984","0","0",,,,
"Southern Africa","1953","1313796","298392","6.36","6.21",,,,
"Eastern Africa","1953","6330968","1508230","34.75","34.32",,,,
"Western Africa","1953","6294035","1573636","27.81","27.41",,,,
"Middle Africa","1953","2318945","563403","14.14","14",,,,
"Asia","1953","118011435","28003709","48.58","48.14",,,,
"Eastern Asia","1953","56409953","13174096","13.77","11.54",,,,
"Central Asia","1953","1437575","339590","0","0",,,,
"Southern Asia","1953","41002289","9888018","94.43","94.26","285.584615376478","183.81588220331",,
"South-Eastern Asia","1953","14705865","3502919","55.51","56.23","261.638208188425","182.077269052301",,"689634"
"Western Asia","1953","4455753","1099088","60.09","60.83","276.129280891905","201.193906539371",,
"Americas","1953","25476632","5655330","76.43","75.88","118.081734350034","93.7530345255432",,"563832"
"Northern America","1953","10107509","2138733","100","100","39.5282642004762","34.1716316310041",,"75343"
"Latin America and the Caribbean","1953","15369124","3516598","60.93","61.21","201.616266068703","148.316306386619",,
"Central America","1953","3873925","894543","77.87","77.53","174.254773685858","140.72506811583",,
"South America","1953","10303971","2347341","58.17","58.59","208.737353653325","154.905185922029",,"392878"
"Caribbean","1953","1191228","274714","29.74","30.41",,,,
"Europe","1953","28299091","5886437","50.03","48.91","69.825794401965",,"401275","357213"
"Northern Europe","1953","3333538","657712","92.18","91.98","36.188278034063","30.8980569734957",,"20790"
"Southern Europe","1953","5453363","1137775","79.21","77.57","82.814416217335","65.2389456898368",,"77938"
"Eastern Europe","1953","13222927","2828503","24.55","23.89",,,,
"Western Europe","1953","6289264","1262447","55.96","56.69","49.0944764166884","41.4956093603448",,"53038"
"Oceania","1953","833565","178513","98.68","98.6","90.6859122210085","68.3994454221186",,"12452"
"Australia and New Zealand","1953","612796","126912","100","100","33.4825203509669","26.9241516309278",,"3472"
"Melanesia","1953","194198","45463","100","100","228.72627166336","168.202233433663",,"8312"
"Micronesia","1953","9132","2080","38.45","38.78",,,,
"Polynesia","1953","17441","4059","69.36","69.64","148.608336187069","112.931955134022",,"489"
"World","1953","193805821","44877785","49.6","48.7",,,,
"Africa","1954","21755958","5280326","29.66","29.29",,,,
"Northern Africa","1954","5096537","1239560","18.59","17.85",,,,
"Southern Africa","1954","1341264","305445","9.33","9.4",,,,
"Eastern Africa","1954","6476546","1548548","43.14","42.81",,,,
"Western Africa","1954","6462033","1609857","29.15","28.77",,,,
"Middle Africa","1954","2379579","576917","29.55","29.57",,,,
"Asia","1954","122622094","28445403","50.07","50.43","248.844548051191","167.070979373167",,
"Eastern Asia","1954","58516363","13168166","12.82","11.44",,,,
"Central Asia","1954","1530686","354297","0","0",,,,
"Southern Asia","1954","42596038","10163634","94.43","94.28","268.615094861499","180.405064703183",,"2030892"
"South-Eastern Asia","1954","15364950","3633933","70.91","70.89","236.855938299438","157.831996268772",,"619299"
"Western Asia","1954","4614059","1125374","60.12","60.4","283.544350922047","198.076404117475",,"242055"
"Americas","1954","26146086","5799350","86.24","86.07","130.303068325067","98.0856186412784",,"604137"
"Northern America","1954","10307362","2187549","100","100","38.438871883046","33.237459457505",,"75010"
"Latin America and the Caribbean","1954","15838725","3611801","77.28","77.63","202.088189481653","145.255996849349",,"568275"
"Central America","1954","3988128","918733","77.8","77.56","209.286615654394","135.961571074893",,"136370"
"South America","1954","10626030","2411535","82.53","83.14","200.066645946177","150.413532824489",,"391798"
"Caribbean","1954","1224567","281534","30.03","30.69",,,,
"Europe","1954","28413813","5915131","49.62","48.79",,,,
"Northern Europe","1954","3279898","655865","92.03","91.91","34.7849580881527","29.7331439802714",,"19902"
"Southern Europe","1954","5440764","1143098","78.72","77.32","78.2648962734453","62.2895859772901",,"74677"
"Eastern Europe","1954","13428808","2857027","24.48","23.94",,,,
"Western Europe","1954","6264344","1259141","56.05","56.84","46.0707680434559","38.8731191028652",,"49432"
"Oceania","1954","852894","181497","98.72","98.64","88.9688016563407","67.1786847338427",,"12405"
"Australia and New Zealand","1954","624841","128424","100","100","32.6484409947957","26.3356686794117",,"3413"
"Melanesia","1954","200633","46792","100","100","222.132849698525","163.64983491468",,"8310"
"Micronesia","1954","9415","2125","38.35","38.87",,,,
"Polynesia","1954","18005","4157","71.67","71.9","146.117750825186","112.092049945187",,"496"
"World","1954","199791582","45621862","52.7","52.5","217.842918268396","144.734487388062",,
"Africa","1955","22352343","5405940","42.58","42.39",,,,
"Northern Africa","1955","5257456","1266714","73.27","73.32","248.810436550897","175.972649448181",,
"Southern Africa","1955","1377134","312670","9.27","9.45",,,,
"Eastern Africa","1955","6641620","1589372","43.28","42.99",,,,
"Western Africa","1955","6632596","1646952","29.28","28.9",,,,
"Middle Africa","1955","2443538","590233","29.48","29.45",,,,
"Asia","1955","126768482","29260661","50.04","50.49","241.647379053218","163.219679890268",,"5157456"
"Eastern Asia","1955","60445032","13568550","12.09","11.13",,,,
"Central Asia","1955","1610204","370734","0","0",,,,
"Southern Asia","1955","43966479","10421954","94.43","94.25","263.426922466771","177.105108788971",,"2039825"
"South-Eastern Asia","1955","15995294","3762814","71.12","71.09","223.204351944232","152.8908284994",,"621092"
"Western Asia","1955","4751474","1136610","67.92","67.45","270.395187184566","187.334202169195",,"233815"
"Americas","1955","26833762","5928919","89.04","88.97","132.120500589645","98.0892725904175",,"614971"
"Northern America","1955","10528171","2221905","100","100","37.4564539568065","32.4121477544509",,"74452"
"Latin America and the Caribbean","1955","16305591","3707014","81.97","82.35","197.171736953742","142.384379682997",,"570581"
"Central America","1955","4108984","942566","87.08","86.9","200.965278000172","133.530844329361",,"137036"
"South America","1955","10938334","2475950","85.98","86.61","198.369320968471","147.446865292317",,"393789"
"Caribbean","1955","1258274","288499","30.39","30.96",,,,
"Europe","1955","28483177","5953488","52.92","52.26","64.8339514385028","55.1197101527821",,
"Northern Europe","1955","3251296","652551","91.95","91.73","33.3808574015277","28.5541299254335",,"19078"
"Southern Europe","1955","5472710","1155257","78.61","77.63","74.7466032280088","60.1100739297761",,"72810"
"Eastern Europe","1955","13526177","2880972","31.57","31.13",,,,
"Western Europe","1955","6232995","1264709","56.35","56.84","43.3036131946363","36.4969248009958",,"46593"
"Oceania","1955","872980","185390","98.71","98.63","86.5766942939643","65.4492055057925",,"12365"
"Australia and New Zealand","1955","637007","130875","100","100","31.7912846876641","25.7327286341962",,"3392"
"Melanesia","1955","207807","48104","100","100","215.416805911835","159.200514393071",,"8295"
"Micronesia","1955","9640","2166","38.34","38.99",,,,
"Polynesia","1955","18527","4245","71.21","71.41","141.344559467631","108.001550660351",,"489"
"World","1955","205311492","46734553","54.9","54.9","213.265291325659","142.544356511737",,"7134344"
"Africa","1956","22972418","5534527","46.05","45.82",,,,
"Northern Africa","1956","5410075","1292351","75.2","75.25","306.065897396607","175.617634565999",,"252589"
"Southern Africa","1956","1416274","320057","9.28","9.49",,,,
"Eastern Africa","1956","6838748","1632558","48.42","47.98",,,,
"Western Africa","1956","6799455","1685617","34.28","33.98",,,,
"Middle Africa","1956","2507867","603945","29.38","29.33",,,,
"Asia","1956","130259511","29429925","50.13","51.45","236.190181647066","159.544263035209",,"5058212"
"Eastern Asia","1956","61728297","13337974","11.66","11.3",,,,
"Central Asia","1956","1684009","389805","0","0",,,,
"Southern Asia","1956","45303010","10659003","94.42","94.2","258.479808870004","173.604130511771",,"2041432"
"South-Eastern Asia","1956","16635512","3869136","71.26","71.64","216.186253516134","148.196117598791",,"618238"
"Western Asia","1956","4908684","1174008","70.69","69.91","260.641988293462","180.017940868834",,"230062"
"Americas","1956","27542379","6055958","90.79","90.73","129.667938424495","96.0538471434852","825525","616443"
"Northern America","1956","10754982","2251716","100","100","36.6702323135366","31.7663924041158","85169","74202"
"Latin America and the Caribbean","1956","16787397","3804242","84.89","85.25","190.717871844296","138.051414707299",,"566764"
"Central America","1956","4235879","967266","91.37","91.29","194.679621238716","131.488852591559",,"138069"
"South America","1956","11259390","2541646","87.6","88.16","191.916993514158","142.76189289419","518186","390890"
"Caribbean","1956","1292128","295330","40.02","40.4",,,,
"Europe","1956","28634120","5951471","52.9","52.52","62.1117179928865","52.4267489555464",,"322405"
"Northern Europe","1956","3253073","661977","91.9","91.82","32.2687377147994","27.6099995921872","21778","18642"
"Southern Europe","1956","5523360","1163193","78.67","78.03","72.1427907448324","58.3949410533228","87939","71399"
"Eastern Europe","1956","13629521","2849246","31.47","31.13",,,,
"Western Europe","1956","6228168","1277056","56.55","56.65","40.8343848026635","34.3937617807899","52588","44332"
"Oceania","1956","893026","190358","98.7","98.64","84.0316490818663","63.656761185827","16073","12346"
"Australia and New Zealand","1956","649074","134338","100","100","30.9811793768316","25.122283604048","4156","3397"
"Melanesia","1956","215062","49483","100","100","208.901716835818","154.70583502289","11036","8276"
"Micronesia","1956","9853","2201","38.4","39.16",,,,
"Polynesia","1956","19038","4336","70.72","70.98","135.6011553165","103.909203518859","621","480"
"World","1956","210302215","47162399","55.6","56.2","209.167267699186","139.398550898019",,"7039043"
"Africa","1957","23581009","5659438","51.23","50.95","285.268481014819","162.577302133298",,
"Northern Africa","1957","5554201","1316536","93.46","93.45","297.638489885492","171.7387974626",,"251067"
"Southern Africa","1957","1455680","327517","9.31","9.53",,,,
"Eastern Africa","1957","7025189","1672092","48.74","48.38",,,,
"Western Africa","1957","6971524","1724843","36.94","36.67",,,,
"Middle Africa","1957","2574417","618450","29.28","29.18",,,,
"Asia","1957","133512019","30208334","50.79","51.82","232.194039661015","157.707482290493",,"5130751"
"Eastern Asia","1957","62766965","13679000","11.43","11.01",,,,
"Central Asia","1957","1766333","410557","0","0",,,,
"Southern Asia","1957","46601112","10892742","95.94","95.8","255.307364807242","172.330772703201",,"2068211"
"South-Eastern Asia","1957","17296878","4012238","71.33","71.46","209.415882607804","143.661672162376","884698","620437"
"Western Asia","1957","5080732","1213798","70.5","69.69","250.612407119565","176.453059241654",,"229502"
"Americas","1957","28276214","6210446","92.17","92.18","127.359476866042","95.0645676052456","831184","624443"
"Northern America","1957","11000398","2307025","100","100","35.8301342047637","31.0638837516526","85127","74252"
"Latin America and the Caribbean","1957","17275816","3903421","87.18","87.56","185.617204773533","135.650632626238",,"570539"
"Central America","1957","4365648","994194","99.81","99.81","191.082711115773","131.719325376988",,"141740"
"South America","1957","11582922","2607197","87.78","88.31","186.442702826006","139.422756752476","517095","391137"
"Caribbean","1957","1327246","302030","40.38","40.7",,,,
"Europe","1957","28835920","5980346","52.82","52.46","59.2368627287319","50.1692345455539",,"309250"
"Northern Europe","1957","3276945","676699","91.89","91.88","31.2884752856198","26.7871175789701","21437","18401"
"Southern Europe","1957","5569769","1174260","78.81","78.46","70.103414068701","57.3318568074928","86066","70520"
"Eastern Europe","1957","13713431","2828107","31.3","30.54",,,,
"Western Europe","1957","6275776","1301280","56.41","56.13","38.3840846966708","32.2579676462842","50218","42377"
"Oceania","1957","913115","195105","98.69","98.64","81.4853886829442","61.914290261834","16014","12343"
"Australia and New Zealand","1957","661365","137594","100","100","30.2951011418232","24.6470469998369","4169","3425"
"Melanesia","1957","222106","50825","100","100","202.524897120749","150.468629345922","10976","8251"
"Micronesia","1957","10046","2228","38.55","39.54",,,,
"Polynesia","1957","19599","4458","70.48","70.79","130.021124102562","99.8572019159244","607","471"
"World","1957","215119066","48253844","56.8","57.2","205.913950406855","138.045132948964",,"7109979"
"Africa","1958","24177282","5785394","51.4","51.03","279.286276565629","159.592845730338",,"1016196"
"Northern Africa","1958","5690238","1340254","93.52","93.48","285.160358687365","168.650252593215",,"250641"
"Southern Africa","1958","1495773","335434","9.34","9.54",,,,
"Eastern Africa","1958","7201146","1712313","49.18","48.76",,,,
"Western Africa","1958","7147287","1763621","37.11","36.78",,,,
"Middle Africa","1958","2642839","633773","29.2","29.05",,,,
"Asia","1958","136308046","30654986","51.37","52.57","228.364853373477","155.203029058321",,"5109729"
"Eastern Asia","1958","63427541","13724306","11.39","11.27",,,,
"Central Asia","1958","1857036","433087","0","0",,,,
"Southern Asia","1958","47841784","11111983","95.9","95.74","251.151833229612","169.154945517985","3044178","2066587"
"South-Eastern Asia","1958","17958512","4152964","71.4","71.33","202.792886491874","139.328705591041","885855","621600"
"Western Asia","1958","5223174","1232647","78.41","78.45","259.929940871243","190.441036764571","361030","252147"
"Americas","1958","29005464","6360305","93.91","93.92","123.64048406031","92.1637028698411","816193","617426"
"Northern America","1958","11237341","2359536","100","100","35.0907137227355","30.413851166608","84818","73931"
"Latin America and the Caribbean","1958","17768124","4000770","90.05","90.33","178.114359696133","129.838445113785","752587","558661"
"Central America","1958","4498773","1021326","99.82","99.82","184.560086188414","128.064369067853","200744","141098"
"South America","1958","11906525","2670451","87.97","88.51","181.522087905276","136.268459272904","515222","391029"
"Caribbean","1958","1362826","308994","76.01","74.71","105.535944120341","70.4649813536303",,
"Europe","1958","29066461","5997779","78.69","78.43","56.1884271046605","47.6360458235265",,"294748"
"Northern Europe","1958","3308042","686291","100","100","32.3020972806319","27.9300704317821","22715","19442"
"Southern Europe","1958","5613773","1183699","79.05","78.93","68.2077260164188","56.1663519742254","84346","69644"
"Eastern Europe","1958","13791644","2810200","83.86","83.62","65.108718775459","55.0265903269427",,
"Western Europe","1958","6353003","1317589","56.07","55.65","36.1269095838936","30.3463871881442","47795","40345"
"Oceania","1958","934659","199930","99.1","99.06","79.5226908807358","60.7576833603491","15982","12350"
"Australia and New Zealand","1958","675212","140904","100","100","29.6419337633598","24.1952040229438","4165","3434"
"Melanesia","1958","228997","52157","100","100","196.22331984712","146.138697508256","10895","8205"
"Micronesia","1958","10253","2282","76.02","76.84","195.675539737841","137.871066841289",,
"Polynesia","1958","20198","4588","70.48","70.73","124.439346309176","95.7731079956913","593","463"
"World","1958","219492735","48998576","60.8","61.1","201.79752001853","134.9308994226",,"7065615"
"Africa","1959","24804637","5925018","52.05","51.54","273.671548295415","156.962767106972",,"1021165"
"Northern Africa","1959","5822000","1364152","93.56","93.49","278.294863416288","165.721399913701",,"250185"
"Southern Africa","1959","1535813","342786","9.36","9.56",,,,
"Eastern Africa","1959","7407363","1766381","49.42","48.69",,,,
"Western Africa","1959","7326226","1802392","37.26","36.91",,,,
"Middle Africa","1959","2713237","649308","34.24","33.94",,,,
"Asia","1959","136869114","29308751","52.5","56.21","224.272758531847","152.242541481083","7178827","4811540"
"Eastern Asia","1959","61922665","11991784","11.81","13.08",,,,
"Central Asia","1959","1954262","454284","0","0",,,,
"Southern Asia","1959","49032141","11328767","95.85","95.69","246.600703471085","166.123787616423","3044190","2065950"
"South-Eastern Asia","1959","18603622","4268266","71.52","71.64","196.499579124193","135.154370718823","882568","618840"
"Western Asia","1959","5356425","1265652","79.24","79.52","267.574695899011","186.879740905242","364049","254593"
"Americas","1959","29691423","6490475","93.97","93.96","120.301641729603","90.5205718558945","810573","616427"
"Northern America","1959","11426937","2391587","100","100","34.5724019303693","29.969223754325","84327","73407"
"Latin America and the Caribbean","1959","18264486","4098888","90.19","90.43","171.652420494457","126.731447706095","746932","557850"
"Central America","1959","4635333","1049079","99.82","99.82","177.530102980339","124.558003421625","197770","140629"
"South America","1959","12229762","2732825","88.15","88.62","176.777239311723","133.179804373728","512983","390456"
"Caribbean","1959","1399392","316985","76.19","74.96","91.6448618762078","69.5477991773314",,"23815"
"Europe","1959","29181484","5992314","78.49","77.92","53.74975255307","44.8865400107752",,"279036"
"Northern Europe","1959","3347362","693753","100","100","31.5887360204394","26.9512848266531","22148","18963"
"Southern Europe","1959","5661244","1191787","79.38","79.28","65.9071490666144","54.606619392296","82210","68299"
"Eastern Europe","1959","13731161","2764484","83.56","82.93","61.245647216424","51.1493699175495",,"148438"
"Western Europe","1959","6441718","1342291","55.72","55","34.2283708298945","28.7277895998618","46162","38990"
"Oceania","1959","958285","204495","99.24","99.2","77.4050924432132","59.250356942335","15867","12288"
"Australia and New Zealand","1959","691152","144039","100","100","29.0015499127675","23.7581500177276","4148","3428"
"Melanesia","1959","235809","53374","100","100","190.083371880604","141.989378169518","10788","8143"
"Micronesia","1959","10541","2383","88.98","88.96","172.550034319798","129.432474986114",,"329"
"Polynesia","1959","20784","4699","70.49","70.62","119.101403929325","91.8598363095694","582","454"
"World","1959","221505791","47921231","61.6","63.6","196.623420437104","131.462664465848","10113784","6755286"
"Africa","1960","25472204","6071772","52.07","51.47","268.345948070613","154.355345763675",,"1026715"
"Northern Africa","1960","5952922","1389492","93.6","93.52","271.471495392549","162.802416843727","412959","249911"
"Southern Africa","1960","1575533","350134","9.38","9.57",,,,
"Eastern Africa","1960","7646570","1822936","49.49","48.57",,,,
"Western Africa","1960","7510406","1843565","37.4","37",,,,
"Middle Africa","1960","2786774","665646","34.11","33.75",,,,
"Asia","1960","134921161","28224149","54.55","59.59","219.747741541879","149.295881742485","6911465","4601733"
"Eastern Asia","1960","57935762","10499738","12.74","14.86",,,,
"Central Asia","1960","2053674","472888","0","0",,,,
"Southern Asia","1960","50217386","11578692","95.8","95.7","242.319727947804","163.271537374678","3051342","2072704"
"South-Eastern Asia","1960","19227995","4379667","71.66","71.96","190.476312487765","131.204302770876","878080","615651"
"Western Asia","1960","5486345","1293165","79","79.4","259.547218031568","182.533301515987","361271","256202"
"Americas","1960","30354704","6609586","96.05","96.21","120.244335476696","91.6612347068637","838243","634509"
"Northern America","1960","11588329","2411446","100","100","34.0041611481475","29.4797342545899","83364","72459"
"Latin America and the Caribbean","1960","18766375","4198140","93.61","94.03","169.536249371495","126.77241931678","766226","570775"
"Central America","1960","4778630","1079130","99.82","99.82","170.936212653644","121.186728877824","195261","140382"
"South America","1960","12550148","2792707","90.71","91.28","174.091929429633","132.197150329095","521261","395593"
"Caribbean","1960","1437597","326304","98.34","98.36","123.064003970254","102.323319172889",,"36133"
"Europe","1960","29216682","5983764","78.17","77.36","50.6217166695947","42.3348118515155","315190","263858"
"Northern Europe","1960","3403009","706499","100","100","30.7258468466366","26.2341482792929","21905","18786"
"Southern Europe","1960","5690079","1188532","79.68","79.34","63.8206471047538","53.29100377177","80242","67143"
"Eastern Europe","1960","13586252","2724713","83.1","82.23","56.7724589772184","47.3547318092218",,"135855"
"Western Europe","1960","6537343","1364021","55.23","54.21","32.5237533588288","27.2871433772827","44740","37807"
"Oceania","1960","982723","209215","99.23","99.19","75.177494470917","57.7143527685136","15725","12207"
"Australia and New Zealand","1960","707936","147301","100","100","28.3325177921018","23.2800300217803","4136","3427"
"Melanesia","1960","242545","54636","100","100","184.137730983403","137.93802167125","10676","8073"
"Micronesia","1960","10892","2474","88.86","88.74","165.726772745969","125.792016800088",,"327"
"Polynesia","1960","21351","4805","70.47","70.48","114.0076042228","88.0439802969088","568","442"
"World","1960","220948347","47098659","63.3","66.1","192.546586619835","129.050348277379","9848774","6547747"
"Africa","1961","26176634","6238064","53.36","52.95","263.550909392497","152.409978898109",,"1037690"
"Northern Africa","1961","6089886","1425023","93.64","93.61","264.689593865155","159.851253215558","409662","249812"
"Southern Africa","1961","1617589","359353","9.38","9.52",,,,
"Eastern Africa","1961","7901487","1874927","53.77","53.22","230.709970804608","129.180941542725",,
"Western Africa","1961","7705718","1896089","37.56","37.35",,,,
"Middle Africa","1961","2861955","682673","33.98","33.56",,,,
"Asia","1961","132714236","27826601","56.82","61.83","215.495404831133","146.637125989012","6683929","4446559"
"Eastern Asia","1961","53676254","9711398","13.88","16.04",,,,
"Central Asia","1961","2150375","488948","0","0",,,,
"Southern Asia","1961","51422916","11841404","95.78","95.75","238.267171248846","160.630497888366","3061876","2082875"
"South-Eastern Asia","1961","19803378","4440250","71.92","72.94","184.924287408072","127.595517550846","867260","605961"
"Western Asia","1961","5661315","1344602","78.82","79.68","250.886037217424","177.534035192677","358454","257175"
"Americas","1961","31004626","6717429","96.1","96.24","119.186330829491","89.8994807093627","829942","630718"
"Northern America","1961","11736057","2422724","100","100","33.2159491794412","28.791712224594","81764","70967"
"Latin America and the Caribbean","1961","19268570","4294705","93.72","94.12","166.864952696584","123.735375090045","759777","568418"
"Central America","1961","4930096","1111554","99.82","99.82","164.95396144592","118.194965196587","193495","140665"
"South America","1961","12861185","2847841","90.85","91.39","171.045040912484","129.022059614729","516884","392967"
"Caribbean","1961","1477290","335311","98.35","98.38","140.213554706468","100.516490411175",,"35951"
"Europe","1961","29281136","5958954","77.87","77.13","47.4715739969532","39.7212660793101","294276","246144"
"Northern Europe","1961","3468025","722559","100","100","29.8290113593049","25.4738248585108","21738","18674"
"Southern Europe","1961","5718139","1193981","79.88","79.33","61.3146892961366","51.5497802711294","77142","64925"
"Eastern Europe","1961","13459877","2658197","82.7","82.1","52.6089515680729","43.8095258568573",,"121761"
"Western Europe","1961","6635095","1384217","54.78","53.76","30.9809476021313","25.9834704684599","43518","36783"
"Oceania","1961","1006382","213936","99.23","99.19","72.5174297817848","55.6694682730113","15616","12153"
"Australia and New Zealand","1961","723757","150573","100","100","27.645415440856","22.7640097608945","4153","3453"
"Melanesia","1961","249467","55928","100","100","178.41980647881","133.88852620829","10564","8002"
"Micronesia","1961","11261","2539","88.79","89.03","160.421303404078","122.17809664953",,"327"
"Polynesia","1961","21897","4897","70.38","70.34","109.246763872239","84.487384813968","554","433"
"World","1961","220183901","46955154","64.9","67.7","188.578440979182","126.353353035768","9610170","6381931"
"Africa","1962","26923350","6413804","54.83","54.49","261.791676762491","150.723659973853","1794597","1050951"
"Northern Africa","1962","6239555","1464230","100","100","258.979791350748","158.066839428762","408696","251760"
"Southern Africa","1962","1663066","369836","9.34","9.44",,,,
"Eastern Africa","1962","8169999","1929848","53.68","53.25","236.729878935622","127.318394031951",,"268219"
"Western Africa","1962","7912787","1950421","37.72","37.65",,,,
"Middle Africa","1962","2937943","699470","33.87","33.41",,,,
