"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"Africa","1989","55771406","12417785","100","100","172.948565095448","103.788162203501","2230830","1364852"
"Northern Africa","1989","11156156","2326515","100","100","92.1612575920757","70.0173600541323","222152","168631"
"Southern Africa","1989","3386778","690447","100","100","67.1190520456639","60.1014268242511","47671","42727"
"Eastern Africa","1989","18053804","4112178","100","100","189.81145575234","117.63045792718","818556","516771"
"Western Africa","1989","16622745","3785777","100","100","213.058645311545","114.481557300466","847408","463742"
"Middle Africa","1989","6551924","1502869","100","100","188.563897587796","107.571791531947","295043","172981"
"Asia","1989","205697195","43369353","100","100","93.336728333006","70.2446790521303","4191175","3168587"
"Eastern Asia","1989","70674598","14840553","100","100","53.33291923214","43.407159295257","804990","660058"
"Central Asia","1989","3720837","777990","100","100","77.9011383970801","66.8319898242074","63120","54262"
"Southern Asia","1989","91511107","19508294","100","100","128.838160598838","93.5929687410795","2643680","1924489"
"South-Eastern Asia","1989","28802802","5925261","100","100","80.9730020686007","62.2865302863784","496456","381483"
"Western Asia","1989","10987852","2317257","100","100","76.9479602597898","62.0116354494324","182929","148295"
"Americas","1989","39031981","8067966","100","100","48.2893431334895","39.4070602615778","399905","327003"
"Northern America","1989","10734339","2248630","100","100","12.492227792521","10.4155623343453","28058","23558"
"Latin America and the Caribbean","1989","28297642","5819336","100","100","61.7247704648196","50.3527532312742","371847","303445"
"Central America","1989","8026806","1675829","100","100","56.8553979701968","47.2972174194889","99026","82494"
"South America","1989","18496790","3766069","100","100","62.1849784527524","50.913751893113","242392","198194"
"Caribbean","1989","1774047","377439","100","100","78.7645205840506","58.35743230912","30429","22757"
"Europe","1989","25061572","4899834","100","100","18.6190715392678","15.5825720136501","93753","78077"
"Northern Europe","1989","3095031","611652","100","100","11.1420278297278","9.29356350356651","7137","5978"
"Southern Europe","1989","4265509","852028","100","100","19.6018387740641","16.5799691013415","16832","14197"
"Eastern Europe","1989","12334523","2344012","100","100","24.1560738140908","20.2510997046954","58410","48446"
"Western Europe","1989","5366509","1092143","100","100","10.3924107501012","8.60444878254352","11374","9456"
"Oceania","1989","1238113","256494","100","100","36.8189147951824","28.9197945704171","9435","7468"
"Australia and New Zealand","1989","776699","158048","100","100","11.2946290286073","9.29465214286481","1764","1460"
"Melanesia","1989","417816","89295","100","100","78.4630161312545","60.8739214554696","7195","5622"
"Micronesia","1989","20596","4376","100","100","69.8318708794459","56.5576135017841","314","256"
"Polynesia","1989","23002","4776","100","100","31.1479622405942","24.9062320844962","162","130"
"World","1989","326801235","69011640","100","100","97.7053957126426","69.0979115342448","6925098","4945987"
"Africa","1990","56897036","12627653","100","100","171.633160787221","103.008671915496","2249969","1377540"
"Northern Africa","1990","11199664","2318550","100","100","89.5236375494324","68.0070670728945","214588","163718"
"Southern Africa","1990","3387803","676273","100","100","65.1339846747466","57.7727952713444","45553","40332"
"Eastern Africa","1990","18569919","4216624","100","100","188.354986904024","116.59756420099","829576","524239"
"Western Africa","1990","16969838","3870129","100","100","211.311617326123","113.98457172655","858608","472356"
"Middle Africa","1990","6769813","1546078","100","100","187.181735886591","106.98641253682","301644","176895"
"Asia","1990","208983284","43944867","100","100","90.6411161424752","68.5347439055144","4125913","3133017"
"Eastern Asia","1990","72819284","15276661","100","100","53.1997321040728","43.3841637560397","827838","680198"
"Central Asia","1990","3762350","778586","100","100","77.3622749551929","66.3868747387542","62577","53720"
"Southern Asia","1990","92483077","19617907","100","100","125.133972438519","91.360300128396","2581468","1886722"
"South-Eastern Asia","1990","28831562","5952062","100","100","77.6583149095874","60.0157525878859","477068","368942"
"Western Asia","1990","11087013","2319652","100","100","73.9606172143001","59.650839555695","176962","143435"
"Americas","1990","39319614","8138900","100","100","46.1469609294113","37.7582483915134","384791","315381"
"Northern America","1990","10896636","2305475","100","100","12.1752406380616","10.1595634585469","27974","23544"
"Latin America and the Caribbean","1990","28422979","5833425","100","100","59.1753724117958","48.3865978565606","356817","291837"
"Central America","1990","8106143","1690637","100","100","54.304464697301","45.2920617371734","95037","79398"
"South America","1990","18517321","3762484","100","100","59.5843137857383","48.9190172484787","231908","190110"
"Caribbean","1990","1799515","380305","100","100","76.7243158024885","56.8946883895316","29872","22329"
"Europe","1990","24789879","4779580","100","100","17.7344439739457","14.832677182345","87361","72339"
"Northern Europe","1990","3117940","644613","100","100","10.6417511111287","8.86379939893799","6906","5772"
"Southern Europe","1990","4178915","833228","100","100","18.5145582356093","15.6487311390932","15638","13162"
"Eastern Europe","1990","12034319","2200023","100","100","23.512766556946","19.7294561719471","53859","44309"
"Western Europe","1990","5458706","1101717","100","100","9.9302343021288","8.21388933147546","10958","9096"
"Oceania","1990","1258304","261458","100","100","35.4864964930642","27.8220458068641","9342","7403"
"Australia and New Zealand","1990","789735","161683","100","100","10.6835874550915","8.78091158103113","1716","1424"
"Melanesia","1990","425004","90632","100","100","76.9644822230112","59.8111091015527","7162","5604"
"Micronesia","1990","20791","4404","100","100","67.6683086876318","54.8465641272999","307","249"
"Polynesia","1990","22774","4739","100","100","30.1693762360642","24.1601757587129","157","126"
"World","1990","331249083","69752644","100","100","95.801470699531","67.8026176829937","6857376","4905680"
"Africa","1991","57936327","12827223","100","100","172.683898633724","103.520092192331","2306694","1408509"
"Northern Africa","1991","11220706","2317869","100","100","86.5772820041146","66.0932431811307","207460","159006"
"Southern Africa","1991","3359750","667024","100","100","63.8538712736962","55.7945495858822","44209","38524"
"Eastern Africa","1991","19033115","4298727","100","100","193.959260850429","119.786550721196","877985","550335"
"Western Africa","1991","17332601","3950135","100","100","209.200135567738","113.254949261476","868143","479330"
"Middle Africa","1991","6990157","1593469","100","100","185.986647254844","106.463781448508","308897","181314"
"Asia","1991","210219431","42947392","100","100","89.328085055936","68.3482158750825","3972060","3015190"
"Eastern Asia","1991","73047312","14150259","100","100","52.1252492841254","42.4563744033773","768911","620085"
"Central Asia","1991","3784966","781544","100","100","77.5978387697185","66.6652522900962","63083","54188"
"Southern Asia","1991","93273576","19708138","100","100","121.40421801144","89.1465334936224","2514945","1847309"
"South-Eastern Asia","1991","28941058","5984733","100","100","74.4080580419626","57.7618904977629","459256","357171"
"Western Asia","1991","11172520","2322719","100","100","69.2927121869077","56.8584502448524","165865","136437"
"Americas","1991","39601215","8159927","100","100","44.272598521387","36.3564965034732","368744","302815"
"Northern America","1991","11062500","2313366","100","100","11.7814861533545","9.84133333133363","27217","22872"
"Latin America and the Caribbean","1991","28538716","5846561","100","100","56.6512371872586","46.436462092711","341527","279943"
"Central America","1991","8195208","1710870","100","100","51.8840332736307","43.3655270125731","91364","76531"
"South America","1991","18524504","3757435","100","100","56.9319098757508","46.8782910604429","221036","181675"
"Caribbean","1991","1819004","378256","100","100","75.2527629131291","55.995243243988","29127","21737"
"Europe","1991","24315156","4615433","100","100","17.0442131720815","14.275687334948","81563","67206"
"Northern Europe","1991","3134213","649782","100","100","10.1256780426393","8.4244768492018","6633","5534"
"Southern Europe","1991","4078245","809992","100","100","17.4737032937962","14.6929204410981","14697","12315"
"Eastern Europe","1991","11589068","2059061","100","100","23.1240933248739","19.4568982451893","49863","40784"
"Western Europe","1991","5513632","1096599","100","100","9.43912718226636","7.80093066331619","10370","8573"
"Oceania","1991","1279150","265182","100","100","34.7646787706889","27.39718788333","9222","7301"
"Australia and New Zealand","1991","802427","163998","100","100","10.0640339096473","8.26344616471732","1641","1359"
"Melanesia","1991","433143","92036","100","100","75.5840500340863","58.746051502315","7130","5578"
"Micronesia","1991","20927","4402","100","100","65.6865542183632","53.2916353495631","300","244"
"Polynesia","1991","22653","4748","100","100","29.2654556503289","23.4659975718294","151","120"
"World","1991","333352261","68815347","100","100","95.2690044762795","67.8371056439586","6738283","4801021"
"Africa","1992","58966511","13045883","100","100","171.432049947109","102.869606165911","2330834","1421563"
"Northern Africa","1992","11236518","2319194","100","100","83.7583509658416","64.2755704555478","200848","154639"
"Southern Africa","1992","3329804","664303","100","100","63.4312194928558","54.2789269248823","43608","37169"
"Eastern Africa","1992","19453629","4381833","100","100","192.670825247134","118.963418541809","892065","557472"
"Western Africa","1992","17735014","4037606","100","100","207.164271477429","112.607179198434","877513","485954"
"Middle Africa","1992","7211547","1642948","100","100","185.111219589386","106.217669919509","316800","186329"
"Asia","1992","208885204","41323884","100","100","87.7907363909688","67.0886786754451","3781779","2866911"
"Eastern Asia","1992","70696131","12415716","100","100","50.9098591268745","41.6154426216828","674505","531504"
"Central Asia","1992","3782042","777620","100","100","78.3881933685419","67.3940374038407","63555","54549"
"Southern Asia","1992","93998473","19793843","100","100","117.841156816762","87.0205665891188","2446926","1806420"
"South-Eastern Asia","1992","29097899","5991811","100","100","71.289842784355","55.5973931839167","440879","344194"
"Western Asia","1992","11310661","2344896","100","100","64.6861024796048","53.9139535979975","155914","130244"
"Americas","1992","39847698","8118519","100","100","42.3857364034109","34.8736450003453","351701","289219"
"Northern America","1992","11226081","2282156","100","100","11.3295143453987","9.46079229114497","25948","21688"
"Latin America and the Caribbean","1992","28621617","5836364","100","100","54.085362946368","44.4301545904294","325753","267531"
"Central America","1992","8273540","1716401","100","100","49.4926883734046","41.4790910168428","87740","73724"
"South America","1992","18519216","3746847","100","100","54.2269027761462","44.7564939222323","209762","172780"
"Caribbean","1992","1828861","373117","100","100","73.7186368876647","54.823965657165","28251","21027"
"Europe","1992","23636858","4424790","100","100","16.6910714312003","13.827333281039","77047","62516"
"Northern Europe","1992","3154976","648666","100","100","9.63104628689193","8.00540691504686","6273","5206"
"Southern Europe","1992","4021392","801303","100","100","17.9872089672165","14.2027639602735","15130","11880"
"Eastern Europe","1992","10948228","1907495","100","100","22.964365765077","19.3842543620038","46036","37540"
"Western Europe","1992","5512263","1067327","100","100","8.91502427349111","7.35405716408939","9608","7890"
"Oceania","1992","1297032","266747","100","100","34.030666605126","26.7923167389662","9111","7219"
"Australia and New Zealand","1992","811220","163797","100","100","9.48406375064925","7.78016238809454","1555","1282"
"Melanesia","1992","442186","93819","100","100","74.303430482376","57.8952098244032","7120","5585"
"Micronesia","1992","20950","4373","100","100","63.7020793606144","51.6608780031332","291","236"
"Polynesia","1992","22677","4758","100","100","28.4076861352255","22.7952311569626","145","116"
"World","1992","332634309","67180023","100","100","94.5613565121313","67.0106180856461","6550472","4647428"
"Africa","1993","60039131","13273625","100","100","169.841415787537","102.055903797739","2347719","1433110"
"Northern Africa","1993","11233195","2303038","100","100","81.1890965301136","62.6391524992277","193925","149690"
"Southern Africa","1993","3281433","656244","100","100","63.9302620627119","53.2001791485781","43705","36220"
"Eastern Africa","1993","19939942","4492486","100","100","190.033082414526","117.613922826608","898192","561995"
"Western Africa","1993","18149237","4127024","100","100","204.852688589649","111.841243904561","886686","493265"
"Middle Africa","1993","7435325","1694834","100","100","184.330678088487","106.043509827615","325211","191940"
"Asia","1993","206804054","40793995","100","100","85.6571672679402","65.7034926916053","3639903","2770401"
"Eastern Asia","1993","67683609","11832041","100","100","49.5778695611109","40.605032798809","625230","492767"
"Central Asia","1993","3754694","759505","100","100","79.2615801726826","68.2484234779042","63060","54025"
"Southern Asia","1993","94671233","19848895","100","100","114.399660362464","85.0388634972637","2377829","1766098"
"South-Eastern Asia","1993","29236842","5980825","100","100","68.456211809018","53.6493091705233","422656","330976"
"Western Asia","1993","11457677","2372730","100","100","62.1761096929915","51.9460125727586","151128","126535"
"Americas","1993","39982274","8074369","100","100","40.5752384544903","33.4664449787168","334920","275868"
"Northern America","1993","11305542","2244190","100","100","10.9082249331047","9.11041482932722","24670","20532"
"Latin America and the Caribbean","1993","28676733","5830179","100","100","51.5324533027109","42.4274051431538","310250","255336"
"Central America","1993","8334573","1718018","100","100","47.2124263267575","39.6646912450633","84181","70905"
"South America","1993","18514320","3743477","100","100","51.5076898582081","42.6153403772081","198773","164145"
"Caribbean","1993","1827840","368685","100","100","71.9271365694412","53.5404210894067","27296","20286"
"Europe","1993","22863503","4222866","100","100","16.0252545734888","13.2758423076833","70612","57049"
"Northern Europe","1993","3183350","633324","100","100","9.0634586327395","7.51955565294598","5806","4788"
"Southern Europe","1993","4005238","795487","100","100","16.8978481954938","13.3002243197384","13878","10769"
"Eastern Europe","1993","10210452","1749601","100","100","22.7821934751162","19.2664378688216","42062","34249"
"Western Europe","1993","5464464","1044455","100","100","8.37207037922305","6.89042151002129","8866","7243"
"Oceania","1993","1312036","268293","100","100","33.6839178922475","26.6140239891518","9060","7194"
"Australia and New Zealand","1993","817060","163153","100","100","8.93529667547044","7.31929788995232","1471","1209"
"Melanesia","1993","451368","96077","100","100","73.2162030542091","57.120899216656","7166","5641"
"Micronesia","1993","20862","4331","100","100","61.7916978218305","50.1587303992158","282","230"
"Polynesia","1993","22748","4732","100","100","27.5743314440737","22.157411070885","141","114"
"World","1993","331002000","66633348","100","100","93.2794673934546","66.1057595725942","6402214","4543622"
"Africa","1994","61084887","13469893","100","100","166.988932940114","100.716787370088","2340884","1434900"
"Northern Africa","1994","11205098","2282172","100","100","78.592988404535","60.9339946195","186608","144659"
"Southern Africa","1994","3245112","643131","100","100","65.4361200580589","52.6407400520484","43748","34883"
"Eastern Africa","1994","20382895","4576731","100","100","183.573176240338","114.445549290958","882363","557694"
"Western Africa","1994","18571204","4218264","100","100","202.396705464692","111.06800759136","894918","500466"
"Middle Africa","1994","7680579","1749596","100","100","183.407999038944","105.839990891903","333247","197198"
"Asia","1994","204270149","40528480","100","100","83.3304613909592","64.1894477980946","3510467","2687274"
"Eastern Asia","1994","64400282","11481064","100","100","47.9471638513121","39.2770514833872","583291","462435"
"Central Asia","1994","3702822","734807","100","100","79.6628497077426","68.6699585573306","61596","52655"
"Southern Asia","1994","95214226","19919390","100","100","111.024841830232","83.0748089208427","2312554","1729577"
"South-Eastern Asia","1994","29353672","5989936","100","100","65.8086668627934","51.7888397449221","406373","319528"
"Western Asia","1994","11599147","2403285","100","100","59.6782527804597","49.9255721205865","146653","123079"
"Americas","1994","39997553","8036035","100","100","38.7359566087911","32.0190829853906","318436","262915"
"Northern America","1994","11284154","2203518","100","100","10.4929498822195","8.76320066285531","23370","19394"
"Latin America and the Caribbean","1994","28713399","5832517","100","100","48.9987034098524","40.4479766938625","295066","243521"
"Central America","1994","8383648","1720245","100","100","45.065045409682","37.9334162021712","80666","68053"
"South America","1994","18512827","3747080","100","100","48.7678378328351","40.4824224540355","188081","155920"
"Caribbean","1994","1816924","365192","100","100","69.9596381811428","52.0749514850195","26319","19548"
"Europe","1994","22074090","4065879","100","100","15.2203923308108","12.8108094390923","64029","52531"
"Northern Europe","1994","3185495","613042","100","100","8.55459329720143","7.11047238189859","5350","4392"
"Southern Europe","1994","3955861","767643","100","100","14.1847131221735","11.9156683344009","11182","9278"
"Eastern Europe","1994","9552309","1660853","100","100","22.6987326409693","19.2604244152695","39326","32213"
"Western Europe","1994","5380425","1024342","100","100","7.85466331913598","6.44701809801694","8171","6648"
"Oceania","1994","1324236","270280","100","100","33.4657637607164","26.41615521564","9020","7163"
"Australia and New Zealand","1994","820232","162903","100","100","8.48271162852432","6.94384830332625","1387","1135"
"Melanesia","1994","460469","98354","100","100","72.1493046149737","56.2861991611555","7220","5694"
"Micronesia","1994","20715","4301","100","100","60.1673058814206","48.9034207011233","275","223"
"Polynesia","1994","22821","4722","100","100","26.7472252351442","21.5058886825499","138","111"
"World","1994","328751907","66370768","100","100","91.4572608829789","64.8971859003693","6242836","4444783"
"Africa","1995","62243658","13730587","100","100","162.845283883838","98.5848516316377","2319715","1430143"
"Northern Africa","1995","11182773","2274969","100","100","76.1632907831793","59.3654326308781","179119","139398"
"Southern Africa","1995","3242165","643849","100","100","66.8897339549918","51.8120255682713","44502","34207"
"Eastern Africa","1995","20851066","4674469","100","100","173.860483849989","109.535494034442","851475","544841"
"Western Africa","1995","19018200","4316458","100","100","199.503334329855","110.05274432417","901140","506982"
"Middle Africa","1995","7949455","1820843","100","100","182.232321820782","105.497746621747","343479","204715"
"Asia","1995","200878591","40322534","100","100","81.2359083980756","62.7194599629995","3395365","2611683"
"Eastern Asia","1995","60412786","11198380","100","100","47.6214994698323","38.6113072311641","557820","442461"
"Central Asia","1995","3629435","714210","100","100","79.2414154597804","68.4046694035967","59621","50968"
"Southern Asia","1995","95690355","20001536","100","100","107.544068236038","80.9235449992141","2246503","1691694"
"South-Eastern Asia","1995","29440488","5983284","100","100","63.2500665332422","49.9700560010473","389705","307381"
"Western Asia","1995","11705528","2425125","100","100","57.2352963141193","48.016084889404","141716","119179"
"Americas","1995","39894278","8000797","100","100","36.9572244372206","30.6110199843317","302210","249990"
"Northern America","1995","11162295","2169606","100","100","10.1398882417499","8.47550343429053","22237","18454"
"Latin America and the Caribbean","1995","28731983","5831192","100","100","46.562893301434","38.5204677739668","279973","231536"
"Central America","1995","8417805","1722515","100","100","43.0207067270931","36.2864898446239","77056","65090"
"South America","1995","18513378","3745757","100","100","46.1407668622055","38.3995376310913","177576","147609"
"Caribbean","1995","1800801","362920","100","100","67.7423187454551","50.4332788592164","25341","18837"
"Europe","1995","21294963","3963984","100","100","14.7234027565087","12.3511339448064","60145","49502"
"Northern Europe","1995","3143226","599280","100","100","8.16180399504807","6.79870414129294","4985","4093"
"Southern Europe","1995","3900590","749550","100","100","13.535482352504","11.2604701448938","10422","8542"
"Eastern Europe","1995","8968042","1598435","100","100","22.5111190623525","19.0890198238294","37128","30688"
"Western Europe","1995","5283106","1016720","100","100","7.37563672493091","6.03009828991229","7610","6179"
"Oceania","1995","1334209","271890","100","100","33.3236923209614","26.3223089782308","8999","7151"
"Australia and New Zealand","1995","820624","162291","100","100","8.12157443348727","6.64714654119524","1317","1074"
"Melanesia","1995","470163","100554","100","100","71.1533631489425","55.5791438621951","7280","5752"
"Micronesia","1995","20520","4305","100","100","58.7720824638681","47.8219685451992","269","218"
"Polynesia","1995","22903","4741","100","100","25.9860537777172","20.8892940141813","133","107"
"World","1995","325646709","66289998","100","100","89.4901690905823","63.6217832991996","6086434","4348469"
"Africa","1996","63586277","14044494","100","100","163.711696073874","99.2082291709214","2376287","1466232"
"Northern Africa","1996","11165627","2275489","100","100","73.7022172672898","57.6919296144113","171737","134260"
"Southern Africa","1996","3239205","650409","100","100","68.7536642746043","51.2891687479518","46076","34213"
"Eastern Africa","1996","21491304","4821072","100","100","170.040630269776","107.681134046268","853231","548481"
"Western Africa","1996","19483201","4414626","100","100","196.259919496446","108.782718864562","905395","511927"
"Middle Africa","1996","8206942","1882899","100","100","203.688992026959","117.90476115803","399848","237351"
"Asia","1996","198121783","40036651","100","100","78.7430548669091","61.0772166809679","3262127","2522814"
"Eastern Asia","1996","57223992","10895759","100","100","45.6922231378442","37.0758080941936","517321","413598"
"Central Asia","1996","3526922","685127","100","100","77.6104760451153","67.0262371222136","56177","47928"
"Southern Asia","1996","96122651","20060295","100","100","104.121715725049","78.8491453982783","2179244","1651404"
"South-Eastern Asia","1996","29460565","5963838","100","100","60.8556780194146","48.2795787693039","373473","295556"
"Western Asia","1996","11787654","2431633","100","100","54.6417116508154","45.8941136005799","135912","114328"
"Americas","1996","39722422","7961974","100","100","35.188095289892","29.1964948751597","286324","237313"
"Northern America","1996","10996292","2144931","100","100","9.83529197540445","8.23194194478107","21287","17702"
"Latin America and the Caribbean","1996","28726130","5817043","100","100","44.222512791894","36.6638315943135","265037","219611"
"Central America","1996","8430864","1718110","100","100","41.075018152366","34.7301152795553","73433","62129"
"South America","1996","18510584","3738112","100","100","43.5921729515505","36.36239906619","167231","139346"
"Caribbean","1996","1784682","360822","100","100","65.7697079525703","49.0813114669255","24373","18136"
"Europe","1996","20565972","3884436","100","100","14.061594188883","11.7959160686401","56137","46490"
"Northern Europe","1996","3081404","588239","100","100","7.86116600039832","6.5545010845071","4702","3871"
"Southern Europe","1996","3848244","745249","100","100","12.4666383489698","10.43328752394","9484","7875"
"Eastern Europe","1996","8427159","1521759","100","100","22.0985610137324","18.7286044440125","34700","28845"
"Western Europe","1996","5209166","1029190","100","100","6.98922029167437","5.69411212454986","7251","5899"
"Oceania","1996","1343514","273330","100","100","33.2854831171232","26.3084297864051","9019","7174"
"Australia and New Zealand","1996","818823","161105","100","100","7.84251888216536","6.41923410351267","1262","1028"
"Melanesia","1996","481316","103124","100","100","70.2539571921835","54.92761189292","7364","5827"
"Micronesia","1996","20325","4299","100","100","57.4768174446817","46.8023697618359","263","214"
"Polynesia","1996","23050","4803","100","100","25.2422328193043","20.3015646258641","130","105"
"World","1996","323340987","66201091","100","100","88.407719943271","62.7614887607714","5989894","4280023"
"Africa","1997","64910215","14293016","100","100","160.212099268685","97.4503927201742","2364855","1464030"
"Northern Africa","1997","11157309","2283144","100","100","71.0728915321548","55.8692112050507","165214","129900"
"Southern Africa","1997","3211291","635829","100","100","70.8283415558942","51.0499143252687","46753","33410"
"Eastern Africa","1997","22133384","4950107","100","100","164.511769372183","104.999681344219","844950","548394"
"Western Africa","1997","19969295","4513454","100","100","192.224790964975","107.027503336085","905604","514422"
"Middle Africa","1997","8438938","1910482","100","100","200.880456280391","116.687830098731","402334","237904"
"Asia","1997","196638907","39717310","100","100","76.1618906066171","59.3132702373707","3128647","2429215"
"Eastern Asia","1997","55411861","10569479","100","100","43.7365103540273","35.4259826531558","479433","382778"
"Central Asia","1997","3389226","650294","100","100","75.6712380084901","65.6631627387407","52143","44454"
"Southern Asia","1997","96564343","20140394","100","100","100.461333698333","76.5385188069455","2109155","1608330"
"South-Eastern Asia","1997","29425201","5927984","100","100","58.4580776287197","46.5441719112361","357181","283510"
"Western Asia","1997","11848277","2429161","100","100","52.4584517298804","44.230719028533","130735","110143"
"Americas","1997","39554918","7923385","100","100","33.4570458318699","27.8243387400191","271015","225142"
"Northern America","1997","10845226","2127575","100","100","9.59434670716785","8.04221805080748","20562","17149"
"Latin America and the Caribbean","1997","28709692","5795810","100","100","41.9199995728045","34.8343298894367","250453","207993"
"Central America","1997","8430331","1708853","100","100","39.19638008847","33.220753840175","69824","59163"
"South America","1997","18508718","3728864","100","100","41.1062017906236","34.3920811237159","157188","131374"
"Caribbean","1997","1770644","358093","100","100","63.3085008855867","47.0809221543258","23441","17456"
"Europe","1997","19963826","3836992","100","100","13.4232302579806","11.2583859030766","52677","43764"
"Northern Europe","1997","3013767","581784","100","100","7.61782504783626","6.35896149360167","4486","3711"
"Southern Europe","1997","3794191","747757","100","100","11.4643980638386","9.5603085643203","8794","7312"
"Eastern Europe","1997","7973597","1463136","100","100","21.5257112756861","18.2548888081786","32424","27073"
"Western Europe","1997","5182271","1044316","100","100","6.67966296073508","5.41920789869755","6973","5668"
"Oceania","1997","1353490","274751","100","100","36.5121601606255","28.183345203999","9932","7726"
"Australia and New Zealand","1997","816318","159713","100","100","7.59545093146208","6.21669573664035","1212","988"
"Melanesia","1997","493840","105999","100","100","77.5150456573774","59.0154506605638","8336","6428"
"Micronesia","1997","20176","4261","100","100","56.2011403135569","45.7626449835436","259","210"
"Polynesia","1997","23156","4779","100","100","24.5409975500205","19.7097753649905","125","100"
"World","1997","322422377","66045655","100","100","86.234877434662","61.3159418639788","5827126","4169877"
"Africa","1998","66160094","14524172","100","100","159.337698405325","96.8849570900107","2394333","1480508"
"Northern Africa","1998","11159243","2284676","100","100","77.951313249034","59.2791278156262","181635","138288"
"Southern Africa","1998","3154546","619618","100","100","73.7068437861184","51.0672086353166","47911","32805"
"Eastern Africa","1998","22706271","5063027","100","100","165.073315422777","104.734941917133","867717","560642"
"Western Africa","1998","20475798","4618972","100","100","187.586621630136","105.066086436486","903092","516079"
"Middle Africa","1998","8664237","1937880","100","100","193.638439141997","112.869829364186","393978","232694"
"Asia","1998","195472063","39470367","100","100","73.5297961721976","57.4789905787687","3000950","2339921"
"Eastern Asia","1998","53913206","10292323","100","100","41.5999369549201","33.6995311645573","443449","354225"
"Central Asia","1998","3243716","623267","100","100","73.251191416228","63.5440235334735","48678","41631"
"Southern Asia","1998","97093045","20254442","100","100","96.8493210769892","74.1975606875507","2042318","1566706"
"South-Eastern Asia","1998","29325831","5866893","100","100","56.2580400584404","44.9680159556451","340443","270770"
"Western Asia","1998","11896266","2433444","100","100","50.1271211928049","42.3277928798318","126062","106589"
"Americas","1998","39422051","7914067","100","100","32.173209339242","26.5958883051053","260308","215081"
"Northern America","1998","10731435","2127414","100","100","9.34748284373654","7.84168318467691","19991","16728"
"Latin America and the Caribbean","1998","28690616","5786653","100","100","40.3365932202198","33.3181046524676","240317","198353"
"Central America","1998","8423434","1704757","100","100","39.2901929201621","32.4661278782018","69670","57538"
"South America","1998","18509210","3726970","100","100","38.7886563962669","32.5102585769892","148100","124009"
"Caribbean","1998","1757972","354927","100","100","61.2963670700645","45.7870588098392","22547","16806"
"Europe","1998","19501769","3797130","100","100","12.8774866641324","10.7989916238545","49659","41294"
"Northern Europe","1998","2956874","573688","100","100","7.42650906045217","6.20606211998526","4304","3572"
"Southern Europe","1998","3739831","743247","100","100","10.7400024785206","8.9773082083422","8144","6767"
"Eastern Europe","1998","7637258","1428385","100","100","20.7865155000531","17.6040033210784","30505","25531"
"Western Europe","1998","5167807","1051811","100","100","6.43715971534242","5.19884045264025","6706","5424"
"Oceania","1998","1362985","276400","100","100","33.4208729147704","26.4798955991107","9124","7279"
"Australia and New Zealand","1998","812815","158623","100","100","7.4050344253408","6.06679027561579","1169","953"
"Melanesia","1998","506903","108846","100","100","68.7398798296798","53.8728112089363","7584","6023"
"Micronesia","1998","20100","4245","100","100","54.9618664499636","44.7479237110144","251","206"
"Polynesia","1998","23167","4687","100","100","23.7662112672818","19.0970617279748","120","97"
"World","1998","321919983","65982332","100","100","84.6587160256171","60.0961522995141","5714374","4084083"
"Africa","1999","67475506","14816273","100","100","151.146675816128","92.6956753842566","2311751","1444265"
"Northern Africa","1999","11172887","2288979","100","100","65.6077491885017","52.1451602672888","153463","122148"
"Southern Africa","1999","3105306","612155","100","100","76.5364241442318","51.4701541664072","49282","32704"
"Eastern Africa","1999","23289570","5181289","100","100","152.19412312041","98.4363310208193","816941","538482"
"Western Africa","1999","21004783","4744098","100","100","182.037494506783","102.488453580824","897931","517036"
"Middle Africa","1999","8902961","1989753","100","100","189.269125781095","110.68602784138","394134","233895"
"Asia","1999","194465689","39318858","100","100","71.1050733677939","55.8231918506222","2888725","2263227"
"Eastern Asia","1999","52574822","10088398","100","100","39.4536465455758","31.902920785425","411152","328217"
"Central Asia","1999","3121713","603080","100","100","70.1534967959397","60.9039515272179","45029","38628"
"Southern Asia","1999","97702648","20389869","100","100","93.722624728331","72.3153283382795","1987522","1535856"
"South-Eastern Asia","1999","29127268","5791531","100","100","54.1075866530147","43.3156083627544","324037","257982"
"Western Asia","1999","11939238","2445980","100","100","47.897267526625","40.5393772688957","120985","102544"
"Americas","1999","39317667","7907231","100","100","30.1392597434499","25.1480626644502","243490","203026"
"Northern America","1999","10672024","2141557","100","100","9.20021817353789","7.72896820149057","19757","16598"
"Latin America and the Caribbean","1999","28645643","5765675","100","100","37.719870028057","31.4674739727393","223733","186428"
"Central America","1999","8409164","1701971","100","100","35.7294554671163","30.3854441489914","63192","53700"
"South America","1999","18487630","3709644","100","100","36.5261906748694","30.699534516874","138766","116454"
"Caribbean","1999","1748849","354060","100","100","59.5279250620274","44.5337842655646","21775","16274"
"Europe","1999","19163434","3739180","100","100","12.2230524740912","10.209819276656","46552","38659"
"Northern Europe","1999","2912847","565559","100","100","7.25457592206624","6.06910462498603","4142","3444"
"Southern Europe","1999","3706346","738906","100","100","9.83210045214","8.17304121193254","7521","6236"
"Eastern Europe","1999","7369307","1395230","100","100","19.8951991075185","16.8036223869726","28433","23795"
"Western Europe","1999","5174935","1039485","100","100","6.24751054690775","5.0200789755491","6456","5184"
