CountryName,OfficialName,Code,ISO3Code,UNCode,UNICEFCode,MDGRegion1,MDGRegion1excl,MDGRegion3,MDGRegion4,MDGRegion5,MDGRegion6,UNICEFProgRegion1,UNICEFProgRegion2,MENAEMRORegion,ECACountries,WHORegion1,WBRegion1,WBRegion2,WBRegion3,WBRegion4,WBRegion5,UNPDRegion1,UNPDRegion2,UNPDRegion4,UNPDRegion5,OICRegion1,OICRegion2,OICRegion3,OICRegion4,Countdown.and.COIA.75.Priority.Countries,ECAAfrica,AURegion1,AURegion2,AURECRegion1,AURECRegion2,AURECRegion3,AURECRegion4,AURECRegion5,AURECRegion6,FragileCountries2013,FragileCountries2014,FragileCountries2015,FragileCountries2017,FragileCountries2018,FragileCountries2018OECD1,FragileCountries2018OECD2,FragileCountries2019,FragileCountries2022OECD1,FragileCountries2022OECD2,FragileCountries2025OECD1,FragileCountries2025OECD2,FCSCountries1,FCSCountries2,USAIDcountry,M49Region1,M49Region2,M49Region3,SDGSimpleRegion1,SDGSimpleRegion2,SDGSimpleRegion3,SDGSimpleRegion4,SDGSimpleRegion5,SDGSimpleRegion6,SDGRegion1,SDGRegion2,SDGRegion3,SDGRegion4,SDGRegion5,SDGRegion6,HAC2020,HAC2019,GlobalStrategy,Conflict,UNICEFReportRegion1,UNICEFReportRegion2,Wealthdata1,Wealthdata2,Wealthdata3,WealthdataGlobal,Wealthall1,Wealthall2,Wealthall3,WealthallGlobal,UNRegion,AfricanEconomicCommunity,GAVICountries,SPhumanitarian,SPhighburden,JHUFragile2021,LiST_UNICEFProg,LiST_UNICEFRep,LiST_all,ListSBRESCAP,ListSBR,EAPRORegion1,EAPRORegion2,EAPRORegion3,EAPRORegion4,EAPRORegion5,EAPRORegion6,EAPRORegion7,EAPRORegion8,EAPRORegion9,EECA,SDGRCRegion1,SDGRCRegion2,SDGRCRegion3,SDGRCRegion4,SDGRCRegion5,SDGRCRegion6,SDGRCRegion7,SDGRCRegion8,SDGRCRegion9,SDGRCRegion10,SDGRCRegion11,SDGRCRegion12,SDGRCRegion13,SDGRCRegion14,SDGRCRegion15,SDGRCRegion16,SDGRCRegion17,SDGRCRegion18,SDGRCRegion19,SDGRCRegion20,SDGRCRegion21,SDGRCRegion22,SDGRCRegion23,SDGRCRegion24,SDGRCRegion25,SDGRCRegion26,SDGRCRegion27,SDGRCRegion28,SDGRCRegion29,SDGRCRegion30,SDGRCRegion31,SDGRCRegion32,pop01950,pop01951,pop01952,pop01953,pop01954,pop01955,pop01956,pop01957,pop01958,pop01959,pop01960,pop01961,pop01962,pop01963,pop01964,pop01965,pop01966,pop01967,pop01968,pop01969,pop01970,pop01971,pop01972,pop01973,pop01974,pop01975,pop01976,pop01977,pop01978,pop01979,pop01980,pop01981,pop01982,pop01983,pop01984,pop01985,pop01986,pop01987,pop01988,pop01989,pop01990,pop01991,pop01992,pop01993,pop01994,pop01995,pop01996,pop01997,pop01998,pop01999,pop02000,pop02001,pop02002,pop02003,pop02004,pop02005,pop02006,pop02007,pop02008,pop02009,pop02010,pop02011,pop02012,pop02013,pop02014,pop02015,pop02016,pop02017,pop02018,pop02019,pop02020,pop02021,pop02022,pop02023,pop02024,pop02025,pop02026,pop02027,pop02028,pop02029,pop02030,pop02031,pop02032,pop02033,pop02034,pop02035,pop02036,pop02037,pop02038,pop02039,pop02040,pop02041,pop02042,pop02043,pop02044,pop02045,pop02046,pop02047,pop02048,pop02049,pop02050,pop02051,pop02052,pop02053,pop02054,pop02055,pop02056,pop02057,pop02058,pop02059,pop02060,pop02061,pop02062,pop02063,pop02064,pop02065,pop02066,pop02067,pop02068,pop02069,pop02070,pop02071,pop02072,pop02073,pop02074,pop02075,pop02076,pop02077,pop02078,pop02079,pop02080,pop02081,pop02082,pop02083,pop02084,pop02085,pop02086,pop02087,pop02088,pop02089,pop02090,pop02091,pop02092,pop02093,pop02094,pop02095,pop02096,pop02097,pop02098,pop02099,pop1to41950,pop1to41951,pop1to41952,pop1to41953,pop1to41954,pop1to41955,pop1to41956,pop1to41957,pop1to41958,pop1to41959,pop1to41960,pop1to41961,pop1to41962,pop1to41963,pop1to41964,pop1to41965,pop1to41966,pop1to41967,pop1to41968,pop1to41969,pop1to41970,pop1to41971,pop1to41972,pop1to41973,pop1to41974,pop1to41975,pop1to41976,pop1to41977,pop1to41978,pop1to41979,pop1to41980,pop1to41981,pop1to41982,pop1to41983,pop1to41984,pop1to41985,pop1to41986,pop1to41987,pop1to41988,pop1to41989,pop1to41990,pop1to41991,pop1to41992,pop1to41993,pop1to41994,pop1to41995,pop1to41996,pop1to41997,pop1to41998,pop1to41999,pop1to42000,pop1to42001,pop1to42002,pop1to42003,pop1to42004,pop1to42005,pop1to42006,pop1to42007,pop1to42008,pop1to42009,pop1to42010,pop1to42011,pop1to42012,pop1to42013,pop1to42014,pop1to42015,pop1to42016,pop1to42017,pop1to42018,pop1to42019,pop1to42020,pop1to42021,pop1to42022,pop1to42023,pop1to42024,pop1to42025,pop1to42026,pop1to42027,pop1to42028,pop1to42029,pop1to42030,pop1to42031,pop1to42032,pop1to42033,pop1to42034,pop1to42035,pop1to42036,pop1to42037,pop1to42038,pop1to42039,pop1to42040,pop1to42041,pop1to42042,pop1to42043,pop1to42044,pop1to42045,pop1to42046,pop1to42047,pop1to42048,pop1to42049,pop1to42050,pop1to42051,pop1to42052,pop1to42053,pop1to42054,pop1to42055,pop1to42056,pop1to42057,pop1to42058,pop1to42059,pop1to42060,pop1to42061,pop1to42062,pop1to42063,pop1to42064,pop1to42065,pop1to42066,pop1to42067,pop1to42068,pop1to42069,pop1to42070,pop1to42071,pop1to42072,pop1to42073,pop1to42074,pop1to42075,pop1to42076,pop1to42077,pop1to42078,pop1to42079,pop1to42080,pop1to42081,pop1to42082,pop1to42083,pop1to42084,pop1to42085,pop1to42086,pop1to42087,pop1to42088,pop1to42089,pop1to42090,pop1to42091,pop1to42092,pop1to42093,pop1to42094,pop1to42095,pop1to42096,pop1to42097,pop1to42098,pop1to42099
Afghanistan,Afghanistan,67,AFG,4,AFG,Southern Asia,Southern Asia excluding India,"",Least developed countries,"",LLDC,South Asia,Programme countries,MENAEMRO,"",Eastern Mediterranean,"Middle East, North Africa, Afghanistan and Pakistan","Middle East, North Africa, Afghanistan and Pakistan (excluding high-income)",Low income,Low income,Low and middle income,Asia,"",Least developed countries,Excluding China,OIC,Asia/other,OIC Low income,"",Countdown,"","","","","","","","","",Fragile,Fragile,Fragile,Fragile,Fragile,Fragile,Extremely Fragile,Fragile,Fragile,Extremely fragile,Extreme to high fragility,Extreme fragility,Fragile and Conflict-affected Situation,Conflict,USAID,Asia,Southern Asia,"",Central and Southern Asia,Southern Asia,Least developed countries,Landlocked developing countries,"","",Central and Southern Asia,Asia,Southern Asia,Southern Asia,Least Developed Countries (LDCs),Landlocked developing countries (LLDCs),HAC,HAC,Global Strategy,Conflict,South Asia,"",South Asia,"",Low income,Low and middle income,South Asia,"",Low income,Low and middle income,Asia-Pacific Group,"",GAVI,Humanitarian,Non-high burden,Fragile,South Asia,South Asia,LiST,LiSTSBR,LiSTSBR,"","","","","","","","","","","","","","","","",ESCAP_SAARC (SAARC),ESCAP_LDC (LDC_E),ESCAP_LLDC (LLDC_E),ESCAP_South and South-West Asia (SSWA),ESCAP_All countries,"","","","","","","","","","","","","",ESCAP_Countries with Special Needs,"",ESCAP_WB Low Income Economies,"","","","","",786360,798460,812121,826151,838612,850577,862227,873885,887037,902592,924188,949710,976785,1001061,1020392,1033194,1042166,1051735,1066191,1086098,1113089,1145793,1177929,1212078,1247853,1283381,1317570,1349086,1382114,1412298,1401480,1323943,1157824,1141225,1157286,1217108,1233094,1236929,1240957,1277359,1322404,1315051,1360108,1533258,1704828,1790555,1849677,1902558,1953507,2011612,2073897,2047735,2115328,2304084,2444400,2538433,2691173,2833615,2887402,3061907,3211820,3349457,3546524,3702306,3846622,4012586,4112440,4222632,4333085,4437703,4538741,4647496,4669103,4682982,4774532,4875363,4987486,5114269,5244706,5375950,5510671,5642694,5770832,5894584,6016444,6133630,6248920,6364877,6486338,6610467,6736195,6857731,6969639,7067601,7156622,7235060,7315424,7397843,7471822,7551508,7640401,7716716,7787717,7858090,7916678,7969613,8020447,8070362,8123582,8180050,8233164,8292076,8353447,8424102,8493110,8562006,8625708,8676005,8723775,8776807,8827153,8883312,8932128,8984537,9038934,9083081,9116370,9148092,9177237,9197422,9225933,9248176,9261141,9271418,9278562,9290379,9290763,9282933,9282979,9277985,9273010,9271600,9262339,9253155,9244063,9233660,9222593,9211550,9201927,9192582,694217,704472,714244,723582,732576,742360,753221,765683,778836,790375,802824,815513,828576,843303,861483,883798,909641,936012,959915,978810,991307,1000016,1008538,1022231,1041608,1066481,1094519,1120102,1146017,1168605,1156704,1089264,948368,930545,938234,980439,989467,991735,996320,1028808,1069132,1068126,1109669,1257474,1407081,1486556,1544167,1597804,1648089,1700167,1750885,1715987,1747843,1872181,1950454,1993377,2091866,2188413,2220361,2350403,2464069,2573139,2739737,2889880,3043418,3222045,3352298,3489100,3623413,3755655,3889990,4033321,4105427,4163076,4269800,4360511,4439054,4513778,4588657,4675479,4782168,4905270,5038840,5173319,5309086,5432558,5553128,5674971,5795557,5911759,6039034,6166410,6283075,6393213,6516940,6631925,6744773,6862459,6961747,7050627,7142371,7212540,7276073,7352924,7436203,7524893,7611292,7697449,7772947,7827628,7865704,7908427,7944227,8001842,8065273,8137304,8210146,8268261,8328936,8403109,8466315,8536853,8581494,8630742,8689979,8735885,8769643,8815263,8867394,8907244,8968430,9009136,9026273,9041543,9053273,9085210,9106111,9110841,9131614,9140329,9145409,9158441,9155735,9152841,9150858,9146916,9138495,9129279,9124189,9118967
Angola,Angola,1,AGO,24,ANG,Sub-Saharan Africa,Sub-Saharan Africa,South Africa,Least developed countries,"","",Eastern and Southern Africa,Programme countries,"","",Africa,Sub-Saharan Africa,Sub-Saharan Africa (excluding high-income),Middle income,Lower middle income,Low and middle income,Africa,Sub-Saharan Africa,Least developed countries,Excluding China,"","","","",Countdown,Southern Africa,Africa,Southern Africa,"","","",Economic Community of Central African States (ECCAS),Southern African Development Community (SADC),"",Fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Fragile,Other Fragile,Non-fragile,Fragile,Other fragile,Extreme to high fragility,High fragility,non-FCS,"","",Africa,Middle Africa,"",Sub-Saharan Africa,"",Least developed countries,"","","",Sub-Saharan Africa,Sub-Saharan Africa,Middle Africa,Sub-Saharan Africa (inc. Sudan),Least Developed Countries (LDCs),"",HAC,HAC,"",Non conflict,Sub-Saharan Africa,Eastern and Southern Africa,Sub-Saharan Africa,Eastern and Southern Africa,Lower middle income,Low and middle income,Sub-Saharan Africa,Eastern and Southern Africa,Lower middle income,Low and middle income,African Group,Economic Community of Central African States,GAVI,Non-humanitarian,Non-high burden,"",Eastern and Southern Africa,Eastern and Southern Africa,LiST,"",LiSTSBR,"","","","","","","","","","",ECA_Southern Africa,ECA_All countries,"","","","","","","","","",ECA_African Union Commission,ECA_ECCAS,ECA_SADC,"","","","",ECA_Oil producing economies,ECA_Least developed countries,"","",ECA_Oil LDCs,ECA_Sub-Saharan Africa,"","","","","","","","",469400,473369,475721,476827,476090,473908,471111,468291,466756,468140,472979,480214,486590,490582,489622,486997,485781,487037,494107,508637,526767,548814,578147,613155,648872,683682,717702,750404,783029,813930,843575,872349,899959,928484,958619,987813,1014522,1038244,1061630,1086917,1115556,1150170,1187913,1229514,1274273,1324384,1378107,1435981,1497410,1562154,1630488,1701680,1774784,1849601,1924388,1999150,2072678,2145916,2218395,2290526,2363656,2439459,2518196,2600639,2687283,2777252,2876401,2989157,3112604,3246058,3389707,3536865,3693608,3852649,4015949,4182608,4347935,4511894,4674281,4833204,4986225,5133329,5274588,5410760,5543991,5677582,5813471,5948995,6081287,6212119,6339112,6464613,6593853,6728856,6869433,7010736,7148459,7282939,7413309,7540754,7669924,7801401,7928907,8055145,8180648,8304350,8423447,8538433,8650201,8754597,8854257,8953323,9056175,9159217,9263814,9367179,9467466,9564318,9657255,9745662,9830584,9912329,9991085,10067753,10143793,10217521,10288479,10357757,10426183,10492372,10555615,10620421,10681995,10743400,10804372,10864929,10922242,10976042,11024488,11071671,11115703,11155329,11191293,11222946,11249630,11272078,11290943,11306771,11320447,11334374,420850,429773,439076,447023,453478,458246,461536,463818,464973,464461,462664,459916,453346,448383,446607,448533,453354,459420,463266,462384,459945,450982,453298,470623,497608,528835,561366,594194,629933,665578,701149,737572,772685,806604,839567,869898,897701,921899,945855,971843,997544,1022527,1042939,1063618,1085490,1115186,1151184,1193238,1238902,1286282,1336365,1390298,1448657,1512503,1580399,1653538,1728177,1805505,1884225,1962385,2040206,2120275,2199890,2277985,2354021,2422501,2489943,2563542,2638775,2716772,2802556,2889178,2992447,3103270,3226951,3366687,3516424,3673456,3835983,4002201,4168332,4333719,4498213,4660913,4820867,4975147,5122675,5264836,5401691,5535864,5669919,5806365,5941893,6074878,6207002,6334520,6459593,6590976,6726708,6868451,7012207,7151975,7286516,7419314,7548296,7679382,7813393,7941857,8070735,8197867,8322430,8442014,8559630,8670001,8775508,8875455,8974085,9075648,9178608,9282785,9387348,9488811,9586773,9681076,9772344,9857998,9937424,10014421,10092720,10170344,10243308,10321025,10391606,10459498,10524622,10591585,10657683,10722656,10783705,10848905,10912325,10970226,11023088,11069843,11113413,11155558,11194132,11228881,11260016,11289177
Anguilla,Anguilla,660,AIA,660,AIA,"","","","","","",Latin America and Caribbean,Programme countries,"","",Americas,"","","","","",Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","","","","","","","","","",Non-fragile,"",Medium ro low fragile,"","","","",Americas,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,"","",Small island developing States,"","",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,Latin America and the Caribbean,"",Small island developing States (SIDS),"","","","",Latin America and Caribbean,"","","","","","","","","","","","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Carribean,"","","","","","","","","","","","","","","","","","","","","","","","","","",468,478,500,527,546,560,540,524,520,527,546,570,582,590,599,608,614,613,616,623,622,631,657,689,721,766,802,823,832,828,814,798,780,762,748,761,779,792,802,804,801,796,788,778,772,775,790,816,860,910,949,981,1019,1048,1060,1054,1030,992,959,937,929,930,943,1067,1080,1039,1009,1028,990,954,964,963,1086,1133,1172,1184,1161,1118,1066,991,907,847,798,750,726,711,702,699,696,694,695,691,686,688,687,689,689,691,691,688,687,684,677,669,662,653,644,634,623,611,598,585,571,558,545,532,520,509,497,489,481,476,472,467,466,464,462,460,459,458,454,453,450,447,443,439,434,430,425,420,413,405,400,394,388,380,375,370,365,359,500,502,488,461,438,418,400,390,376,360,339,354,384,407,423,435,445,448,448,455,467,468,463,470,478,496,526,566,604,633,659,676,682,680,669,697,742,776,804,825,835,838,835,840,846,844,839,832,809,788,784,797,837,900,966,1012,1044,1061,1055,1028,987,940,923,848,904,971,992,974,1016,1035,1013,1005,916,988,1057,1097,1133,1157,1171,1181,1181,1154,1109,1056,981,898,838,787,737,711,694,687,687,686,685,686,682,674,673,672,675,675,677,678,678,674,672,668,660,653,643,634,624,613,600,585,571,558,545,534,520,510,499,489,481,473,468,463,461,459,455,455,454,450,450,446,445,441,438,435,431,428,422,417,411,405,400,395,387,380
Albania,Albania,146,ALB,8,ALB,"","","","","","",Europe and Central Asia,Programme countries,"","",Europe,Europe and Central Asia,Europe and Central Asia (excluding high-income),Middle income,Upper middle income,Low and middle income,Europe,"","","",OIC,Asia/other,OIC Lower middle income,OIC Middle income,"","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,Non-fragile,"",Medium ro low fragile,"",non-FCS,"","",Europe,Southern Europe,"",Europe and Northern America,Europe,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Europe,Southern Europe,"","","","","","",Non conflict,Europe and Central Asia,Eastern Europe and Central Asia,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Europe and Central Asia,Eastern Europe and Central Asia,Upper middle income,Low and middle income,Eastern European Group,"","",Non-humanitarian,Non-high burden,"",Europe and Central Asia,Eastern Europe and Central Asia,LiST,"",LiSTSBR,"","","","","","","","","",EECA,"",ECE_All countries,"",ECE_West Balkans (ST7),"","","","","","","","","","","","","","","","","","","","","","","","","","","","",121621,125580,129924,134038,137521,140221,142601,145970,149195,151420,151458,149944,151799,156930,164974,174590,184222,193237,201997,211031,219842,229252,239471,250348,261598,272993,284237,294647,303220,309183,311095,310862,310875,312682,315672,319936,325155,329801,331269,330092,323895,316192,307306,299770,294554,289931,286750,286867,289800,294470,300551,306454,307058,304573,301441,298354,295501,292749,289817,286807,283770,279870,274641,266890,257508,247420,236721,226209,215492,205785,195302,186202,177344,172339,167138,162701,160152,160149,162082,164536,166003,165238,161879,155990,148727,141858,136215,131600,128013,125022,122071,119164,116213,113323,110445,107654,104858,102052,99264,96451,93670,90958,88365,85874,83583,81548,79802,78387,77254,76375,75673,75125,74660,74183,73642,72992,72166,71189,70027,68735,67361,65946,64523,63156,61879,60632,59468,58376,57288,56244,55246,54262,53313,52388,51512,50682,49912,49203,48568,47995,47496,47082,46743,46463,46227,46016,45807,45583,45323,45018,107219,110033,112470,115129,118337,122065,125906,129539,133408,137595,141877,145631,147818,149572,150921,152387,155155,159978,166706,174528,180113,185698,192395,200167,208864,218495,229278,241244,254106,267387,278700,288959,297698,304526,309142,310128,308766,309514,312797,316657,315744,312542,307389,298586,288144,279235,271300,263386,256962,252398,249516,249093,250843,252909,254959,256661,257381,256847,255741,255118,255516,256938,262289,265781,267008,266011,263090,259776,252958,244476,233760,223426,209073,200358,192046,181777,172258,164886,159127,154133,150293,148302,148899,151366,154268,156125,155856,152846,147280,140386,133756,128395,124064,120817,118125,115570,112896,110157,107507,104806,102139,99499,96926,94252,91560,88913,86350,83916,81574,79455,77536,75899,74599,73576,72774,72178,71737,71436,71064,70664,70173,69498,68623,67595,66444,65117,63800,62528,61262,60107,59020,57932,56887,55836,54814,53838,52908,52016,51174,50345,49557,48831,48163,47557,47022,46570,46195,45891,45639,45420
Andorra,Andorra,167,AND,20,AND,"","","","","","",Non-programme countries,"","","",Europe,Europe and Central Asia,"",High income,High income,"",Europe,"","","","","","","","","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",Medium ro low fragile,"",non-FCS,"","",Europe,Southern Europe,"",Europe and Northern America,Europe,"","","Europe, Northern America, Australia and New Zealand","Australia and New Zealand, Central Asia, Europe and North America",Europe and Northern America,Europe,Southern Europe,"","","","","","","",Europe and Central Asia,Western Europe,"","","","","","","","",Western European and Others Group (WEOG),"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","",ECE_All countries,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",483,488,408,357,349,410,470,531,592,653,714,769,815,854,886,920,969,1115,1348,1596,1852,2105,2352,2578,2783,2963,3088,3146,3134,3062,2950,2841,2784,2890,2995,3088,3161,3390,3496,3669,3743,3929,4046,4000,4047,3872,3740,3700,3662,3546,3419,3320,3196,3112,3302,3511,3595,3765,3912,3938,3890,3817,3818,3800,3871,3931,3925,4004,4028,4014,4020,4046,4057,4191,4330,4378,4407,4403,4295,4121,3980,3849,3730,3608,3464,3269,2994,2795,2797,2855,2960,3130,3236,3203,3167,3127,3097,3073,3052,3034,3013,2993,2966,2942,2911,2877,2843,2803,2760,2714,2666,2615,2560,2504,2445,2383,2321,2266,2207,2153,2110,2076,2053,2033,2021,2019,2017,2022,2023,2024,2026,2026,2022,2013,2005,1998,1990,1975,1960,1941,1921,1901,1879,1854,1830,1806,1778,1750,1722,1695,487,495,418,370,362,431,499,564,622,676,728,777,831,888,944,997,1038,1108,1236,1389,1568,1777,2014,2272,2541,2809,3073,3324,3547,3746,3900,3975,3971,4006,4038,4040,4022,4191,4111,4093,3938,4389,5364,5575,5454,5117,4880,4753,4625,4490,4203,3959,3824,3748,4218,4564,4658,4719,4576,4479,4233,3838,3838,3789,3737,3668,3603,3748,3881,4045,4273,4311,4434,4532,4610,4634,4669,4672,4693,4705,4695,4669,4606,4453,4259,4097,3966,3819,3700,3551,3360,3063,2884,2876,2935,3024,3197,3299,3267,3236,3206,3188,3156,3136,3107,3076,3048,3017,2991,2957,2924,2887,2846,2801,2755,2707,2654,2620,2566,2505,2446,2391,2341,2286,2238,2199,2161,2139,2109,2088,2079,2077,2077,2074,2074,2082,2086,2083,2076,2066,2054,2041,2025,2004,1982,1959,1934,1910,1884,1861
United Arab Emirates,United Arab Emirates,66,ARE,784,UAE,Western Asia,Western Asia,"","","","",Middle East and North Africa,Programme countries,MENAEMRO,"",Eastern Mediterranean,"Middle East, North Africa, Afghanistan and Pakistan","",High income,High income,"",Asia,"",Excluding least developed countries,Excluding China,OIC,Arab,OIC High income: nonOECD,OIC High income,"","","","","","","","","","","","","","","",Non-fragile,"","",Non-fragile,"",Medium ro low fragile,"",non-FCS,"","",Asia,Western Asia,"",Northern Africa and Western Asia,Western Asia,"","","","",Northern Africa and Western Asia,Asia,Western Asia,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","","","","","",Non conflict,Middle East and North Africa,"","","","","","","","","",Asia-Pacific Group,"","",Non-humanitarian,Non-high burden,"","","","","","","","","","","","","","","","","","","","","","","","","","",ESCAP_Other Area (OTH_REGION),"","","","","","","","","","","","","","","","",ESCWA_Arab countries,ESCWA_Gulf Cooperation Council (GCC),"","",ESCWA_Arab High-Income Countries (HICs),7272,8038,8895,9835,10843,11899,12977,14053,15098,16074,16947,17670,18196,18478,18515,18353,18016,17522,16905,22691,29681,35194,38991,41033,41511,40854,39721,49923,55888,57879,57047,55595,62229,67515,70969,72754,74368,98472,119978,137106,149241,156812,160684,161796,161400,161170,164964,215289,258253,290544,310720,318996,316554,304091,283473,259239,235505,244113,281043,307421,320366,331928,345714,359035,374828,394860,413630,427710,433394,437343,435070,446383,470042,488938,493426,496294,501258,505235,508910,514116,518975,519802,515955,509839,504851,504014,508049,514068,520244,527745,537061,548574,564287,584412,606332,628458,650590,672497,693658,713736,732378,749140,763829,776666,787750,797247,805533,812895,819537,825744,831810,837701,843541,849537,855925,862834,870481,879116,888765,899425,910932,923251,936328,950008,964182,979056,994766,1011213,1028381,1046051,1063883,1081669,1099276,1116368,1132972,1148962,1164119,1178367,1191772,1204489,1216786,1228823,1240721,1252538,1264222,1276007,1287985,1300187,1312664,1325239,6264,6811,7438,8146,8944,9834,10816,11881,13015,14197,15400,16588,17731,18787,19716,20479,21033,21348,21394,26906,35404,44466,53171,60773,66713,70581,72139,87562,101512,112356,118933,120530,120645,121304,121228,119814,117230,126143,141384,161208,182814,202603,217402,225570,226799,221936,214369,247879,287961,330629,373636,412924,442327,459030,462267,452906,433097,451491,520711,567736,584230,600672,623243,649973,683963,724790,765299,792408,803959,813335,805800,824109,865465,896385,854221,874728,880153,878185,872147,864889,861951,863475,865680,868398,873212,878004,878956,875241,869261,864418,863719,867894,874060,880385,888038,897517,909190,925062,945338,967420,989696,1011996,1034062,1055392,1075635,1094442,1111371,1126225,1139240,1150517,1160199,1168668,1176215,1183038,1189426,1195668,1201731,1207753,1213927,1220489,1227566,1235381,1244182,1253992,1264809,1276466,1288937,1302160,1315975,1330283,1345286,1361120,1377684,1394968,1412755,1430700,1448589,1466296,1483490,1500193,1516275,1531524,1545865,1559359,1572163,1584550,1596674,1608661,1620568,1632341
Argentina,Argentina,106,ARG,32,ARG,Latin America and the Caribbean,Latin America and the Caribbean,"","",Latin America,"",Latin America and Caribbean,Programme countries,"","",Americas,Latin America and the Caribbean,Latin America and the Caribbean (excluding high-income),Middle income,Upper middle income,Low and middle income,Latin America and the Caribbean,"",Excluding least developed countries,Excluding China,"","","","","","","","","","","","","","",Non-fragile,Non-fragile,Non-fragile,Non-fragile,"",Non-fragile,"",Non-fragile,Non-fragile,"",Medium ro low fragile,"",non-FCS,"","",Americas,Latin America and the Caribbean,South America,Latin America and the Caribbean,"","","","","",Latin America and the Caribbean,Latin America and the Caribbean,South America,Latin America and the Caribbean,"","","","","",Non conflict,Latin America and Caribbean,"",Latin America and Caribbean,"",Upper middle income,Low and middle income,Latin America and Caribbean,"",Upper middle income,Low and middle income,Latin American and Caribbean Group (GRULAC),"","",Non-humanitarian,Non-high burden,"",Latin America and the Caribbean,Latin America and Caribbean,LiST,"",LiSTSBR,"","","","","","","","","","","",ECLAC_All countries,"","","",ECLAC_Latin America,"","","","","","","","","","","","","","","","","","","","","","","","","","",1545773,1549826,1555875,1564434,1576679,1593276,1614935,1642476,1675558,1713099,1754176,1798600,1848621,1900338,1947809,1991207,2032336,2069006,2101851,2134255,2164794,2191253,2214811,2233640,2252970,2274303,2287704,2301374,2319352,2336189,2346296,2354016,2364674,2382658,2412784,2457020,2517058,2586829,2662231,2743170,2828457,2915696,3003085,3088722,3163373,3223311,3266452,3290689,3299365,3300730,3299099,3298694,3304558,3320192,3343569,3374942,3412986,3450314,3484891,3517428,3541276,3549183,3544460,3531161,3516120,3503544,3493603,3487961,3483640,3476283,3472993,3478711,3488982,3515620,3555177,3594179,3635044,3665752,3680520,3701258,3724355,3721730,3702369,3659589,3553319,3364846,3147840,2938399,2742144,2595461,2525363,2504132,2502963,2515770,2525045,2534444,2544148,2553784,2563809,2573747,2582325,2589310,2594750,2597685,2597151,2592878,2584238,2570734,2553269,2532813,2509837,2484591,2457018,2426785,2394236,2359869,2323727,2286454,2248411,2209750,2170928,2132616,2095444,2060417,2028760,2000968,1977735,1959475,1945877,1935844,1928607,1923926,1920979,1918645,1916206,1913411,1909373,1903801,1896751,1887817,1877079,1864633,1850323,1833981,1816101,1796853,1776105,1754053,1731509,1708891,1550588,1561282,1564783,1563302,1560897,1560057,1561048,1564194,1570219,1580403,1595242,1615551,1643809,1679017,1719409,1763994,1812431,1864370,1917313,1966067,2010530,2051600,2087289,2119415,2151268,2180410,2199838,2215391,2225523,2236286,2251241,2267083,2286413,2312618,2340126,2359493,2373865,2387106,2406088,2434525,2475024,2529747,2590862,2657998,2731313,2810569,2893421,2979272,3063700,3137679,3197265,3239788,3263353,3270093,3270060,3267392,3266636,3272863,3289285,3314018,3347329,3387674,3427550,3464898,3499763,3525359,3534717,3531055,3518348,3503946,3492067,3481855,3475861,3472148,3464883,3461292,3467142,3477518,3503666,3542958,3581865,3622630,3653335,3668164,3688984,3712196,3709788,3690696,3648280,3542575,3354896,3138767,2930173,2734712,2588660,2518947,2497943,2496943,2509864,2519258,2528772,2538598,2548347,2558473,2568511,2577191,2584262,2589806,2592867,2592451,2588309,2579791,2566422,2549085,2528772,2505938,2480830,2453395,2423309,2390879,2356638,2320623,2283478,2245565,2207030,2168345,2130166,2093107,2058217,2026667,1998955,1975792,1957615,1944055,1934063,1926888,1922263,1919350,1917054,1914678,1911932,1907943,1902426,1895407,1886507,1875802,1863391,1849125,1832838,1815017
