"Region","Year","Under.five.population","Infant.population","Population.coverage..under.5.","Population.coverage..age.0.","U5MR.median","IMR.median","CMR.median","Under.five.deaths.median","Infant.deaths.median","Child.deaths.median"
"World",1974,930820782,494072397,79.9,80,20.8803079715836,14.57205490786,6.4015366066504,2011108,1450279,560828
"Adhoc",1975,3379070,1844484,100,100,52.5737301204463,30.3591088539036,22.910153098314,18452,11352,7100
"World",1975,953882503,500862946,80.2,80.1,20.232137689688,14.074592038856,6.24544778044179,1987147,1419808,567338
"Adhoc",1976,3476541,1898755,100,100,51.0447244030571,29.4811672601558,22.218587023217,18393,11326,7067
"World",1976,977235739,508582337,81.1,80.9,19.6178695352311,13.5897986629772,6.11111975938936,1966069,1391817,574252
"Adhoc",1977,3567199,1949006,100,100,49.4279015639708,28.5350715349259,21.5065201191112,18264,11250,7014
"World",1977,995522087,516445044,83.2,83,19.025640118529,13.1586952520514,5.94517562069022,1939052,1368036,571016
"Adhoc",1978,3661433,2000840,100,100,47.7491308444467,27.5703830945026,20.7508568220677,18073,11139,6934
"World",1978,1005454369,521960121,83.3,83.1,18.4587553787822,12.7057033827597,5.82708926379311,1899743,1334907,564836
"Adhoc",1979,3748814,2048538,100,100,45.4690260408339,26.2574667337576,19.7296088552634,17345,10696,6649
"World",1979,1013105162,524752744,87.2,87,17.5832706839611,12.0238136050548,5.62711647857871,1820234,1269411,550823
"Adhoc",1980,3726989,2036378,100,100,42.8248367553501,24.7275471471171,18.5561373699159,15826,9762,6064
"World",1980,1020527882,525270472,91.1,90.9,17.0465807800048,11.5874608057535,5.52311889800733,1772059,1223902,548157
"Adhoc",1981,3524705,1925294,100,100,40.1240158595793,23.1563421450304,17.3698969923272,13499,8326,5173
"World",1981,1027226689,524251640,91.1,90.9,16.5887334662412,11.2601934150209,5.3892237530363,1729783,1186715,543068
"Adhoc",1982,3083485,1683166,100,100,37.4341442268945,21.598069044472,16.1856540562595,11656,7187,4469
"World",1982,1033947226,523182883,91.6,91.3,16.147218939626,10.9419612833004,5.26284348598935,1689892,1151101,538791
"Adhoc",1983,3036984,1655895,100,100,34.7717651736487,20.0607112270932,15.0122095471616,10805,6659,4146
"World",1983,1039034970,522626543,91.6,91.3,15.7652020126775,10.6609129886131,5.15929178486565,1654056,1120079,533976
"Adhoc",1984,3074220,1672688,100,100,32.1991222533846,18.5624138956311,13.8946261594502,10304,6338,3966
"World",1984,1043555361,524451924,91.7,91.4,15.4941316607016,10.455279133426,5.09209176808394,1632459,1102586,529873
"Adhoc",1985,3226215,1751248,100,100,29.8168247778964,17.18161504917,12.856098260065,9797,6015,3782
"World",1985,1049641045,530052901,91.8,91.5,15.1321067071162,10.1588137343847,5.02433424850133,1605609,1082382,523227
"Adhoc",1986,3254894,1762910,100,100,27.4879159186718,15.8191072981179,11.8563657423987,9044,5538,3506
"World",1986,1056891998,538155776,91.9,91.7,14.7607981629548,9.84518726439339,4.96448720476393,1580895,1064807,516089
"Adhoc",1987,3245264,1753435,100,100,25.403783590665,14.6008956423771,10.9629569384784,8321,5081,3240
"World",1987,1066915601,549018975,91.8,91.7,14.3966922805415,9.53226169306457,4.91124586833291,1561378,1051658,509720
"Adhoc",1988,3234950,1744689,100,100,23.4205950856292,13.4585134491198,10.0979855103088,7733,4716,3017
"World",1988,1077941015,560545836,96.8,96.7,14.533939235038,9.6067028397433,4.97503003041571,1598405,1082454,515951
"Adhoc",1989,3309686,1784414,100,100,21.7253411817641,12.4748414748381,9.36735598791347,7357,4483,2874
"World",1989,1090177957,570775200,97.7,97.7,14.3110543884033,9.42244327458136,4.93511192599823,1594732,1080949,513785
"Adhoc",1990,3414080,1842562,100,100,29.457143134182,17.854842470482,11.8132239157848,10180,6515,3665
"World",1990,1105530730,580653476,100,100,14.6685770910451,9.57929056720162,5.13850980232232,1658006,1117604,540402
"Adhoc",1991,3396350,1840227,100,100,27.2905454718297,16.5393743815923,10.9319791867387,9571,6145,3426
"World",1991,1123422934,590598080,100,100,14.6896898921391,9.54882550826362,5.19042686431626,1687070,1132939,554131
"Adhoc",1992,3524874,1922942,100,100,24.0407521136178,14.4685897371363,9.71269132246974,9145,5869,3276
"World",1992,1144400808,600504691,100,100,14.101734023897,9.0930388056743,5.05465741423982,1648641,1097396,551246
"Adhoc",1993,3996397,2196679,100,100,15.9175139809524,9.12203681079455,6.85803643093055,6763,4186,2577
"World",1993,1166306415,610356482,100,100,13.7599251312267,8.81707959961592,4.98681467353576,1637972,1081847,556126
"Adhoc",1994,4482136,2483213,100,100,14.7426853853504,8.44313993376616,6.35318629247696,6825,4252,2573
"World",1994,1186596625,620019063,100,100,13.5915864320382,8.58147557807626,5.05347714466314,1630608,1062695,567914
"Adhoc",1995,4757727,2654743,100,100,13.6978369229732,7.83435884140039,5.90977739838466,6680,4182,2498
"World",1995,1205230080,628528373,100,100,12.681930641579,8.07136864477826,4.64807835065858,1557202,1019517,537685
"Adhoc",1996,4981301,2792771,100,100,12.7535185476815,7.28687842793224,5.50676726332805,6503,4085,2418
"World",1996,1220341478,633003390,100,100,12.5163008956606,7.93876298701883,4.61416870033593,1554640,1010615,544025
"Adhoc",1997,5215501,2932673,100,100,11.9251466197982,6.80670189975968,5.15352321630532,6361,4003,2358
"World",1997,1229744178,631998491,100,100,12.1864084541105,7.7158959177189,4.50527476757895,1519767,979671,540096
"Adhoc",1998,5464312,3078246,100,100,15.5001287041031,8.79733337300758,6.7622854102126,8680,5441,3239
"World",1998,1236285250,628750700,100,100,12.1756161539516,7.69991131734931,4.5104347844452,1521054,971875,549179
"Adhoc",1999,5740272,3236483,100,100,10.6152628292753,6.05456563689764,4.58847843624336,6229,3928,2301
"World",1999,1240883533,624027967,100,100,11.4237067629444,7.22453260843945,4.22973199120027,1427342,904641,522702
"Adhoc",2000,6017665,3394081,100,100,10.0889255147968,5.74788031306191,4.36614125912212,6056,3817,2239
"World",2000,1243054399,617725804,100,100,11.0716766699855,7.00490509029564,4.09545988750304,1381387,868347,513040
"Adhoc",2001,6005143,3385360,100,100,9.68368227464145,5.51297714758297,4.19382559170651,5914,3724,2190
"World",2001,1242336810,612888769,100,100,10.8880861398376,6.87993374840913,4.03591924847189,1355296,846280,509016
"Adhoc",2002,6223589,3500046,100,100,9.3808372424633,5.33707793131098,4.06545697183732,6088,3823,2265
"World",2002,1239178864,610982474,100,100,10.5479461198521,6.633295560432,3.94079099080403,1309544,813449,496095
"Adhoc",2003,6766822,3789013,100,100,9.20278389827212,5.23039536208445,3.99327494292868,6392,3995,2397
"World",2003,1235637295,610525139,100,100,10.321590326558,6.44531410125169,3.90142211628726,1278427,789745,488682
"Adhoc",2004,7139260,3974341,100,100,9.12187915983076,5.17861191868764,3.96379419299421,6603,4103,2500
"World",2004,1231531056,610889398,100,100,10.3799312470305,6.44350008633798,3.96196005062075,1282721,789972,492749
"Adhoc",2005,7358030,4068940,100,100,9.18601457333901,5.20766626323288,3.99917467715312,6920,4271,2649
"World",2005,1227136027,612578777,100,100,9.84961846765708,6.0531251956824,3.81961387294679,1214469,744067,470402
"Adhoc",2006,7729006,4245826,100,100,9.32733436922628,5.28180366371835,4.06701186366987,7344,4502,2842
"World",2006,1225640269,615495136,100,100,9.40974931434524,5.73699685921601,3.69394460371882,1159996,708377,451619
"Adhoc",2007,8034440,4385929,100,100,9.4902029891899,5.36867395799746,4.1437756114052,7627,4646,2981
"World",2007,1227250146,618621178,100,100,9.13756257320075,5.52799162281972,3.62963554526915,1128452,685845,442607
"Adhoc",2008,8044443,4364917,100,100,9.57918773681765,5.41039861248865,4.19146662956588,7860,4756,3104
"World",2008,1229976017,621924417,100,100,9.1520111254898,5.51449368895399,3.65768773245256,1133358,687724,445634
"Adhoc",2009,8359887,4509680,100,100,9.49579116138644,5.35297750389365,4.16510939438221,8047,4836,3211
"World",2009,1234393925,625920181,100,100,8.83895029550785,5.29380800122896,3.56400947616026,1098738,664277,434461
"Adhoc",2010,8577901,4599079,100,100,9.21962897394235,5.18863254646483,4.0520208748678,7992,4770,3222
"World",2010,1239562506,629419560,100,100,8.50938315329874,5.03481593443523,3.49214954905848,1061987,635162,426825
"Adhoc",2011,8749868,4662641,100,100,8.80409753582634,4.94309873992166,3.88017890335253,7850,4652,3198
"World",2011,1246028960,633155682,100,100,8.33754791968932,4.92159694472863,3.43284605963958,1045444,624201,421243
"Adhoc",2012,9076613,4808203,100,100,8.2761799244977,4.6427032629956,3.65042449923589,7606,4480,3126
"World",2012,1254333494,638524239,100,100,7.85268185499854,4.59347729099713,3.27424473282684,991628,587796,403833
"Adhoc",2013,9305332,4906389,100,100,8.57576488420553,4.90094270715632,3.69292097115086,8078,4822,3256
"World",2013,1264590382,645333012,100,100,7.59711239018512,4.41471383811233,3.19651023001896,967403,570976,396428
"Adhoc",2014,9519038,5006935,100,100,8.58687667687552,4.95480508510032,3.65015741027305,8304,4993,3311
"World",2014,1276415597,653061883,100,100,7.47201039843792,4.32332171470624,3.16236058592244,960699,565887,394813
"Adhoc",2015,9795527,5149895,100,100,8.80517059614472,5.12963290247451,3.69448906634278,8700,5275,3425
"World",2015,1287914765,660738702,100,100,7.3224984107606,4.21341365333887,3.12224004626172,950127,557992,392136
"Adhoc",2016,9924478,5225463,100,100,8.7198086836322,5.07943852447751,3.65895559918452,8750,5311,3439
"World",2016,1298814884,667703800,100,100,7.14761871111425,4.09456854711008,3.06560248351107,935456,548004,387454
"Adhoc",2017,10100518,5336292,100,100,6.94040469666402,3.87158893376441,3.08074313392472,7073,4136,2937
"World",2017,1311300506,674733973,100,100,7.04016073978586,4.01936383332581,3.0329875870745,930328,543679,386651
"Adhoc",2018,10306060,5463919,100,100,7.14640187921312,3.98368970399779,3.17536183144973,7440,4361,3079
"World",2018,1324453104,680947810,100,100,6.68335412993615,3.78748375606061,2.90688013516826,891840,517124,374717
"Adhoc",2019,10532315,5597298,100,100,7.48865844008084,4.17275769542185,3.3297951730917,7974,4681,3293
"World",2019,1336530462,685205805,100,100,6.55495549097274,3.70956969933252,2.8559802494353,882251,509580,372672
"Adhoc",2020,10779612,5736707,100,100,8.7844683886481,4.97477661322911,3.82873889613766,9608,5732,3876
"World",2020,1347380672,688149030,100,100,6.36573258279172,3.58309213017734,2.79264676325413,863154,494257,368898
"Adhoc",2021,11073079,5892250,100,100,9.48609958690905,5.37564339308715,4.132671964564,10570,6308,4262
"World",2021,1356763267,690145217,100,100,6.44715080811742,3.63173883566061,2.82567408276019,879648,502270,377379
"Adhoc",2022,11185032,5942974,100,100,8.87887885941785,4.93648617188002,3.96195080289,9965,5836,4129
"World",2022,1363927904,689997298,100,100,6.57884436311817,3.72521808426661,2.86429640762792,901627,514995,386633
"Adhoc",2023,11269812,5975279,100,100,9.14476416722121,5.07721701734909,4.08830435833224,10415,6080,4335
"World",2023,1366807024,687024329,100,100,6.2873817658452,3.52261404454524,2.77454135966071,862626,484855,377772
"Adhoc",2024,11514546,6091221,100,100,9.26187990827265,5.13109089841742,4.15209378046161,10777,6265,4512
"World",2024,1365752679,682277775,100,100,6.09657052655355,3.40778808879986,2.69797657017348,835085,465785,369301
