"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"Americas","2002","39760353","8010626","100","100","25.9051383175464","21.7989359349622","208082","174904"
"Northern America","2002","10692290","2153349","100","100","8.86961377004503","7.48066561281291","19651","16608"
"Latin America and the Caribbean","2002","29068063","5857277","100","100","32.4360940655851","27.3035135680977","188431","158296"
"Central America","2002","8702400","1731280","100","100","30.1697358419327","25.3376528382488","52542","44083"
"South America","2002","18604663","3771802","100","100","31.1158321491958","26.6558635173112","115430","98610"
"Caribbean","2002","1761000","354195","100","100","56.7005241859058","43.3035227770898","20459","15603"
"Europe","2002","18754996","3816800","100","100","10.5312116201837","8.94184996574669","39618","33613"
"Northern Europe","2002","2768331","541268","100","100","6.71626634381095","5.64042487627004","3766","3153"
"Southern Europe","2002","3726757","748509","100","100","7.21296676589744","6.10539196983621","5523","4679"
"Eastern Europe","2002","7138890","1501019","100","100","17.0949237263975","14.6364618700427","24520","20997"
"Western Europe","2002","5121018","1026004","100","100","5.7524999744013","4.74629565276834","5809","4784"
"Oceania","2002","1377145","272930","100","100","33.5989347293277","26.0972721235271","9675","7560"
"Australia and New Zealand","2002","787780","150965","100","100","6.80912002354184","5.62504894595623","1068","883"
"Melanesia","2002","548615","113759","100","100","66.6117691210959","51.2834376901351","8275","6410"
"Micronesia","2002","19193","3902","100","100","57.3348665547014","45.4495388057355","241","190"
"Polynesia","2002","21557","4304","100","100","20.1048154512985","17.0330101557423","91","77"
"Africa","2003","71448284","15311413","100","100","133.256783319401","84.8743817419182","2140117","1388642"
"Northern Africa","2003","10608337","2224325","100","100","55.7146853226067","42.5339050229904","126509","97258"
"Southern Africa","2003","3251396","602764","100","100","87.1252965270397","57.1375230777776","54797","36091"
"Eastern Africa","2003","25158278","5389385","100","100","127.531314975956","81.0872453036865","719420","465279"
"Western Africa","2003","22566363","4925609","100","100","164.084636269821","100.482469046059","865702","540870"
"Middle Africa","2003","9863910","2169330","100","100","162.805159736646","106.281763379316","373689","249144"
"Asia","2003","183980069","37841989","100","100","58.987116500779","46.4898601828521","2347484","1849673"
"Eastern Asia","2003","46091294","9903595","100","100","28.8057755471492","24.075756390432","296182","246643"
"Central Asia","2003","2831243","575854","100","100","59.3226018994164","50.5584324717587","36650","31210"
"Southern Asia","2003","95038275","19338036","100","100","79.9260862770236","62.0707834932197","1641040","1273636"
"South-Eastern Asia","2003","28059250","5619805","100","100","46.919361240214","37.1032399478047","276926","219512"
"Western Asia","2003","11960007","2404699","100","100","38.312403763219","31.0636887603779","96686","78672"
"Americas","2003","39805316","8040026","100","100","24.6685624665246","20.8096203981039","197562","166459"
"Northern America","2003","10815383","2227503","100","100","8.80064773394706","7.43882832058083","19668","16671"
"Latin America and the Caribbean","2003","28989933","5812523","100","100","30.8634668066796","26.044987162398","177894","149788"
"Central America","2003","8656781","1713255","100","100","28.77331360249","24.2470558038693","49916","42010"
"South America","2003","18580778","3747438","100","100","29.411848669266","25.2667760081255","108039","92534"
"Caribbean","2003","1752374","351830","100","100","55.5599252009893","42.5343113854527","19939","15244"
"Europe","2003","18675516","3824541","100","100","10.0264301665355","8.51746220581871","37958","32290"
"Northern Europe","2003","2760718","549770","100","100","6.54520075698617","5.50045166457049","3686","3094"
"Southern Europe","2003","3750927","758661","100","100","6.79218335496212","5.74476052746823","5248","4449"
"Eastern Europe","2003","7081487","1504503","100","100","16.087746722836","13.7811219081354","23405","20113"
"Western Europe","2003","5082384","1011607","100","100","5.58418055002896","4.61260078332132","5619","4634"
"Oceania","2003","1380667","274609","100","100","32.8988017251838","25.5919850537474","9609","7522"
"Australia and New Zealand","2003","785925","152472","100","100","6.70038246445392","5.5414778128721","1064","884"
"Melanesia","2003","554406","114069","100","100","65.4234784615849","50.485310886721","8220","6379"
"Micronesia","2003","18718","3706","100","100","56.4317659213597","44.840720232074","235","184"
"Polynesia","2003","21618","4362","100","100","19.6990954754276","16.6970198994885","90","75"
"Africa","2004","72898792","15625702","100","100","127.979397884436","81.9702302733739","2098504","1369289"
"Northern Africa","2004","10750423","2276907","100","100","53.5264380565684","40.9214069916326","123172","94910"
"Southern Africa","2004","3135382","563611","100","100","87.1059530813244","56.7642149425595","55479","36425"
"Eastern Africa","2004","25692411","5486069","100","100","120.662186619257","77.1427148938645","693928","451159"
"Western Africa","2004","23156435","5059309","100","100","158.249319654303","97.5813289515708","853987","537048"
"Middle Africa","2004","10164141","2239806","100","100","157.474158579046","103.520382676482","371938","249747"
"Asia","2004","184122240","38082212","100","100","56.9115098087389","44.7968084786151","2265526","1783080"
"Eastern Asia","2004","45936425","10063459","100","100","26.3503048692739","22.1717100796571","269635","226345"
"Central Asia","2004","2844421","591930","100","100","56.0450075347436","47.9677117352555","35218","30223"
"Southern Asia","2004","95075799","19316867","100","100","77.2676162929705","60.2351242737036","1585493","1234625"
"South-Eastern Asia","2004","28260638","5699780","100","100","47.6589379521949","36.3480581065447","282534","216146"
"Western Asia","2004","12004957","2410176","100","100","36.388552166909","29.6280694442248","92646","75741"
"Americas","2004","39801607","8048560","100","100","23.5111673171913","19.86977565804","187692","158419"
"Northern America","2004","10944813","2293480","100","100","8.69404956853581","7.35886238091025","19611","16653"
"Latin America and the Caribbean","2004","28856794","5755080","100","100","29.4029380838469","24.8589845013243","168081","141766"
"Central America","2004","8611188","1697747","100","100","27.5025883841363","23.2307553740943","47502","40061"
"South America","2004","18501917","3707776","100","100","27.8085466559689","23.9449529883826","101100","86780"
"Caribbean","2004","1743689","349557","100","100","54.5468158804497","41.8545267316877","19479","14925"
"Europe","2004","18664890","3843515","100","100","9.54359354364309","8.11221515207882","36506","31136"
"Northern Europe","2004","2774731","563546","100","100","6.37263421542467","5.35864320637882","3626","3056"
"Southern Europe","2004","3780707","769114","100","100","6.40829708369106","5.4180506751573","5008","4246"
"Eastern Europe","2004","7069245","1513471","100","100","15.1201422292622","12.9617279373518","22441","19350"
"Western Europe","2004","5040207","997384","100","100","5.41248283981655","4.47473055943801","5431","4484"
"Oceania","2004","1389536","278247","100","100","32.1183006959416","25.0412486760974","9541","7490"
"Australia and New Zealand","2004","789641","155636","100","100","6.59165950945362","5.45718348287615","1067","889"
"Melanesia","2004","559880","114626","100","100","64.2194857925233","49.7057789141995","8156","6345"
"Micronesia","2004","18283","3555","100","100","55.7843312419963","44.3650690795734","230","182"
"Polynesia","2004","21732","4430","100","100","19.4062945881344","16.4544115250212","88","74"
"Africa","2005","74545417","15974070","100","100","122.745286318288","79.0633359962218","2055797","1348914"
"Northern Africa","2005","10917925","2328205","100","100","51.3818114689871","39.3878504119345","120268","93010"
"Southern Africa","2005","3076658","550372","100","100","85.6570671165755","55.3125555439963","55359","36127"
"Eastern Africa","2005","26283202","5595216","100","100","114.158036224323","73.3934801252374","669104","437295"
"Western Africa","2005","23789948","5192522","100","100","152.500222112435","94.6527557656284","841508","532432"
"Middle Africa","2005","10477684","2307755","100","100","152.027333623852","100.714270174422","369558","250050"
"Asia","2005","184501453","38241073","100","100","53.8405821136048","42.802045291678","2144930","1704832"
"Eastern Asia","2005","45976826","10145523","100","100","24.0962257254175","20.4079203348032","246099","208192"
"Central Asia","2005","2881955","613070","100","100","52.8343609093138","45.4396253312989","34059","29455"
"Southern Asia","2005","95157651","19301402","100","100","74.0337882574948","58.0511312798212","1516330","1187149"
"South-Eastern Asia","2005","28373854","5745041","100","100","43.5354675202653","34.6568760409937","259501","207000"
"Western Asia","2005","12111167","2436037","100","100","34.5784928335704","28.2661930658755","88941","73036"
"Americas","2005","39730232","8026012","100","100","22.4574488691049","19.0012480184369","178654","150947"
"Northern America","2005","11034974","2336854","100","100","8.58780259957892","7.27599964025082","19543","16611"
"Latin America and the Caribbean","2005","28695258","5689158","100","100","28.0661335450068","23.7551473680514","159111","134336"
"Central America","2005","8576454","1687885","100","100","26.3449692286157","22.2996584015251","45297","38269"
"South America","2005","18381992","3653482","100","100","26.3364209862911","22.7057483268269","94756","81434"
"Caribbean","2005","1736812","347791","100","100","53.6012622120985","41.2114043714146","19058","14633"
"Europe","2005","18777615","3881462","100","100","9.07381156442388","7.71480032206351","35166","30039"
"Northern Europe","2005","2807484","582071","100","100","6.200091650161","5.21744558458408","3585","3030"
"Southern Europe","2005","3810803","777944","100","100","6.07027901305279","5.13154325269666","4796","4070"
"Eastern Europe","2005","7149110","1535126","100","100","14.1622272881587","12.1418822132764","21527","18593"
"Western Europe","2005","5010218","986321","100","100","5.25393070737612","4.34854218143349","5258","4346"
"Oceania","2005","1405547","284184","100","100","31.2942754089388","24.4624703752611","9473","7456"
"Australia and New Zealand","2005","799386","160517","100","100","6.4649853239882","5.35793882948111","1072","896"
"Melanesia","2005","566270","115686","100","100","63.0318792090284","48.9380108380366","8087","6308"
"Micronesia","2005","18072","3483","100","100","55.2299589354057","43.9909478193919","226","178"
"Polynesia","2005","21819","4498","100","100","19.2312396412356","16.3157191478827","88","74"
"Africa","2006","76426346","16329457","100","100","117.706390000217","76.3038782270776","2014585","1330066"
"Northern Africa","2006","11172203","2371864","100","100","49.2991335876053","37.883313518979","117878","91484"
"Southern Africa","2006","2990369","572763","100","100","82.5869129857491","53.3956151768086","54248","35526"
"Eastern Africa","2006","26905157","5709448","100","100","108.252466657684","70.111622793521","646451","425348"
"Western Africa","2006","24526998","5310136","100","100","147.072109681609","91.8730212191822","829668","528041"
"Middle Africa","2006","10831619","2365246","100","100","146.438843037052","97.7355347552565","366340","249667"
"Asia","2006","186344118","38288607","100","100","51.3692378589115","41.0327458901508","2048193","1635442"
"Eastern Asia","2006","47227219","10105973","100","100","22.0991279577588","18.8026607601107","225859","192139"
"Central Asia","2006","2951782","637893","100","100","49.8330609654514","43.0205739160415","33167","28858"
"Southern Asia","2006","95489347","19320868","100","100","71.1513933258636","56.1024587509863","1452649","1142966"
"South-Eastern Asia","2006","28482461","5744413","100","100","41.9273095482618","33.5145579534393","251005","200931"
"Western Asia","2006","12193309","2479460","100","100","32.8682553926352","26.9827071736386","85513","70548"
"Americas","2006","39767950","7958823","100","100","21.4879267671927","18.204296834828","170281","144045"
"Northern America","2006","11277668","2351370","100","100","8.4563179871654","7.17318129440843","19380","16486"
"Latin America and the Caribbean","2006","28490282","5607453","100","100","26.829834570868","22.7354416228085","150901","127559"
"Central America","2006","8507675","1680015","100","100","25.2846790451464","21.4492690953942","43282","36646"
"South America","2006","18252443","3580869","100","100","24.9719463114215","21.5571972616371","88951","76545"
"Caribbean","2006","1730164","346569","100","100","52.6713171350793","40.5791663828769","18668","14368"
"Europe","2006","19034180","3940066","100","100","8.61894871627777","7.32636956063221","33876","28960"
"Northern Europe","2006","2861440","605429","100","100","6.00858628368628","5.06077268285948","3539","3001"
"Southern Europe","2006","3858557","786971","100","100","5.78190436266002","4.88631137371942","4609","3909"
"Eastern Europe","2006","7331134","1568152","100","100","13.2256398884677","11.3325196380197","20621","17822"
"Western Europe","2006","4983049","979514","100","100","5.11362580096797","4.23668040401895","5107","4228"
"Oceania","2006","1423855","292477","100","100","30.438829220537","23.867627649809","9396","7419"
"Australia and New Zealand","2006","812307","166984","100","100","6.3212228608126","5.24518953175187","1076","902"
"Melanesia","2006","571926","117430","100","100","61.7931367309771","48.1394212000941","8009","6268"
"Micronesia","2006","17755","3507","100","100","54.9315376675648","43.7233965064309","223","176"
"Polynesia","2006","21867","4556","100","100","19.133723631888","16.2322238139749","88","73"
"Africa","2007","78259248","16718008","100","100","112.741102077818","73.577382014191","1972403","1310588"
"Northern Africa","2007","11389498","2411791","100","100","47.2730158063208","36.4302567295415","115965","90359"
"Southern Africa","2007","3024291","620508","100","100","77.3417028034572","50.8602798746707","51669","34450"
"Eastern Africa","2007","27519775","5835860","100","100","102.708799375401","66.9666124441929","624496","413388"
"Western Africa","2007","25182495","5428351","100","100","141.793196793047","89.1185471949497","817486","523199"
"Middle Africa","2007","11143189","2421498","100","100","140.934282572947","94.8482575474465","362787","249192"
"Asia","2007","187155367","38232581","100","100","48.9024081233995","39.2477610252384","1950821","1564602"
"Eastern Asia","2007","47585605","9966256","100","100","20.3382683567335","17.351905705277","208424","177929"
"Central Asia","2007","3037091","666453","100","100","46.939111441104","40.659083450244","32378","28311"
"Southern Asia","2007","95696541","19350145","100","100","68.1641798655516","54.0623249519467","1384757","1095212"
"South-Eastern Asia","2007","28472279","5708476","100","100","40.4255138324753","32.4122343535476","242892","194911"
"Western Asia","2007","12363851","2541251","100","100","31.2740813987514","25.7705654117399","82370","68239"
"Americas","2007","39587883","7862558","100","100","20.629345358034","17.4979553753784","162784","137864"
"Northern America","2007","11372655","2345266","100","100","8.31954292842585","7.06573931927579","19151","16299"
"Latin America and the Caribbean","2007","28215228","5517292","100","100","25.7231024175728","21.8207498141076","143633","121565"
"Central America","2007","8466013","1677635","100","100","24.3338425974773","20.6851836275111","41496","35209"
"South America","2007","18024622","3493812","100","100","23.7584508796707","20.531878560599","83839","72240"
"Caribbean","2007","1724593","345845","100","100","51.7332593949112","39.942478107397","18298","14116"
"Europe","2007","19315770","4014184","100","100","8.2104359555194","6.97926176686801","32722","27979"
"Northern Europe","2007","2937637","633536","100","100","5.81153955527147","4.89861991580547","3492","2967"
"Southern Europe","2007","3897639","794364","100","100","5.53445968816368","4.6774960593691","4433","3757"
"Eastern Europe","2007","7519695","1610518","100","100","12.3898702332336","10.6140489430126","19818","17129"
"Western Europe","2007","4960799","975766","100","100","4.99174861279328","4.13999925974066","4979","4126"
"Oceania","2007","1453911","303111","100","100","29.617181298248","23.2708941248334","9314","7364"
"Australia and New Zealand","2007","834693","175204","100","100","6.13399895322153","5.09306312317184","1071","899"
"Melanesia","2007","579498","119679","100","100","60.6172551019979","47.3170001264179","7934","6219"
"Micronesia","2007","17763","3616","100","100","54.6513134146023","43.5356364372493","221","173"
"Polynesia","2007","21957","4612","100","100","19.0916214990948","16.2067739806716","88","73"
"Africa","2008","80098851","17130630","100","100","107.895618545384","70.9475233408445","1929678","1291311"
"Northern Africa","2008","11597119","2455370","100","100","45.3355216547021","35.0323862199838","114493","89542"
"Southern Africa","2008","3138100","678935","100","100","71.3308499212779","48.4279888392506","48476","33341"
"Eastern Africa","2008","28138754","5969863","100","100","97.3064164802876","63.9841909495689","602013","401605"
"Western Africa","2008","25795666","5549253","100","100","136.8377851861","86.5472719673089","806078","518864"
"Middle Africa","2008","11429212","2477209","100","100","135.469582680055","91.8294114647576","358618","247959"
"Asia","2008","187349069","38122912","100","100","46.8279690776391","37.5906355632017","1868300","1497826"
"Eastern Asia","2008","47418264","9778347","100","100","18.7802182739584","16.0584167943361","193205","165392"
"Central Asia","2008","3134180","696755","100","100","44.2036859213201","38.4230380636093","31636","27782"
"Southern Asia","2008","95816210","19372226","100","100","65.2960421123097","52.0775497513332","1317686","1047248"
"South-Eastern Asia","2008","28384073","5661982","100","100","40.809989223079","31.7311680489468","246304","191323"
"Western Asia","2008","12596342","2613602","100","100","29.7927423661177","24.6340967076229","79469","66081"
"Americas","2008","39266679","7754549","100","100","19.8581875960853","16.8610857878473","155991","132236"
"Northern America","2008","11356549","2322563","100","100","8.15474757375656","6.92805401599384","18795","15984"
"Latin America and the Caribbean","2008","27910130","5431986","100","100","24.7248210434144","20.9943642947614","137196","116252"
"Central America","2008","8443902","1679302","100","100","23.4731572578655","19.9847312786122","39909","33923"
"South America","2008","17746387","3407330","100","100","22.6699211186379","19.6169333017077","79331","68454"
"Caribbean","2008","1719841","345354","100","100","50.8169761192","39.2845935440907","17956","13875"
"Europe","2008","19613979","4090010","100","100","7.85219818702898","6.67284430899569","31688","27081"
"Northern Europe","2008","3023178","661052","100","100","5.5991750815797","4.72439390448011","3429","2915"
"Southern Europe","2008","3923442","797761","100","100","5.32420323963445","4.50163468585554","4266","3610"
"Eastern Europe","2008","7721113","1656398","100","100","11.6753014219633","9.99351825734225","19130","16522"
"Western Europe","2008","4946246","974799","100","100","4.87923604315377","4.05053050945117","4863","4034"
"Oceania","2008","1490839","314201","100","100","28.8093563655856","22.6852933323318","9213","7296"
"Australia and New Zealand","2008","862629","183692","100","100","5.93334070292151","4.93244261289771","1062","891"
"Melanesia","2008","588177","122094","100","100","59.3667379445901","46.4279549074555","7846","6160"
"Micronesia","2008","17993","3761","100","100","54.2367968152651","43.2440720114644","218","172"
"Polynesia","2008","22040","4654","100","100","19.1053804668609","16.200313253245","87","73"
"Africa","2009","81985929","17555921","100","100","103.333155347668","68.5690623051449","1888993","1274811"
"Northern Africa","2009","11845201","2513209","100","100","43.5178353358707","33.741928665236","113394","89042"
"Southern Africa","2009","3254111","727538","100","100","64.5655150016954","45.7547621011604","44577","31936"
"Eastern Africa","2009","28760334","6104962","100","100","92.2911031460727","61.4262452849183","580665","391737"
"Western Africa","2009","26414574","5676376","100","100","132.356133525833","84.2168568703632","796397","515387"
"Middle Africa","2009","11711709","2533836","100","100","130.100696578598","88.9751918327139","353960","246709"
"Asia","2009","187484970","38036772","100","100","44.3058642320517","35.8955810603576","1765699","1428320"
"Eastern Asia","2009","47229250","9620843","100","100","17.3847987181747","14.8983678695819","179604","154130"
"Central Asia","2009","3241034","726310","100","100","41.6564490497356","36.3105498788966","30893","27211"
"Southern Asia","2009","95834876","19364110","100","100","62.4989130673999","50.1387111415089","1250940","999370"
"South-Eastern Asia","2009","28332333","5639996","100","100","37.6215096825718","30.3539051562398","227271","183378"
"Western Asia","2009","12847477","2685513","100","100","28.5022907728366","23.6399923871264","76991","64231"
"Americas","2009","38929479","7659300","100","100","19.1699281629265","16.2940880834787","149873","127180"
"Northern America","2009","11297776","2290292","100","100","8.01194088791424","6.81564952975806","18430","15676"
"Latin America and the Caribbean","2009","27631703","5369008","100","100","23.8118100662479","20.237266598956","131443","111504"
"Central America","2009","8429323","1682662","100","100","22.6631400826519","19.3262122500588","38451","32747"
"South America","2009","17487451","3341613","100","100","21.6933786521637","18.7885643516143","75362","65101"
"Caribbean","2009","1714929","344733","100","100","49.8884989253668","38.6557028866813","17630","13656"
"Europe","2009","19886378","4149145","100","100","7.55319937743359","6.41809811893985","30792","26296"
"Northern Europe","2009","3099009","680874","100","100","5.37867627682997","4.54014660872557","3345","2843"
"Southern Europe","2009","3928001","794320","100","100","5.13347351952409","4.34259614221083","4091","3455"
"Eastern Europe","2009","7922068","1698067","100","100","11.1045929563593","9.50027187436236","18591","16039"
"Western Europe","2009","4937300","975884","100","100","4.78245102874297","3.97437077954124","4765","3959"
"Oceania","2009","1526046","323184","100","100","28.0858215329095","22.1497994367435","9107","7221"
"Australia and New Zealand","2009","889394","190450","100","100","5.71844225950924","4.75805334856393","1043","876"
"Melanesia","2009","596337","124178","100","100","58.0802280964607","45.5411822628508","7747","6098"
"Micronesia","2009","18250","3892","100","100","53.7657901330819","42.8945689173485","215","171"
"Polynesia","2009","22065","4664","100","100","22.3526778430193","16.8018984484584","102","76"
"Africa","2010","83980307","17983921","100","100","99.1094859013962","66.3174305585906","1850794","1258501"
"Northern Africa","2010","12172449","2591421","100","100","41.7706295263895","32.5104995585796","112359","88577"
"Southern Africa","2010","3319565","751962","100","100","58.8034039656896","43.4678141598071","41143","30667"
"Eastern Africa","2010","29392372","6236098","100","100","87.712097317882","59.0039023836093","560763","382029"
"Western Africa","2010","27083871","5811907","100","100","128.223544229531","82.0578094297535","787704","512348"
"Middle Africa","2010","12012050","2592533","100","100","124.879162474833","86.1026585628545","348825","244880"
"Asia","2010","188025886","38028435","100","100","42.1445940925917","34.2797155446376","1676411","1360917"
"Eastern Asia","2010","47418952","9549678","100","100","16.1129496372423","13.8180451254162","167075","143480"
"Central Asia","2010","3360003","752994","100","100","39.285229018583","34.3398063234619","30104","26581"
"Southern Asia","2010","95757558","19311479","100","100","59.7203211680921","48.1406069132157","1184274","950225"
"South-Eastern Asia","2010","28400850","5665770","100","100","36.328267480202","29.3935253032078","219851","177864"
"Western Asia","2010","13088523","2748514","100","100","27.4752873964039","22.8262230476392","75107","62767"
"Americas","2010","38676641","7594573","100","100","21.0513774666812","16.2587808002949","163552","126248"
"Northern America","2010","11257418","2254757","100","100","7.84895670918762","6.67995406683755","17965","15269"
"Latin America and the Caribbean","2010","27419223","5339816","100","100","26.524601363887","20.2276632464899","145587","110979"
"Central America","2010","8413837","1685813","100","100","21.9347799394041","18.7334089694388","37171","31715"
"South America","2010","17295845","3310283","100","100","20.8169294992244","18.0423653387","71878","62146"
"Caribbean","2010","1709541","343720","100","100","102.206234858415","48.4571104331719","36538","17118"
"Europe","2010","20111872","4178914","100","100","7.31503312058324","6.21558437824692","30036","25628"
"Northern Europe","2010","3154846","688231","100","100","5.15588902914899","4.35385347730044","3244","2754"
"Southern Europe","2010","3905951","782525","100","100","4.96470307020103","4.20233269720801","3911","3300"
"Eastern Europe","2010","8117850","1729825","100","100","10.6795996888578","9.13307123176849","18204","15683"
"Western Europe","2010","4933225","978333","100","100","4.69462030360324","3.90509529007572","4677","3891"
"Oceania","2010","1553066","328282","100","100","27.3130219838364","21.6309590250074","8955","7126"
"Australia and New Zealand","2010","909709","194115","100","100","5.49515360647923","4.57467169393901","1018","854"
"Melanesia","2010","602929","125583","100","100","56.7634698334036","44.6376160390899","7641","6031"
"Micronesia","2010","18401","3961","100","100","53.0957980106025","42.4157826808066","211","169"
"Polynesia","2010","22027","4623","100","100","19.0183894816318","16.1378591751787","85","72"
"Africa","2011","86197131","18391088","100","100","95.2166167904756","64.2114415500062","1814636","1242414"
"Northern Africa","2011","12548445","2698429","100","100","40.2366260637405","31.3866310950948","111569","88121"
"Southern Africa","2011","3437116","742060","100","100","53.3993596962892","41.7977514952507","37758","29708"
"Eastern Africa","2011","30059766","6350276","100","100","83.3453731442623","56.5604348066648","541002","371510"
"Western Africa","2011","27812129","5951167","100","100","124.567675164602","80.1417724217993","780814","510151"
"Middle Africa","2011","12339675","2649156","100","100","119.908404989416","83.3821581928076","343493","242924"
"Asia","2011","188785194","38126517","100","100","40.1541034470689","32.7902609712935","1592792","1297761"
"Eastern Asia","2011","47687751","9602515","100","100","14.9562155090561","12.8179143316924","155453","133380"
"Central Asia","2011","3521555","775366","100","100","37.063432959378","32.4718087658674","29233","25847"
"Southern Asia","2011","95711540","19183495","100","100","57.1098460480203","46.2728645564519","1121719","904511"
"South-Eastern Asia","2011","28455634","5757482","100","100","35.0979524585567","28.4692838729855","212580","172362"
"Western Asia","2011","13408714","2807659","100","100","26.7098110700814","22.1904826968953","73807","61661"
"Americas","2011","38426662","7572208","100","100","17.9714393514845","15.3077748041208","139102","118294"
"Northern America","2011","11270826","2216797","100","100","7.6948625141452","6.55191585149501","17483","14850"
"Latin America and the Caribbean","2011","27155836","5355411","100","100","22.2056395198804","18.9115712189506","121619","103444"
"Central America","2011","8409291","1689080","100","100","21.2407686348008","18.1663204715401","35970","30746"
"South America","2011","17040511","3324301","100","100","20.0261931174741","17.3689199219687","68805","59547"
"Caribbean","2011","1706034","342030","100","100","47.8511166774083","37.3008178331221","16844","13151"
"Europe","2011","20417057","4176376","100","100","7.12115083384313","6.05175906385042","29359","25025"
"Northern Europe","2011","3251191","680726","100","100","4.96223527886264","4.19415345034083","3144","2666"
"Southern Europe","2011","3895061","765376","100","100","4.81742444330335","4.08109466195237","3730","3145"
"Eastern Europe","2011","8339565","1748586","100","100","10.3470377050391","8.8467757832529","17883","15381"
"Western Europe","2011","4931240","981688","100","100","4.61484189278127","3.84191947663265","4602","3833"
"Oceania","2011","1588736","328813","100","100","26.6381289244141","21.1530722397302","8813","7027"
"Australia and New Zealand","2011","936733","194302","100","100","5.26005559278164","4.3827969169693","986","826"
"Melanesia","2011","611157","126077","100","100","55.4755070584769","43.7404421118951","7536","5962"
"Micronesia","2011","18707","3934","100","100","52.1624277657393","41.7432256423183","207","167"
"Polynesia","2011","22139","4500","100","100","18.8919457448228","16.0434959366949","84","72"
"Africa","2012","88287167","18804873","100","100","91.6898265813856","62.2984404507236","1781085","1227370"
"Northern Africa","2012","13005396","2825175","100","100","38.7431984355783","30.3509854919108","110405","87494"
"Southern Africa","2012","3442749","709491","100","100","50.0901262371269","40.5328706074222","35651","28933"
"Eastern Africa","2012","30672572","6462022","100","100","79.2107365890251","54.3136938435507","521675","361692"
"Western Africa","2012","28522476","6099874","100","100","121.286260902979","78.4313760947133","775101","508561"
"Middle Africa","2012","12643974","2708311","100","100","115.29205502186","80.759950622437","338253","240690"
"Asia","2012","189648314","38301388","100","100","38.2904663316969","31.3922414498337","1513584","1237936"
"Eastern Asia","2012","48198145","9739942","100","100","13.8482871261075","11.874066369982","144028","123587"
"Central Asia","2012","3657346","794903","100","100","34.9838741237731","30.7123615474508","28283","25035"
"Southern Asia","2012","95375223","19013534","100","100","54.5931708821448","44.4699286318898","1062615","861607"
"South-Eastern Asia","2012","28729994","5894436","100","100","33.9545403366127","27.5945517258963","205586","166952"
"Western Asia","2012","13687606","2858573","100","100","26.1968413334679","21.6784337250071","73072","60755"
"Americas","2012","38285876","7579578","100","100","17.4669244409531","14.8841649987468","134573","114545"
"Northern America","2012","11213625","2174889","100","100","7.56336137821001","6.44622836907038","17035","14473"
"Latin America and the Caribbean","2012","27072251","5404689","100","100","21.5172993421057","18.3314312828134","117538","100072"
"Central America","2012","8404801","1692144","100","100","20.6051510495432","17.6457002182422","34878","29858"
"South America","2012","16967519","3372562","100","100","19.3159979737841","16.7640420016505","66105","57263"
"Caribbean","2012","1699931","339983","100","100","46.976627647718","36.6354312412629","16555","12951"
"Europe","2012","20556314","4144805","100","100","6.9246954124933","5.88283001507336","28588","24324"
"Northern Europe","2012","3274069","660745","100","100","4.78873626969689","4.0473732069252","3040","2572"
"Southern Europe","2012","3839958","739827","100","100","4.69747733268577","3.98324354286122","3562","2997"
"Eastern Europe","2012","8503942","1757664","100","100","9.99697516664888","8.54051344076144","17451","14976"
"Western Europe","2012","4938345","986569","100","100","4.54029064324513","3.78327791388101","4535","3779"
"Oceania","2012","1603977","325434","100","100","26.026358939214","20.7212879834061","8674","6925"
"Australia and New Zealand","2012","947661","191297","100","100","5.0379466743512","4.19881395238297","952","796"
"Melanesia","2012","615691","125945","100","100","54.2533074685227","42.9002168212384","7436","5899"
"Micronesia","2012","18715","3855","100","100","51.1747379089598","41.0099940049413","204","162"
"Polynesia","2012","21910","4337","100","100","18.6743713545615","15.8627156020675","82","68"
"Africa","2013","90269446","19203639","100","100","88.4981973304917","60.5760320767601","1749750","1213417"
"Northern Africa","2013","13492187","2947489","100","100","37.4417368438686","29.4051521470414","109180","86626"
"Southern Africa","2013","3370497","664703","100","100","47.8339874408685","39.1435896523821","34161","27996"
"Eastern Africa","2013","31250864","6572262","100","100","75.3713708551342","52.3293468307009","503359","353108"
"Western Africa","2013","29219318","6249826","100","100","118.329288949284","76.8883717485691","770307","507371"
"Middle Africa","2013","12936580","2769359","100","100","110.879067560428","78.2682237808287","332743","238316"
"Asia","2013","190556394","38488853","100","100","36.541267622535","30.074877773162","1438766","1181362"
"Eastern Asia","2013","48867410","9904780","100","100","12.8426382147889","11.0034932783918","133391","114306"
"Central Asia","2013","3769546","808706","100","100","33.0739789423663","29.0881428799648","27300","24182"
"Southern Asia","2013","94870832","18837592","100","100","52.1657393604349","42.7053909670367","1007458","821422"
"South-Eastern Asia","2013","29127358","6041296","100","100","32.8686991465678","26.7816932081554","198695","161703"
"Western Asia","2013","13921248","2896479","100","100","25.6002546783874","21.1849263343982","71922","59749"
"Americas","2013","38236857","7606905","100","100","16.9852424896778","14.4839376338814","130334","111011"
"Northern America","2013","11132680","2138409","100","100","7.45237871386506","6.35876242425383","16637","14146"
"Latin America and the Caribbean","2013","27104177","5468496","100","100","20.8584413556147","17.7821505511314","113697","96865"
"Central America","2013","8398280","1694103","100","100","19.9961756998046","17.1369864386309","33823","28978"
