"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"Oceania","1968","1075226","217218","97.94","97.84","62.5988577163014","46.2778031828935","14370","10728"
"Australia and New Zealand","1968","774250","152662","100","100","24.4320589582495","20.2560956094208","3795","3157"
"Melanesia","1968","262637","56592","100","100","145.206589803762","102.697467783128","9984","7138"
"Micronesia","1968","12908","2717","46.4","45.05",,,,
"Polynesia","1968","25431","5247","39.97","38.94",,,,
"Africa","1969","32033497","7070985","88.68","88.67","251.462120909849","153.877451759783","1996007","1240512"
"Northern Africa","1969","7197040","1542550","100","100","218.885961118419","145.383868216947","383717","256762"
"Southern Africa","1969","2042608","441832","12.53","12.68",,,,
"Eastern Africa","1969","10032466","2236961","91.81","91.73","226.992702494765","140.20164339503","561486","352731"
"Western Africa","1969","9197201","2050178","99.4","99.4","302.5730177572","175.131612043954","718606","423406"
"Middle Africa","1969","3564182","799464","73.01","72.72","233.520392044315","150.751998935074",,
"Asia","1969","168209660","36317318","94.89","95.08","167.060885244556","112.403846403168","6172686","4427926"
"Eastern Asia","1969","75447888","16534759","98.34","98.07","90.344935579766","82.2081356640005",,
"Central Asia","1969","2418864","446571","0","0",,,,
"Southern Asia","1969","59966266","12885113","95.94","95.96","212.685165888199","150.964270056506","3099106","2211051"
"South-Eastern Asia","1969","23431842","4964506","96.22","96.19","142.657811943388","99.9226816059823","766623","540453"
"Western Asia","1969","6944800","1486369","76.9","79.02","187.614218299034","131.05926047164","314777","222253"
"Americas","1969","32912557","6544502","99.83","99.83","102.107835157118","76.6544289913188","717340","542872"
"Northern America","1969","10171102","1850807","100","100","26.8592180231866","23.054753294408","54156","46068"
"Latin America and the Caribbean","1969","22741455","4693695","99.75","99.77","131.371199725442","97.0137214179034","663372","496981"
"Central America","1969","6222320","1343530","100","100","127.935259574596","92.6773292598255","184572","135619"
"South America","1969","14807419","3017930","99.78","99.79","134.03199888859","100.068365456252","433075","328473"
"Caribbean","1969","1711716","332235","98.56","98.68","121.380974002076","87.273993950707","45668","32848"
"Europe","1969","27362173","5282057","60.98","62.84","33.5359467140707","28.856271586623",,"158587"
"Northern Europe","1969","3720080","709082","96.42","96.43","22.7635694413078","19.3925015375371","16429","13895"
"Southern Europe","1969","5926957","1160021","53.52","53.38","44.0868612755624","38.1627591833555","54622","47182"
"Eastern Europe","1969","10760647","2083040","27.61","32.96",,,,
"Western Europe","1969","6954489","1329914","99.99","100","25.7529134274873","21.8382538374582","35028","29429"
"Oceania","1969","1090287","221257","97.95","97.88","61.2523139928948","45.4355418918413","14243","10675"
"Australia and New Zealand","1969","782470","154959","100","100","24.2385599932869","20.1085427319586","3804","3168"
"Melanesia","1969","269341","58400","100","100","140.828882684455","99.9448085270607","9870","7086"
"Micronesia","1969","13027","2729","45.87","44.63",,,,
"Polynesia","1969","25449","5169","39.81","38.58",,,,
"Africa","1970","32850652","7258513","88.74","88.72","247.912819111012","151.617615714687","2012945","1251951"
"Northern Africa","1970","7308169","1563339","100","100","214.797380036058","142.908363993361","382463","256289"
"Southern Africa","1970","2100061","454948","12.56","12.71",,,,
"Eastern Africa","1970","10331162","2305798","92.06","91.98","225.709095152863","139.450964424872","573440","360945"
"Western Africa","1970","9446746","2111991","99.4","99.4","296.813786739875","171.646652536198","722681","425650"
"Middle Africa","1970","3664514","822437","73.12","72.8","241.392521078476","148.26965978854",,"135784"
"Asia","1970","171008013","36424178","94.89","94.97","153.8443733511","109.929109773787","6065235","4364501"
"Eastern Asia","1970","76617593","16326025","98.24","97.86","107.893818982714","78.4929793294715",,"1349656"
"Central Asia","1970","2404738","445669","0","0",,,,
"Southern Asia","1970","61037230","13092614","95.94","95.96","209.92215904485","149.101186122205","3108043","2219536"
"South-Eastern Asia","1970","23850408","5043135","96.23","96.2","138.787868984863","97.5338579893078","755022","533898"
"Western Asia","1970","7098044","1516735","77.3","79.26","180.713664143129","126.527262699866","309079","218756"
"Americas","1970","32962608","6552661","99.86","99.87","99.4655676863613","75.1411320335939","703338","533070"
"Northern America","1970","9969298","1829568","100","100","25.8519702253049","22.1398931990949","51092","43391"
"Latin America and the Caribbean","1970","22993310","4723093","99.8","99.82","126.813171160148","94.7327184340655","652442","489869"
"Central America","1970","6415272","1388338","100","100","124.010591008114","90.1180532249098","182991","134789"
"South America","1970","14877121","3011402","99.78","99.79","128.994524010789","97.878853773204","424910","323059"
"Caribbean","1970","1700917","323353","99.15","99.24","118.915069652816","85.5278195686363","44523","32016"
"Europe","1970","27034871","5234708","78.73","79.04","33.904046892734","29.4198577667226",,"159865"
"Northern Europe","1970","3663527","688533","96.37","96.28","22.164850781877","18.8796671014439","15607","13177"
"Southern Europe","1970","5899439","1150549","53.3","52.94","41.917974071364","36.417752347905","51680","44800"
"Eastern Europe","1970","10660378","2118418","73.15","74.98","43.6826290975586","37.504867843468",,
"Western Europe","1970","6811527","1277208","100","99.99","24.8262089513187","21.0182890744443","32763","27419"
"Oceania","1970","1105505","226017","97.98","97.95","59.9029296626695","44.572683450162","14104","10603"
"Australia and New Zealand","1970","788748","157361","100","100","23.9228176443721","19.8540029514619","3792","3159"
"Melanesia","1970","278436","60873","100","100","136.504191482594","97.1793058820433","9763","7037"
"Micronesia","1970","13110","2737","45.71","44.68",,,,
"Polynesia","1970","25211","5046","39.49","38.13",,,,
"Africa","1971","33830325","7441176","88.74","88.77","244.028255611561","149.30975720974","2029475","1263453"
"Northern Africa","1971","7445255","1582320","100","100","210.546816995459","140.377998537263","380705","255673"
"Southern Africa","1971","2165833","467316","12.6","12.78",,,,
"Eastern Africa","1971","10683460","2374003","92.12","92.14","224.2269608405","138.606332566346","586074","369242"
"Western Africa","1971","9749425","2173837","99.4","99.4","290.859673989138","168.004537972515","726225","427709"
"Middle Africa","1971","3786352","843700","73.17","72.88","237.134415290984","146.136461364219",,"137456"
"Asia","1971","174175558","36386787","96.78","96.73","150.423164654528","107.815058616833","5960842","4286575"
"Eastern Asia","1971","77921426","15956668","98.12","97.81","102.391371807593","74.9154380977745",,"1268710"
"Central Asia","1971","2376700","464999","32.14","30.99",,,,
"Southern Asia","1971","62292871","13302111","100","100","206.292906491921","146.342624385332","3098571","2214397"
"South-Eastern Asia","1971","24314442","5111772","96.23","96.15","135.032746783985","95.1372547909061","742900","526498"
"Western Asia","1971","7270119","1551237","77.87","79.16","174.182785795112","122.190964819212","303641","215376"
"Americas","1971","32900222","6620438","99.87","99.88","97.2372790120047","73.5827469646451","689444","523479"
"Northern America","1971","9672232","1827496","100","100","24.8843772134105","21.2777654138608","48349","41038"
"Latin America and the Caribbean","1971","23227990","4792942","99.82","99.83","123.455482492866","92.4575517980563","641286","482607"
"Central America","1971","6637027","1444230","100","100","119.994291723006","87.5161016919799","180773","133512"
"South America","1971","14919684","3025952","99.79","99.8","125.823298632716","95.6914736407757","417123","317898"
"Caribbean","1971","1671279","322760","99.36","99.39","116.598471126965","83.9252920522705","43385","31201"
"Europe","1971","26695560","5228236","85.76","85.47","33.6295519937341","28.6705726860325",,"154265"
"Northern Europe","1971","3572823","670442","96.28","96.03","21.512035708406","18.3180282550913","14741","12427"
"Southern Europe","1971","5850206","1149932","53.05","52.39","39.5689965020587","34.4862453707227","48506","42185"
"Eastern Europe","1971","10646813","2188506","91.35","91.53","41.8266451601947","35.190959365617",,"78613"
"Western Europe","1971","6625718","1219356","100","99.99","23.8434778987869","20.1552385555685","30411","25360"
"Oceania","1971","1122114","233275","98","98.03","58.5827518005939","43.6866244704576","13937","10494"
"Australia and New Zealand","1971","794464","161441","100","100","23.3872793068163","19.4084478759348","3732","3107"
"Melanesia","1971","289492","64146","100","100","132.351939891207","94.4397034115706","9673","6992"
"Micronesia","1971","13285","2761","45.37","44.77",,,,
"Polynesia","1971","24873","4927","38.84","37.55",,,,
"Africa","1972","34735448","7642921","89.74","89.84","239.85308940823","146.769861905655","2046155","1273217"
"Northern Africa","1972","7557200","1603081","100","100","205.910412977836","137.647915323194","378123","254710"
"Southern Africa","1972","2227785","479845","12.65","12.88",,,,
"Eastern Africa","1972","11015929","2449099","92.25","92.35","222.838847278397","137.764076747719","599500","377811"
"Western Africa","1972","10039460","2244114","99.4","99.4","284.424021001612","164.136627086151","728564","429279"
"Middle Africa","1972","3895074","866782","81.94","81.79","232.301375929396","143.18684401183",,"138359"
"Asia","1972","176060753","36295225","97.23","97.15","147.11108329893","105.667312852113","5829263","4189884"
"Eastern Asia","1972","78051444","15486560","98.08","97.86","96.9836965104474","71.3359083515794",,"1177935"
"Central Asia","1972","2419369","498033","42.49","41.95",,,,
"Southern Asia","1972","63426745","13540285","100","100","202.660973235571","144.082515916198","3098414","2216499"
"South-Eastern Asia","1972","24711357","5176541","96.19","96.05","131.352387521019","92.8280410180483","730141","518822"
"Western Asia","1972","7451838","1593806","85.87","86.86","167.451851669756","117.622749250408","297068","211321"
"Americas","1972","33056958","6734317","99.87","99.88","94.9008935188697","71.9788851504149","675429","514148"
"Northern America","1972","9505515","1842101","100","100","23.8986663205096","20.3945347121767","45786","38828"
"Latin America and the Caribbean","1972","23551443","4892216","99.82","99.84","120.061730461599","90.1940439181801","629845","475479"
"Central America","1972","6882443","1507350","100","100","116.012585402856","84.8991718678821","178067","131810"
"South America","1972","15003383","3056850","99.79","99.81","122.544536786146","93.4943103453179","409504","313261"
"Caribbean","1972","1665617","328016","99.37","99.36","114.578656163094","82.5461053445762","42274","30412"
"Europe","1972","26518632","5255598","85.54","85.07","32.4653996994256","27.5323499904177",,"146960"
"Northern Europe","1972","3492621","654312","96.12","95.7","20.8266546942536","17.7196338411507","13868","11670"
"Southern Europe","1972","5836886","1157542","52.71","51.82","37.0967185777636","32.4162395262566","45171","39386"
"Eastern Europe","1972","10779369","2286924","91.3","91.32","40.0605042452932","33.6585395541389",,"76315"
"Western Europe","1972","6409756","1156820","99.99","99.99","22.8600754811765","19.2937949231058","28106","23367"
"Oceania","1972","1143884","241449","98.05","98.12","57.3751309250339","42.8740732061716","13738","10357"
"Australia and New Zealand","1972","803400","165861","100","100","22.7030621763556","18.841860004281","3627","3015"
"Melanesia","1972","302752","68047","100","100","128.383090417579","91.8397670216117","9597","6959"
"Micronesia","1972","13402","2779","45.4","45.2",,,,
"Polynesia","1972","24330","4762","38.2","36.79",,,,
"Africa","1973","35623161","7862454","89.79","89.92","235.910869572259","144.229725185276","2059711","1283004"
"Northern Africa","1973","7662185","1628276","100","100","200.609747505307","134.438543489142","374225","252901"
"Southern Africa","1973","2286368","491937","12.73","13.01",,,,
"Eastern Africa","1973","11344476","2529868","92.39","92.52","221.483504988388","136.903796433859","613315","386516"
"Western Africa","1973","10331318","2320769","99.41","99.41","277.554954606336","160.135016583612","729773","430429"
"Middle Africa","1973","3998814","891604","82.02","81.85","232.75590398204","141.450121293126",,"140466"
"Asia","1973","177028239","36126328","97.2","97.11","143.777703233524","103.510761781276","5676414","4080125"
"Eastern Asia","1973","77293689","14908331","98.1","97.99","91.6294503232432","67.7287197052051",,"1080673"
"Central Asia","1973","2510281","537229","42.33","42.19",,,,
"Southern Asia","1973","64521925","13803703","100","100","198.982909501913","141.677104715093","3092051","2215660"
"South-Eastern Asia","1973","25055705","5235211","96.14","95.97","127.852726381981","90.5542804926234","717529","510682"
"Western Asia","1973","7646639","1641854","85.95","86.49","160.496486516851","113.306989742326","290515","207416"
"Americas","1973","33368061","6876207","99.88","99.89","92.458710285203","70.2803467529449","661252","504683"
"Northern America","1973","9423985","1867516","100","100","22.8475784163196","19.4568644029756","43278","36665"
"Latin America and the Caribbean","1973","23944076","5008691","99.83","99.85","116.631024191411","87.8743139917123","618178","468167"
"Central America","1973","7133263","1568177","100","100","112.094308345322","82.3108773895629","174923","129762"
"South America","1973","15134651","3104422","99.8","99.82","119.142945701927","91.1653604565227","402094","308775"
"Caribbean","1973","1676162","336092","99.36","99.33","112.868121872166","81.3623724790036","41170","29637"
"Europe","1973","26449406","5297125","85.25","84.65","31.223315829756","26.4898719411438","165925","140415"
"Northern Europe","1973","3419251","639826","95.91","95.35","20.1557769787015","17.1335330253368","13032","10955"
"Southern Europe","1973","5845679","1168077","52.32","51.25","34.5081770290182","30.2195746511532","41667","36407"
"Eastern Europe","1973","11004450","2393487","91.16","91.06","38.5052064578624","32.3910780941112",,"74652"
"Western Europe","1973","6180026","1095735","99.99","99.99","21.8891409552781","18.4520795024337","25924","21508"
"Oceania","1973","1165655","248729","98.11","98.21","56.2269520025751","42.0979773861458","13502","10189"
"Australia and New Zealand","1973","811376","169337","100","100","21.8146944140825","18.1010826188977","3469","2877"
"Melanesia","1973","317127","72002","100","100","124.543766796021","89.3759669778046","9530","6935"
"Micronesia","1973","13501","2799","45.77","45.98",,,,
"Polynesia","1973","23651","4591","37.59","36.07",,,,
"Africa","1974","36555250","8097795","95.9","95.87","229.261261585223","139.225941786274","2025299","1270043"
"Northern Africa","1974","7783800","1661274","100","100","194.458811960729","130.757835861291","368683","250249"
"Southern Africa","1974","2341645","502891","100","100","133.668427471507","96.1750641606718",,
"Eastern Africa","1974","11685328","2614515","94.01","94.11","220.165339029097","136.174964732084","627730","395731"
"Western Africa","1974","10638152","2401030","99.41","99.41","270.372543229983","155.975104765186","729959","430931"
"Middle Africa","1974","4106325","918085","82.08","81.87","229.710444389214","139.950666421628","229966","142826"
"Asia","1974","177269444","35858490","97.31","97.23","140.477548946109","101.399726952339","5506818","3964521"
"Eastern Asia","1974","75798076","14223150","98.15","98.15","86.2394749229423","64.1919079263008","1351553","982480"
"Central Asia","1974","2606059","571905","42.21","42.36",,,,
"Southern Asia","1974","65655896","14086107","100","100","195.206313159033","139.22811131503","3083561","2213725"
"South-Eastern Asia","1974","25358268","5285465","96.15","95.99","124.398684708026","88.3269113531046","704323","502255"
"Western Asia","1974","7851145","1691863","88.64","88.95","151.87823135285","106.888580217554","278154","199282"
"Americas","1974","33725665","7019185","99.88","99.89","89.8922508405237","68.4909472281264","646799","495088"
"Northern America","1974","9377452","1894912","100","100","21.7747962646623","18.5031257057622","40891","34605"
"Latin America and the Caribbean","1974","24348213","5124273","99.84","99.85","113.118707532429","85.4916741023659","606103","460623"
"Central America","1974","7354651","1614289","100","100","108.343801619059","79.8447986833144","171531","127533"
"South America","1974","15308655","3167461","99.81","99.83","115.503359222447","88.6501921451195","394471","304186"
"Caribbean","1974","1684907","342523","99.36","99.32","111.452893301481","80.4021833056089","40113","28914"
"Europe","1974","26388783","5326066","91.41","90.85","29.836917161019","25.2739176938796","157225","133126"
"Northern Europe","1974","3344596","626195","95.7","95.05","19.4528034201","16.5202991665977","12229","10270"
"Southern Europe","1974","5847957","1173983","80.95","80.45","29.8521410510736","25.9148027146328","35673","30907"
"Eastern Europe","1974","11241808","2481970","91.02","90.85","37.1984146890766","31.3114440740062",,"73329"
"Western Europe","1974","5954422","1043918","99.99","100","20.899317748248","17.5954427713958","23870","19781"
"Oceania","1974","1180011","252707","98.15","98.27","55.1441641625291","41.3593507321939","13223","9981"
"Australia and New Zealand","1974","812895","170171","100","100","20.7845830890152","17.2383512136762","3268","2701"
"Melanesia","1974","330522","75251","100","100","120.793356073157","87.0007800466927","9463","6911"
"Micronesia","1974","13620","2831","46.27","46.94",,,,
"Polynesia","1974","22974","4454","37.05","35.59",,,,
"Africa","1975","37603918","8346731","95.85","95.81","221.619732748419","136.426575702937","2031878","1276784"
"Northern Africa","1975","7944400","1704051","100","100","187.667683225422","126.813616887839","361897","247118"
"Southern Africa","1975","2394525","512296","100","100","127.879330440594","91.9105856253124",,"49146"
"Eastern Africa","1975","12059758","2701564","93.88","93.97","218.859519216438","135.352323219423","642015","404757"
"Western Africa","1975","10977968","2482664","99.41","99.41","262.915458308882","151.730197038096","729019","430863"
"Middle Africa","1975","4227267","946156","82.08","81.85","226.89139390433","138.557457041604","233472","145355"
"Asia","1975","177022547","35496621","98.01","98.02","137.542860768508","99.6663544810545","5363587","3862019"
"Eastern Asia","1975","73718071","13451957","98.18","98.3","81.0769390422993","60.7414446351417","1217921","887347"
"Central Asia","1975","2673232","594585","50.93","51.42","104.64314774199","85.0675421183824",,
"Southern Asia","1975","66932761","14381868","100","100","191.013453611126","136.52305736174","3067932","2207711"
"South-Eastern Asia","1975","25631651","5326950","98.73","98.67","123.657684792335","88.8574342467085","724666","509390"
"Western Asia","1975","8066832","1741261","93.31","93.48","142.981746352792","101.330162398716","266611","192352"
"Americas","1975","34068113","7142456","99.89","99.9","87.2018481678841","66.6092003353763","632066","485323"
"Northern America","1975","9336963","1917515","100","100","20.7008810628759","17.5497388752596","38656","32674"
"Latin America and the Caribbean","1975","24731150","5224941","99.84","99.86","109.526509869466","83.0474162878381","593593","452780"
"Central America","1975","7525300","1637304","100","100","104.669615216249","77.4294737234595","167762","125035"
"South America","1975","15526023","3243473","99.82","99.85","111.671449447568","85.9924656676758","386668","299484"
"Caribbean","1975","1679827","344164","99.36","99.32","110.380411853624","79.6387174625561","39178","28273"
"Europe","1975","26269215","5324844","91.23","90.63","28.5970363786204","24.2473845798233","149998","127000"
"Northern Europe","1975","3262296","612924","95.53","94.87","18.680655186763","15.8476350124814","11451","9616"
"Southern Europe","1975","5822410","1169854","80.74","80.14","27.5237526196472","23.8866058598309","32503","28128"
"Eastern Europe","1975","11444033","2534845","90.94","90.72","36.0029630564568","30.3196119679243","85099","72036"
"Western Europe","1975","5740476","1007221","99.99","99.99","19.8684744568138","16.7003798503207","21966","18190"
"Oceania","1975","1183498","251834","98.21","98.32","54.1570863978053","40.6325769806384","12932","9753"
"Australia and New Zealand","1975","805616","167311","100","100","19.661017473825","16.2972268109081","3040","2505"
"Melanesia","1975","341643","77273","100","100","117.242392853219","84.6421728147739","9403","6883"
"Micronesia","1975","13814","2877","46.72","47.93",,,,
"Polynesia","1975","22425","4373","38.41","37.57",,,,
"Africa","1976","38860316","8579972","95.86","95.82","216.690002728253","133.577525851003","2037352","1282360"
"Northern Africa","1976","8142617","1753284","100","100","180.357697030946","122.554400914193","354063","243378"
"Southern Africa","1976","2454349","519723","100","100","121.666476536883","87.890967971152",,"47892"
"Eastern Africa","1976","12503639","2783131","93.93","94","217.369903431186","134.469510944324","655866","413669"
"Western Africa","1976","11389555","2552110","99.41","99.42","255.477511709735","147.549924468679","727645","430567"
"Middle Africa","1976","4370156","971724","82.09","81.86","224.052611754875","137.177566736456","237037","147963"
"Asia","1976","176156269","34982113","98.11","98.16","134.526345688477","97.54223107146","5187630","3748973"
"Eastern Asia","1976","70656852","12588865","98.23","98.43","76.0246842616513","57.4203449690191","1090705","799358"
"Central Asia","1976","2767819","602023","50.96","51.15","103.521505363179","83.6019334379007",,"50854"
"Southern Asia","1976","68502912","14649363","100","100","186.435507302647","133.553492159241","3046326","2198236"
"South-Eastern Asia","1976","25921375","5357266","98.72","98.68","122.451221606892","86.4429333181267","706016","498858"
"Western Asia","1976","8307311","1784596","95.35","95.5","135.285008570678","96.8091122873485","257885","187176"
"Americas","1976","34639935","7233329","99.89","99.9","84.4052104314489","64.6368654861284","617161","475361"
"Northern America","1976","9429679","1930868","100","100","19.6863556320342","16.6474599750517","36686","30968"
"Latin America and the Caribbean","1976","25210256","5302461","99.85","99.87","105.870943465954","80.5378291506335","580646","444517"
"Central America","1976","7723399","1629076","100","100","101.051738213206","75.0371680921579","163624","122257"
"South America","1976","15808208","3334731","99.83","99.86","107.703846366472","83.2097477370218","378651","294508"
"Caribbean","1976","1678649","338654","99.35","99.34","109.497472892192","79.0265580704301","38389","27764"
"Europe","1976","26265208","5280923","91","90.54","27.4266637526538","23.2509859315476","143110","121175"
"Northern Europe","1976","3170964","599818","95.3","94.84","17.9112777648189","15.1861292730187","10753","9034"
"Southern Europe","1976","5803456","1152471","80.47","79.87","25.4292638569925","22.0450107403013","29575","25545"
"Eastern Europe","1976","11825441","2538193","90.85","90.68","34.7989155995208","29.3401789142563","83312","70572"
"Western Europe","1976","5465347","990441","99.99","99.99","18.8630954030212","15.8330198804553","20301","16820"
"Oceania","1976","1199143","244633","98.25","98.29","53.2017202730279","39.929010398403","12630","9526"
"Australia and New Zealand","1976","807921","159945","100","100","18.532581176261","15.3477876445237","2809","2307"
"Melanesia","1976","355252","77398","100","100","113.787043732921","82.4025429079617","9338","6855"
"Micronesia","1976","14054","2929","47.41","49.47",,,,
"Polynesia","1976","21916","4361","38.09","38.11",,,,
"Africa","1977","40023817","8829236","96.76","96.71","212.34623690722","131.398897236158","2053892","1294129"
"Northern Africa","1977","8358115","1811846","100","100","172.762842742177","118.09092369132","345565","239173"
"Southern Africa","1977","2501300","525634","100","100","115.715829685987","84.0744771135408",,"46761"
"Eastern Africa","1977","12914288","2868438","96.74","96.72","217.388659351164","135.381022296659","680424","428330"
"Western Africa","1977","11749484","2623953","99.42","99.42","248.377755943895","143.660363963146","726697","430665"
"Middle Africa","1977","4500630","999365","82.1","81.83","221.350955680943","135.846276123546","240820","150704"
"Asia","1977","174656718","34405529","98.26","98.34","131.133188643968","95.3833242785348","5022923","3646000"
"Eastern Asia","1977","67273475","11669891","98.29","98.55","71.3088980846693","54.3042802353624","977096","722051"
"Central Asia","1977","2811237","598240","58.3","58.26","106.258541419954","86.8974798605968",,"53944"
"Southern Asia","1977","69912275","14930555","100","100","181.448337414771","130.309458751968","3018703","2185374"
"South-Eastern Asia","1977","26130537","5379416","98.73","98.7","118.749789539547","84.1483887401118","688975","489474"
"Western Asia","1977","8529194","1827427","95.48","95.56","128.700961811208","92.7410612922213","250649","182706"
"Americas","1977","35058962","7305963","99.9","99.91","81.5027266258562","62.5871788008328","601936","465152"
"Northern America","1977","9458774","1938955","100","100","18.7906353811493","15.8622223545646","35082","29604"
"Latin America and the Caribbean","1977","25600188","5367008","99.86","99.88","102.139989736107","77.9634246217271","567015","435665"
"Central America","1977","7800092","1600161","100","100","97.3364702040045","72.5561455532401","158926","119063"
"South America","1977","16142463","3438198","99.85","99.87","103.664123674041","80.3691365858145","370316","289209"
"Caribbean","1977","1657633","328649","99.37","99.37","108.713033071215","78.4592525627154","37795","27407"
"Europe","1977","26097506","5208209","90.86","90.54","26.3291874907949","22.308227256293","136789","115780"
"Northern Europe","1977","3087601","587283","95.17","94.94","17.0894233035467","14.4795053039708","10098","8496"
"Southern Europe","1977","5736207","1125789","80.21","79.61","23.5226311579168","20.365830700897","26867","23152"
"Eastern Europe","1977","11985328","2506147","90.81","90.69","33.7136309303099","28.4394231216591","81617","69127"
"Western Europe","1977","5288370","988990","99.99","99.98","17.884259291796","14.9888547595087","18869","15651"
"Oceania","1977","1186331","232839","98.24","98.21","52.2591668851697","39.2286275956238","12348","9315"
"Australia and New Zealand","1977","788606","149026","100","100","17.5017375475385","14.4883228756458","2599","2131"
"Melanesia","1977","361759","76411","100","100","110.425851610909","80.2061472564151","9268","6820"
"Micronesia","1977","14339","2998","48.22","50.97",,"78.2525472604131",,
"Polynesia","1977","21627","4404","38.05","38.96",,,,
"Africa","1978","41148808","9089792","96.79","96.72","207.927222317233","128.546017242122","2057336","1298617"
"Northern Africa","1978","8590397","1875684","100","100","165.093047035603","113.595467495652","336678","234722"
"Southern Africa","1978","2540710","531160","100","100","110.026176220374","80.3275295597512",,"45687"
"Eastern Africa","1978","13310147","2956187","96.44","96.39","216.848397799372","134.14366281751","692613","436171"
"Western Africa","1978","12080251","2697536","99.42","99.42","241.821705737164","140.074964453558","726701","431197"
"Middle Africa","1978","4627303","1029225","83.25","82.92","217.721840135002","133.748981323888","243048","152654"
"Asia","1978","173001864","33934155","98.53","98.65","127.729488268782","93.22229066828","4879041","3557705"
"Eastern Asia","1978","63875457","10837682","98.55","98.91","67.2640967816792","51.7283190757807","885032","661036"
"Central Asia","1978","2819744","589340","58.02","57.82","106.050418272506","85.444575390016",,"54165"
"Southern Asia","1978","71266226","15233233","100","100","176.121356012649","126.805084991524","2985869","2168874"
"South-Eastern Asia","1978","26298918","5403697","99.79","99.81","115.907409719991","82.7336026171254","680348","485188"
"Western Asia","1978","8741519","1870203","95.59","95.63","122.60732620376","88.7421236395445","243386","178247"
"Americas","1978","35371806","7365424","99.9","99.92","78.4751068301063","60.4431330943678","585963","454326"
"Northern America","1978","9449687","1944467","100","100","17.9051336233858","15.0838726981549","33621","28356"
"Latin America and the Caribbean","1978","25922119","5420957","99.87","99.89","98.3394464759708","75.3346196401251","552494","426081"
"Central America","1978","7792341","1560633","100","100","93.5592473839148","70.0046865853351","153803","115552"
"South America","1978","16504693","3542745","99.86","99.88","99.5704098219226","77.4991829670728","361368","283391"
"Caribbean","1978","1625085","317579","99.39","99.41","107.743588205257","77.7264051341537","37349","27156"
"Europe","1978","25823802","5123182","91.45","91.3","25.8177925351049","21.9345201283719","134199","113461"
"Northern Europe","1978","3012888","577082","95.14","95.11","16.2800610542689","13.7853230203353","9520","8021"
"Southern Europe","1978","5630571","1092688","82.97","82.52","24.3497805699465","21.4026492684911","27762","23760"
"Eastern Europe","1978","11997532","2454076","90.82","90.78","32.8191887241114","27.6963910019643","80231","67941"
"Western Europe","1978","5182811","999336","99.99","99.98","16.9355611515042","14.1696445528679","17634","14645"
"Oceania","1978","1156649","219644","98.2","98.1","51.2971115365493","38.5098847923121","12097","9130"
"Australia and New Zealand","1978","756918","137171","100","100","16.5677835340563","13.7098504669977","2416","1982"
"Melanesia","1978","363525","74909","100","100","107.270372465169","78.1462086855737","9199","6784"
"Micronesia","1978","14685","3082","49","52.21",,"77.6740847031239",,
"Polynesia","1978","21521","4482","38.22","39.96",,,,
"Africa","1979","42292076","9356002","96.71","96.64","203.134410468522","125.841723567203","2061724","1304021"
"Northern Africa","1979","8833921","1939245","100","100","157.364521442503","109.085675334909","327256","229935"
"Southern Africa","1979","2580399","537893","100","100","104.664305484129","76.7998957203241","60164","44741"
"Eastern Africa","1979","13707689","3044921","96.22","96.18","214.378470930054","132.64156550125","703381","443320"
"Western Africa","1979","12410221","2772379","99.42","99.42","236.102722016498","137.053322358176","728630","432992"
"Middle Africa","1979","4759846","1061564","83.19","82.83","214.008184479767","132.194085454227","246336","155287"
"Asia","1979","171902180","33782819","99.27","99.43","124.361985662859","90.9649059391344","4749609","3482169"
"Eastern Asia","1979","60924405","10272977","98.6","98.95","63.7335618138516","49.2438234511048","809236","610994"
"Central Asia","1979","2829801","584176","100","100","113.761365732308","93.9303169452521",,"60938"
"Southern Asia","1979","72701609","15568747","100","100","170.794655588459","123.33571433755","2953037","2152863"
"South-Eastern Asia","1979","26489406","5442948","99.81","99.83","112.791291105251","80.4935211142767","664126","475915"
"Western Asia","1979","8956959","1913971","96.03","96.02","116.452443946268","84.5946862770269","235503","173317"
"Americas","1979","35671392","7421629","99.91","99.92","75.3273072987922","58.2186049660519","568978","442746"
"Northern America","1979","9449918","1951792","100","100","17.0937536827885","14.3785359515374","32397","27324"
"Latin America and the Caribbean","1979","26221474","5469837","99.88","99.89","94.4426947247884","72.6374150859383","536725","415531"
"Central America","1979","7761322","1525632","100","100","89.579239018248","67.4004258911878","148097","111804"
"South America","1979","16861039","3633766","99.86","99.88","95.4496028043386","74.5729409656568","351626","276753"
"Caribbean","1979","1599113","310439","99.41","99.45","106.488335096728","76.77822161191","37031","26992"
"Europe","1979","25557309","5050779","91.77","91.74","25.0001068289732","21.1405792269321","129120","109056"
"Northern Europe","1979","2953278","571478","98.12","98.15","15.6335360510312","13.2509234233956","9165","7687"
"Southern Europe","1979","5507997","1057656","82.69","82.2","23.327417290761","20.0187081830117","25421","21641"
"Eastern Europe","1979","11980866","2405801","90.88","90.94","32.0453622306678","27.04840364591","79006","66875"
"Western Europe","1979","5115168","1015844","99.99","99.98","16.0592695316492","13.4157990347873","16608","13810"
"Oceania","1979","1128824","209570","98.15","98","50.2420137351008","37.7424659849468","11867","8973"
