"Region","ARR.1990.2018.median","ARR.1990.2000.median","ARR.2000.2018.median","Required.ARR.median","Change.in.ARR.median","Percentage.decline.1990.2018.median","Percentage.decline.1990.2000.median","Percentage.decline.2000.2018.median"
"Adhoc",6.18641860027397,5.61422473160372,6.50430408286856,,0.890079351264839,82.3104693140794,42.9602888086643,68.9873417721519
"World",3.053536450037,2.00670695462151,3.63510839193449,,1.62840143731298,57.4712643678161,18.1818181818182,48.0204342273308
