"ARR 1990-2018 median","ARR 1990-2000 median","ARR 2000-2018 median","Required ARR median","Change in ARR median","Percentage decline 1990-2018 median","Percentage decline 1990-2000 median","Percentage decline 2000-2018 median"
3.053536450037,2.00670695462151,3.63510839193449,,1.62840143731298,57.4712643678161,18.1818181818182,48.0204342273308
