"Country.Name","ISO.Code","Quantile","Indicator","Subgroup","X1931.5","X1932.5","X1933.5","X1934.5","X1935.5","X1936.5","X1937.5","X1938.5","X1939.5","X1940.5","X1941.5","X1942.5","X1943.5","X1944.5","X1945.5","X1946.5","X1947.5","X1948.5","X1949.5","X1950.5","X1951.5","X1952.5","X1953.5","X1954.5","X1955.5","X1956.5","X1957.5","X1958.5","X1959.5","X1960.5","X1961.5","X1962.5","X1963.5","X1964.5","X1965.5","X1966.5","X1967.5","X1968.5","X1969.5","X1970.5","X1971.5","X1972.5","X1973.5","X1974.5","X1975.5","X1976.5","X1977.5","X1978.5","X1979.5","X1980.5","X1981.5","X1982.5","X1983.5","X1984.5","X1985.5","X1986.5","X1987.5","X1988.5","X1989.5","X1990.5","X1991.5","X1992.5","X1993.5","X1994.5","X1995.5","X1996.5","X1997.5","X1998.5","X1999.5","X2000.5","X2001.5","X2002.5","X2003.5","X2004.5","X2005.5","X2006.5","X2007.5","X2008.5","X2009.5","X2010.5","X2011.5","X2012.5","X2013.5","X2014.5","X2015.5","X2016.5","X2017.5","X2018.5","X2019.5","X2020.5","X2021.5","X2022.5","X2023.5","X2024.5","X2025.5","X2026.5","X2027.5","X2028.5","X2029.5","X2030.5"
"Afghanistan","AFG","Lower","male U5MR","male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.508454349944,301.359856126593,298.189005949601,294.148499084478,289.546850338045,285.063524968342,281.213736767809,276.081296579834,271.554734155855,267.038400203963,262.157264303344,257.319880891393,252.599791182811,247.993883311751,243.368092784367,238.621180710893,233.449380504837,228.344709833322,223.299090681936,218.105340572946,212.675688821185,207.330278519948,201.92912213077,196.12307823681,190.91636887803,185.383220083629,179.961343258227,174.269813254628,168.866808603571,163.55555840543,158.359627302516,153.570895522892,149.105299425363,144.832985050524,141.021489362668,137.264034038825,133.498030952156,129.815505040593,125.828134184604,122.000423913344,117.792167160417,113.688626662018,109.508154662466,105.254113815062,101.058309697914,97.0377691943027,92.7325876724206,88.6038118016467,84.5225624875123,80.7895760185182,77.2910743123297,73.9188181523072,70.6353683218456,67.5946082111929,64.5850832148238,61.7137290465729,58.9795011368038,56.1731960875623,53.5570934114483,50.8081089879777,48.1857319978333,,,,,,,,
"Afghanistan","AFG","Median","male U5MR","male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.610072572463,346.068192409165,340.533267724867,335.048804944142,329.723016102428,324.350596903983,319.095782151675,313.804762646367,308.530607985311,303.233017347196,297.842458064866,292.234989285623,286.731712588843,281.048809931531,275.232559931207,269.240826442104,263.3085027982,257.061612320862,250.875282832087,244.482398209804,238.056843542302,231.55475187895,224.829489598107,218.246458460022,211.489671360117,204.798338601215,198.063074778758,191.447451609212,185.046698979745,178.730953696733,172.86857478153,167.454376524317,162.184488186396,157.306333998405,152.876126916672,148.49867937412,144.254553394492,140.051360088153,135.870566335191,131.505662137437,126.993915270299,122.436421030217,117.984871127087,113.373839628728,108.914598473151,104.516480316254,100.17792368782,96.0707616379755,92.0895390235256,88.4749504117475,85.0166163098527,81.8564468896196,78.9923329688382,76.3004595056864,73.8650331932584,71.5992207224882,69.3991563400025,67.236688463759,65.2144430436903,63.1531220941188,61.2339849434357,,,,,,,,
"Afghanistan","AFG","Upper","male U5MR","male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.79583943797,398.603696073355,389.555043306325,382.205242172066,375.544829790312,369.068708122833,363.490716871703,357.752342013028,351.662038973371,345.555395425971,339.0335825859,332.902377259834,326.393507633279,319.391473803365,312.098904773543,305.08551666036,297.613074301243,290.581041993174,283.085994828841,275.442351265135,267.926262502015,260.251956276021,252.236393669232,243.968840877763,235.569263004197,227.415820470439,219.094927270562,210.630449089581,202.868399619428,195.345932416849,188.161230863962,181.961592240398,176.054583787864,170.592512767217,165.670975561508,160.81450992078,156.03564755364,151.419160512636,146.881892909685,142.159244999393,137.080905780234,132.266227144204,127.223274882051,122.12600771614,117.254018635134,112.51663194539,108.130653400273,103.981980507966,100.159324989777,96.68230169502,93.5109519356145,90.6362118831034,88.1211608859318,85.6551309798869,83.6916806829927,82.1084078372326,80.9906714634666,80.1534911308932,79.6627433098644,79.1560145462129,78.7246724793293,,,,,,,,
"Albania","ALB","Lower","male U5MR","male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.1325422393795,64.2115027093193,62.3596120472192,60.3286237745377,58.2278705941519,55.8401312207816,53.4008264211888,50.8889141117654,48.4230277871613,45.9858221226826,43.6630455397283,41.7018832710198,39.8367800239454,38.3178052765366,36.8543507475099,35.5457120325965,34.332822138934,33.1594841462433,32.0272240054484,30.8784613598911,29.7018303184016,28.5587823537737,27.4399313172192,26.3313672241843,25.2006661300561,24.0893898941075,22.8990493288514,21.5576799674982,20.0510265720145,18.4802801074108,16.9133660995977,15.4101151171609,14.0478452472671,12.7746872816714,11.7286997973726,10.8938237666812,10.293713291125,9.87502364608862,9.67036384508898,9.58211119730075,9.56051776230094,9.53738934732542,9.49390780835339,9.34017734887282,9.12955762074411,,,,,,,,
"Albania","ALB","Median","male U5MR","male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.067943134734,93.4727996783593,86.2477844722649,79.7533368219878,73.7749441811692,68.4498422126033,63.6609006650059,59.3422965870675,55.5149705735545,52.2484990467293,49.3540733915164,46.9617996834252,44.8182922611393,43.0423287086663,41.4584675209604,39.9704113420511,38.6100107769299,37.27430268467,35.9625202360361,34.5824134945657,33.1683210141154,31.7321944204482,30.2748564580867,28.8169452847742,27.3132879735672,25.7499567848127,24.154725678974,22.5163403150167,20.8325688072794,19.1700964310355,17.5447769865312,15.9933324462254,14.5906672035731,13.2769842543198,12.2170548500536,11.3453023579869,10.7297927908086,10.3103289578855,10.1199567350104,10.0398373257055,10.0459663618094,10.0775863968131,10.1459276780199,10.1597064789353,10.1606795082875,,,,,,,,
"Albania","ALB","Upper","male U5MR","male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.465237605042,131.694559850662,116.994760849862,103.792387927048,92.668995569994,83.3893499320087,75.6984171235794,69.1881716845663,64.0506973045213,59.6950747254428,56.0922239335454,53.202109956526,50.6618232239177,48.5542536979348,46.6497567797515,44.9135807037625,43.2901792958909,41.7527014469399,40.2966284590707,38.7251792577616,37.0173796287502,35.2483709140734,33.4051125588545,31.5305696926609,29.5636022934146,27.5509551712395,25.5241441506574,23.5694707522582,21.6722932945001,19.892417576656,18.1966982180621,16.6111202558124,15.173484757129,13.8078102287779,12.7218386732159,11.8144881578053,11.1804445462986,10.762410981236,10.5752843421691,10.5248002936511,10.5645412738147,10.6515501280785,10.8547123979868,11.0498996578382,11.3159482667111,,,,,,,,
"Algeria","DZA","Lower","male U5MR","male",,,,,,,,,,,,,,,,,,,,,,,,183.150293587734,190.739910053224,196.745632671991,201.967133760695,205.497017104324,208.774958843015,210.565373119813,211.572033116635,212.351068422833,213.653176876826,213.956442193819,215.473358002017,216.783660075926,217.672748387233,217.571141982287,216.72641541591,214.575295279949,211.363498573575,207.380801470173,202.933858466333,197.746356187911,191.805868207032,185.482887639128,178.829282512664,171.50434738527,162.659738459051,151.576153749104,137.225705269525,120.862553916808,104.448142061063,89.7603591450335,77.7580296769464,68.0358871064297,60.7416754718962,55.9094687139172,52.7538750382776,50.9233152033035,49.8353299977364,49.0899983492787,48.5427251515991,47.8788499277919,47.1299322326812,46.2943836449227,45.3299035260882,44.2059912830572,42.9408890687353,41.6684215950743,40.1920584945367,38.6667902511253,37.0820372959925,35.4804685697349,33.933518259848,32.510902025111,31.2262489978866,30.082067647761,29.1222831371192,28.3677533668411,27.7676188759633,27.3328200661967,26.974398482764,26.5714162618934,26.110309609525,25.5742665662808,24.9061156521329,24.1063052179531,23.1802934247957,22.1984197353051,21.0896702248251,19.9576673316695,,,,,,,,
"Algeria","DZA","Median","male U5MR","male",,,,,,,,,,,,,,,,,,,,,,,,246.986047353274,246.320928447667,245.573835824978,244.624961612024,243.766610013216,243.41152599576,242.98789984853,243.070032562361,243.736876645044,244.593100297918,245.619974658982,246.318938338944,247.061079489179,247.192528721853,246.478384603966,244.612439100833,241.419172418792,236.962942972865,231.346328484984,224.76217160889,217.080379442809,208.813662275541,199.863487795942,190.446001207719,180.218557024981,168.812963738294,155.739647595092,140.38455330145,123.71202291787,107.221538368164,92.2346468045915,79.8856195783799,70.1541089249726,63.2822642379228,59.0325427630252,56.4371660393938,55.0678010461003,54.2922514191379,53.6995532336763,53.0858835374053,52.3557500655451,51.3732676078323,50.2117557345896,48.8690540560712,47.4335123239718,45.8938899531137,44.3727526086537,42.7270869174319,41.0656679847087,39.372520326566,37.683650864997,36.0573340187524,34.5043058998451,33.0717466636496,31.7900138038675,30.6703222003094,29.7066688115417,28.9174586912499,28.3074203920123,27.8315097084984,27.4200540840356,27.0468855508141,26.6643887060496,26.2105877757242,25.714110064821,25.1508883514693,24.6046478577238,24.0004295739699,23.3633094042252,,,,,,,,
"Algeria","DZA","Upper","male U5MR","male",,,,,,,,,,,,,,,,,,,,,,,,324.45522595584,311.229287673943,300.834420686531,292.936927720615,287.352951970686,283.711511979991,280.696546968865,279.993927054044,279.525498667136,280.676195576639,281.58530711846,281.588190944098,281.704855927942,281.070547526621,279.595689267954,276.167109853807,271.218165472037,265.175320764408,257.243400463611,248.400880011425,238.487900455445,227.192918300633,215.276675199917,202.888683361726,189.669022768411,175.462928017558,160.118525651356,143.715985085896,126.662083767714,110.061202135477,94.7190374812713,81.9866241955017,72.3402429002084,65.943369229961,62.2991809431042,60.3320762347204,59.3991192091916,58.8998742033787,58.549571482026,57.9253812229198,57.0778717453505,55.8221284523731,54.4426837434048,52.7782725092498,50.93215783004,49.1097448038562,47.2899329309203,45.4713968579277,43.6437657635679,41.8723025772519,40.0613187467178,38.2479627846918,36.6320771235156,35.0405907215194,33.6012515187198,32.2750258996575,31.0757948487398,30.0917991810248,29.2930800721057,28.7366484072845,28.3216791690919,28.028457707114,27.8111674202881,27.5751063354638,27.393378573538,27.3067766950654,27.330003611579,27.4406901854748,27.4722101668223,,,,,,,,
"Andorra","AND","Lower","male U5MR","male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0709057126407,3.19064879198807,3.3160505117566,3.49473502424401,3.59002929987333,3.74536563698025,3.8648509595226,3.9693458915635,4.03953274593984,4.13069331633448,4.1993451717142,4.2994883382425,4.32018843892552,4.37001165559133,4.36115193027216,4.31938220276952,4.25436042732335,4.16119439572975,4.04475999330447,3.90074770785335,3.72301957289923,3.49247237899694,3.23737991861442,2.98349387581753,2.71535843004941,2.46134533657753,2.20375263576674,1.97354206105048,1.75509133554036,1.55032837649055,1.37104189844436,1.23156798002527,1.10653436309311,1.01656327603784,0.943879193730482,0.884272644897142,0.83024999876546,0.790129536142766,,,,,,,,
