"Country.Name","ISO.Code","Quantile","Indicator","Subgroup","X1931.5","X1932.5","X1933.5","X1934.5","X1935.5","X1936.5","X1937.5","X1938.5","X1939.5","X1940.5","X1941.5","X1942.5","X1943.5","X1944.5","X1945.5","X1946.5","X1947.5","X1948.5","X1949.5","X1950.5","X1951.5","X1952.5","X1953.5","X1954.5","X1955.5","X1956.5","X1957.5","X1958.5","X1959.5","X1960.5","X1961.5","X1962.5","X1963.5","X1964.5","X1965.5","X1966.5","X1967.5","X1968.5","X1969.5","X1970.5","X1971.5","X1972.5","X1973.5","X1974.5","X1975.5","X1976.5","X1977.5","X1978.5","X1979.5","X1980.5","X1981.5","X1982.5","X1983.5","X1984.5","X1985.5","X1986.5","X1987.5","X1988.5","X1989.5","X1990.5","X1991.5","X1992.5","X1993.5","X1994.5","X1995.5","X1996.5","X1997.5","X1998.5","X1999.5","X2000.5","X2001.5","X2002.5","X2003.5","X2004.5","X2005.5","X2006.5","X2007.5","X2008.5","X2009.5","X2010.5","X2011.5","X2012.5","X2013.5","X2014.5","X2015.5","X2016.5","X2017.5","X2018.5","X2019.5","X2020.5","X2021.5","X2022.5","X2023.5","X2024.5"
"Afghanistan","AFG","Lower","male 10q5","male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4256958092944,17.9698523537402,15.9820304666613,10.8861486453288,10.1564235204777,9.61509840851774,9.03486052592628,8.72350213443243,11.2228251893308,8.34540901470625,8.21508867150043,8.02307936395713,7.91353951780322,7.89845316460003,8.0050544043454,8.22878116268017,8.48608305098683,8.6378887299855,8.66067678517191,8.5595024000088,8.35296371151757,8.07414356498817,7.66845443835954,7.83006519943938,7.55619831622027,7.45099897997173,7.31563459487867,6.00506339637125,6.23968602879816,6.42918143128074,7.07972762830128,7.1551269594196,6.41630434549799,6.38560682816376,6.28880332382063
"Afghanistan","AFG","Median","male 10q5","male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0070455901726,55.5227352629029,54.1537288717132,52.8444931105256,51.2990011208663,49.6571444276855,47.947814803036,45.658878791759,43.0095113720601,40.3302345112182,37.6538811398119,34.9969211226957,32.4309334688755,30.0748726444213,27.7938139971784,25.7418469804197,23.8101207996612,22.1495345015517,29.9182991995001,27.7883090693126,24.5805065725207,16.4955472555841,15.3891145493887,14.4061480478837,13.5298763118532,12.7753936119484,15.9832462975129,11.5725343280559,11.0910423890562,10.7101947781965,10.4273966005895,10.2616155902761,10.2058328769209,10.2741814429086,10.4115573796987,10.5579698268149,10.6473900774447,10.5720608794098,10.2841491952315,9.86728767340782,9.34433329866036,9.65116387232076,9.64258788078676,9.85832126438454,9.7529817478162,7.96565762848224,8.15296962350294,8.49020806821582,9.77055162379853,10.4500318130645,9.8127340724161,10.056169587557,10.1721727573557
"Afghanistan","AFG","Upper","male 10q5","male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1373144748534,57.5403281655641,48.4410166379187,30.6810963479392,26.751262934856,23.4261612003939,20.5183677956925,18.4359277298592,22.2019569445805,15.7742078919093,14.9178946610262,14.1969710851554,13.5940506292573,13.1058176875844,12.8146683015572,12.5539135408503,12.6074953349213,12.8132206455703,13.1037285811359,13.318738236584,12.9829735669432,12.1982425568464,11.3412637490778,11.7715705235561,12.1244214300027,12.6910810587197,12.6348358950328,10.3185064210317,10.5186777436509,11.0433093276459,13.059445468624,14.7570694007825,15.232599920454,17.4193984190591,19.7083458653667
"Albania","ALB","Lower","male 10q5","male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13738020543995,6.80170423358844,6.44172532408054,6.08271778107608,5.75435865120598,5.45005780742864,5.19656859389067,5.97820135839553,4.81292250462236,4.65791542184241,4.52612997237537,4.38906550120468,4.22657313861293,4.04395754246525,3.85992502106075,3.67916633458913,3.50906987814314,3.345499294575,3.19310062679573,3.05230096154969,2.92791839786895,2.81074034952868,2.69693008135165,2.58504994446012,2.47562009286582,2.36962909140165,2.26726483513101,2.15871836645734,2.04860922458265,1.93461797703372,1.81946917819081,1.70191008703205,1.84379000957257,1.73454770694115,1.37775108298579
"Albania","ALB","Median","male 10q5","male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.35609547716109,7.90540067184529,7.48227897534001,7.09156305842968,6.71828378428522,6.34707118291672,6.00689363786479,5.69969824710527,5.44825519718657,6.27734605855666,5.06147464565322,4.90700838028803,4.77916820534892,4.65227756986706,4.51170169074103,4.36319867433064,4.20706962084407,4.04657092461382,3.88231655245808,3.72102005252447,3.55808486613041,3.40006857941015,3.24366609470707,3.09428486641687,2.95301139363096,2.81777642334009,2.68750153980465,2.56867044689055,2.45584030924809,2.34821292234562,2.24658874190958,2.1504834690375,2.06122886245075,1.97620175979068,2.205150979914,2.13903457637535,1.75639707608676
"Albania","ALB","Upper","male 10q5","male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.84738248107407,7.39465263997895,6.99938743902957,6.61910499545643,6.27477468959171,5.96428548650602,5.70497957354478,6.58698349664403,5.31656743312703,5.1548552934623,5.03870827888484,4.93552878939909,4.82608545950131,4.71225467984621,4.58347610620985,4.44459927853614,4.28641690676697,4.12876923624456,3.9530985745193,3.76701344911854,3.58210860879306,3.40189721376425,3.23236267799627,3.06975743190333,2.91500607547832,2.77642096862826,2.66099162986516,2.56014726596034,2.46652264152259,2.39174492539426,2.33598606999307,2.29460180638397,2.6300773236522,2.62375894141496,2.22927889484746
"Algeria","DZA","Lower","male 10q5","male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59220237034826,9.18369457286012,8.85157224585113,8.56653493187517,8.32355912223259,8.12568600164881,7.95722721237134,7.76822933460529,7.56779158991701,7.25592334205679,6.92715721762235,6.58949257766192,6.26176658573095,6.46022649287091,5.62909003001897,5.40860157806236,5.2691471560152,5.11990974185925,4.95715494065813,4.78818962011411,4.65118357104374,4.55407815308571,4.46687878205228,4.35362534920415,4.21786992820826,4.07140230607675,3.90770257313936,3.75543762257721,3.60609604738679,3.47733513299655,3.37583628865047,3.29957296676868,3.25712375055632,3.22899098271651,3.16648366122443
"Algeria","DZA","Median","male 10q5","male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2060461183628,13.6948317755382,13.2141924972526,12.7336777813435,12.2767639152018,11.7759233947308,11.3068218605788,10.8739883174514,10.481358419185,10.0925879975316,9.73439637027574,9.39114557281472,9.06831849425391,8.75972629721451,8.46235872159227,8.15069341606797,7.85202558461179,7.4849558952542,7.10936691656758,6.75569358531786,6.42500691968406,6.642484072916,5.77963337477648,5.54420172435268,5.39518313123195,5.24576266694414,5.07674548336076,4.90369338337951,4.7632443145845,4.66530074165252,4.57861746623532,4.46408915710588,4.33232392912898,4.1852685778883,4.01265368892079,3.85444032844039,3.69924764148621,3.57039696177042,3.47653074868879,3.41147799367797,3.38169319679138,3.37527101813235,3.36594515175615
"Algeria","DZA","Upper","male 10q5","male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4324537327369,11.0667162155825,10.6851457505094,10.2777134534306,9.84558397749763,9.42713756390589,8.99200692921979,8.55876388462229,8.14320256319506,7.72031441729009,7.29784442503277,6.92600495296959,6.59441727058978,6.81866880790672,5.93158279147421,5.68319867573245,5.52531595199426,5.37076609684765,5.19708327141253,5.02449333448699,4.87970000478124,4.78175748449171,4.69038724950387,4.57981907912665,4.45060580911499,4.30122516955245,4.11812656149316,3.95257771739023,3.79240836109654,3.66581706580035,3.5773113583067,3.5257992263371,3.50882242797715,3.53258365876065,3.5761315491887
"Andorra","AND","Lower","male 10q5","male",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54087700934163,2.42040692249513,2.30157150433155,2.19915980370917,2.09357854711108,1.9927088588235,1.90121769724347,1.81499921820095,1.73082232666178,1.66274762502713,1.58691332285898,1.51717069391015,1.45161265627044,1.38567612424896,1.32528217152153,1.27180059053408,1.2136842833352,1.15463953008344,1.09969809710266,1.0502483478248,1.00103091307575,0.959285572912637,0.913454742273428,0.873706364264852,0.834889788458608,0.797627589011876,0.769584269680084,0.744293630106392,0.719444313127721,0.698718617575008,0.678225673527637,0.657844563542738,0.640858507251097,0.622167559748754,0.603701223214732
