"Region","Year","Under.five.population","Infant.population","Population.coverage..under.5.","Population.coverage..age.0.","U5MR.median","IMR.median","CMR.median","Under.five.deaths.median","Infant.deaths.median","Child.deaths.median"
"Northern Africa and Western Asia",2009,89987002,45989920,100,100,5.3737002751213,3.02651215967479,2.35431347380264,48622,27875,20747
"Western Asia",2009,46423040,23598279,100,100,4.93645681416199,2.67584780532659,2.26667428424437,23011,12644,10367
"Northern Africa",2009,43563962,22391641,100,100,5.83640795383611,3.39593983448572,2.44878404262686,25611,15231,10380
"Sub-Saharan Africa",2009,223905927,120707502,100,100,22.1903141235719,13.9145678638014,8.39252461304727,512038,338123,173915
"Oceania",2009,5601881,2827030,100,100,4.63432621236237,2.690016647017,1.94955389778469,2608,1524,1084
"Oceania (exc. Australia and New Zealand)",2009,2274811,1189638,100,100,9.78955670314829,5.7206295961487,4.09233785605638,2255,1365,890
"Australia and New Zealand",2009,3327070,1637392,100,100,1.05303449693706,0.48235820653113,0.570951693640929,353,159,194
"Europe, Northern America, Australia and New Zealand",2009,122836764,60681181,100,100,1.52916073487253,0.712262874307958,0.817480121305494,18845,8656,10189
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2009,113505733,56403262,100,100,6.22497677745371,3.52239340034532,2.71213658913077,70814,39803,31011
"World",2009,1234393925,625920181,100,100,8.83895029550785,5.29380800122896,3.56400947616026,1098738,664277,434461
"Least developed countries",2010,224550548,119117310,100,100,17.4908764454997,10.7982428432334,6.76569117861535,401688,258530,143158
"Landlocked developing countries",2010,109801122,58078815,100,100,16.180856411853,9.94934270323214,6.29413622696373,181412,116121,65291
"Small island developing States",2010,11108385,5582263,100,100,24.7085131167137,13.7875503934967,11.0736411080335,27801,15496,12305
"Europe and Northern America",2010,119438566,59317252,100,100,1.4848699063823,0.690897364445225,0.794521474729956,17793,8214,9579
"Northern America",2010,44164026,22049376,100,100,1.31108878585551,0.586465895081274,0.725048106761074,5822,2597,3225
"Europe",2010,75274540,37267876,99.99,99.99,1.58699872453361,0.752681757354715,0.834945415361278,11971,5617,6354
"Latin America and the Caribbean",2010,108878344,53869352,100,100,5.21151646913076,2.58495387026253,2.63336973816462,56877,27878,28999
"Central and Southern Asia",2010,387739782,196964251,100,100,8.7453226831461,4.88181087973694,3.88246526457801,341155,192751,148404
"Central Asia",2010,11716103,5764832,100,100,3.6511296979731,1.84137502968946,1.81309325292601,4286,2125,2161
"Southern Asia",2010,376023679,191199419,100,100,8.90272620854549,4.97333902752401,3.94902703127686,336869,190626,146243
"Eastern and South-Eastern Asia",2010,296926351,145669513,100,100,3.78134687946918,2.07460153842416,1.71029351860981,112277,60501,51776
"Eastern Asia",2010,185862655,90283593,100,100,2.50879955223982,1.32477804654661,1.18559215214849,46612,23937,22675
"South-Eastern Asia",2010,111063696,55385920,100,100,5.89744536704906,3.29567005626397,2.6103782562397,65665,36564,29101
"Northern Africa and Western Asia",2010,90837477,46602979,100,100,5.22904198795204,2.92343035798159,2.31237168756086,47756,27270,20486
"Western Asia",2010,46774798,23828352,100,100,4.77748762145369,2.56612142576431,2.21705542912821,22429,12234,10195
"Northern Africa",2010,44062679,22774627,100,100,5.70427448681088,3.29713426363384,2.41510314249843,25327,15036,10291
"Sub-Saharan Africa",2010,230074583,124127803,100,100,20.4282358209695,12.6978336145799,7.82982400888578,483556,317048,166508
"Oceania",2010,5667403,2868410,100,100,4.51413017249702,2.60953655918939,1.90957672358038,2569,1498,1071
"Oceania (exc. Australia and New Zealand)",2010,2322033,1214182,100,100,9.46161275440383,5.51522147741408,3.96827720465725,2223,1341,882
"Australia and New Zealand",2010,3345370,1654228,100,100,1.02978247229435,0.471407902005176,0.558637916617527,346,157,189
"Europe, Northern America, Australia and New Zealand",2010,122783936,60971480,100,100,1.4724714300095,0.684942809980706,0.788068401814424,18139,8371,9768
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2010,113385729,56600102,100,100,5.97140724924949,3.34333558921029,2.63688766039898,67888,37905,29983
"World",2010,1239562506,629419560,100,100,8.50938315329874,5.03481593443523,3.49214954905848,1061987,635162,426825
"Least developed countries",2011,229237051,121387301,100,100,17.2083295032219,10.6703710963562,6.60847326902667,402821,259979,142842
"Landlocked developing countries",2011,112051404,59421932,100,100,15.4024400456489,9.38893342660963,6.07050215968258,176218,112121,64097
"Small island developing States",2011,11106396,5562876,100,100,7.98365910813104,4.63252657784339,3.36672899182269,8897,5162,3735
"Europe and Northern America",2011,119801997,59779516,100,100,1.43459203277896,0.665662617886605,0.769441603404383,17230,7975,9255
"Northern America",2011,44546982,22259563,100,100,1.28357643675703,0.573521504676109,0.710462397544168,5748,2565,3183
"Europe",2011,75255015,37519953,99.99,100,1.52402345112101,0.720326117624872,0.804276674990948,11482,5410,6072
"Latin America and the Caribbean",2011,108326176,53474978,100,100,3.42736826624102,1.59956185029011,1.83073478947816,37208,17112,20096
"Central and Southern Asia",2011,388863043,196512129,100,100,8.26862674037976,4.56692422783689,3.7186854672991,323242,179913,143329
"Central Asia",2011,11693035,5894309,100,100,3.59727524076947,1.80604347403437,1.7944726623763,4211,2129,2082
"Southern Asia",2011,377170008,190617820,100,100,8.41303465910359,4.65217494104899,3.77843767110437,319031,177784,141247
"Eastern and South-Eastern Asia",2011,295011347,145532407,100,100,3.68732368714031,2.00753529166283,1.68316741346178,108846,58487,50359
"Eastern Asia",2011,184001036,89890280,100,100,2.48804663721258,1.31029499869982,1.17929686529725,45779,23570,22209
"South-Eastern Asia",2011,111010311,55642127,100,100,5.66397740606384,3.13290513165088,2.53902680451824,63067,34917,28150
"Northern Africa and Western Asia",2011,91846002,47281582,100,100,5.20774635941224,2.90451936920336,2.30993624477345,48122,27507,20615
"Western Asia",2011,47174243,24071578,100,100,4.80821895049177,2.58663425155565,2.22734602846346,22791,12480,10311
"Northern Africa",2011,44671759,23210004,100,100,5.62517317091893,3.2340977700641,2.39883346280767,25331,15027,10304
"Sub-Saharan Africa",2011,236435842,127654706,100,100,20.919261966987,12.9308447557417,8.09306740951556,508224,331709,176515
"Oceania",2011,5744553,2920364,100,100,4.44923090766336,2.55975628794642,1.89432362653136,2568,1496,1072
"Oceania (exc. Australia and New Zealand)",2011,2372011,1240042,100,100,9.28132014835548,5.39650650596712,3.90589181296862,2227,1341,886
"Australia and New Zealand",2011,3372542,1680322,100,100,1.00733267824682,0.461114785154722,0.546469878432606,341,155,186
"Europe, Northern America, Australia and New Zealand",2011,123174539,61459838,100,100,1.42289495301084,0.660070634064209,0.763328169455387,17571,8130,9441
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2011,113382322,56882169,100,100,5.74056972148618,3.18230684783621,2.5664300415458,65294,36258,29036
"World",2011,1246028960,633155682,100,100,8.33754791968932,4.92159694472863,3.43284605963958,1045444,624201,421243
"Least developed countries",2012,234025621,123660303,100,100,15.3156898211866,9.45758854224961,5.91403377702499,365847,234942,130905
"Landlocked developing countries",2012,114635980,60914363,100,100,14.6873015501171,8.88004983425097,5.85928243588984,171769,108653,63116
"Small island developing States",2012,11109820,5554031,100,100,7.45304737093311,4.30469864324738,3.16196001266222,8307,4789,3518
"Europe and Northern America",2012,120555871,60604239,100,100,1.393275765733,0.643826746502943,0.749931845410192,16837,7824,9013
"Northern America",2012,45056221,22612791,100,100,1.2672399075172,0.565228183413429,0.702408745322935,5736,2568,3168
"Europe",2012,75499650,37991448,99.99,100,1.46843922968598,0.690608543486846,0.778368233951506,11101,5256,5845
"Latin America and the Caribbean",2012,107757531,53123480,100,100,3.31734870525735,1.5356169459581,1.78447202478013,35828,16321,19507
"Central and Southern Asia",2012,389927834,195976555,100,100,7.81039617879575,4.26877894601991,3.55680042755616,305830,167645,138185
"Central Asia",2012,11787932,6086494,100,100,3.54568686758794,1.77366769116974,1.77516773407462,4185,2160,2025
"Southern Asia",2012,378139902,189890061,100,100,7.9436596508361,4.34865100346752,3.61071036662761,301645,165485,136160
"Eastern and South-Eastern Asia",2012,294216306,146461623,100,100,3.5056637404518,1.88765363336865,1.62107012599644,103294,55347,47947
"Eastern Asia",2012,183084749,90427620,100,100,2.32016744115371,1.20797146225443,1.11354110477591,42507,21859,20648
"South-Eastern Asia",2012,111131557,56034003,100,100,5.45016523438369,2.98354968746234,2.47399683941828,60787,33488,27299
"Northern Africa and Western Asia",2012,93098773,48188913,100,100,5.40689095695823,3.03395257633235,2.38015967219539,50708,29293,21415
"Western Asia",2012,47722063,24477407,100,100,5.37688860493601,2.97179159912657,2.41226575692078,25825,14582,11243
"Northern Africa",2012,45376710,23711506,100,100,5.43656187359776,3.09811734472626,2.34571181934478,24883,14711,10172
"Sub-Saharan Africa",2012,242948410,131188716,100,100,19.0931147276046,11.7466698732535,7.43376685956497,476563,309872,166691
"Oceania",2012,5828769,2980713,100,100,4.37164944874124,2.499628908979,1.87671162238738,2565,1492,1073
"Oceania (exc. Australia and New Zealand)",2012,2419192,1264300,100,100,9.09868166042849,5.27750277088617,3.84145216398204,2229,1338,891
"Australia and New Zealand",2012,3409577,1716413,100,100,0.98262917189984,0.448509376175881,0.534359460952347,336,154,182
"Europe, Northern America, Australia and New Zealand",2012,123965448,62320652,100,100,1.3819839889887,0.638447736564016,0.744011264732716,17173,7978,9195
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2012,113550749,57298303,100,100,5.52872155026518,3.03422320426901,2.50209024628052,63016,34826,28190
"World",2012,1254333494,638524239,100,100,7.85268185499854,4.59347729099713,3.27424473282684,991628,587796,403833
"Least developed countries",2013,238774025,125905355,100,100,14.6016936551321,8.98811124697156,5.66449552408908,355580,227364,128216
"Landlocked developing countries",2013,117264757,62385584,100,100,14.2144907018845,8.53964109023398,5.72372819614366,169967,106985,62982
"Small island developing States",2013,11131764,5566733,100,100,7.2936084711499,4.19025421263958,3.11641282045946,8148,4675,3473
"Europe and Northern America",2013,121582246,61571669,100,100,1.3610940685832,0.625597823016996,0.735956658449594,16573,7726,8847
"Northern America",2013,45583460,22960901,100,100,1.26210093610646,0.561449224319472,0.701045313134273,5777,2589,3188
"Europe",2013,75998786,38610768,99.99,100,1.42032398236169,0.663745332761479,0.757081158685775,10796,5137,5659
"Latin America and the Caribbean",2013,107171278,52852972,100,100,3.24996112228437,1.49671349301157,1.75587567208321,34911,15828,19083
"Central and Southern Asia",2013,390696852,195568459,100,100,7.39317141581863,4.00238590801721,3.40441127551574,289884,156827,133057
"Central Asia",2013,11996366,6330978,100,100,3.49132938085939,1.74228730128219,1.75209473197933,4194,2206,1988
"Southern Asia",2013,378700486,189237481,100,100,7.5176027306052,4.07790958403202,3.45377733828206,285690,154621,131069
"Eastern and South-Eastern Asia",2013,294661253,148117146,100,100,3.45061821155546,1.85006455732416,1.60352027025025,101889,54854,47035
"Eastern Asia",2013,183173520,91640642,100,100,2.24001542049623,1.15907532312278,1.08219444224636,41077,21256,19821
"South-Eastern Asia",2013,111487733,56476504,100,100,5.43328198296811,2.97027056194549,2.47034902601227,60812,33598,27214
"Northern Africa and Western Asia",2013,94709393,49332146,100,100,5.33475877888701,2.98183577857226,2.35996001351901,50913,29462,21451
"Western Asia",2013,48477197,25027975,100,100,5.37381777136026,2.96846092552107,2.41251831218106,26218,14881,11337
"Northern Africa",2013,46232196,24304171,100,100,5.29246018614815,2.99560876170474,2.30375256581438,24695,14581,10114
"Sub-Saharan Africa",2013,249849007,134844220,100,100,18.3486901987941,11.2399991069738,7.18950107751111,470667,304788,165879
"Oceania",2013,5920353,3046400,100,100,4.29462622041221,2.43761101006764,1.86155295231696,2563,1489,1074
"Oceania (exc. Australia and New Zealand)",2013,2466063,1287898,100,100,8.92484214437794,5.16174300405698,3.7826240736701,2229,1334,895
"Australia and New Zealand",2013,3454290,1758502,100,100,0.962239213727178,0.437776844106529,0.524692067658158,334,155,179
"Europe, Northern America, Australia and New Zealand",2013,125036536,63330171,100,100,1.35008109743484,0.620382883266862,0.730151187466893,16907,7881,9026
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2013,113953796,57764402,100,100,5.50952408242888,3.01918346112855,2.49788218588385,63041,34932,28109
"World",2013,1264590382,645333012,100,100,7.59711239018512,4.41471383811233,3.19651023001896,967403,570976,396428
"Least developed countries",2014,243453662,128113557,100,100,14.7489731851986,9.06985618361153,5.73109722923051,366008,233474,132534
"Landlocked developing countries",2014,119913225,63808644,100,100,14.8779694354408,8.93766032628342,5.99388037599442,181929,114511,67418
"Small island developing States",2014,11165373,5597632,100,100,7.12519850943238,4.06576212002262,3.07192611022422,7987,4561,3426
"Europe and Northern America",2014,122731516,62463466,100,100,1.33443212032702,0.610268753684439,0.72460557078123,16397,7639,8758
"Northern America",2014,46021782,23204044,100,100,1.26459280375812,0.560520994139346,0.704466677981359,5843,2612,3231
"Europe",2014,76709734,39259422,100,100,1.37607696988551,0.639672096749386,0.736876232300706,10554,5027,5527
"Latin America and the Caribbean",2014,106590724,52645664,100,100,3.18702300729323,1.46011721386327,1.72943096535262,34053,15382,18671
"Central and Southern Asia",2014,391423741,195542650,100,100,6.99878169130552,3.75276429190453,3.25824482423169,274861,147026,127835
"Central Asia",2014,12283802,6601628,100,100,3.43575574195099,1.71023528902522,1.72847655452552,4228,2260,1968
"Southern Asia",2014,379139939,188941022,100,100,7.11533120775898,3.8240550731547,3.30391047019904,270633,144766,125867
"Eastern and South-Eastern Asia",2014,296069351,150126576,100,100,3.27660556270981,1.73210239282099,1.54718304935076,97247,52053,45194
"Eastern Asia",2014,184081895,93260560,100,100,2.16820656482264,1.11522997284638,1.05415221412133,39970,20812,19158
"South-Eastern Asia",2014,111987456,56866016,100,100,5.09548135644633,2.74295252660312,2.35899945335395,57277,31241,26036
"Northern Africa and Western Asia",2014,96736749,50683748,100,100,5.1888996951841,2.88276031313807,2.31280664926652,50577,29252,21325
"Western Asia",2014,49520945,25725773,100,100,5.22007731722307,2.8665475952868,2.36029562167471,26003,14759,11244
"Northern Africa",2014,47215804,24957975,100,100,5.15494793867111,2.89947151760348,2.26203512749152,24574,14493,10081
"Sub-Saharan Africa",2014,256845661,138484898,100,100,18.3980411070002,11.2391244877516,7.24029115284287,485002,313050,171952
"Oceania",2014,6017855,3114881,100,100,4.22128508626296,2.37927961698087,1.84639856775913,2559,1483,1076
"Oceania (exc. Australia and New Zealand)",2014,2512504,1311141,100,100,8.76276086760741,5.05529442240123,3.72630400907939,2227,1328,899
"Australia and New Zealand",2014,3505351,1803740,100,100,0.946371713944627,0.429570526473323,0.517023285436218,332,155,177
"Europe, Northern America, Australia and New Zealand",2014,126236867,64267206,100,100,1.32366846321907,0.605197529092279,0.71890601427028,16729,7794,8935
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2014,114499960,58177157,100,100,5.1766331930162,2.79512491353848,2.38818355081876,59504,32569,26935
"World",2014,1276415597,653061883,100,100,7.47201039843792,4.32332171470624,3.16236058592244,960699,565887,394813
"Least developed countries",2015,248003681,130251420,100,100,14.5945594834325,8.93827924997332,5.70729361757463,368688,233958,134730
"Landlocked developing countries",2015,122627309,65205961,100,100,14.8181269636123,8.83795115116778,6.03349958706555,185149,115699,69450
"Small island developing States",2015,11199835,5641993,100,100,7.32722718590073,4.16889379101903,3.17155527196289,8242,4712,3530
"Europe and Northern America",2015,123744608,63146030,100,100,1.30983502933968,0.595048077501937,0.715212537683209,16229,7541,8688
"Northern America",2015,46302024,23314275,100,100,1.27233500457802,0.561086677171587,0.711647623406775,5918,2629,3289
"Europe",2015,77442584,39831755,100,100,1.33187709155569,0.614926716045868,0.717391518720503,10311,4912,5399
"Latin America and the Caribbean",2015,106031602,52460348,100,100,3.13103977369522,1.42739272646497,1.70608229669134,33272,14985,18287
"Central and Southern Asia",2015,391902008,195831286,100,100,6.68687368141219,3.55255819565807,3.14549002211162,262822,139329,123493
"Central Asia",2015,12628623,6881763,100,100,3.37545252431726,1.67621640570854,1.70208918843031,4266,2309,1957
"Southern Asia",2015,379273385,188949523,100,100,6.79832459710406,3.62083026016381,3.18904131423167,258556,137020,121536
"Eastern and South-Eastern Asia",2015,297448264,152066455,100,100,3.18468731937138,1.66820637425802,1.51901497557828,94937,50754,44183
"Eastern Asia",2015,184905003,94825324,100,100,2.10560898463108,1.07671663748756,1.03000136675179,38997,20431,18566
"South-Eastern Asia",2015,112543261,57241131,100,100,4.95620619748005,2.64729493816743,2.31503985259604,55940,30323,25617
"Northern Africa and Western Asia",2015,98822227,52048964,100,100,5.14698125726731,2.85380796498858,2.29973629804343,51285,29751,21534
"Western Asia",2015,50524001,26394761,100,100,5.28495066397094,2.90903013154835,2.38285232162525,26887,15376,11511
"Northern Africa",2015,48298226,25654203,100,100,5.00196502312755,2.79698851666012,2.21116109866893,24398,14375,10023
"Sub-Saharan Africa",2015,263846494,142003274,100,100,18.0566464564697,10.9887188087282,7.14645806590612,488613,313893,174720
"Oceania",2015,6119562,3182345,100,100,4.80807133958483,2.72383370179356,2.08993026026859,2966,1737,1229
"Oceania (exc. Australia and New Zealand)",2015,2559435,1335008,100,100,10.1773312749976,5.90383360823564,4.29887752436812,2636,1581,1055
"Australia and New Zealand",2015,3560127,1847337,100,100,0.927036038830931,0.419434823752134,0.507814210042464,330,156,174
"Europe, Northern America, Australia and New Zealand",2015,127304735,64993367,100,100,1.29915022575167,0.590056822656607,0.709512055524288,16559,7697,8862
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2015,115102696,58576139,100,100,5.07326908602468,2.72163310807006,2.35805373507053,58576,31904,26672
"World",2015,1287914765,660738702,100,100,7.3224984107606,4.21341365333887,3.12224004626172,950127,557992,392136
"Least developed countries",2016,252272337,132224527,100,100,14.3535650534206,8.77516234912498,5.62778745286071,368651,233196,135455
"Landlocked developing countries",2016,125235639,66496724,100,100,14.6138201976775,8.70798961359792,5.95771026317202,186301,116180,70121
"Small island developing States",2016,11240439,5695534,100,100,7.08438630591923,3.9951399472992,3.10163783584008,7994,4553,3441
"Europe and Northern America",2016,124794268,63645156,100,100,1.28606093595396,0.580882272206616,0.705588527614448,16078,7417,8661
"Northern America",2016,46493502,23269104,100,100,1.2829487601973,0.562605089700712,0.720749167646622,5998,2631,3367
"Europe",2016,78300766,40376052,100,100,1.28730796875465,0.59141592164706,0.696303852292166,10080,4786,5294
"Latin America and the Caribbean",2016,105541414,52326446,100,100,3.08798895166829,1.401844657985,1.68851132426321,32657,14677,17980
"Central and Southern Asia",2016,391694438,196103181,100,100,6.30569621869292,3.31926242669616,2.99637956209343,247711,130355,117356
"Central Asia",2016,13005390,7151282,100,100,3.30641856694069,1.63822317685496,1.67093275084515,4298,2342,1956
"Southern Asia",2016,378689048,188951899,100,100,6.40980150537196,3.38282934890913,3.03724664354855,243413,128013,115400
"Eastern and South-Eastern Asia",2016,298799865,153640974,100,100,3.09784494049559,1.60943949743632,1.49080480319251,92779,49492,43287
"Eastern Asia",2016,185785802,96102305,100,100,2.04601257454562,1.04069232846263,1.00636756508766,38076,20014,18062
"South-Eastern Asia",2016,113014063,57538669,100,100,4.82630158294051,2.55865172297882,2.27346686988536,54703,29478,25225
"Northern Africa and Western Asia",2016,100958606,53392931,100,100,4.86426149805275,2.66300098074188,2.20713812831117,49488,28474,21014
"Western Asia",2016,51523903,27043972,100,100,4.88447666318015,2.63316058906208,2.25725980166717,25317,14259,11058
"Northern Africa",2016,49434703,26348959,100,100,4.84181228957425,2.69362755260722,2.15398677509237,24171,14215,9956
"Sub-Saharan Africa",2016,270798434,145351729,100,100,17.7979454676715,10.8044468071059,7.06988485541842,493880,315919,177961
"Oceania",2016,6227859,3243383,100,100,4.56104167203109,2.5711627013282,1.99500846204931,2861,1668,1193
"Oceania (exc. Australia and New Zealand)",2016,2606719,1359229,100,100,9.60678264005532,5.55752626618974,4.07188598719236,2531,1512,1019
"Australia and New Zealand",2016,3621140,1884154,100,100,0.911776878600001,0.411240612106446,0.50074219201909,330,156,174
"Europe, Northern America, Australia and New Zealand",2016,128415408,65529310,100,100,1.27553252200074,0.576004855192295,0.699930830364999,16408,7573,8835
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2016,115620782,58897898,100,100,4.9349357772831,2.62796055585253,2.31305383567428,57234,30990,26244
"World",2016,1298814884,667703800,100,100,7.14761871111425,4.09456854711008,3.06560248351107,935456,548004,387454
"Least developed countries",2017,256583092,134237054,100,100,14.3655486034662,8.7559033797167,5.65919660240694,375144,236310,138834
"Landlocked developing countries",2017,127868343,67739483,100,100,14.4207762945784,8.56384349700034,5.90752390777902,187544,116383,71161
"Small island developing States",2017,11285651,5744790,100,100,6.65407313419386,3.70778356551866,2.95725442804248,7547,4266,3281
"Europe and Northern America",2017,125916134,63873675,100,100,1.26530326386343,0.567851553837031,0.697847984088615,15960,7276,8684
"Northern America",2017,46719110,23112741,100,100,1.29600080292225,0.564464287058248,0.731949675315635,6095,2622,3473
"Europe",2017,79197024,40760934,100,100,1.24628872104948,0.569772324816533,0.676902076302509,9865,4654,5211
"Latin America and the Caribbean",2017,105161515,52244653,100,100,3.10897814517619,1.41760855356865,1.69377069543321,32748,14818,17930
"Central and Southern Asia",2017,391308974,196354863,100,100,5.95392489545832,3.09672517346657,2.86607516911696,233729,121839,111890
"Central Asia",2017,13398788,7374807,100,100,3.22889785387892,1.59605522351073,1.63545290351773,4325,2355,1970
"Southern Asia",2017,377910186,188980056,100,100,6.05136339073176,3.15524201760805,2.90528826071714,229404,119484,109920
"Eastern and South-Eastern Asia",2017,301785806,155773416,100,100,3.00785964521344,1.55124306604837,1.45887965611585,90991,48374,42617
"Eastern Asia",2017,187997667,97729483,100,100,1.98549844985718,1.00461657263689,0.981868278364922,37384,19648,17736
"South-Eastern Asia",2017,113788139,58043933,100,100,4.69625452418088,2.47093158061002,2.23083518467985,53607,28726,24881
"Northern Africa and Western Asia",2017,103079064,54617096,100,100,4.78478099771684,2.60640444075436,2.18406912442738,49698,28512,21186
"Western Asia",2017,52429836,27577227,100,100,4.88648180286566,2.62281705254429,2.26961754191297,25769,14484,11285
"Northern Africa",2017,50649228,27039869,100,100,4.67825048627035,2.58966538653392,2.09400787946097,23929,14028,9901
"Sub-Saharan Africa",2017,277702942,148574465,100,100,17.7507571918052,10.7539503981402,7.07286806601959,504664,321402,183262
"Oceania",2017,6346071,3295805,100,100,3.96615939585254,2.20945915228296,1.76059019569083,2536,1456,1080
"Oceania (exc. Australia and New Zealand)",2017,2652951,1382902,100,100,8.21999857582312,4.70363492867356,3.53298150234635,2203,1301,902
"Australia and New Zealand",2017,3693120,1912903,100,100,0.896449282673961,0.402448559756817,0.494199612839531,333,155,178
"Europe, Northern America, Australia and New Zealand",2017,129609254,65786578,100,100,1.25482057216419,0.563042312895759,0.692167979128261,16293,7431,8862
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2017,116441090,59426835,100,100,4.777103635349,2.52294485747051,2.25986028075247,55810,30027,25783
"World",2017,1311300506,674733973,100,100,7.04016073978586,4.01936383332581,3.0329875870745,930328,543679,386651
"Least developed countries",2018,261189559,136501597,100,100,13.0907930642064,7.91944911488427,5.21262506830547,347837,217414,130423
"Landlocked developing countries",2018,130466727,68906010,100,100,12.2339654896088,7.16065370564028,5.10990202282368,162105,99037,63068
"Small island developing States",2018,11331074,5779243,100,100,6.4992625655319,3.59693249451543,2.91280724203558,7399,4161,3238
"Europe and Northern America",2018,126932482,63850515,100,100,1.24727712506112,0.556161055723956,0.691500655071478,15864,7116,8748
"Northern America",2018,46894455,22919474,100,100,1.31108735902841,0.567260461075671,0.744249081029587,6197,2611,3586
"Europe",2018,80038027,40931041,100,100,1.20874275838634,0.549945566624745,0.659159693712763,9667,4505,5162
"Latin America and the Caribbean",2018,104805909,52132679,100,100,3.06865661533273,1.39488797422166,1.67610662208178,32216,14548,17668
"Central and Southern Asia",2018,391191049,196582373,100,100,5.67266712409842,2.92294269399263,2.75778527843694,222614,115134,107480
"Central Asia",2018,13826999,7564844,100,100,3.15404201564429,1.55533187248815,1.60120054139247,4359,2357,2002
"Southern Asia",2018,377364050,189017529,100,100,5.76552849942202,2.97763814697283,2.79621647328721,218255,112777,105478
"Eastern and South-Eastern Asia",2018,305380356,157711206,100,100,2.92092029099877,1.49649018593829,1.42656494550094,89391,47242,42149
"Eastern Asia",2018,190652380,99125952,100,100,1.93085678457972,0.972581779716161,0.959207913002796,36863,19295,17568
"South-Eastern Asia",2018,114727976,58585254,100,100,4.56510627248685,2.38231541298572,2.1880033736619,52528,27947,24581
"Northern Africa and Western Asia",2018,105296822,55782876,100,100,4.68303018879768,2.54029185130825,2.14819538071013,49687,28386,21301
"Western Asia",2018,53332489,28035039,100,100,4.83277252609959,2.5853783575208,2.2532195937512,25940,14523,11417
"Northern Africa",2018,51964333,27747837,100,100,4.52812256252833,2.49473661325989,2.03847139850132,23747,13863,9884
"Sub-Saharan Africa",2018,284383629,151550123,100,100,16.4926466322598,9.94654957790827,6.61186227022458,479543,303252,176291
"Oceania",2018,6462857,3338038,100,100,3.88657420642524,2.16210522315245,1.72820554550944,2523,1444,1079
"Oceania (exc. Australia and New Zealand)",2018,2697826,1405536,100,100,8.04960960327594,4.58557347352222,3.47999389745798,2189,1290,899
"Australia and New Zealand",2018,3765031,1932502,100,100,0.886591196178843,0.395781537903584,0.491003988589067,334,154,180
"Europe, Northern America, Australia and New Zealand",2018,130697513,65783017,100,100,1.23691266855463,0.551449832430908,0.685841043051883,16198,7270,8928
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2018,117425802,59990790,100,100,4.64568685569211,2.43399163931905,2.21709159878809,54717,29237,25480
"World",2018,1324453104,680947810,100,100,6.68335412993615,3.78748375606061,2.90688013516826,891840,517124,374717
"Least developed countries",2019,265937245,138872919,100,100,12.9521829714581,7.83340251269875,5.15919450596593,350329,218742,131587
"Landlocked developing countries",2019,133042117,70055853,100,100,12.3241626195325,7.25081075075311,5.11040645887219,166485,101953,64532
"Small island developing States",2019,11382600,5801114,100,100,6.42214194454749,3.5421717616897,2.89020779529564,7340,4108,3232
"Europe and Northern America",2019,127736387,63718321,100,100,1.23523661557201,0.546961895756751,0.688651385882806,15829,6990,8839
"Northern America",2019,47017272,22789323,100,100,1.32884510771969,0.570937742320904,0.758340330515083,6307,2615,3692
"Europe",2019,80719115,40928998,100,100,1.17948023744907,0.533611249243293,0.64621381516697,9522,4375,5147
"Latin America and the Caribbean",2019,104487384,52002589,100,100,3.00216848961909,1.35775997103958,1.64664426625074,31418,14125,17293
"Central and Southern Asia",2019,390833959,196088386,100,100,5.41319024352482,2.76438974763945,2.65614311066881,212201,108600,103601
"Central Asia",2019,14283890,7761770,100,100,3.11303042396605,1.53133787370614,1.5841183707174,4445,2380,2065
"Southern Asia",2019,376550069,188326616,100,100,5.50086373644454,2.81517660370842,2.69326916106586,207756,106220,101536
"Eastern and South-Eastern Asia",2019,308467791,158741344,100,100,2.83608374166067,1.44379166640529,1.39430516142791,87627,45861,41766
"Eastern Asia",2019,193018435,99847254,100,100,1.87998440881609,0.941695475704322,0.939173348404878,36326,18815,17511
"South-Eastern Asia",2019,115449356,58894090,100,100,4.43318969382356,2.29445428863543,2.14365392112083,51301,27046,24255
"Northern Africa and Western Asia",2019,107543674,56861483,100,100,4.39892206939452,2.35207598283972,2.05167177446015,47613,26790,20823
"Western Asia",2019,54246921,28435861,100,100,4.38751651811331,2.28306103423561,2.10927107848772,23916,13009,10907
"Northern Africa",2019,53296753,28425622,100,100,4.40818059527093,2.42111101993075,1.99189216741727,23697,13781,9916
"Sub-Saharan Africa",2019,290891314,154422809,100,100,16.3232468780721,9.84469083806713,6.54296955241126,485040,305778,179262
"Oceania",2019,6569953,3370873,100,100,3.82153878303548,2.12922609521419,1.69592369280357,2521,1434,1087
