"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","CMR median","Under-five deaths median","Infant deaths median","Child deaths median"
"Europe and Northern America","1964","154099129","79206762","0","0",,,,,,
"Northern America","1964","43209515","22688638","0","0",,,,,,
"Europe","1964","110889614","56518125","0","0",,,,,,
"Latin America and the Caribbean","1964","63833542","34527635","0","0",,,,,,
"Central and Southern Asia","1964","169240072","91865107","15.96","16.38",,,,,,
"Central Asia","1964","6621583","3722788","0","0",,,,,,
"Southern Asia","1964","162618490","88142320","16.61","17.07",,,,,,
"Eastern and South-Eastern Asia","1964","275925827","144826238","12.19","13.12",,,,,,
"Eastern Asia","1964","213800947","110395031","3.49","3.91",,,,,,
"South-Eastern Asia","1964","62124881","34431208","42.13","42.66",,,,,,
"Northern Africa and Western Asia","1964","36910342","20133540","0","0",,,,,,
"Western Asia","1964","18199006","9904716","0","0",,,,,,
"Northern Africa","1964","18711337","10228825","0","0",,,,,,
"Sub-Saharan Africa","1964","61106871","33348443","31.94","31.63",,,,,,
"Oceania","1964","3561809","1876997","3.6","3.77",,,,,,
"Oceania (exc. Australia and New Zealand)","1964","867962","487343","14.77","14.5",,,,,,
"Australia and New Zealand","1964","2693847","1389654","0","0",,,,,,
"North America, Europe, Australia and New Zealand","1964","0","0","NaN","NaN",,,,,,
"South Eastern Asia and Oceania (excl. Australia and New Zealand)","1964","0","0","NaN","NaN",,,,,,
"World","1964","764677591","405784721","10.5","11",,,,,,
"Least developed countries","1965","70240109","38294601","32.73","32.99",,,,,,
"Landlocked developing countries","1965","37626661","20515024","6.81","6.66",,,,,,
"Small island developing States","1965","7310759","3979563","5.32","5.36",,,,,,
"Europe and Northern America","1965","155493724","79746966","0","0",,,,,,
"Northern America","1965","44069558","22962776","0","0",,,,,,
"Europe","1965","111424166","56784190","0","0",,,,,,
"Latin America and the Caribbean","1965","65762182","35528032","0.29","0.29",,,,,,
"Central and Southern Asia","1965","174427651","94293081","16.14","16.59",,,,,,
"Central Asia","1965","6967612","3916728","0","0",,,,,,
"Southern Asia","1965","167460039","90376353","16.82","17.31",,,,,,
"Eastern and South-Eastern Asia","1965","276439865","140583389","12.73","14.05",,,,,,
"Eastern Asia","1965","211927592","104954809","3.7","4.29",,,,,,
"South-Eastern Asia","1965","64512274","35628580","42.36","42.82",,,,,,
"Northern Africa and Western Asia","1965","38131204","20744097","0","0",,,,,,
"Western Asia","1965","18879706","10258412","0","0",,,,,,
"Northern Africa","1965","19251498","10485685","0","0",,,,,,
"Sub-Saharan Africa","1965","62939639","34362502","31.82","31.49",,,,,,
"Oceania","1965","3650535","1930911","3.64","3.79",,,,,,
"Oceania (exc. Australia and New Zealand)","1965","894275","503294","14.86","14.55",,,,,,
"Australia and New Zealand","1965","2756260","1427617","0","0",,,,,,
"North America, Europe, Australia and New Zealand","1965","0","0","NaN","NaN",,,,,,
"South Eastern Asia and Oceania (excl. Australia and New Zealand)","1965","0","0","NaN","NaN",,,,,,
"World","1965","776844797","407188976","10.8","11.4",,,,,,
"Least developed countries","1966","72429620","39501142","35.77","35.97",,,,,,
"Landlocked developing countries","1966","38848752","21211472","6.73","6.59",,,,,,
"Small island developing States","1966","7520383","4089577","19.63","19.26",,,,,,
"Europe and Northern America","1966","156938851","80235596","0","0",,,,,,
"Northern America","1966","44868584","23181043","0","0",,,,,,
"Europe","1966","112070267","57054553","0","0",,,,,,
"Latin America and the Caribbean","1966","67717866","36530631","1.87","1.84",,,,,,
"Central and Southern Asia","1966","179508032","96713901","16.34","16.83",,,,,,
"Central Asia","1966","7299665","4105965","0","0",,,,,,
"Southern Asia","1966","172208367","92607936","17.03","17.57",,,,,,
"Eastern and South-Eastern Asia","1966","275536523","136122168","16.96","19.08",,,,,,
"Eastern Asia","1966","208711821","99389779","3.95","4.68",,,,,,
"South-Eastern Asia","1966","66824702","36732390","57.61","58.03","27.2195471474764","19.1214725901282","8.25594029337368","191726","141831","49894"
"Northern Africa and Western Asia","1966","39411267","21393744","0","0",,,,,,
"Western Asia","1966","19561947","10607114","0","0",,,,,,
"Northern Africa","1966","19849320","10786630","0","0",,,,,,
"Sub-Saharan Africa","1966","64864863","35432040","39.74","39.6",,,,,,
"Oceania","1966","3747472","1988477","3.67","3.8",,,,,,
"Oceania (exc. Australia and New Zealand)","1966","921842","519274","14.92","14.54",,,,,,
"Australia and New Zealand","1966","2825630","1469203","0","0",,,,,,
"North America, Europe, Australia and New Zealand","1966","0","0","NaN","NaN",,,,,,
"South Eastern Asia and Oceania (excl. Australia and New Zealand)","1966","0","0","NaN","NaN",,,,,,
"World","1966","787724873","408416555","13.1","14",,,,,,
"Least developed countries","1967","74697002","40763630","40.14","40.33",,,,,,
"Landlocked developing countries","1967","40092598","21908899","7.3","7.15",,,,,,
"Small island developing States","1967","7735390","4201349","19.52","19.13",,,,,,
"Europe and Northern America","1967","158039201","80368588","0","0",,,,,,
"Northern America","1967","45476629","23260622","0","0",,,,,,
"Europe","1967","112562572","57107966","0","0",,,,,,
"Latin America and the Caribbean","1967","69688993","37534446","1.86","1.83",,,,,,
"Central and Southern Asia","1967","184542691","99134221","16.54","17.06",,,,,,
"Central Asia","1967","7633929","4280667","0","0",,,,,,
"Southern Asia","1967","176908762","94853555","17.26","17.83",,,,,,
"Eastern and South-Eastern Asia","1967","277673315","135473510","17.49","19.8",,,,,,
"Eastern Asia","1967","208563918","97707812","4.11","4.89",,,,,,
"South-Eastern Asia","1967","69109398","37765698","57.85","58.36","26.3465637057009","18.4513526815147","8.04362681947077","191290","140663","50627"
"Northern Africa and Western Asia","1967","40757728","22115096","28.9","28.89",,,,,,
"Western Asia","1967","20263742","10989607","43.74","43.62",,,,,,
"Northern Africa","1967","20493986","11125490","14.22","14.34",,,,,,
"Sub-Saharan Africa","1967","66870278","36558459","40.06","39.88",,,,,,
"Oceania","1967","3837728","2039214","3.7","3.8",,,,,,
"Oceania (exc. Australia and New Zealand)","1967","949757","534891","14.95","14.5",,,,,,
"Australia and New Zealand","1967","2887971","1504323","0","0",,,,,,
"North America, Europe, Australia and New Zealand","1967","0","0","NaN","NaN",,,,,,
"South Eastern Asia and Oceania (excl. Australia and New Zealand)","1967","0","0","NaN","NaN",,,,,,
"World","1967","801409932","413223532","14.9","15.8",,,,,,
"Least developed countries","1968","77023509","42050708","40.72","40.89",,,,,,
"Landlocked developing countries","1968","41343666","22573980","7.25","7.1",,,,,,
"Small island developing States","1968","7952962","4314221","35.24","34.78",,,,,,
"Europe and Northern America","1968","158800028","80148721","0","0",,,,,,
"Northern America","1968","45839153","23165058","0","0",,,,,,
