"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","CMR median","Under-five deaths median","Infant deaths median","Child deaths median"
"Northern Africa and Western Asia","1975","17861941","9731814","9.93","9.97",,,,,,
"Western Asia","1975","8928511","4839745","3.46","3.16",,,,,,
"Northern Africa","1975","8933430","4892069","16.4","16.71",,,,,,
"Sub-Saharan Africa","1975","29933258","16255640","40.49","40.21",,,,,,
"Oceania","1975","1812674","945504","80.14","79.4","5.35580941678204","2.66729812677182","2.69570152965058","973","505","468"
"Oceania (exc. Australia and New Zealand)","1975","359956","194810","0","0",,,,,,
"Australia and New Zealand","1975","1452718","750695","100","100","5.35580941678204","2.66729812677182","2.69570152965058","780","401","379"
"Europe, Northern America, Australia and New Zealand","1975","78627733","40148240","94.55","94.78","5.52134042588337","2.5069917352476","3.02192463070953","43447","20156","23292"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1975","31124299","17232000","38.52","38.83",,,,,,
"World","1975","371383928","194462536","73.3","72.2","15.8024082691384","8.71439619910823","7.15032281600033","594325","340408","253917"
"Least developed countries","1976","33938169","18482793","42.31","42.52",,,,,,
"Landlocked developing countries","1976","18500193","10116067","15.49","15.46",,,,,,
"Small island developing States","1976","3407150","1855454","0.96","1",,,,,,
"Europe and Northern America","1976","77821636","39546049","94.55","94.84","5.49417891221671","2.49228429045802","3.00939488936519","42809","19737","23072"
"Northern America","1976","23180396","11868978","100","100","5.88897136380695","2.7054985145","3.19210909572355","13664","6431","7233"
"Europe","1976","54641241","27677071","92.24","92.63","5.31248099857151","2.39356295188411","2.92592142380756","29067","13265","15802"
"Latin America and the Caribbean","1976","32527994","17637049","3.38","3.31",,,,,,
"Central and Southern Asia","1976","83541063","45196801","92.41","92.33","33.4084989304276","16.6810880181615","17.0111758336396","283630","152055","131575"
"Central Asia","1976","3651001","2025363","0","0",,,,,,
"Southern Asia","1976","79890062","43171438","96.63","96.66","33.4084989304276","16.6810880181615","17.0111758336396","271238","145241","125997"
"Eastern and South-Eastern Asia","1976","131552139","64855450","81.23","78.9","6.70112171345549","4.69005239039921","2.0205457886623","87958","60978","26980"
"Eastern Asia","1976","99673848","47285320","94.65","93.52","5.99086439761609","4.23095422663335","1.76738790832357","58632","40097","18535"
"South-Eastern Asia","1976","31878292","17570130","39.27","39.57",,,,,,
"Northern Africa and Western Asia","1976","18484273","10042917","9.87","9.84",,,,,,
"Western Asia","1976","9252240","5009913","3.34","3.05",,,,,,
"Northern Africa","1976","9232033","5033004","16.41","16.6",,,,,,
"Sub-Saharan Africa","1976","30880072","16782826","42.69","42.39",,,,,,
"Oceania","1976","1846764","969202","79.92","79.1","5.35458638484099","2.64429480370019","2.71747739248892","991","513","478"
"Oceania (exc. Australia and New Zealand)","1976","370836","202527","0","0",,,,,,
"Australia and New Zealand","1976","1475928","766676","100","100","5.35458638484099","2.64429480370019","2.71747739248892","792","406","386"
"Europe, Northern America, Australia and New Zealand","1976","79297564","40312724","94.65","94.94","5.49160109027758","2.4953294934181","3.00376698520902","43599","20144","23456"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1976","32249128","17772657","38.82","39.12",,,,,,
"World","1976","376653940","195030293","73.1","71.7","15.7491806249052","8.66166112542585","7.14944557427827","599960","339327","260633"
"Least developed countries","1977","34916209","18995192","42.42","42.55",,,,,,
"Landlocked developing countries","1977","19092897","10444069","15.41","15.37",,,,,,
"Small island developing States","1977","3503643","1910626","0.98","1.01",,,,,,
"Europe and Northern America","1977","78347694","39608287","94.64","94.94","5.45876903902542","2.48507814418125","2.98109915921037","42842","19710","23132"
"Northern America","1977","23460937","11886828","100","100","5.8304964006719","2.69766588051256","3.14130471069761","13705","6422","7283"
"Europe","1977","54886757","27721460","92.36","92.78","5.28670890837846","2.38680937140738","2.906837604206","29065","13249","15816"
"Latin America and the Caribbean","1977","33460432","18119661","3.35","3.27",,,,,,
"Central and Southern Asia","1977","86006758","46345792","92.35","92.25","32.774099813335","16.1821844175342","16.8648251058329","286131","151219","134913"
"Central Asia","1977","3827818","2113671","0","0",,,,,,
"Southern Asia","1977","82178941","44232122","96.65","96.66","32.774099813335","16.1821844175342","16.8648251058329","273404","144322","129082"
"Eastern and South-Eastern Asia","1977","132566896","64554395","84.61","82.63","6.76103200653366","4.64213429729967","2.12877979091291","89061","60073","28988"
"Eastern Asia","1977","99587962","46489572","94.4","93.26","5.93383042581619","4.16017965660294","1.78106030004066","57693","38762","18931"
"South-Eastern Asia","1977","32978934","18064824","55.05","55.26","10.9852578668893","6.73247837313613","4.28160530889749","37205","24406","12799"
"Northern Africa and Western Asia","1977","19152342","10402771","9.78","9.72",,,,,,
"Western Asia","1977","9619509","5220293","3.21","2.93",,,,,,
"Northern Africa","1977","9532834","5182479","16.42","16.56",,,,,,
"Sub-Saharan Africa","1977","31862549","17330741","42.62","42.29",,,,,,
"Oceania","1977","1881852","992800","79.63","78.77","5.45108544232598","2.71991745752842","2.73861679643157","1028","541","488"
"Oceania (exc. Australia and New Zealand)","1977","383272","210753","0","0",,,,,,
"Australia and New Zealand","1977","1498580","782047","100","100","5.45108544232598","2.71991745752842","2.73861679643157","819","426","393"
"Europe, Northern America, Australia and New Zealand","1977","79846274","40390334","94.75","95.04","5.45888891189794","2.48986288231445","2.97643694946551","43661","20138","23523"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1977","33362206","18275577","54.42","54.63","10.9852578668893","6.73247837313613","4.28160530889749","37638","24691","12947"
"World","1977","383278523","197354447","74","72.7","15.5092329674305","8.46344063736002","7.10593297195163","600654","335479","265175"
"Least developed countries","1978","35957945","19525937","42.48","42.54",,,,,,
"Landlocked developing countries","1978","19683665","10750529","18.02","17.97",,,,,,
"Small island developing States","1978","3602108","1968642","1","1.02",,,,,,
"Europe and Northern America","1978","78712574","39552943","94.72","94.97","5.44567943019103","2.46758808034516","2.98545823099095","42961","19544","23417"
"Northern America","1978","23613281","11828083","100","100","5.86384690071151","2.6790054582731","3.19339656927803","13885","6346","7539"
"Europe","1978","55099293","27724860","92.45","92.83","5.25177844143554","2.37041144393353","2.88821325124521","28995","13159","15836"
"Latin America and the Caribbean","1978","34402793","18605496","4.82","4.73",,,,,,
"Central and Southern Asia","1978","88378710","47468258","92.3","92.2","32.1685589703367","15.6946127963034","16.7366209595114","288274","150178","138096"
"Central Asia","1978","3996195","2191555","0","0",,,,,,
"Southern Asia","1978","84382515","45276703","96.67","96.67","32.1685589703367","15.6946127963034","16.7366209595114","275249","143244","132004"
"Eastern and South-Eastern Asia","1978","136795771","67996513","84.62","83.19","6.67591949897151","4.51255168199442","2.17317437867491","91441","61506","29935"
"Eastern Asia","1978","102713041","49435955","94.35","93.63","5.89821045595063","4.08940126476174","1.81623651107429","59886","40516","19370"
"South-Eastern Asia","1978","34082730","18560558","55.27","55.37","10.6701659371635","6.41603571526942","4.28160112764761","37214","23894","13320"
"Northern Africa and Western Asia","1978","19856807","10790905","9.74","9.68",,,,,,
"Western Asia","1978","9992515","5438264","3.09","2.83",,,,,,
"Northern Africa","1978","9864293","5352641","16.48","16.64",,,,,,
"Sub-Saharan Africa","1978","32933627","17912113","42.58","42.24",,,,,,
"Oceania","1978","1916176","1011437","79.29","78.34","5.39225926429809","2.66556095249378","2.73398591791173","1035","540","495"
"Oceania (exc. Australia and New Zealand)","1978","396899","219040","0","0",,,,,,
"Australia and New Zealand","1978","1519277","792397","100","100","5.39225926429809","2.66556095249378","2.73398591791173","821","423","398"
"Europe, Northern America, Australia and New Zealand","1978","80231850","40345339","94.82","95.07","5.44492347014702","2.47167822590137","2.98061235891317","43782","19969","23813"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1978","34479629","18779598","54.64","54.73","10.6701659371635","6.41603571526942","4.28160112764761","37649","24176","13473"
"World","1978","392996457","203337664","74","72.9","15.3651061854975","8.24270298935144","7.18159898355607","609990","336598","273392"
"Least developed countries","1979","37032330","20057794","42.43","42.42",,,,,,
"Landlocked developing countries","1979","20215020","10955277","17.94","18.02",,,,,,
"Small island developing States","1979","3700779","2026225","1.02","1.03",,,,,,
"Europe and Northern America","1979","78887216","39408332","94.78","94.99","5.32601315563819","2.42090949644776","2.91215371978567","42131","19104","23027"
"Northern America","1979","23661814","11720115","100","100","5.72593257759058","2.63132006246488","3.10277691426955","13598","6176","7422"
"Europe","1979","55225402","27688217","92.55","92.86","5.14093963166862","2.32498550234604","2.82251643912364","28457","12890","15567"
"Latin America and the Caribbean","1979","35338784","19078751","9.48","9.37",,,,,,
"Central and Southern Asia","1979","90681852","48524034","92.26","92.28","31.4994159020201","15.1972628858414","16.5537243163541","289354","148616","140739"
"Central Asia","1979","4147467","2206692","0","0",,,,,,
"Southern Asia","1979","86534385","46317342","96.68","96.67","31.4994159020201","15.1972628858414","16.5537243163541","276117","141857","134260"
"Eastern and South-Eastern Asia","1979","141727159","73588217","84.72","84.2","6.62808135460191","4.41843917824777","2.21944867533533","95453","65173","30280"
"Eastern Asia","1979","106578321","54552813","94.4","94.24","5.90259781447089","4.06535177944039","1.84474557473542","63658","44446","19212"
"South-Eastern Asia","1979","35148838","19035405","55.37","55.4","10.3956822648312","6.13798508090551","4.28399226453219","37275","23440","13836"
"Northern Africa and Western Asia","1979","20539455","11153891","9.74","9.71",,,,,,
"Western Asia","1979","10336410","5625978","3","2.76",,,,,,
"Northern Africa","1979","10203046","5527913","16.57","16.78",,,,,,
"Sub-Saharan Africa","1979","34052680","18506110","42.55","42.23",,,,,,
"Oceania","1979","1948932","1023776","78.86","77.78","5.40925545752757","2.55860651265695","2.85796134337664","1054","525","530"
"Oceania (exc. Australia and New Zealand)","1979","411916","227487","0","0",,,,,,
"Australia and New Zealand","1979","1537017","796289","100","100","5.40925545752757","2.55860651265695","2.85796134337664","832","408","424"
"Europe, Northern America, Australia and New Zealand","1979","80424232","40204621","94.88","95.09","5.32782165586487","2.42377787493152","2.91109963983205","42964","19513","23451"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1979","35560753","19262892","54.73","54.75","10.3956822648312","6.13798508090551","4.28399226453219","37714","23720","13994"
"World","1979","403176076","211283110","74.4","73.7","15.1397666714767","7.95826783139257","7.23910961324715","616469","337633","278836"
"Least developed countries","1980","37969146","20516213","45.33","45.27",,,,,,
"Landlocked developing countries","1980","20601009","11074275","23.02","23.28",,,,,,
"Small island developing States","1980","3800641","2079061","1.03","1.05",,,,,,
"Europe and Northern America","1980","78782648","39049651","94.85","94.98","5.16236126709513","2.35458270387588","2.81440531329155","40807","18411","22396"
"Northern America","1980","23581093","11534153","100","100","5.50031711663435","2.56084097065008","2.94702300323236","13026","5915","7111"
"Europe","1980","55201555","27515498","92.64","92.87","5.00720622736039","2.26147113202099","2.75195857020238","27718","12459","15259"
"Latin America and the Caribbean","1980","36252810","19520403","9.45","9.35",,,,,,
"Central and Southern Asia","1980","92919342","49524215","92.67","92.79","30.6744795808368","14.6951996732288","16.2176007894293","288535","146631","141904"
"Central Asia","1980","4253823","2201625","8.82","9.26",,,,,,
"Southern Asia","1980","88665519","47322590","96.69","96.68","30.7722885372171","14.7459767605177","16.2661723765466","276201","140600","135601"
"Eastern and South-Eastern Asia","1980","145683355","79467401","84.76","85.12","6.59804221047866","4.32497806236292","2.282937804036","99156","68888","30268"
"Eastern Asia","1980","109498200","59980485","94.46","94.77","5.9031276260878","4.02865339457916","1.88205638435027","67082","48426","18657"
"South-Eastern Asia","1980","36185155","19486916","55.42","55.39","10.1560272299288","5.88411861145331","4.29719381658865","37382","23000","14382"
"Northern Africa and Western Asia","1980","21204610","11500515","19.03","19.2",,,,,,
"Western Asia","1980","10654164","5794394","2.94","2.72",,,,,,
"Northern Africa","1980","10550446","5706122","35.28","35.93",,,,,,
"Sub-Saharan Africa","1980","35126090","19072080","46.4","46.12",,,,,,
"Oceania","1980","1979063","1029681","78.4","77.11","5.24158484984594","2.42796919875758","2.82046364995674","1037","501","536"
"Oceania (exc. Australia and New Zealand)","1980","427454","235743","0","0",,,,,,
"Australia and New Zealand","1980","1551609","793938","100","100","5.24158484984594","2.42796919875758","2.82046364995674","814","386","428"
"Europe, Northern America, Australia and New Zealand","1980","80334256","39843589","94.94","95.08","5.16401432201263","2.35612080424085","2.81452487839187","41622","18797","22825"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1980","36612609","19722659","54.77","54.73","10.1560272299288","5.88411861145331","4.29719381658865","37826","23279","14547"
"World","1980","411947916","219163944","75.2","75","15.0325690979719","7.736456678833","7.35299857406666","624982","340427","284554"
"Least developed countries","1981","38844025","20960187","45.21","45.09",,,,,,
"Landlocked developing countries","1981","20939234","11223219","22.68","22.93",,,,,,
"Small island developing States","1981","3904177","2123829","1.04","1.06",,,,,,
"Europe and Northern America","1981","78494008","38487505","95.54","95.58","5.03887637684786","2.29516217285997","2.75002595954461","39721","17687","22034"
"Northern America","1981","23367060","11244369","100","100","5.32168280080181","2.4679655232722","2.86077757796175","12503","5557","6946"
"Europe","1981","55126949","27243136","93.65","93.75","4.91164118011267","2.21907590232969","2.69855357298791","27174","12104","15070"
"Latin America and the Caribbean","1981","37118829","19905522","9.44","9.36",,,,,,
"Central and Southern Asia","1981","95044720","50501578","92.71","92.82","29.8657127412757","14.2526994095465","15.8387583941414","287218","144990","142228"
"Central Asia","1981","4314042","2228779","8.92","9.23",,,,,,
"Southern Asia","1981","90730679","48272800","96.7","96.68","29.9601135804418","14.3010012689901","15.8863023413956","275044","139064","135980"
"Eastern and South-Eastern Asia","1981","149656399","85484730","88.47","89.39","6.74651212703514","4.24981366663706","2.50735424875155","105034","72814","32221"
"Eastern Asia","1981","112446035","65532623","94.51","95.18","5.91356359127515","3.99253936655655","1.92872473414692","70547","52433","18114"
"South-Eastern Asia","1981","37210364","19952108","70.21","70.35","9.97292016097806","5.39226172963465","4.60549245203853","37509","21576","15933"
"Northern Africa and Western Asia","1981","21864789","11839394","19.09","19.27",,,,,,
"Western Asia","1981","10966323","5958235","2.88","2.69",,,,,,
"Northern Africa","1981","10898466","5881159","35.4","36.07",,,,,,
"Sub-Saharan Africa","1981","36240719","19660113","46.48","46.23",,,,,,
"Oceania","1981","2006572","1030441","77.96","76.4","4.95084456130634","2.30285820864276","2.65409836486976","994","475","519"
"Oceania (exc. Australia and New Zealand)","1981","442319","243198","0","0",,,,,,
"Australia and New Zealand","1981","1564253","787244","100","100","4.95084456130634","2.30285820864276","2.65409836486976","776","363","413"
"Europe, Northern America, Australia and New Zealand","1981","80058261","39274748","95.63","95.67","5.03712977522475","2.29532342606451","2.74811415996911","40497","18050","22446"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1981","37652682","20195305","69.39","69.51","9.97292016097806","5.39226172963465","4.60549245203853","37956","21839","16117"
"World","1981","420426034","226909282","76.5","76.7","14.7348902208349","7.42951884392423","7.36005302958617","624333","338423","285911"
"Least developed countries","1982","39877790","21504595","53.65","53.74","37.7434238627515","16.5865401531063","21.5137219221499","151849","71934","79915"
"Landlocked developing countries","1982","21373632","11428025","42.08","42.88",,,,,,
"Small island developing States","1982","4001059","2155068","1.05","1.08",,,,,,
"Europe and Northern America","1982","78046303","37881720","95.5","95.4","4.86782589610646","2.20072384245056","2.67298455449544","38192","16692","21501"
"Northern America","1982","23052166","10906466","100","100","5.03540477128572","2.29554030507195","2.74616840647535","11693","5013","6680"
"Europe","1982","54994137","26975255","93.62","93.54","4.79316006251929","2.15973807608727","2.63912179826723","26473","11664","14809"
"Latin America and the Caribbean","1982","37923252","20225340","9.44","9.4",,,,,,
"Central and Southern Asia","1982","97117729","51484950","92.77","92.86","28.8993562903681","13.8044001137196","15.3062497727522","283902","143132","140771"
"Central Asia","1982","4359367","2251504","9.01","9.17",,,,,,
"Southern Asia","1982","92758362","49233446","96.71","96.69","28.9910896871175","13.8500859825779","15.3536531204038","272016","137328","134687"
"Eastern and South-Eastern Asia","1982","152997208","89085732","88.47","89.63","6.74954087498869","4.17694987437062","2.58338165630277","107641","74577","33064"
"Eastern Asia","1982","114819073","68695610","94.53","95.34","5.90102849689123","3.9287373100303","1.98007036317324","72367","54084","18284"
"South-Eastern Asia","1982","38178135","20390123","70.25","70.37","9.94703763534977","5.30923735703968","4.66255488890557","38335","21709","16626"
"Northern Africa and Western Asia","1982","22525378","12150159","19.15","19.35",,,,,,
"Western Asia","1982","11302374","6110608","2.82","2.67",,,,,,
"Northern Africa","1982","11223004","6039552","35.6","36.22",,,,,,
"Sub-Saharan Africa","1982","37455140","20296486","57.67","57.66","40.4094466600795","19.3702192979951","21.4548117710876","153824","79398","74426"
"Oceania","1982","2031634","1029792","77.53","75.76","4.70890205770658","2.18307203689584","2.53135615364515","958","450","508"
"Oceania (exc. Australia and New Zealand)","1982","456469","249635","0","0",,,,,,
"Australia and New Zealand","1982","1575166","780157","100","100","4.70890205770658","2.18307203689584","2.53135615364515","744","341","403"
"Europe, Northern America, Australia and New Zealand","1982","79621469","38661877","95.59","95.49","4.86458742972817","2.2003508386022","2.67011177380671","38935","17033","21903"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1982","38634603","20639757","69.42","69.52","9.94703763534977","5.30923735703968","4.66255488890557","38794","21975","16820"
"World","1982","428096642","232154178","77.3","77.8","14.8500386963725","7.36843549442467","7.53714013282898","639874","343388","296486"
"Least developed countries","1983","41002120","22113954","57.17","57.33","37.363744515976","16.4551307826146","21.2584238785146","154551","73381","81169"
"Landlocked developing countries","1983","21862843","11675274","48.89","49.89",,,,,,
"Small island developing States","1983","4081355","2171016","1.06","1.11",,,,,,
"Europe and Northern America","1983","77381283","37220020","95.37","95.06","4.73834139235108","2.14932717730266","2.59459083965405","36884","16017","20867"
"Northern America","1983","22671913","10571304","100","100","4.98564393628798","2.28612700746542","2.70570250840121","11396","4839","6557"
"Europe","1983","54709370","26648716","93.44","93.1","4.62920255366361","2.09102931511965","2.54349175436523","25449","11156","14293"
"Latin America and the Caribbean","1983","38679710","20498493","11.35","11.39",,,,,,
"Central and Southern Asia","1983","99179302","52511667","92.85","92.9","28.2277070107023","13.4437662946279","14.9854009441996","283069","142146","140923"
"Central Asia","1983","4395649","2275714","9.08","9.09",,,,,,
"Southern Asia","1983","94783654","50235953","96.73","96.7","28.3172308932468","13.4876188610916","15.0323628123498","271378","136433","134946"
"Eastern and South-Eastern Asia","1983","157191022","89783005","88.56","89.54","6.72126024713482","4.10404076020068","2.62800492626961","109322","73846","35476"
"Eastern Asia","1983","118086083","69012258","94.62","95.32","5.88785891272614","3.85956582016335","2.03615175427828","73379","53374","20005"
"South-Eastern Asia","1983","39104939","20770747","70.25","70.34","9.91882911666775","5.2039889602798","4.73950448540717","39095","21675","17420"
"Northern Africa and Western Asia","1983","23193701","12443288","19.21","19.42",,,,,,
"Western Asia","1983","11670542","6261694","2.77","2.66",,,,,,
"Northern Africa","1983","11523159","6181594","35.85","36.4",,,,,,
"Sub-Saharan Africa","1983","38651433","20927413","61.3","61.45","39.8293376987728","18.8446841675304","21.387697944069","156259","79624","76635"
"Oceania","1983","2053174","1031998","77.12","75.27","4.67990768782833","2.13472699285124","2.55062558426041","963","441","522"
"Oceania (exc. Australia and New Zealand)","1983","469772","255211","0","0",,,,,,
"Australia and New Zealand","1983","1583402","776787","100","100","4.67990768782833","2.13472699285124","2.55062558426041","744","332","412"
"Europe, Northern America, Australia and New Zealand","1983","78964685","37996807","95.46","95.16","4.73712632607115","2.14901351135091","2.59368668244506","37628","16349","21279"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1983","39574711","21025957","69.42","69.49","9.91882911666775","5.2039889602798","4.73950448540717","39565","21941","17624"
"World","1983","436329624","234415882","77.7","78","14.7058521594089","7.30121898932362","7.45909364625852","645905","343559","302346"
"Least developed countries","1984","42148356","22755511","64.7","64.89","36.7978627883798","16.6543511910249","20.484670493791","156706","76432","80273"
"Landlocked developing countries","1984","22345742","11923499","61.47","62.69","41.7835347450851","18.7579829927179","23.4657213544458","94649","45156","49494"
"Small island developing States","1984","4146447","2176517","1.08","1.13",,,,,,
"Europe and Northern America","1984","76593260","36561275","95.23","94.72","4.60617949337183","2.10851727911161","2.50293970587858","35499","15434","20065"
"Northern America","1984","22298430","10282071","100","100","4.9039708144254","2.27661565030212","2.63335029060768","11024","4687","6337"
"Europe","1984","54294831","26279204","93.27","92.66","4.47587382591541","2.03752813806256","2.44332402931297","24427","10720","13707"
"Latin America and the Caribbean","1984","39394822","20748991","45.62","44.94",,,,,,
"Central and Southern Asia","1984","101239016","53552123","94.46","94.54","27.6805915884977","13.1205911217435","14.7535761064303","283211","141455","141756"
"Central Asia","1984","4426870","2285936","9.13","9.03",,,,,,
"Southern Asia","1984","96812146","51266187","98.36","98.35","27.7663769289563","13.1618918210788","14.7992715186366","271660","135846","135814"
"Eastern and South-Eastern Asia","1984","163595139","90548978","88.79","89.45","6.65855094032186","4.02103365455333","2.64816564896586","111706","72967","38739"
"Eastern Asia","1984","123597706","69411964","94.79","95.26","5.85568170004425","3.77240484272566","2.09116558048132","75155","52469","22686"
"South-Eastern Asia","1984","39997434","21137014","70.25","70.35","9.89549712797344","5.12580318726762","4.79426841703845","39852","21725","18128"
"Northern Africa and Western Asia","1984","23860556","12737414","19.26","19.48",,,,,,
"Western Asia","1984","12034602","6415985","2.73","2.66",,,,,,
"Northern Africa","1984","11825955","6321429","36.09","36.56",,,,,,
"Sub-Saharan Africa","1984","39851955","21574208","65.27","65.53","39.8835740725372","18.8805495795118","21.4072042746924","161345","82243","79102"
"Oceania","1984","2072524","1040076","76.72","74.98","4.81028247089188","2.20317923887843","2.61285983054618","999","459","540"
"Oceania (exc. Australia and New Zealand)","1984","482383","260246","0","0",,,,,,
"Australia and New Zealand","1984","1590142","779830","100","100","4.81028247089188","2.20317923887843","2.61285983054618","768","344","424"
"Europe, Northern America, Australia and New Zealand","1984","78183402","37341105","95.32","94.83","4.61053139520529","2.11060197516463","2.50521693585376","36269","15779","20489"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1984","40479816","21397260","69.41","69.5","9.89549712797344","5.12580318726762","4.79426841703845","40333","21992","18341"
"World","1984","446607271","236763063","81.5","81.5","14.4258562760994","7.18592373221851","7.29233470490014","648670","341499","307171"
"Least developed countries","1985","43309806","23418596","68.87","69.08","37.1627897035346","16.8794959600234","20.6315438037965","162665","79732","82933"
"Landlocked developing countries","1985","22833946","12169345","65.32","66.7","42.205993923965","19.1381984261884","23.5178854562018","97789","47030","50759"
"Small island developing States","1985","4196865","2177327","1.1","1.16",,,,,,
"Europe and Northern America","1985","75785804","36117693","95.11","94.46","4.49007710005722","2.06667887515575","2.42841698298026","34234","14944","19290"
"Northern America","1985","21978540","10123748","100","100","4.87020262970028","2.31168533256376","2.56444548815766","10774","4686","6088"
"Europe","1985","53807264","25993946","93.11","92.31","4.32528592228654","1.96328909607847","2.36664323105795","23397","10217","13180"
"Latin America and the Caribbean","1985","40070059","21003342","45.44","44.76",,,,,,
"Central and Southern Asia","1985","103308831","54626674","94.52","94.63","26.7437099109603","12.6960420591319","14.2283110878299","279120","139595","139526"
"Central Asia","1985","4465767","2287589","9.12","8.98",,,,,,
"Southern Asia","1985","98843065","52339085","98.38","98.37","26.8245745876546","12.7346595580972","14.2716597579032","267850","134158","133692"
"Eastern and South-Eastern Asia","1985","170907381","91988719","89.08","89.42","6.61387760069354","3.95084840048394","2.67359215750867","115086","72831","42256"
"Eastern Asia","1985","130085498","70503499","94.98","95.21","5.83279544417459","3.6977729717287","2.14294660247239","77801","52238","25564"
"South-Eastern Asia","1985","40821883","21485220","70.26","70.43","9.92821453997883","5.07270018832371","4.88027050074321","40773","21853","18920"
"Northern Africa and Western Asia","1985","24521825","13035768","19.32","19.55",,,,,,
"Western Asia","1985","12377272","6566025","2.71","2.68",,,,,,
"Northern Africa","1985","12144553","6469743","36.26","36.67",,,,,,
"Sub-Saharan Africa","1985","41090369","22256605","69.64","69.96","39.8398625639833","18.8111543840545","21.431866326128","166133","84530","81603"
"Oceania","1985","2091944","1055559","76.37","74.91","4.80375028445712","2.18541406648712","2.62407089942506","1006","462","545"
"Oceania (exc. Australia and New Zealand)","1985","494352","264812","0","0",,,,,,
"Australia and New Zealand","1985","1597592","790747","100","100","4.80375028445712","2.18541406648712","2.62407089942506","770","346","424"
"Europe, Northern America, Australia and New Zealand","1985","77383396","36908440","95.21","94.58","4.49682408809249","2.06936855929067","2.43248924556753","35006","15291","19715"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1985","41316234","21750031","69.42","69.57","9.92821453997883","5.07270018832371","4.88027050074321","41267","22122","19144"
"World","1985","457776211","240084357","81.9","81.8","14.2215232224865","7.13438460152759","7.1380643171076","655690","343797","311893"
"Least developed countries","1986","44482859","24090983","71.48","71.72","37.260503207874","16.8757162818368","20.7346998376871","167452","82002","85450"
"Landlocked developing countries","1986","23334421","12426386","65.74","67.15","42.5076195199029","19.2773764204625","23.6868636869541","100671","48376","52295"
"Small island developing States","1986","4236750","2179708","1.11","1.18",,,,,,
"Europe and Northern America","1986","74963197","35902426","95.01","94.27","4.44733718755785","2.04317269357844","2.40908667408829","33529","14686","18843"
"Northern America","1986","21632076","10060253","100","100","4.89955878912518","2.3267543489506","2.57880468519099","10663","4687","5976"
"Europe","1986","53331121","25842173","92.98","92.03","4.25167719094333","1.92319704110349","2.33296690488838","22791","9949","12841"
"Latin America and the Caribbean","1986","40712327","21283678","45.28","44.63",,,,,,
"Central and Southern Asia","1986","105457516","55798835","94.56","94.69","26.0073819282922","12.2675650986734","13.9104643566671","276871","137748","139123"
"Central Asia","1986","4520379","2302503","9.02","8.91",,,,,,
"Southern Asia","1986","100937137","53496332","98.39","98.38","26.0826962199083","12.303759246266","13.9505815706328","265751","132456","133295"
"Eastern and South-Eastern Asia","1986","178360268","93460378","89.35","89.4","6.55457556782502","3.86266915437491","2.70234467687792","118289","72341","45948"
"Eastern Asia","1986","136729378","71636125","95.15","95.15","5.80974662554468","3.61336380481922","2.20434793175525","80592","51863","28729"
"South-Eastern Asia","1986","41630890","21824253","70.31","70.55","9.86360568825217","4.9655395635819","4.92250903805086","41276","21728","19548"
"Northern Africa and Western Asia","1986","25169369","13350154","20.55","20.8",,,,,,
"Western Asia","1986","12715240","6726858","5","5.1",,,,,,
"Northern Africa","1986","12454129","6623296","36.42","36.75",,,,,,
"Sub-Saharan Africa","1986","42343513","22961107","85.53","85.69","35.7185818491668","16.7655924318954","19.2761657559858","153093","77642","75451"
"Oceania","1986","2113799","1078051","76.09","75.05","4.85947088807115","2.1914418946898","2.6738886650236","1028","473","555"
"Oceania (exc. Australia and New Zealand)","1986","505455","268969","0","0",,,,,,
"Australia and New Zealand","1986","1608344","809082","100","100","4.85947088807115","2.1914418946898","2.6738886650236","783","355","428"
"Europe, Northern America, Australia and New Zealand","1986","76571541","36711507","95.11","94.39","4.4563243636071","2.04663473230381","2.41463149999687","34315","15042","19273"
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1986","42136345","22093222","69.47","69.69","9.86360568825217","4.9655395635819","4.92250903805086","41777","21996","19781"
"World","1986","469119988","243834627","83.5","83.3","14.0215050234188","7.02639088421365","7.04461233912764","662395","343864","318532"
"Least developed countries","1987","45724003","24796161","72.78","73.07","37.2943229337556","16.895380062461","20.7495137929374","172261","84502","87759"
"Landlocked developing countries","1987","23878753","12720553","66.2","67.54","42.8982915099529","19.4084262794495","23.954790006382","103968","49861","54107"
"Small island developing States","1987","4270515","2187016","1.16","1.22",,,,,,
"Europe and Northern America","1987","74075305","35687005","94.9","94.23","4.44018170299365","2.04670640455576","2.39838408650843","33059","14623","18436"
