"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","CMR median","Under-five deaths median","Infant deaths median","Child deaths median"
"Adhoc","1950","790602","415742","0","0",,,,,,
"World","1950","230132026","119678422","0","0",,,,,,
"Adhoc","1951","800195","420916","0","0",,,,,,
"World","1951","233373574","121257185","0","0",,,,,,
"Adhoc","1952","809763","426874","0","0",,,,,,
"World","1952","236652378","123274033","0","0",,,,,,
"Adhoc","1953","819000","433102","0","0",,,,,,
"World","1953","239657037","125248540","0","0",,,,,,
"Adhoc","1954","828143","439045","0","0",,,,,,
"World","1954","242345354","126868402","0.5","0.5",,,,,,
"Adhoc","1955","837655","444699","0","0",,,,,,
"World","1955","244857517","128133098","0.5","0.5",,,,,,
"Adhoc","1956","847691","450139","0","0",,,,,,
"World","1956","247398676","129092714","0.5","0.5",,,,,,
"Adhoc","1957","858545","455530","0","0",,,,,,
"World","1957","249666956","129453800","0.5","0.6",,,,,,
"Adhoc","1958","869995","461214","0","0",,,,,,
"World","1958","251549732","129460654","0.6","0.6",,,,,,
"Adhoc","1959","883004","468384","0","0",,,,,,
"World","1959","253511524","129750689","0.8","0.9",,,,,,
"Adhoc","1960","898352","477652","0","0",,,,,,
"World","1960","255454844","130351564","0.9","0.9",,,,,,
"Adhoc","1961","914888","488085","0","0",,,,,,
"World","1961","258415109","132297832","2.8","2.9",,,,,,
"Adhoc","1962","931333","498317","0","0",,,,,,
"World","1962","262895402","136342885","2.8","2.9",,,,,,
"Adhoc","1963","945829","505960","0","0",,,,,,
"World","1963","268229945","141619582","8.1","8",,,,,,
"Adhoc","1964","959613","511600","0","0",,,,,,
"World","1964","274685363","147847399","9.7","9.3",,,,,,
"Adhoc","1965","974108","516436","0","0",,,,,,
"World","1965","282463472","155123435","9.5","8.9",,,,,,
"Adhoc","1966","989036","520903","0","0",,,,,,
"World","1966","291165751","161919254","9.7","9",,,,,,
"Adhoc","1967","1005323","527125","0","0",,,,,,
"World","1967","301474925","168159908","9.5","8.9",,,,,,
"Adhoc","1968","1022816","537056","0","0",,,,,,
"World","1968","313033646","174450167","9.4","8.8",,,,,,
"Adhoc","1969","1041091","549796","0","0",,,,,,
"World","1969","325039389","180257016","49.5","48.4",,,,,,
"Adhoc","1970","1060580","564583","0","0",,,,,,
"World","1970","337740297","185666907","49.3","48",,,,,,
"Adhoc","1971","1081045","580918","0","0",,,,,,
"World","1971","349356685","190556781","49","47.8",,,,,,
"Adhoc","1972","1103498","597628","100","100","83.6042523576015","31.6677178658297","53.6350336036567","9422","3846","5576"
"World","1972","359970693","195082783","73.5","73.1","31.4698136754137","15.5624159464478","16.1588687659254","1149174","611954","537221"
"Adhoc","1973","1130575","615177","100","100","83.2354602308243","31.4005526497266","53.5153181461115","9593","3925","5668"
"World","1973","370163389","199068462","73.3","72.7","29.9515589971531","14.771563705737","15.4075894809862","1123812","592486","531325"
"Adhoc","1974","1160488","633079","100","100","83.8693114101882","31.3453060171015","54.2236626935851","9911","4032","5879"
"World","1974","378356528","201439100","74.2","73.4","28.7511906960336","14.1345948563052","14.8261575702597","1102024","573505","528519"
"Adhoc","1975","1191138","650647","100","100","84.4113971242549","31.3610040362353","54.7679716685741","10233","4146","6087"
"World","1975","384741922","202369864","73.8","72.7","27.511332678174","13.5248608665977","14.1782304051405","1071967","551132","520835"
"Adhoc","1976","1221115","667106","100","100","84.6311668465606","31.2457115537566","55.1073228056903","10514","4235","6279"
"World","1976","390411220","203128740","73.5","72.2","26.4014604717737","12.9674574429273","13.6104965638148","1043545","530251","513295"
"Adhoc","1977","1250529","683313","100","100","84.5561390943436","30.9841074077302","55.284987683019","10751","4301","6450"
"World","1977","397519055","205652154","74.5","73.1","25.2534422598883","12.3499681325515","13.0648242909878","1015754","511116","504638"
"Adhoc","1978","1278713","699203","100","100","83.7445185291073","30.4917767269578","54.9275813487885","10876","4330","6546"
"World","1978","407833439","211892353","74.5","73.4","24.2583014434949","11.7899886316683","12.6170678989198","1000184","502605","497579"
"Adhoc","1979","1285182","703722","100","100","82.8218870193972","29.9749870176043","54.479935356834","10796","4283","6513"
"World","1979","418620100","220127663","74.9","74.1","23.3260485491454","11.2262692671263","12.2371569004476","985820","497032","488787"
"Adhoc","1980","1241496","681049","100","100","81.6817373627436","29.4334228850107","53.8327979859363","10270","4069","6201"
"World","1980","428053056","228362241","75.6","75.4","22.5209653360191","10.7083449969237","11.9404831521183","971454","491709","479745"
"Adhoc","1981","1127634","619944","100","100","79.649896623886","28.5723825741856","52.5798455113421","9077","3594","5483"
"World","1981","437161049","236523593","76.9","77.1","21.6582291093025","10.1535520906286","11.6226885927333","951877","482762","469116"
"Adhoc","1982","1040603","573865","100","100","76.9396473418577","27.4723622192719","50.8646574152569","8069","3197","4872"
"World","1982","445233844","242018170","77.7","78.1","21.1577971829584","9.79965736658486","11.4705472492231","945563","476675","468888"
"Adhoc","1983","1036108","573349","100","100","73.8491548670143","26.2235430097949","48.9081570162651","7687","3047","4640"
"World","1983","453915397","244426182","78.1","78.4","20.3632228722818","9.44635874270873","11.0209721865406","928292","463979","464314"
"Adhoc","1984","1064267","591582","100","100","70.3683877609362","24.7910498467045","46.7359717187453","7494","2970","4524"
"World","1984","464718024","246944744","81.8","81.8","19.5708207354497","9.09255604811088","10.5744131314121","914136","451123","463013"
"Adhoc","1985","1089026","608561","100","100","66.9638613418733","23.4739878009965","44.5352945007","7268","2891","4377"
"World","1985","476445540","250458209","82.2","82","19.0311300237845","8.86974093949971","10.2523245470448","912046","446279","465767"
"Adhoc","1986","1093011","612824","100","100","63.0142058558299","21.9567755736722","41.9791572159195","6839","2721","4118"
"World","1986","488417590","254481530","83.7","83.5","18.6165882015611","8.70387321971667","9.99975155157811","915143","444931","470211"
"Adhoc","1987","1096307","615280","100","100","59.1649275589872","20.5416100311261","39.4333418585433","6424","2554","3870"
"World","1987","497766507","258630358","83.9","83.6","18.2081187301621","8.51901260191312","9.77235696034458","912220","442540","469680"
"Adhoc","1988","1116168","626013","100","100","54.8124565704046","19.1828501364553","36.3264513053285","6052","2425","3627"
"World","1988","502905582","261626119","91.9","91.7","18.0617104696691","8.30785536515627","9.83556757737999","913493","436524","476970"
"Adhoc","1989","1157085","647599","100","100","50.5396358778074","17.8974101169721","33.2370834748772","5783","2339","3444"
"World","1989","506758709","262991198","94.4","94.3","18.053684679079","8.24539141569313","9.88983885578994","920049","435488","484560"
"Adhoc","1990","1179384","658372","100","100","87.7635075773897","29.6802730555194","59.8598924756208","10397","3967","6430"
"World","1990","510682124","263134344","100","100","19.3121286462206","8.69822407414748","10.7070367771307","992714","459760","532954"
"Adhoc","1991","1201644","668825","100","100","85.8911751212149","28.9182582146273","58.6695377485326","10366","3925","6441"
"World","1991","514273902","262667270","100","100","18.8598808543097","8.56663278552144","10.382188464877","977142","451971","525172"
"Adhoc","1992","1304326","724044","100","100","86.445401110266","28.307339552597","59.8317389069298","11316","4158","7158"
"World","1992","517704624","262227339","100","100","18.9075768222197","8.55411751767966","10.4427881415148","986931","450552","536380"
"Adhoc","1993","1466503","811454","100","100","37.1545816111225","13.8050212093101","23.6764137964326","5395","2256","3139"
"World","1993","520202677","262004416","100","100","18.8346419931004","8.52787362134428","10.3954191928738","988402","448782","539621"
"Adhoc","1994","1590888","876852","100","100","57.0178926479119","18.4964018453466","39.247426983447","8991","3274","5717"
"World","1994","522434615","263081813","100","100","21.1785157081158","9.37878987920141","11.9114407286671","1117358","495803","621555"
"Adhoc","1995","1664367","914079","100","100","43.6390838795431","15.0217726125995","29.053750094405","7191","2767","4424"
"World","1995","525464202","266134273","100","100","18.1579935573019","8.18042627163698","10.0598612388321","961609","437207","524402"
"Adhoc","1996","1723853","943505","100","100","40.5560056387775","13.9924906791278","26.9404793660707","6921","2659","4262"
"World","1996","529471857","270711806","100","100","18.1066735928858","8.08551125329427","10.1028490391883","965043","439546","525497"
"Adhoc","1997","1778848","970129","100","100","37.5641148695016","13.275500685534","24.6153958889663","6624","2593","4031"
"World","1997","535169523","276791312","100","100","17.8475288075899","7.89146993486557","10.0352517602794","959782","438589","521193"
"Adhoc","1998","1832964","996863","100","100","44.7382417294019","14.9348467311354","30.2552525580324","8137","3000","5137"
"World","1998","541634677","283182075","100","100","18.1673291846502","7.88147717900531","10.3675637225259","986842","448145","538697"
"Adhoc","1999","1888011","1025305","100","100","32.4033936499546","11.6068225232476","21.0407878166441","6063","2394","3669"
"World","1999","548573049","288722542","100","100","17.8001004357441","7.60864998166603","10.2695881558116","977502","441036","536466"
"Adhoc","2000","1899449","1031423","100","100","32.8430199070215","11.4617047478353","21.6292229262926","6174","2378","3796"
"World","2000","557199384","294027014","100","100","17.0552039118808","7.30140927192059","9.82553489151869","950651","430936","519715"
"Adhoc","2001","1907492","1038886","100","100","31.8269434200613","11.1323718461072","20.9275447843193","6000","2326","3674"
"World","2001","567367488","299523076","100","100","16.799734216062","7.15818329926327","9.71106449649555","953098","430348","522749"
"Adhoc","2002","2009274","1100993","100","100","23.5289718850641","8.80309948677975","14.856657028144","4666","1947","2719"
"World","2002","578551013","304839825","100","100","16.4191809914106","6.98634625205492","9.49919943573097","949925","427436","522489"
"Adhoc","2003","2140744","1181875","100","100","22.5075739465033","8.42548709847288","14.2017434542803","4743","2000","2743"
"World","2003","589717617","309867218","100","100","16.1593992520499","6.85319495739865","9.37042162085201","953108","426176","526932"
"Adhoc","2004","2228436","1240415","100","100","21.5386048937817","8.11741752109645","13.5310243467963","4714","2022","2692"
"World","2004","600106260","314849382","100","100","16.1075658876146","6.79287789899667","9.37839427582237","966776","429204","537571"
"Adhoc","2005","2323301","1302470","100","100","20.9356983418201","7.89214074317659","13.1473180833526","4766","2064","2702"
"World","2005","609922323","319475740","100","100","15.6694353144444","6.58916654388851","9.14049702776579","955810","422407","533403"
"Adhoc","2006","2442449","1375561","100","100","26.6272683297372","9.40624183737187","17.3845497717523","6342","2600","3742"
"World","2006","617665371","321952489","100","100","15.3617365008591","6.43606593026445","8.98348889742225","949463","415759","533704"
"Adhoc","2007","2520367","1423665","100","100","30.5655914225078","10.4253646606691","20.352408037351","7494","2984","4510"
"World","2007","622399493","321523850","100","100","15.1095511372819","6.33537457592921","8.83011867068128","942399","408689","533710"
"Adhoc","2008","2615768","1480475","100","100","28.7341992543425","10.1777665027494","18.7472377600868","7326","3029","4297"
"World","2008","625980765","320089350","100","100","14.9101803785254","6.28915525151751","8.67558724207136","936958","403888","533070"
"Adhoc","2009","2758008","1562226","100","100","27.1598159485812","10.1927872894892","17.141750879577","7336","3201","4135"
"World","2009","629075478","318105647","100","100","15.1365687355374","6.35778472805828","8.834954747848","957698","405779","551919"
"Adhoc","2010","2887673","1636054","100","100","28.2812031136852","10.6425892650594","17.8283536942661","8004","3501","4503"
"World","2010","631197484","315333060","100","100","14.2880567518207","6.09580856505366","8.24249284525042","908474","385617","522857"
"Adhoc","2011","3042497","1722811","100","100","29.3838182684837","11.0943009811126","18.4947030900081","8771","3844","4927"
"World","2011","631962313","313293018","100","100","14.1094909509802","6.03181344465499","8.12669622185688","899147","379088","520059"
"Adhoc","2012","3212796","1814986","100","100","30.0533581544629","11.3403809874952","18.9276236301212","9482","4140","5342"
"World","2012","631129388","312649698","100","100","13.974866325165","5.94833075654769","8.07456575645212","889460","373058","516402"
"Adhoc","2013","3367473","1893977","100","100","26.2661499178605","10.4102817026431","16.0226687101179","8724","3964","4760"
"World","2013","629676634","312528015","100","100","13.7783971769149","5.86163976598846","7.9634362052611","874600","367462","507138"
"Adhoc","2014","3532457","1975371","100","100","33.7050870063126","12.9686062658713","21.0089373773525","11769","5157","6612"
"World","2014","628019850","312810078","100","100","13.8640832258778","5.8736740670864","8.03761951610421","877303","368551","508752"
"Adhoc","2015","3681690","2045874","100","100","37.0677872249574","14.2582322121516","23.1394831366372","13535","5876","7659"
"World","2015","626242557","313826234","100","100","13.7783515541502","5.82497968891142","7.99997153695344","868546","366674","501872"
"Adhoc","2016","3807990","2102420","100","100","37.9442060684702","14.6112266347859","23.6789580563208","14363","6189","8174"
"World","2016","625731735","315368928","100","100","13.797167781908","5.79524381987863","8.0485673723528","868204","366590","501614"
"Adhoc","2017","3937856","2161594","100","100","53.1308529120381","17.9241007518311","35.8493189652241","20787","7819","12968"
"World","2017","626622573","316872658","100","100","13.781528152439","5.76873113199228","8.05928889117498","867941","366648","501293"
"Adhoc","2018","4063113","2219238","100","100","57.0727734615604","18.9160327660681","38.8924311983931","23103","8476","14627"
"World","2018","628157765","318455935","100","100","13.4443406515796","5.59736126929244","7.89114899403662","848220","357503","490717"
"Adhoc","2019","4185221","2273951","100","100","53.147369902514","17.9275085382837","35.8627918717171","22186","8227","13959"
"World","2019","630317529","320271204","100","100","13.4302716084441","5.55630042784004","7.9179657772398","849835","356896","492939"
"Adhoc","2020","4312431","2329444","100","100","50.62050507487","17.3059012208182","33.9012963397655","21810","8133","13677"
"World","2020","633066553","322016142","100","100","13.0317381946592","5.38983988237618","7.6833101236159","827884","348061","479823"
"Adhoc","2021","4402314","2364130","100","100","57.9691765914285","19.10611213346","39.620049567743","25598","9121","16477"
"World","2021","636601493","324059942","100","100","13.202816484411","5.43641286514555","7.80885578330794","843337","353305","490032"
"Adhoc","2022","4446115","2372442","100","100","28.3202988674012","11.337122432959","17.1779246695652","12596","5410","7186"
"World","2022","641093304","327034024","100","100","13.6764282823379","5.5746486826557","8.14719736272777","879473","365639","513834"
"Adhoc","2023","4519332","2397795","100","100","28.1415160473994","11.1828688319781","17.1504383175373","12733","5393","7340"
"World","2023","646392453","330725985","100","100","13.2048549313575","5.35236276097808","7.89474772410521","855380","354983","500397"
"Adhoc","2024","4622215","2445201","100","100","27.9462397840874","11.0521931943706","17.0828495431784","12937","5435","7502"
"World","2024","652779657","334926132","100","100","13.0948313472892","5.26127275848397","7.87499106476754","855955","353357","502598"
