"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","CMR median","Under-five deaths median","Infant deaths median","Child deaths median"
"Sub-Saharan Africa","1957","18965232","10147618","7.09","7.2",,,,,,
"Oceania","1957","1085073","565585","0","0",,,,,,
"Oceania (exc. Australia and New Zealand)","1957","271898","141506","0","0",,,,,,
"Australia and New Zealand","1957","813176","424079","0","0",,,,,,
"Europe, Northern America, Australia and New Zealand","1957","60795065","31255535","0","0",,,,,,
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1957","18903541","9865855","0","0",,,,,,
"World","1957","249666956","129453800","0.5","0.6",,,,,,
"Least developed countries","1958","21910577","11694277","6.94","7.04",,,,,,
"Landlocked developing countries","1958","11487185","5987936","1.22","1.23",,,,,,
"Small island developing States","1958","2254326","1202501","0.9","0.89",,,,,,
"Europe and Northern America","1958","59758057","30008966","0","0",,,,,,
"Northern America","1958","12678815","6695667","0","0",,,,,,
"Europe","1958","47079242","23313300","0","0",,,,,,
"Latin America and the Caribbean","1958","18653976","10066295","0","0",,,,,,
"Central and Southern Asia","1958","53573657","27821912","0","0",,,,,,
"Central Asia","1958","1981882","929429","0","0",,,,,,
"Southern Asia","1958","51591775","26892483","0","0",,,,,,
"Eastern and South-Eastern Asia","1958","88112182","44941258","0","0",,,,,,
"Eastern Asia","1958","69251437","35146755","0","0",,,,,,
"South-Eastern Asia","1958","18860746","9794503","0","0",,,,,,
"Northern Africa and Western Asia","1958","10999921","5671298","0","0",,,,,,
"Western Asia","1958","5661603","2914050","0","0",,,,,,
"Northern Africa","1958","5338319","2757248","0","0",,,,,,
"Sub-Saharan Africa","1958","19339150","10366206","7.87","7.96",,,,,,
"Oceania","1958","1112790","584720","0","0",,,,,,
"Oceania (exc. Australia and New Zealand)","1958","274598","143361","0","0",,,,,,
"Australia and New Zealand","1958","838192","441359","0","0",,,,,,
"Europe, Northern America, Australia and New Zealand","1958","60596249","30450325","0","0",,,,,,
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1958","19135343","9937863","0","0",,,,,,
"World","1958","251549732","129460654","0.6","0.6",,,,,,
"Least developed countries","1959","22341602","11946470","9.09","9.23",,,,,,
"Landlocked developing countries","1959","11592364","5972084","5.29","5.55",,,,,,
"Small island developing States","1959","2295632","1222810","0.89","0.88",,,,,,
"Europe and Northern America","1959","59688632","29210243","0","0",,,,,,
"Northern America","1959","13029032","7022975","0","0",,,,,,
"Europe","1959","46659600","22187268","0","0",,,,,,
"Latin America and the Caribbean","1959","19142771","10338517","0","0",,,,,,
"Central and Southern Asia","1959","54294904","28116129","0","0",,,,,,
"Central Asia","1959","1933197","831935","0","0",,,,,,
"Southern Asia","1959","52361707","27284194","0","0",,,,,,
"Eastern and South-Eastern Asia","1959","88361540","45122263","0","0",,,,,,
"Eastern Asia","1959","69281819","35245605","0","0",,,,,,
"South-Eastern Asia","1959","19079722","9876658","0","0",,,,,,
"Northern Africa and Western Asia","1959","11122351","5739540","0","0",,,,,,
"Western Asia","1959","5740663","2933111","0","0",,,,,,
"Northern Africa","1959","5381688","2806429","0","0",,,,,,
"Sub-Saharan Africa","1959","19752728","10615558","10.3","10.4",,,,,,
"Oceania","1959","1148599","608441","0","0",,,,,,
"Oceania (exc. Australia and New Zealand)","1959","277893","145795","0","0",,,,,,
"Australia and New Zealand","1959","870707","462646","0","0",,,,,,
"Europe, Northern America, Australia and New Zealand","1959","60559339","29672889","0","0",,,,,,
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1959","19357614","10022453","0","0",,,,,,
"World","1959","253511524","129750689","0.8","0.9",,,,,,
"Least developed countries","1960","22826763","12232995","9.79","9.93",,,,,,
"Landlocked developing countries","1960","11700725","5993713","5.33","5.64",,,,,,
"Small island developing States","1960","2336961","1244538","0.87","0.85",,,,,,
"Europe and Northern America","1960","59455283","28507589","0","0",,,,,,
"Northern America","1960","13377637","7352810","0","0",,,,,,
"Europe","1960","46077646","21154780","0","0",,,,,,
"Latin America and the Caribbean","1960","19664395","10627739","0","0",,,,,,
"Central and Southern Asia","1960","55065946","28530566","0","0",,,,,,
"Central Asia","1960","1875226","760201","0","0",,,,,,
"Southern Asia","1960","53190720","27770366","0","0",,,,,,
"Eastern and South-Eastern Asia","1960","88571529","45292692","0","0",,,,,,
"Eastern Asia","1960","69271266","35307385","0","0",,,,,,
"South-Eastern Asia","1960","19300263","9985307","0","0",,,,,,
"Northern Africa and Western Asia","1960","11285481","5858029","0","0",,,,,,
"Western Asia","1960","5822275","2968793","0","0",,,,,,
"Northern Africa","1960","5463206","2889237","0","0",,,,,,
"Sub-Saharan Africa","1960","20218865","10898464","11.07","11.16",,,,,,
"Oceania","1960","1193346","636486","0","0",,,,,,
"Oceania (exc. Australia and New Zealand)","1960","281960","148903","0","0",,,,,,
"Australia and New Zealand","1960","911386","487584","0","0",,,,,,
"Europe, Northern America, Australia and New Zealand","1960","60366669","28995173","0","0",,,,,,
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1960","19582223","10134210","0","0",,,,,,
"World","1960","255454844","130351564","0.9","0.9",,,,,,
"Least developed countries","1961","23343628","12538597","9.83","9.96",,,,,,
"Landlocked developing countries","1961","11839176","6080158","5.37","5.68",,,,,,
"Small island developing States","1961","2376444","1266998","0.85","0.82",,,,,,
"Europe and Northern America","1961","59572925","28550342","0","0",,,,,,
"Northern America","1961","13872631","7755648","0","0",,,,,,
"Europe","1961","45700295","20794694","0","0",,,,,,
"Latin America and the Caribbean","1961","20208855","10932414","0","0",,,,,,
"Central and Southern Asia","1961","55923449","29079315","8.76","9",,,,,,
"Central Asia","1961","1830995","736151","0","0",,,,,,
"Southern Asia","1961","54092455","28343164","9.06","9.23",,,,,,
"Eastern and South-Eastern Asia","1961","89266081","45836559","0","0",,,,,,
"Eastern Asia","1961","69736076","35705940","0","0",,,,,,
"South-Eastern Asia","1961","19530006","10130619","0","0",,,,,,
"Northern Africa and Western Asia","1961","11486664","6033412","0","0",,,,,,
"Western Asia","1961","5914085","3037042","0","0",,,,,,
"Northern Africa","1961","5572579","2996371","0","0",,,,,,
"Sub-Saharan Africa","1961","20712367","11196185","11.1","11.17",,,,,,
"Oceania","1961","1244769","669607","0","0",,,,,,
"Oceania (exc. Australia and New Zealand)","1961","286874","152591","0","0",,,,,,
"Australia and New Zealand","1961","957895","517016","0","0",,,,,,
"Europe, Northern America, Australia and New Zealand","1961","60530820","29067358","0","0",,,,,,
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1961","19816879","10283210","0","0",,,,,,
"World","1961","258415109","132297832","2.8","2.9",,,,,,
"Least developed countries","1962","23875576","12851929","9.86","9.97",,,,,,
"Landlocked developing countries","1962","12019015","6239491","5.37","5.62",,,,,,
"Small island developing States","1962","2416246","1292843","0.82","0.78",,,,,,
"Europe and Northern America","1962","60298474","29701247","0","0",,,,,,
"Northern America","1962","14587142","8239675","0","0",,,,,,
"Europe","1962","45711332","21461573","0","0",,,,,,
"Latin America and the Caribbean","1962","20793349","11267676","0","0",,,,,,
"Central and Southern Asia","1962","56805586","29716948","8.78","8.94",,,,,,
"Central Asia","1962","1807124","761855","0","0",,,,,,
"Southern Asia","1962","54998462","28955093","9.07","9.18",,,,,,
"Eastern and South-Eastern Asia","1962","90744997","47188639","0","0",,,,,,
"Eastern Asia","1962","70957148","36867654","0","0",,,,,,
"South-Eastern Asia","1962","19787849","10320985","0","0",,,,,,
"Northern Africa and Western Asia","1962","11730201","6263952","0","0",,,,,,
"Western Asia","1962","6024439","3141820","0","0",,,,,,
"Northern Africa","1962","5705762","3122132","0","0",,,,,,
"Sub-Saharan Africa","1962","21222066","11494909","11.11","11.16",,,,,,
"Oceania","1962","1300730","709515","0","0",,,,,,
"Oceania (exc. Australia and New Zealand)","1962","292398","156529","0","0",,,,,,
"Australia and New Zealand","1962","1008333","552987","0","0",,,,,,
"Europe, Northern America, Australia and New Zealand","1962","61306806","30254234","0","0",,,,,,
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1962","20080247","10477514","0","0",,,,,,
"World","1962","262895402","136342885","2.8","2.9",,,,,,
"Least developed countries","1963","24385230","13129314","32.92","32.67",,,,,,
"Landlocked developing countries","1963","12227302","6454176","7.46","7.67",,,,,,
"Small island developing States","1963","2460775","1324243","0.79","0.74",,,,,,
"Europe and Northern America","1963","61153410","31353244","0","0",,,,,,
"Northern America","1963","15329923","8656973","0","0",,,,,,
"Europe","1963","45823487","22696271","0","0",,,,,,
"Latin America and the Caribbean","1963","21435874","11654062","0","0",,,,,,
"Central and Southern Asia","1963","57724475","30414302","18.04","18.12",,,,,,
"Central Asia","1963","1800562","833451","0","0",,,,,,
"Southern Asia","1963","55923913","29580851","18.62","18.63",,,,,,
"Eastern and South-Eastern Asia","1963","92815777","49155248","9.24","8.87",,,,,,
"Eastern Asia","1963","72721797","38588862","0","0",,,,,,
"South-Eastern Asia","1963","20093980","10566387","42.69","41.28",,,,,,
"Northern Africa and Western Asia","1963","12022923","6531974","0","0",,,,,,
"Western Asia","1963","6160109","3273465","0","0",,,,,,
"Northern Africa","1963","5862814","3258509","0","0",,,,,,
"Sub-Saharan Africa","1963","21720585","11761969","12.3","12.33",,,,,,
"Oceania","1963","1356903","748784","0","0",,,,,,
"Oceania (exc. Australia and New Zealand)","1963","298683","160820","0","0",,,,,,
"Australia and New Zealand","1963","1058220","587964","0","0",,,,,,
"Europe, Northern America, Australia and New Zealand","1963","62211630","31941208","0","0",,,,,,
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1963","20392663","10727207","42.07","40.66",,,,,,
"World","1963","268229945","141619582","8.1","8",,,,,,
"Least developed countries","1964","24899729","13382583","32.76","32.32",,,,,,
"Landlocked developing countries","1964","12488125","6720847","7.4","7.38",,,,,,
"Small island developing States","1964","2509440","1359027","0.75","0.7",,,,,,
"Europe and Northern America","1964","62164872","33205706","0","0",,,,,,
"Northern America","1964","16069005","9043078","0","0",,,,,,
"Europe","1964","46095867","24162628","0","0",,,,,,
"Latin America and the Caribbean","1964","22144004","12096235","0","0",,,,,,
"Central and Southern Asia","1964","59030802","31435995","17.83","17.53",,,,,,
"Central Asia","1964","1819230","940525","0","0",,,,,,
"Southern Asia","1964","57211572","30495470","18.4","18.07",,,,,,
"Eastern and South-Eastern Asia","1964","95344979","51506672","9.04","8.52",,,,,,
"Eastern Asia","1964","74819302","40583468","0","0",,,,,,
"South-Eastern Asia","1964","20525677","10923204","41.99","40.17",,,,,,
"Northern Africa and Western Asia","1964","12364881","6816377","0","0",,,,,,
"Western Asia","1964","6316549","3415177","0","0",,,,,,
"Northern Africa","1964","6048333","3401200","0","0",,,,,,
"Sub-Saharan Africa","1964","22223362","12005108","33.25","32.67",,,,,,
"Oceania","1964","1412465","781309","0","0",,,,,,
"Oceania (exc. Australia and New Zealand)","1964","305340","164977","0","0",,,,,,
"Australia and New Zealand","1964","1107125","616332","0","0",,,,,,
"Europe, Northern America, Australia and New Zealand","1964","63271996","33822038","0","0",,,,,,
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1964","20831017","11088181","41.37","39.57",,,,,,
"World","1964","274685363","147847399","9.7","9.3",,,,,,
"Least developed countries","1965","25465658","13660062","32.62","32.01",,,,,,
"Landlocked developing countries","1965","12815140","7019427","7.34","7.14",,,,,,
"Small island developing States","1965","2562919","1396016","0.72","0.67",,,,,,
"Europe and Northern America","1965","63328475","35145009","0","0",,,,,,
"Northern America","1965","16825665","9467244","0","0",,,,,,
"Europe","1965","46502810","25677765","0","0",,,,,,
"Latin America and the Caribbean","1965","22901452","12570807","0","0",,,,,,
"Central and Southern Asia","1965","60802871","32820928","17.51","16.8",,,,,,
"Central Asia","1965","1883277","1068440","0","0",,,,,,
"Southern Asia","1965","58919594","31752488","18.06","17.36",,,,,,
"Eastern and South-Eastern Asia","1965","98456213","54430739","8.78","8.13",,,,,,
"Eastern Asia","1965","77391900","43047706","0","0",,,,,,
"South-Eastern Asia","1965","21064313","11383034","41.02","38.9",,,,,,
"Northern Africa and Western Asia","1965","12758880","7103113","0","0",,,,,,
"Western Asia","1965","6495910","3556907","0","0",,,,,,
"Northern Africa","1965","6262971","3546207","0","0",,,,,,
"Sub-Saharan Africa","1965","22746968","12242696","32.96","32.17",,,,,,
"Oceania","1965","1468615","810144","0","0",,,,,,
"Oceania (exc. Australia and New Zealand)","1965","311996","168563","0","0",,,,,,
"Australia and New Zealand","1965","1156619","641581","0","0",,,,,,
"Europe, Northern America, Australia and New Zealand","1965","64485094","35786590","0","0",,,,,,
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1965","21376309","11551596","40.42","38.33",,,,,,
"World","1965","282463472","155123435","9.5","8.9",,,,,,
"Least developed countries","1966","26069098","13962916","36.85","36.14",,,,,,
"Landlocked developing countries","1966","13185619","7304915","7.28","7",,,,,,
"Small island developing States","1966","2624440","1436151","0.7","0.66",,,,,,
"Europe and Northern America","1966","64703477","36505453","0","0",,,,,,
"Northern America","1966","17552242","9786226","0","0",,,,,,
"Europe","1966","47151235","26719227","0","0",,,,,,
"Latin America and the Caribbean","1966","23689958","13062098","0","0",,,,,,
"Central and Southern Asia","1966","62782264","34316836","17.2","16.18",,,,,,
"Central Asia","1966","1987696","1191420","0","0",,,,,,
"Southern Asia","1966","60794568","33125416","17.77","16.76",,,,,,
"Eastern and South-Eastern Asia","1966","101966158","57322438","8.53","7.87",,,,,,
"Eastern Asia","1966","80296409","45441332","0","0",,,,,,
"South-Eastern Asia","1966","21669749","11881106","40.14","37.95",,,,,,
"Northern Africa and Western Asia","1966","13223082","7402414","0","0",,,,,,
"Western Asia","1966","6708434","3706637","0","0",,,,,,
"Northern Africa","1966","6514648","3695778","0","0",,,,,,
"Sub-Saharan Africa","1966","23278812","12478390","37.54","36.62",,,,,,
"Oceania","1966","1522002","831625","0","0",,,,,,
"Oceania (exc. Australia and New Zealand)","1966","319029","172073","0","0",,,,,,
"Australia and New Zealand","1966","1202973","659553","0","0",,,,,,
"Europe, Northern America, Australia and New Zealand","1966","65906450","37165006","0","0",,,,,,
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1966","21988778","12053179","39.56","37.41",,,,,,
"World","1966","291165751","161919254","9.7","9",,,,,,
"Least developed countries","1967","26718561","14303290","36.78","36",,,,,,
"Landlocked developing countries","1967","13606743","7570902","7.21","6.91",,,,,,
"Small island developing States","1967","2694485","1479151","0.69","0.68",,,,,,
"Europe and Northern America","1967","66432112","37103676","0","0",,,,,,
"Northern America","1967","18202414","9948014","0","0",,,,,,
"Europe","1967","48229698","27155663","0","0",,,,,,
"Latin America and the Caribbean","1967","24516331","13562133","0","0",,,,,,
"Central and Southern Asia","1967","65001217","35942381","16.9","15.68",,,,,,
"Central Asia","1967","2119971","1294702","0","0",,,,,,
"Southern Asia","1967","62881246","34647679","17.47","16.27",,,,,,
"Eastern and South-Eastern Asia","1967","106356039","60245070","8.31","7.72",,,,,,
"Eastern Asia","1967","83942645","47791499","0","0",,,,,,
"South-Eastern Asia","1967","22413395","12453572","39.45","37.33",,,,,,
"Northern Africa and Western Asia","1967","13760318","7721004","0","0",,,,,,
"Western Asia","1967","6953493","3864852","0","0",,,,,,
"Northern Africa","1967","6806826","3856152","0","0",,,,,,
"Sub-Saharan Africa","1967","23837723","12743222","37.28","36.28",,,,,,
"Oceania","1967","1571186","842422","0","0",,,,,,
"Oceania (exc. Australia and New Zealand)","1967","326319","175796","0","0",,,,,,
"Australia and New Zealand","1967","1244868","666627","0","0",,,,,,
"Europe, Northern America, Australia and New Zealand","1967","67676979","37770303","0","0",,,,,,
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)","1967","22739713","12629367","38.88","36.81",,,,,,
"World","1967","301474925","168159908","9.5","8.9",,,,,,
"Least developed countries","1968","27415143","14719329","37.17","36.42",,,,,,
"Landlocked developing countries","1968","14091692","7843208","7.11","6.88",,,,,,
"Small island developing States","1968","2772668","1524678","0.69","0.71",,,,,,
"Europe and Northern America","1968","68512483","37546108","0","0",,,,,,
"Northern America","1968","18805355","10133513","0","0",,,,,,
"Europe","1968","49707128","27412595","0","0",,,,,,
"Latin America and the Caribbean","1968","25380973","14049273","0","0",,,,,,
"Central and Southern Asia","1968","67403318","37704941","16.62","15.37",,,,,,
"Central Asia","1968","2290331","1391569","0","0",,,,,,
